Time,Channel A,Channel B
(ms),(V),(V)

-4.84351907,-0.37946720,-0.36948760
-4.84095907,-0.41438030,-0.41343420
-4.83839907,-0.44929350,-0.44856100
-4.83583907,-0.47547840,-0.46613970
-4.83327907,-0.48420670,-0.48371840
-4.83071907,-0.49293500,-0.49250770
-4.82815907,-0.47547840,-0.48371840
-4.82559907,-0.46675010,-0.46613970
-4.82303907,-0.44056520,-0.43977170
-4.82047907,-0.40565200,-0.42222360
-4.81791907,-0.37073890,-0.36069830
-4.81535907,-0.31839960,-0.32554090
-4.81279907,-0.26602980,-0.26404610
-4.81023907,-0.19620350,-0.20252080
-4.80767907,-0.13513600,-0.14102600
-4.80511907,-0.07403790,-0.07950072
-4.80255907,0.00451674,-0.00921659
-4.79999907,0.07428205,0.06106754
-4.79743907,0.13538010,0.14014100
-4.79487907,0.19647820,0.20166630
-4.79231907,0.25754570,0.26319160
-4.78975907,0.31864370,0.31589710
-4.78719907,0.36228520,0.36863310
-4.78463907,0.40589620,0.40379040
-4.78207907,0.44080930,0.43891720
-4.77951907,0.46699420,0.46528520
-4.77695907,0.48445080,0.48286380
-4.77439907,0.48445080,0.49165320
-4.77183907,0.48445080,0.49165320
-4.76927907,0.47572250,0.48286380
-4.76671907,0.45826590,0.45649590
-4.76415907,0.42335280,0.43012790
-4.76159907,0.37974180,0.37742240
-4.75903907,0.33610030,0.34226510
-4.75647907,0.27500230,0.28952910
-4.75391907,0.22263250,0.22803430
-4.75135907,0.16156500,0.16650900
-4.74879907,0.09173864,0.09622486
-4.74623907,0.02191229,0.02591021
-4.74367907,-0.04785302,-0.04434339
-4.74111907,-0.10895110,-0.11465800
-4.73855907,-0.17874690,-0.18494220
-4.73599907,-0.24857330,-0.23767820
-4.73343907,-0.30094300,-0.29041410
-4.73087907,-0.35331280,-0.35190890
-4.72831907,-0.38819550,-0.39585560
-4.72575907,-0.43183690,-0.43101290
-4.72319907,-0.45802180,-0.46613970
-4.72063907,-0.47547840,-0.47492900
-4.71807907,-0.48420670,-0.48371840
-4.71551907,-0.48420670,-0.49250770
-4.71295907,-0.47547840,-0.47492900
-4.71039907,-0.45802180,-0.45735040
-4.70783907,-0.43183690,-0.43101290
-4.70527907,-0.39692370,-0.40464490
-4.70271907,-0.34458450,-0.35190890
-4.70015907,-0.29221470,-0.29917290
-4.69759907,-0.23984500,-0.23767820
-4.69503907,-0.17004910,-0.17615280
-4.69247907,-0.10895110,-0.10586870
-4.68991907,-0.03912473,-0.04434339
-4.68735907,0.02191229,0.01712088
-4.68479907,0.10046690,0.09622486
-4.68223907,0.17029330,0.16650900
-4.67967907,0.22263250,0.22803430
-4.67711907,0.28373060,0.28073980
-4.67455907,0.33610030,0.34226510
-4.67199907,0.37974180,0.38621170
-4.66943907,0.42335280,0.42133850
-4.66687907,0.44953760,0.45649590
-4.66431907,0.47572250,0.48286380
-4.66175907,0.48445080,0.49165320
-4.65919907,0.48445080,0.49165320
-4.65663907,0.48445080,0.48286380
-4.65407907,0.46699420,0.48286380
-4.65151907,0.44080930,0.44770650
-4.64895907,0.40589620,0.41257970
-4.64639907,0.36228520,0.37742240
-4.64383907,0.30991550,0.31589710
-4.64127907,0.25754570,0.27198090
-4.63871907,0.19647820,0.21045560
-4.63615907,0.12665180,0.14014100
-4.63359907,0.06555375,0.06106754
-4.63103907,-0.00421155,-0.00045778
-4.62847907,-0.07403790,-0.06192205
-4.62591907,-0.14386430,-0.13223670
-4.62335907,-0.21366010,-0.20252080
-4.62079907,-0.26602980,-0.26404610
-4.61823907,-0.31839960,-0.31675160
-4.61567907,-0.37073890,-0.36948760
-4.61311907,-0.40565200,-0.41343420
-4.61055907,-0.44056520,-0.43977170
-4.60799907,-0.46675010,-0.46613970
-4.60543907,-0.48420670,-0.48371840
-4.60287907,-0.48420670,-0.49250770
-4.60031907,-0.48420670,-0.48371840
-4.59775907,-0.47547840,-0.46613970
-4.59519907,-0.44056520,-0.44856100
-4.59263907,-0.41438030,-0.42222360
-4.59007907,-0.37073890,-0.36948760
-4.58751907,-0.32712790,-0.32554090
-4.58495907,-0.26602980,-0.28162480
-4.58239907,-0.21366010,-0.21131020
-4.57983907,-0.14386430,-0.15857420
-4.57727907,-0.07403790,-0.08829005
-4.57471907,-0.00421155,-0.00921659
-4.57215907,0.06555375,0.06106754
-4.56959907,0.11792350,0.11380350
-4.56703907,0.18774990,0.18408760
-4.56447907,0.25754570,0.24561300
-4.56191907,0.30991550,0.31589710
-4.55935907,0.36228520,0.35984370
-4.55679907,0.40589620,0.40379040
