Time (ms),Channel A (mV),Channel B (V)
-6.14399909,-25.74541000,-0.32554090
-6.13887909,-25.74541000,-0.34311960
-6.13375909,-27.49107000,-0.34311960
-6.12863909,-25.74541000,-0.35190890
-6.12351909,-25.74541000,-0.36069830
-6.11839909,-25.74541000,-0.36069830
-6.11327909,-25.74541000,-0.36069830
-6.10815909,-25.74541000,-0.36948760
-6.10303909,-25.74541000,-0.38706620
-6.09791909,-25.74541000,-0.38706620
-6.09279909,-25.74541000,-0.39585560
-6.08767909,-25.74541000,-0.39585560
-6.08255909,-25.74541000,-0.40464490
-6.07743909,-25.74541000,-0.41343420
-6.07231909,-25.74541000,-0.42222360
-6.06719909,-23.99365000,-0.42222360
-6.06207909,-25.74541000,-0.43101290
-6.05695909,-25.74541000,-0.43977170
-6.05183909,-25.74541000,-0.43977170
-6.04671909,-25.74541000,-0.45735040
-6.04159909,-23.99365000,-0.45735040
-6.03647909,-23.99365000,-0.45735040
-6.03135909,-23.99365000,-0.46613970
-6.02623909,-23.99365000,-0.46613970
-6.02111909,-22.24799000,-0.48371840
-6.01599909,-22.24799000,-0.48371840
-6.01087909,-22.24799000,-0.49250770
-6.00575909,-23.99365000,-0.50129710
-6.00063909,-22.24799000,-0.50129710
-5.99551909,-22.24799000,-0.50129710
-5.99039909,-22.24799000,-0.51008640
-5.98527909,-22.24799000,-0.51008640
-5.98015909,-22.24799000,-0.51887570
-5.97503909,-22.24799000,-0.52766500
-5.96991909,-22.24799000,-0.53645440
-5.96479909,-22.24799000,-0.53645440
-5.95967909,-22.24799000,-0.53645440
-5.95455909,-22.24799000,-0.54524370
-5.94943909,-22.24799000,-0.54524370
-5.94431909,-22.24799000,-0.56282230
-5.93919909,-20.50233000,-0.56282230
-5.93407909,-22.24799000,-0.56282230
-5.92895909,-20.50233000,-0.57161170
-5.92383909,-20.50233000,-0.57161170
-5.91871909,-18.75057000,-0.58915980
-5.91359909,-18.75057000,-0.58915980
-5.90847909,-20.50233000,-0.59794910
-5.90335909,-18.75057000,-0.59794910
-5.89823909,-18.75057000,-0.59794910
-5.89311909,-18.75057000,-0.60673850
-5.88799909,-18.75057000,-0.60673850
-5.88287909,-18.75057000,-0.60673850
-5.87775909,-18.75057000,-0.61552780
-5.87263909,-18.75057000,-0.61552780
-5.86751909,-18.75057000,-0.62431720
-5.86239909,-18.75057000,-0.62431720
-5.85727909,-18.75057000,-0.64189580
-5.85215909,-17.00491000,-0.64189580
-5.84703909,-17.00491000,-0.64189580
-5.84191909,-17.00491000,-0.64189580
-5.83679909,-15.25925000,-0.65068510
-5.83167909,-15.25925000,-0.65947450
-5.82655909,-17.00491000,-0.65068510
-5.82143909,-15.25925000,-0.65947450
-5.81631909,-15.25925000,-0.66826380
-5.81119909,-15.25925000,-0.66826380
-5.80607909,-15.25925000,-0.66826380
-5.80095909,-15.25925000,-0.67705320
-5.79583909,-15.25925000,-0.67705320
-5.79071909,-15.25925000,-0.67705320
-5.78559909,-15.25925000,-0.68584250
-5.78047909,-15.25925000,-0.68584250
-5.77535909,-13.50749000,-0.68584250
-5.77023909,-13.50749000,-0.69463180
-5.76511909,-13.50749000,-0.69463180
-5.75999909,-13.50749000,-0.70342110
-5.75487909,-13.50749000,-0.70342110
-5.74975909,-11.76183000,-0.70342110
-5.74463909,-11.76183000,-0.71221050
-5.73951909,-11.76183000,-0.70342110
-5.73439909,-11.76183000,-0.71221050
-5.72927909,-11.76183000,-0.71221050
-5.72415909,-11.76183000,-0.71221050
-5.71903909,-11.76183000,-0.71221050
-5.71391909,-10.01617000,-0.72096930
-5.70879909,-10.01617000,-0.72096930
-5.70367909,-10.01617000,-0.72975860
-5.69855909,-10.01617000,-0.72975860
-5.69343909,-8.26441300,-0.72975860
-5.68831909,-8.26441300,-0.72975860
-5.68319909,-8.26441300,-0.73854790
-5.67807909,-8.26441300,-0.73854790
-5.67295909,-8.26441300,-0.73854790
-5.66783909,-8.26441300,-0.73854790
-5.66271909,-8.26441300,-0.73854790
-5.65759909,-8.26441300,-0.74733730
-5.65247909,-6.51875400,-0.74733730
-5.64735909,-6.51875400,-0.74733730
-5.64223909,-4.77309500,-0.74733730
-5.63711909,-6.51875400,-0.74733730
-5.63199909,-6.51875400,-0.74733730
-5.62687909,-4.77309500,-0.74733730
-5.62175909,-4.77309500,-0.74733730
-5.61663909,-4.77309500,-0.74733730
-5.61151909,-4.77309500,-0.74733730
-5.60639909,-4.77309500,-0.74733730
-5.60127909,-4.77309500,-0.74733730
-5.59615909,-4.77309500,-0.74733730
-5.59103909,-4.77309500,-0.74733730
-5.58591909,-4.77309500,-0.74733730
-5.58079909,-3.02133300,-0.75612660
-5.57567909,-3.02133300,-0.75612660
-5.57055909,-3.02133300,-0.74733730
-5.56543909,-3.02133300,-0.75612660
-5.56031909,-3.02133300,-0.75612660
-5.55519909,-1.27567400,-0.75612660
-5.55007909,-1.27567400,-0.75612660
-5.54495910,-1.27567400,-0.75612660
-5.53983910,-1.27567400,-0.75612660
-5.53471910,-1.27567400,-0.74733730
-5.52959910,-1.27567400,-0.75612660
-5.52447910,-1.27567400,-0.75612660
-5.51935910,-1.27567400,-0.74733730
-5.51423910,0.46998500,-0.75612660
-5.50911910,0.46998500,-0.75612660
-5.50399910,0.46998500,-0.74733730
-5.49887910,2.21564400,-0.74733730
-5.49375910,2.21564400,-0.74733730
-5.48863910,2.21564400,-0.74733730
-5.48351910,2.21564400,-0.74733730
-5.47839910,2.21564400,-0.74733730
-5.47327910,2.21564400,-0.74733730
-5.46815910,2.21564400,-0.74733730
-5.46303910,2.21564400,-0.74733730
-5.45791910,3.96130300,-0.74733730
-5.45279910,2.21564400,-0.74733730
-5.44767910,3.96130300,-0.74733730
-5.44255910,5.70696100,-0.73854790
-5.43743910,3.96130300,-0.73854790
-5.43231910,5.70696100,-0.73854790
-5.42719910,5.70696100,-0.73854790
-5.42207910,5.70696100,-0.73854790
-5.41695910,5.70696100,-0.72975860
-5.41183910,5.70696100,-0.72975860
-5.40671910,5.70696100,-0.72975860
-5.40159910,5.70696100,-0.72096930
-5.39647910,5.70696100,-0.72096930
-5.39135910,5.70696100,-0.72096930
-5.38623910,5.70696100,-0.72096930
-5.38111910,7.45262000,-0.71221050
-5.37599910,7.45262000,-0.71221050
-5.37087910,9.20438300,-0.71221050
-5.36575910,9.20438300,-0.71221050
-5.36063910,9.20438300,-0.71221050
-5.35551910,9.20438300,-0.71221050
-5.35039910,9.20438300,-0.70342110
-5.34527910,9.20438300,-0.70342110
-5.34015910,9.20438300,-0.70342110
-5.33503910,9.20438300,-0.69463180
-5.32991910,9.20438300,-0.68584250
-5.32479910,9.20438300,-0.68584250
-5.31967910,10.95004000,-0.68584250
-5.31455910,10.95004000,-0.67705320
-5.30943910,10.95004000,-0.67705320
-5.30431910,10.95004000,-0.67705320
-5.29919910,12.69570000,-0.67705320
-5.29407910,12.69570000,-0.66826380
-5.28895910,12.69570000,-0.66826380
-5.28383910,12.69570000,-0.65947450
-5.27871910,12.69570000,-0.65947450
-5.27359910,14.44746000,-0.65068510
-5.26847910,12.69570000,-0.65068510
-5.26335910,12.69570000,-0.65068510
-5.25823910,14.44746000,-0.64189580
-5.25311910,14.44746000,-0.63310650
-5.24799910,14.44746000,-0.63310650
-5.24287910,16.19312000,-0.63310650
-5.23775910,16.19312000,-0.62431720
-5.23263910,16.19312000,-0.61552780
-5.22751910,16.19312000,-0.61552780
-5.22239910,16.19312000,-0.60673850
-5.21727910,16.19312000,-0.60673850
-5.21215910,16.19312000,-0.60673850
-5.20703910,16.19312000,-0.59794910
-5.20191910,16.19312000,-0.59794910
-5.19679910,16.19312000,-0.59794910
-5.19167910,16.19312000,-0.58037050
-5.18655910,16.19312000,-0.58037050
-5.18143910,17.93878000,-0.57161170
-5.17631910,17.93878000,-0.57161170
-5.17119910,17.93878000,-0.57161170
-5.16607910,17.93878000,-0.56282230
-5.16095910,17.93878000,-0.55403300
-5.15583910,17.93878000,-0.56282230
-5.15071910,19.69054000,-0.55403300
-5.14559910,17.93878000,-0.54524370
-5.14047910,19.69054000,-0.53645440
-5.13535910,19.69054000,-0.53645440
-5.13023910,19.69054000,-0.52766500
-5.12511910,19.69054000,-0.52766500
-5.11999910,19.69054000,-0.51008640
-5.11487910,19.69054000,-0.50129710
-5.10975910,19.69054000,-0.50129710
-5.10463910,19.69054000,-0.50129710
-5.09951910,21.43620000,-0.49250770
-5.09439910,21.43620000,-0.49250770
-5.08927910,23.18186000,-0.48371840
-5.08415910,21.43620000,-0.48371840
-5.07903910,21.43620000,-0.46613970
-5.07391910,23.18186000,-0.46613970
-5.06879910,21.43620000,-0.45735040
-5.06367910,23.18186000,-0.45735040
-5.05855910,23.18186000,-0.45735040
-5.05343910,23.18186000,-0.44856100
-5.04831910,23.18186000,-0.43101290
-5.04319910,23.18186000,-0.43101290
-5.03807910,23.18186000,-0.43101290
-5.03295910,23.18186000,-0.42222360
-5.02783910,23.18186000,-0.41343420
-5.02271910,23.18186000,-0.40464490
-5.01759910,23.18186000,-0.39585560
-5.01247910,23.18186000,-0.39585560
-5.00735910,23.18186000,-0.39585560
-5.00223910,23.18186000,-0.38706620
-4.99711910,23.18186000,-0.37827690
-4.99199910,24.93362000,-0.36948760
-4.98687910,24.93362000,-0.36069830
-4.98175910,24.93362000,-0.36069830
-4.97663910,24.93362000,-0.36069830
-4.97151910,26.67928000,-0.34311960
-4.96639910,26.67928000,-0.33433030
-4.96127910,26.67928000,-0.32554090
-4.95615910,24.93362000,-0.32554090
-4.95103910,26.67928000,-0.32554090
-4.94591910,24.93362000,-0.31675160
-4.94079910,24.93362000,-0.29917290
-4.93567910,26.67928000,-0.29917290
-4.93055910,26.67928000,-0.29041410
-4.92543910,26.67928000,-0.29041410
-4.92031910,26.67928000,-0.28162480
-4.91519910,26.67928000,-0.28162480
-4.91007910,26.67928000,-0.26404610
-4.90495910,26.67928000,-0.25525680
-4.89983910,26.67928000,-0.24646750
-4.89471910,26.67928000,-0.23767820
-4.88959910,26.67928000,-0.23767820
-4.88447910,26.67928000,-0.22888880
-4.87935910,28.42494000,-0.22009950
-4.87423910,26.67928000,-0.22009950
-4.86911910,28.42494000,-0.21131020
-4.86399910,28.42494000,-0.20252080
-4.85887910,28.42494000,-0.19373150
-4.85375910,28.42494000,-0.18494220
-4.84863910,28.42494000,-0.18494220
-4.84351910,28.42494000,-0.17615280
-4.83839910,28.42494000,-0.16736350
-4.83327910,28.42494000,-0.15857420
-4.82815910,28.42494000,-0.14981540
-4.82303910,28.42494000,-0.14981540
-4.81791910,28.42494000,-0.13223670
-4.81279910,28.42494000,-0.12344740
-4.80767910,26.67928000,-0.12344740
-4.80255910,28.42494000,-0.11465800
-4.79743910,28.42494000,-0.10586870
-4.79231910,30.17670000,-0.10586870
-4.78719910,30.17670000,-0.09707938
-4.78207910,30.17670000,-0.08829005
-4.77695910,30.17670000,-0.07950072
-4.77183910,30.17670000,-0.07071139
-4.76671910,28.42494000,-0.06192205
-4.76159910,30.17670000,-0.05313272
-4.75647910,28.42494000,-0.05313272
-4.75135910,28.42494000,-0.04434339
-4.74623910,30.17670000,-0.03555406
-4.74111910,30.17670000,-0.02676473
-4.73599910,30.17670000,-0.02676473
-4.73087910,30.17670000,-0.01797540
-4.72575910,30.17670000,-0.00921659
-4.72063910,30.17670000,-0.00045778
-4.71551910,30.17670000,0.00833155
-4.71039910,30.17670000,0.01712088
-4.70527910,30.17670000,0.02591021
-4.70015910,30.17670000,0.03469954
-4.69503910,30.17670000,0.03469954
-4.68991910,30.17670000,0.04348888
-4.68479910,30.17670000,0.05227821
-4.67967910,30.17670000,0.06106754
-4.67455910,30.17670000,0.06106754
-4.66943910,30.17670000,0.06985687
-4.66431910,30.17670000,0.07864620
-4.65919910,30.17670000,0.08743553
-4.65407910,30.17670000,0.09622486
-4.64895910,30.17670000,0.09622486
-4.64383910,30.17670000,0.10501420
-4.63871910,30.17670000,0.11380350
-4.63359910,30.17670000,0.12259290
-4.62847910,30.17670000,0.13138220
-4.62335910,30.17670000,0.13138220
-4.61823910,30.17670000,0.14893030
-4.61311910,30.17670000,0.15771970
-4.60799910,30.17670000,0.15771970
-4.60287910,30.17670000,0.16650900
-4.59775910,30.17670000,0.17529830
-4.59263910,30.17670000,0.17529830
-4.58751910,30.17670000,0.19287700
-4.58239910,30.17670000,0.20166630
-4.57727910,30.17670000,0.20166630
-4.57215910,30.17670000,0.21045560
-4.56703910,30.17670000,0.21924500
-4.56191910,30.17670000,0.21924500
-4.55679910,28.42494000,0.23682360
-4.55167910,30.17670000,0.23682360
-4.54655910,28.42494000,0.23682360
-4.54143910,28.42494000,0.25440230
-4.53631910,28.42494000,0.26319160
-4.53119910,28.42494000,0.26319160
-4.52607910,28.42494000,0.27198090
-4.52095910,28.42494000,0.28073980
-4.51583910,28.42494000,0.28952910
-4.51071910,26.67928000,0.28952910
-4.50559910,28.42494000,0.29831840
-4.50047910,28.42494000,0.30710770
-4.49535910,26.67928000,0.31589710
-4.49023910,26.67928000,0.31589710
-4.48511910,26.67928000,0.32468640
-4.47999910,26.67928000,0.33347570
-4.47487910,26.67928000,0.34226510
-4.46975910,28.42494000,0.34226510
-4.46463910,26.67928000,0.35105440
-4.45951910,26.67928000,0.35984370
-4.45439910,26.67928000,0.36863310
-4.44927910,26.67928000,0.37742240
-4.44415910,26.67928000,0.37742240
-4.43903910,26.67928000,0.37742240
-4.43391910,26.67928000,0.38621170
-4.42879910,24.93362000,0.39500110
-4.42367910,26.67928000,0.40379040
-4.41855910,26.67928000,0.40379040
-4.41343910,26.67928000,0.41257970
-4.40831910,26.67928000,0.42133850
-4.40319910,26.67928000,0.43012790
-4.39807910,26.67928000,0.43891720
-4.39295910,24.93362000,0.43891720
-4.38783910,24.93362000,0.44770650
-4.38271910,24.93362000,0.44770650
-4.37759910,24.93362000,0.45649590
-4.37247910,24.93362000,0.45649590
-4.36735910,24.93362000,0.47407450
-4.36223910,23.18186000,0.47407450
-4.35711910,23.18186000,0.48286380
-4.35199910,24.93362000,0.48286380
-4.34687910,23.18186000,0.49165320
-4.34175910,23.18186000,0.49165320
-4.33663910,23.18186000,0.50044250
-4.33151910,23.18186000,0.51802120
-4.32639910,23.18186000,0.51802120
-4.32127910,23.18186000,0.51802120
-4.31615910,23.18186000,0.51802120
-4.31103910,23.18186000,0.52681050
-4.30591910,23.18186000,0.53559980
-4.30079910,21.43620000,0.53559980
-4.29567910,21.43620000,0.55317850
-4.29055910,23.18186000,0.55317850
-4.28543910,23.18186000,0.55317850
-4.28031910,23.18186000,0.55317850
-4.27519910,21.43620000,0.55317850
-4.27007910,21.43620000,0.57072660
-4.26495910,19.69054000,0.57072660
-4.25983910,21.43620000,0.57951600
-4.25471910,19.69054000,0.58830530
-4.24959910,19.69054000,0.58830530
-4.24447910,19.69054000,0.59709470
-4.23935910,19.69054000,0.59709470
-4.23423910,19.69054000,0.60588400
-4.22911910,19.69054000,0.60588400
-4.22399910,19.69054000,0.61467330
-4.21887910,19.69054000,0.61467330
-4.21375910,17.93878000,0.62346260
-4.20863910,19.69054000,0.62346260
-4.20351910,17.93878000,0.62346260
-4.19839910,17.93878000,0.63225200
-4.19327910,17.93878000,0.63225200
-4.18815910,19.69054000,0.64104130
-4.18303910,16.19312000,0.64104130
-4.17791910,17.93878000,0.64983060
-4.17279910,17.93878000,0.64983060
-4.16767910,16.19312000,0.65861990
-4.16255910,16.19312000,0.65861990
-4.15743910,16.19312000,0.65861990
-4.15231910,16.19312000,0.65861990
-4.14719910,16.19312000,0.66740930
-4.14207910,16.19312000,0.66740930
-4.13695910,16.19312000,0.67619860
-4.13183910,16.19312000,0.67619860
-4.12671910,16.19312000,0.67619860
-4.12159910,14.44746000,0.68498800
-4.11647910,14.44746000,0.69377730
-4.11135910,16.19312000,0.69377730
-4.10623910,14.44746000,0.69377730
-4.10111910,12.69570000,0.69377730
-4.09599910,14.44746000,0.70253610
-4.09087910,12.69570000,0.70253610
-4.08575910,12.69570000,0.70253610
-4.08063910,12.69570000,0.71132540
-4.07551910,12.69570000,0.72011480
-4.07039910,12.69570000,0.71132540
-4.06527910,12.69570000,0.72011480
-4.06015910,12.69570000,0.72011480
-4.05503910,12.69570000,0.72011480
-4.04991910,10.95004000,0.72890410
-4.04479910,10.95004000,0.72890410
-4.03967910,10.95004000,0.72890410
-4.03455910,9.20438300,0.72890410
-4.02943910,9.20438300,0.72890410
-4.02431910,9.20438300,0.72890410
-4.01919910,9.20438300,0.73769340
-4.01407910,9.20438300,0.73769340
-4.00895910,9.20438300,0.73769340
-4.00383910,9.20438300,0.73769340
-3.99871910,9.20438300,0.73769340
-3.99359910,9.20438300,0.73769340
-3.98847910,7.45262000,0.73769340
-3.98335910,5.70696100,0.74648270
-3.97823910,7.45262000,0.75527210
-3.97311910,5.70696100,0.75527210
-3.96799910,5.70696100,0.75527210
-3.96287910,5.70696100,0.75527210
-3.95775910,5.70696100,0.75527210
-3.95263910,5.70696100,0.75527210
-3.94751910,5.70696100,0.75527210
-3.94239910,5.70696100,0.76406140
-3.93727910,5.70696100,0.76406140
-3.93215910,5.70696100,0.76406140
-3.92703910,5.70696100,0.76406140
-3.92191910,3.96130300,0.75527210
-3.91679910,3.96130300,0.76406140
-3.91167910,3.96130300,0.76406140
-3.90655910,2.21564400,0.76406140
-3.90143910,2.21564400,0.76406140
-3.89631911,2.21564400,0.76406140
-3.89119911,2.21564400,0.76406140
-3.88607911,2.21564400,0.76406140
-3.88095911,2.21564400,0.76406140
-3.87583911,2.21564400,0.76406140
-3.87071911,2.21564400,0.76406140
-3.86559911,2.21564400,0.76406140
-3.86047911,0.46998500,0.76406140
-3.85535911,2.21564400,0.75527210
-3.85023911,0.46998500,0.75527210
-3.84511911,-1.27567400,0.75527210
-3.83999911,-1.27567400,0.76406140
-3.83487911,-1.27567400,0.76406140
-3.82975911,-1.27567400,0.76406140
-3.82463911,-1.27567400,0.75527210
-3.81951911,-1.27567400,0.75527210
-3.81439911,-1.27567400,0.75527210
-3.80927911,-1.27567400,0.75527210
-3.80415911,-1.27567400,0.75527210
-3.79903911,-1.27567400,0.74648270
-3.79391911,-3.02133300,0.74648270
-3.78879911,-3.02133300,0.74648270
-3.78367911,-3.02133300,0.74648270
-3.77855911,-3.02133300,0.73769340
-3.77343911,-4.77309500,0.73769340
-3.76831911,-4.77309500,0.73769340
-3.76319911,-4.77309500,0.74648270
-3.75807911,-4.77309500,0.73769340
-3.75295911,-4.77309500,0.73769340
-3.74783911,-4.77309500,0.73769340
-3.74271911,-4.77309500,0.72890410
-3.73759911,-4.77309500,0.72890410
-3.73247911,-4.77309500,0.72890410
-3.72735911,-4.77309500,0.72890410
-3.72223911,-6.51875400,0.72890410
-3.71711911,-6.51875400,0.72890410
-3.71199911,-8.26441300,0.72011480
-3.70687911,-8.26441300,0.72011480
-3.70175911,-8.26441300,0.71132540
-3.69663911,-8.26441300,0.71132540
-3.69151911,-8.26441300,0.71132540
-3.68639911,-8.26441300,0.71132540
-3.68127911,-8.26441300,0.70253610
-3.67615911,-8.26441300,0.70253610
-3.67103911,-8.26441300,0.70253610
-3.66591911,-8.26441300,0.69377730
-3.66079911,-10.01617000,0.69377730
-3.65567911,-10.01617000,0.69377730
-3.65055911,-10.01617000,0.69377730
-3.64543911,-10.01617000,0.68498800
-3.64031911,-10.01617000,0.68498800
-3.63519911,-11.76183000,0.67619860
-3.63007911,-11.76183000,0.66740930
-3.62495911,-11.76183000,0.66740930
-3.61983911,-11.76183000,0.66740930
-3.61471911,-11.76183000,0.66740930
-3.60959911,-11.76183000,0.65861990
-3.60447911,-11.76183000,0.65861990
-3.59935911,-11.76183000,0.65861990
-3.59423911,-11.76183000,0.65861990
-3.58911911,-15.25925000,0.64983060
-3.58399911,-13.50749000,0.64104130
-3.57887911,-15.25925000,0.63225200
-3.57375911,-15.25925000,0.63225200
-3.56863911,-15.25925000,0.62346260
-3.56351911,-15.25925000,0.62346260
-3.55839911,-15.25925000,0.62346260
-3.55327911,-15.25925000,0.62346260
-3.54815911,-15.25925000,0.61467330
-3.54303911,-15.25925000,0.61467330
-3.53791911,-15.25925000,0.60588400
-3.53279911,-15.25925000,0.60588400
-3.52767911,-17.00491000,0.59709470
-3.52255911,-17.00491000,0.58830530
-3.51743911,-17.00491000,0.58830530
-3.51231911,-17.00491000,0.57951600
-3.50719911,-18.75057000,0.57072660
-3.50207911,-17.00491000,0.57072660
-3.49695911,-18.75057000,0.56193730
-3.49183911,-17.00491000,0.56193730
-3.48671911,-18.75057000,0.55317850
-3.48159911,-18.75057000,0.55317850
-3.47647911,-18.75057000,0.55317850
-3.47135911,-18.75057000,0.54438920
-3.46623911,-18.75057000,0.54438920
-3.46111911,-18.75057000,0.52681050
-3.45599911,-18.75057000,0.52681050
-3.45087911,-18.75057000,0.51802120
-3.44575911,-18.75057000,0.51802120
-3.44063911,-20.50233000,0.51802120
-3.43551911,-18.75057000,0.50923190
-3.43039911,-20.50233000,0.50044250
-3.42527911,-20.50233000,0.49165320
-3.42015911,-22.24799000,0.48286380
-3.41503911,-22.24799000,0.48286380
-3.40991911,-22.24799000,0.47407450
-3.40479911,-22.24799000,0.46528520
-3.39967911,-22.24799000,0.46528520
-3.39455911,-22.24799000,0.45649590
-3.38943911,-22.24799000,0.44770650
-3.38431911,-22.24799000,0.44770650
-3.37919911,-22.24799000,0.43891720
-3.37407911,-22.24799000,0.43891720
-3.36895911,-22.24799000,0.43012790
-3.36383911,-22.24799000,0.42133850
-3.35871911,-22.24799000,0.41257970
-3.35359911,-22.24799000,0.41257970
-3.34847911,-22.24799000,0.40379040
-3.34335911,-23.99365000,0.38621170
-3.33823911,-23.99365000,0.38621170
-3.33311911,-22.24799000,0.38621170
-3.32799911,-23.99365000,0.37742240
-3.32287911,-22.24799000,0.37742240
-3.31775911,-25.74541000,0.36863310
-3.31263911,-23.99365000,0.35984370
-3.30751911,-23.99365000,0.35105440
-3.30239911,-25.74541000,0.34226510
-3.29727911,-25.74541000,0.34226510
-3.29215911,-25.74541000,0.34226510
-3.28703911,-25.74541000,0.32468640
-3.28191911,-25.74541000,0.31589710
-3.27679911,-23.99365000,0.31589710
-3.27167911,-25.74541000,0.30710770
-3.26655911,-25.74541000,0.29831840
-3.26143911,-25.74541000,0.29831840
-3.25631911,-25.74541000,0.28952910
-3.25119911,-25.74541000,0.28073980
-3.24607911,-25.74541000,0.27198090
-3.24095911,-25.74541000,0.27198090
-3.23583911,-25.74541000,0.25440230
-3.23071911,-25.74541000,0.25440230
-3.22559911,-25.74541000,0.24561300
-3.22047911,-25.74541000,0.23682360
-3.21535911,-27.49107000,0.23682360
-3.21023911,-27.49107000,0.22803430
-3.20511911,-25.74541000,0.21924500
-3.19999911,-25.74541000,0.21045560
-3.19487911,-27.49107000,0.20166630
-3.18975911,-25.74541000,0.20166630
-3.18463911,-27.49107000,0.19287700
-3.17951911,-27.49107000,0.18408760
-3.17439911,-27.49107000,0.18408760
-3.16927911,-27.49107000,0.16650900
-3.16415911,-27.49107000,0.16650900
-3.15903911,-27.49107000,0.14893030
-3.15391911,-29.23673000,0.14893030
-3.14879911,-29.23673000,0.14014100
-3.14367911,-27.49107000,0.13138220
-3.13855911,-29.23673000,0.12259290
-3.13343911,-29.23673000,0.11380350
-3.12831911,-27.49107000,0.10501420
-3.12319911,-29.23673000,0.10501420
-3.11807911,-29.23673000,0.09622486
-3.11295911,-27.49107000,0.08743553
-3.10783911,-27.49107000,0.07864620
-3.10271911,-29.23673000,0.07864620
-3.09759911,-29.23673000,0.06106754
-3.09247911,-29.23673000,0.06106754
-3.08735911,-29.23673000,0.06106754
-3.08223911,-29.23673000,0.05227821
-3.07711911,-29.23673000,0.03469954
-3.07199911,-29.23673000,0.02591021
-3.06687911,-29.23673000,0.02591021
-3.06175911,-29.23673000,0.01712088
-3.05663911,-29.23673000,0.00833155
-3.05151911,-29.23673000,-0.00045778
-3.04639911,-29.23673000,-0.00921659
-3.04127911,-29.23673000,-0.00921659
-3.03615911,-29.23673000,-0.01797540
-3.03103911,-29.23673000,-0.02676473
-3.02591911,-29.23673000,-0.03555406
-3.02079911,-29.23673000,-0.04434339
-3.01567911,-29.23673000,-0.05313272
-3.01055911,-29.23673000,-0.05313272
-3.00543911,-29.23673000,-0.07071139
-3.00031911,-29.23673000,-0.07071139
-2.99519911,-29.23673000,-0.07950072
-2.99007911,-29.23673000,-0.08829005
-2.98495911,-29.23673000,-0.09707938
-2.97983911,-29.23673000,-0.10586870
-2.97471911,-29.23673000,-0.10586870
-2.96959911,-29.23673000,-0.11465800
-2.96447911,-29.23673000,-0.11465800
-2.95935911,-29.23673000,-0.12344740
-2.95423911,-29.23673000,-0.14102600
-2.94911911,-29.23673000,-0.14981540
-2.94399911,-29.23673000,-0.15857420
-2.93887911,-29.23673000,-0.15857420
-2.93375911,-29.23673000,-0.16736350
-2.92863911,-29.23673000,-0.17615280
-2.92351911,-29.23673000,-0.18494220
-2.91839911,-29.23673000,-0.18494220
-2.91327911,-27.49107000,-0.19373150
-2.90815911,-29.23673000,-0.20252080
-2.90303911,-27.49107000,-0.21131020
-2.89791911,-29.23673000,-0.21131020
-2.89279911,-29.23673000,-0.22009950
-2.88767911,-29.23673000,-0.22888880
-2.88255911,-29.23673000,-0.23767820
-2.87743911,-27.49107000,-0.24646750
-2.87231911,-29.23673000,-0.24646750
-2.86719911,-27.49107000,-0.25525680
-2.86207911,-27.49107000,-0.26404610
-2.85695911,-29.23673000,-0.27283550
-2.85183911,-29.23673000,-0.28162480
-2.84671911,-29.23673000,-0.29041410
-2.84159911,-27.49107000,-0.29041410
-2.83647911,-27.49107000,-0.29041410
-2.83135911,-27.49107000,-0.29917290
-2.82623911,-27.49107000,-0.30796230
-2.82111911,-27.49107000,-0.31675160
-2.81599911,-25.74541000,-0.32554090
-2.81087911,-25.74541000,-0.32554090
-2.80575911,-27.49107000,-0.34311960
-2.80063911,-25.74541000,-0.34311960
-2.79551911,-25.74541000,-0.35190890
-2.79039911,-25.74541000,-0.36069830
-2.78527911,-25.74541000,-0.36069830
-2.78015911,-25.74541000,-0.36948760
-2.77503911,-25.74541000,-0.36948760
-2.76991911,-25.74541000,-0.38706620
-2.76479911,-25.74541000,-0.38706620
-2.75967911,-25.74541000,-0.39585560
-2.75455911,-25.74541000,-0.39585560
-2.74943911,-25.74541000,-0.40464490
-2.74431911,-25.74541000,-0.41343420
-2.73919911,-25.74541000,-0.42222360
-2.73407911,-25.74541000,-0.43101290
-2.72895911,-25.74541000,-0.43101290
-2.72383911,-25.74541000,-0.43101290
-2.71871911,-23.99365000,-0.43977170
-2.71359911,-23.99365000,-0.45735040
-2.70847911,-23.99365000,-0.45735040
-2.70335911,-23.99365000,-0.46613970
-2.69823911,-23.99365000,-0.46613970
-2.69311911,-23.99365000,-0.46613970
-2.68799911,-23.99365000,-0.47492900
-2.68287911,-23.99365000,-0.47492900
-2.67775911,-22.24799000,-0.49250770
-2.67263911,-23.99365000,-0.49250770
-2.66751911,-22.24799000,-0.50129710
-2.66239911,-22.24799000,-0.50129710
-2.65727911,-22.24799000,-0.51008640
-2.65215911,-22.24799000,-0.51887570
-2.64703911,-22.24799000,-0.51887570
-2.64191911,-22.24799000,-0.52766500
-2.63679911,-22.24799000,-0.52766500
-2.63167911,-22.24799000,-0.53645440
-2.62655911,-22.24799000,-0.53645440
-2.62143911,-22.24799000,-0.54524370
-2.61631911,-22.24799000,-0.54524370
-2.61119911,-22.24799000,-0.55403300
-2.60607911,-20.50233000,-0.56282230
-2.60095911,-20.50233000,-0.56282230
-2.59583911,-20.50233000,-0.57161170
-2.59071911,-20.50233000,-0.57161170
-2.58559911,-20.50233000,-0.58037050
