Time (ms),Channel A (mV),Channel B (V)
1.03424087,-4.77309500,-0.74733730
1.03936086,-4.77309500,-0.74733730
1.04448086,-6.51875400,-0.74733730
1.04960086,-4.77309500,-0.74733730
1.05472086,-4.77309500,-0.74733730
1.05984086,-4.77309500,-0.74733730
1.06496086,-4.77309500,-0.74733730
1.07008086,-4.77309500,-0.75612660
1.07520086,-4.77309500,-0.75612660
1.08032086,-3.02133300,-0.75612660
1.08544086,-3.02133300,-0.75612660
1.09056086,-4.77309500,-0.75612660
1.09568086,-1.27567400,-0.74733730
1.10080086,-1.27567400,-0.75612660
1.10592086,-3.02133300,-0.75612660
1.11104086,-3.02133300,-0.75612660
1.11616086,-1.27567400,-0.75612660
1.12128086,-1.27567400,-0.75612660
1.12640086,-1.27567400,-0.75612660
1.13152086,-1.27567400,-0.74733730
1.13664086,-1.27567400,-0.75612660
1.14176086,-1.27567400,-0.75612660
1.14688086,-1.27567400,-0.75612660
1.15200086,0.46998500,-0.75612660
1.15712086,0.46998500,-0.75612660
1.16224086,0.46998500,-0.74733730
1.16736086,2.21564400,-0.74733730
1.17248086,2.21564400,-0.74733730
1.17760086,2.21564400,-0.74733730
1.18272086,2.21564400,-0.74733730
1.18784086,2.21564400,-0.74733730
1.19296086,2.21564400,-0.74733730
1.19808086,2.21564400,-0.74733730
1.20320086,2.21564400,-0.74733730
1.20832086,2.21564400,-0.74733730
1.21344086,3.96130300,-0.74733730
1.21856086,3.96130300,-0.74733730
1.22368086,3.96130300,-0.74733730
1.22880086,3.96130300,-0.74733730
1.23392086,3.96130300,-0.73854790
1.23904086,5.70696100,-0.73854790
1.24416086,5.70696100,-0.73854790
1.24928086,5.70696100,-0.72975860
1.25440086,5.70696100,-0.72975860
1.25952086,5.70696100,-0.72096930
1.26464086,5.70696100,-0.72975860
1.26976086,5.70696100,-0.72096930
1.27488086,5.70696100,-0.72096930
1.28000086,7.45262000,-0.72096930
1.28512086,7.45262000,-0.71221050
1.29024086,7.45262000,-0.71221050
1.29536086,7.45262000,-0.71221050
1.30048086,9.20438300,-0.71221050
1.30560086,9.20438300,-0.71221050
1.31072086,9.20438300,-0.70342110
1.31584086,9.20438300,-0.70342110
1.32096086,9.20438300,-0.70342110
1.32608086,9.20438300,-0.69463180
1.33120086,9.20438300,-0.69463180
1.33632086,9.20438300,-0.68584250
1.34144086,9.20438300,-0.68584250
1.34656086,10.95004000,-0.68584250
1.35168086,10.95004000,-0.67705320
1.35680086,10.95004000,-0.67705320
1.36192086,10.95004000,-0.67705320
1.36704086,12.69570000,-0.67705320
1.37216086,10.95004000,-0.66826380
1.37728086,12.69570000,-0.66826380
1.38240086,12.69570000,-0.65947450
1.38752086,12.69570000,-0.65947450
1.39264086,12.69570000,-0.65068510
1.39776086,12.69570000,-0.65068510
1.40288086,12.69570000,-0.65068510
1.40800086,14.44746000,-0.64189580
1.41312086,14.44746000,-0.64189580
1.41824086,14.44746000,-0.63310650
1.42336086,14.44746000,-0.63310650
1.42848086,16.19312000,-0.63310650
1.43360086,16.19312000,-0.62431720
1.43872086,16.19312000,-0.61552780
1.44384086,16.19312000,-0.60673850
1.44896086,16.19312000,-0.60673850
1.45408086,16.19312000,-0.60673850
1.45920086,16.19312000,-0.59794910
1.46432086,16.19312000,-0.59794910
1.46944086,16.19312000,-0.58915980
1.47456086,16.19312000,-0.58915980
1.47968086,16.19312000,-0.58915980
1.48480086,17.93878000,-0.58037050
1.48992086,17.93878000,-0.57161170
1.49504086,17.93878000,-0.57161170
1.50016086,17.93878000,-0.57161170
1.50528086,19.69054000,-0.56282230
1.51040086,19.69054000,-0.55403300
1.51552086,17.93878000,-0.54524370
1.52064086,19.69054000,-0.54524370
1.52576086,19.69054000,-0.53645440
1.53088086,19.69054000,-0.52766500
1.53600086,19.69054000,-0.52766500
1.54112086,19.69054000,-0.51887570
1.54624086,19.69054000,-0.51008640
1.55136086,19.69054000,-0.51008640
1.55648086,19.69054000,-0.50129710
1.56160086,19.69054000,-0.50129710
1.56672086,19.69054000,-0.50129710
1.57184086,21.43620000,-0.49250770
1.57696086,21.43620000,-0.48371840
1.58208086,21.43620000,-0.47492900
1.58720086,23.18186000,-0.47492900
1.59232086,21.43620000,-0.46613970
1.59744086,23.18186000,-0.45735040
1.60256086,23.18186000,-0.45735040
1.60768086,23.18186000,-0.45735040
1.61280086,23.18186000,-0.44856100
1.61792086,23.18186000,-0.43977170
1.62304086,23.18186000,-0.43101290
1.62816086,23.18186000,-0.43101290
1.63328086,23.18186000,-0.42222360
1.63840086,23.18186000,-0.42222360
1.64352086,23.18186000,-0.40464490
1.64864086,23.18186000,-0.39585560
1.65376086,23.18186000,-0.39585560
1.65888086,23.18186000,-0.38706620
1.66400086,23.18186000,-0.38706620
1.66912086,23.18186000,-0.37827690
1.67424086,23.18186000,-0.36948760
1.67936086,24.93362000,-0.36069830
1.68448086,26.67928000,-0.36069830
1.68960086,26.67928000,-0.36069830
1.69472086,24.93362000,-0.34311960
1.69984086,24.93362000,-0.33433030
1.70496086,24.93362000,-0.32554090
1.71008086,26.67928000,-0.32554090
1.71520086,26.67928000,-0.31675160
1.72032086,26.67928000,-0.31675160
1.72544086,26.67928000,-0.30796230
1.73056086,26.67928000,-0.29041410
1.73568086,26.67928000,-0.29041410
1.74080086,26.67928000,-0.29041410
1.74592086,26.67928000,-0.28162480
1.75104086,26.67928000,-0.27283550
1.75616086,26.67928000,-0.25525680
1.76128086,26.67928000,-0.25525680
1.76640086,26.67928000,-0.25525680
1.77152086,26.67928000,-0.24646750
1.77664086,26.67928000,-0.24646750
1.78176086,26.67928000,-0.22888880
1.78688086,28.42494000,-0.22009950
1.79200086,26.67928000,-0.22009950
1.79712086,28.42494000,-0.21131020
1.80224086,26.67928000,-0.20252080
1.80736086,26.67928000,-0.19373150
1.81248086,28.42494000,-0.18494220
1.81760086,28.42494000,-0.18494220
1.82272086,26.67928000,-0.17615280
1.82784086,28.42494000,-0.16736350
1.83296086,28.42494000,-0.15857420
1.83808086,28.42494000,-0.15857420
1.84320086,26.67928000,-0.14981540
1.84832086,28.42494000,-0.14102600
1.85344086,28.42494000,-0.12344740
1.85856086,28.42494000,-0.12344740
1.86368086,28.42494000,-0.11465800
1.86880086,28.42494000,-0.10586870
1.87392086,28.42494000,-0.10586870
1.87904086,30.17670000,-0.08829005
1.88416086,28.42494000,-0.08829005
1.88928086,28.42494000,-0.07950072
1.89440086,28.42494000,-0.07071139
1.89952086,30.17670000,-0.07071139
1.90464086,28.42494000,-0.05313272
1.90976086,30.17670000,-0.04434339
1.91488086,30.17670000,-0.04434339
1.92000086,30.17670000,-0.03555406
1.92512086,30.17670000,-0.02676473
1.93024086,30.17670000,-0.02676473
1.93536086,30.17670000,-0.00921659
1.94048086,30.17670000,-0.00921659
1.94560086,30.17670000,-0.00045778
1.95072086,30.17670000,0.00833155
1.95584086,30.17670000,0.00833155
1.96096086,30.17670000,0.02591021
1.96608086,30.17670000,0.02591021
1.97120086,30.17670000,0.03469954
1.97632086,30.17670000,0.04348888
1.98144086,30.17670000,0.05227821
1.98656086,30.17670000,0.06106754
1.99168086,30.17670000,0.06985687
1.99680086,30.17670000,0.06985687
2.00192086,30.17670000,0.07864620
2.00704086,30.17670000,0.08743553
2.01216086,30.17670000,0.09622486
2.01728086,30.17670000,0.10501420
2.02240086,30.17670000,0.10501420
2.02752086,30.17670000,0.11380350
2.03264086,30.17670000,0.12259290
2.03776086,30.17670000,0.13138220
2.04288086,30.17670000,0.14014100
2.04800086,30.17670000,0.14014100
2.05312086,30.17670000,0.14893030
2.05824086,30.17670000,0.16650900
2.06336086,30.17670000,0.16650900
2.06848086,28.42494000,0.16650900
2.07360086,30.17670000,0.18408760
2.07872086,30.17670000,0.19287700
2.08384086,30.17670000,0.20166630
2.08896086,30.17670000,0.20166630
2.09408086,30.17670000,0.21045560
2.09920086,30.17670000,0.21924500
2.10432086,30.17670000,0.22803430
2.10944086,28.42494000,0.22803430
2.11456086,30.17670000,0.23682360
2.11968086,28.42494000,0.24561300
2.12480086,28.42494000,0.24561300
2.12992086,28.42494000,0.25440230
2.13504086,28.42494000,0.25440230
2.14016086,28.42494000,0.27198090
2.14528086,28.42494000,0.27198090
2.15040086,30.17670000,0.28952910
2.15552086,28.42494000,0.28952910
2.16064086,28.42494000,0.30710770
2.16576086,28.42494000,0.30710770
2.17088086,26.67928000,0.30710770
2.17600086,26.67928000,0.32468640
2.18112086,28.42494000,0.32468640
2.18624086,26.67928000,0.33347570
2.19136086,26.67928000,0.34226510
2.19648086,26.67928000,0.34226510
2.20160086,26.67928000,0.34226510
2.20672086,26.67928000,0.35984370
2.21184086,26.67928000,0.36863310
2.21696086,26.67928000,0.36863310
2.22208086,26.67928000,0.37742240
2.22720086,26.67928000,0.38621170
2.23232086,26.67928000,0.38621170
2.23744086,26.67928000,0.39500110
2.24256086,26.67928000,0.40379040
2.24768086,26.67928000,0.41257970
2.25280086,26.67928000,0.41257970
2.25792086,26.67928000,0.42133850
2.26304086,26.67928000,0.43012790
2.26816086,24.93362000,0.43891720
2.27328086,24.93362000,0.44770650
2.27840086,24.93362000,0.43891720
2.28352086,24.93362000,0.44770650
2.28864086,24.93362000,0.45649590
2.29376086,24.93362000,0.46528520
2.29888086,23.18186000,0.47407450
2.30400086,23.18186000,0.47407450
2.30912086,24.93362000,0.48286380
2.31424086,23.18186000,0.48286380
2.31936086,23.18186000,0.49165320
2.32448086,23.18186000,0.49165320
2.32960086,23.18186000,0.50044250
2.33472086,23.18186000,0.50923190
2.33984086,23.18186000,0.51802120
2.34496086,23.18186000,0.51802120
2.35008086,23.18186000,0.51802120
2.35520086,23.18186000,0.52681050
2.36032086,23.18186000,0.52681050
2.36544086,23.18186000,0.54438920
2.37056086,23.18186000,0.55317850
2.37568086,23.18186000,0.55317850
2.38080086,21.43620000,0.55317850
2.38592086,21.43620000,0.55317850
2.39104086,21.43620000,0.56193730
2.39616086,21.43620000,0.57072660
2.40128086,19.69054000,0.57072660
2.40640086,21.43620000,0.58830530
2.41152086,21.43620000,0.58830530
2.41664086,19.69054000,0.58830530
2.42176086,19.69054000,0.59709470
2.42688086,19.69054000,0.59709470
2.43200086,19.69054000,0.59709470
2.43712086,19.69054000,0.60588400
2.44224086,19.69054000,0.62346260
2.44736086,19.69054000,0.62346260
2.45248086,19.69054000,0.62346260
2.45760086,17.93878000,0.62346260
2.46272086,17.93878000,0.62346260
2.46784086,17.93878000,0.63225200
2.47296086,17.93878000,0.63225200
2.47808086,17.93878000,0.64983060
2.48320086,17.93878000,0.64104130
2.48832086,17.93878000,0.64983060
2.49344086,16.19312000,0.64983060
2.49856086,16.19312000,0.64983060
2.50368086,16.19312000,0.65861990
2.50880086,16.19312000,0.65861990
2.51392086,16.19312000,0.66740930
2.51904086,16.19312000,0.66740930
2.52416086,16.19312000,0.66740930
2.52928086,16.19312000,0.67619860
2.53440086,16.19312000,0.68498800
2.53952086,16.19312000,0.68498800
2.54464086,16.19312000,0.69377730
2.54976086,16.19312000,0.69377730
2.55488086,14.44746000,0.69377730
2.56000086,12.69570000,0.69377730
2.56512086,12.69570000,0.69377730
2.57024086,12.69570000,0.70253610
2.57536086,12.69570000,0.70253610
2.58048086,12.69570000,0.70253610
2.58560086,12.69570000,0.71132540
2.59072086,12.69570000,0.71132540
2.59584086,10.95004000,0.71132540
2.60096086,12.69570000,0.72011480
2.60608086,12.69570000,0.72890410
2.61120086,12.69570000,0.72011480
2.61632086,10.95004000,0.72890410
2.62144086,10.95004000,0.72890410
2.62656086,9.20438300,0.72890410
2.63168086,9.20438300,0.72890410
2.63680086,9.20438300,0.72890410
2.64192086,9.20438300,0.72890410
2.64704086,9.20438300,0.72890410
2.65216086,9.20438300,0.73769340
2.65728086,9.20438300,0.74648270
2.66240086,9.20438300,0.73769340
2.66752086,7.45262000,0.73769340
2.67264086,9.20438300,0.74648270
2.67776086,7.45262000,0.74648270
2.68288085,7.45262000,0.74648270
2.68800085,5.70696100,0.74648270
2.69312085,5.70696100,0.75527210
2.69824085,5.70696100,0.75527210
2.70336085,5.70696100,0.75527210
2.70848085,5.70696100,0.74648270
2.71360085,5.70696100,0.74648270
2.71872085,5.70696100,0.75527210
2.72384085,5.70696100,0.76406140
2.72896085,5.70696100,0.75527210
2.73408085,5.70696100,0.75527210
2.73920085,5.70696100,0.75527210
2.74432085,5.70696100,0.76406140
2.74944085,5.70696100,0.76406140
2.75456085,3.96130300,0.76406140
2.75968085,2.21564400,0.75527210
2.76480085,2.21564400,0.76406140
2.76992085,2.21564400,0.76406140
2.77504085,3.96130300,0.76406140
2.78016085,2.21564400,0.76406140
2.78528085,2.21564400,0.75527210
2.79040085,2.21564400,0.76406140
2.79552085,2.21564400,0.76406140
2.80064085,2.21564400,0.76406140
2.80576085,0.46998500,0.76406140
2.81088085,0.46998500,0.76406140
2.81600085,-1.27567400,0.76406140
2.82112085,0.46998500,0.76406140
2.82624085,0.46998500,0.75527210
2.83136085,-1.27567400,0.75527210
2.83648085,-1.27567400,0.75527210
2.84160085,-1.27567400,0.75527210
2.84672085,-1.27567400,0.75527210
2.85184085,-1.27567400,0.75527210
2.85696085,-3.02133300,0.75527210
2.86208085,-1.27567400,0.75527210
2.86720085,-3.02133300,0.75527210
2.87232085,-3.02133300,0.75527210
2.87744085,-3.02133300,0.74648270
2.88256085,-3.02133300,0.74648270
2.88768085,-3.02133300,0.73769340
2.89280085,-4.77309500,0.73769340
2.89792085,-3.02133300,0.73769340
2.90304085,-4.77309500,0.73769340
2.90816085,-4.77309500,0.73769340
2.91328085,-4.77309500,0.73769340
2.91840085,-4.77309500,0.72890410
2.92352085,-4.77309500,0.72890410
2.92864085,-4.77309500,0.72890410
2.93376085,-4.77309500,0.72890410
2.93888085,-4.77309500,0.72890410
2.94400085,-6.51875400,0.72890410
2.94912085,-6.51875400,0.72890410
2.95424085,-8.26441300,0.72890410
2.95936085,-8.26441300,0.72011480
2.96448085,-8.26441300,0.72011480
2.96960085,-8.26441300,0.72011480
2.97472085,-8.26441300,0.71132540
2.97984085,-8.26441300,0.71132540
2.98496085,-8.26441300,0.70253610
2.99008085,-8.26441300,0.69377730
2.99520085,-8.26441300,0.69377730
3.00032085,-8.26441300,0.69377730
3.00544085,-10.01617000,0.69377730
3.01056085,-10.01617000,0.69377730
3.01568085,-10.01617000,0.69377730
3.02080085,-10.01617000,0.68498800
3.02592085,-11.76183000,0.68498800
3.03104085,-11.76183000,0.67619860
3.03616085,-11.76183000,0.67619860
3.04128085,-11.76183000,0.66740930
3.04640085,-11.76183000,0.66740930
3.05152085,-11.76183000,0.65861990
3.05664085,-11.76183000,0.65861990
3.06176085,-13.50749000,0.65861990
3.06688085,-11.76183000,0.65861990
3.07200085,-13.50749000,0.64983060
3.07712085,-13.50749000,0.64104130
3.08224085,-13.50749000,0.64104130
3.08736085,-13.50749000,0.64104130
3.09248085,-15.25925000,0.63225200
3.09760085,-15.25925000,0.62346260
3.10272085,-15.25925000,0.62346260
3.10784085,-15.25925000,0.62346260
3.11296085,-15.25925000,0.62346260
3.11808085,-15.25925000,0.61467330
3.12320085,-15.25925000,0.61467330
3.12832085,-15.25925000,0.60588400
3.13344085,-15.25925000,0.59709470
3.13856085,-15.25925000,0.59709470
3.14368085,-17.00491000,0.58830530
3.14880085,-17.00491000,0.58830530
3.15392085,-17.00491000,0.58830530
3.15904085,-17.00491000,0.57951600
3.16416085,-17.00491000,0.57072660
3.16928085,-18.75057000,0.56193730
3.17440085,-18.75057000,0.56193730
3.17952085,-18.75057000,0.55317850
3.18464085,-18.75057000,0.55317850
3.18976085,-18.75057000,0.55317850
3.19488085,-18.75057000,0.53559980
3.20000085,-18.75057000,0.53559980
3.20512085,-18.75057000,0.52681050
3.21024085,-18.75057000,0.52681050
3.21536085,-18.75057000,0.51802120
3.22048085,-18.75057000,0.51802120
3.22560085,-20.50233000,0.51802120
3.23072085,-18.75057000,0.50923190
3.23584085,-20.50233000,0.50044250
3.24096085,-20.50233000,0.50044250
3.24608085,-20.50233000,0.48286380
3.25120085,-22.24799000,0.48286380
3.25632085,-22.24799000,0.47407450
3.26144085,-22.24799000,0.46528520
3.26656085,-22.24799000,0.46528520
3.27168085,-22.24799000,0.45649590
3.27680085,-22.24799000,0.45649590
3.28192085,-22.24799000,0.44770650
3.28704085,-22.24799000,0.43891720
3.29216085,-22.24799000,0.43891720
3.29728085,-23.99365000,0.43012790
3.30240085,-22.24799000,0.42133850
3.30752085,-22.24799000,0.41257970
3.31264085,-22.24799000,0.41257970
3.31776085,-22.24799000,0.40379040
3.32288085,-22.24799000,0.38621170
3.32800085,-22.24799000,0.38621170
3.33312085,-23.99365000,0.38621170
3.33824085,-23.99365000,0.37742240
3.34336085,-22.24799000,0.37742240
3.34848085,-23.99365000,0.36863310
3.35360085,-23.99365000,0.35984370
3.35872085,-25.74541000,0.35105440
3.36384085,-23.99365000,0.35105440
3.36896085,-25.74541000,0.34226510
3.37408085,-23.99365000,0.34226510
3.37920085,-25.74541000,0.33347570
3.38432085,-25.74541000,0.31589710
3.38944085,-25.74541000,0.31589710
3.39456085,-25.74541000,0.30710770
3.39968085,-25.74541000,0.29831840
3.40480085,-25.74541000,0.29831840
3.40992085,-25.74541000,0.28073980
3.41504085,-25.74541000,0.28073980
3.42016085,-25.74541000,0.27198090
3.42528085,-25.74541000,0.27198090
3.43040085,-25.74541000,0.25440230
3.43552085,-25.74541000,0.25440230
3.44064085,-25.74541000,0.24561300
3.44576085,-25.74541000,0.23682360
3.45088085,-25.74541000,0.23682360
3.45600085,-25.74541000,0.22803430
3.46112085,-27.49107000,0.21924500
3.46624085,-27.49107000,0.21045560
3.47136085,-27.49107000,0.20166630
3.47648085,-27.49107000,0.20166630
3.48160085,-27.49107000,0.18408760
3.48672085,-27.49107000,0.17529830
3.49184085,-27.49107000,0.17529830
3.49696085,-27.49107000,0.16650900
3.50208085,-27.49107000,0.15771970
3.50720085,-27.49107000,0.14893030
3.51232085,-27.49107000,0.14893030
3.51744085,-27.49107000,0.14014100
3.52256085,-27.49107000,0.13138220
3.52768085,-27.49107000,0.12259290
3.53280085,-29.23673000,0.12259290
3.53792085,-27.49107000,0.10501420
3.54304085,-29.23673000,0.10501420
3.54816085,-29.23673000,0.09622486
3.55328085,-29.23673000,0.08743553
3.55840085,-29.23673000,0.07864620
3.56352085,-29.23673000,0.06985687
3.56864085,-29.23673000,0.06106754
3.57376085,-29.23673000,0.06106754
3.57888085,-29.23673000,0.06106754
3.58400085,-29.23673000,0.04348888
3.58912085,-29.23673000,0.04348888
3.59424085,-29.23673000,0.03469954
3.59936085,-29.23673000,0.02591021
3.60448085,-29.23673000,0.01712088
3.60960085,-29.23673000,0.00833155
3.61472085,-29.23673000,-0.00045778
3.61984085,-29.23673000,-0.00921659
3.62496085,-29.23673000,-0.00921659
3.63008085,-29.23673000,-0.01797540
3.63520085,-29.23673000,-0.03555406
3.64032085,-29.23673000,-0.03555406
3.64544085,-29.23673000,-0.03555406
3.65056085,-29.23673000,-0.04434339
3.65568085,-29.23673000,-0.05313272
3.66080085,-29.23673000,-0.06192205
3.66592085,-29.23673000,-0.07950072
3.67104085,-29.23673000,-0.07950072
3.67616085,-29.23673000,-0.08829005
3.68128085,-29.23673000,-0.09707938
3.68640085,-29.23673000,-0.10586870
3.69152085,-29.23673000,-0.10586870
3.69664085,-29.23673000,-0.11465800
3.70176085,-29.23673000,-0.11465800
3.70688085,-29.23673000,-0.12344740
3.71200085,-29.23673000,-0.14102600
3.71712085,-29.23673000,-0.14981540
3.72224085,-29.23673000,-0.14981540
3.72736085,-29.23673000,-0.15857420
3.73248085,-29.23673000,-0.15857420
3.73760085,-29.23673000,-0.17615280
3.74272085,-29.23673000,-0.18494220
3.74784085,-29.23673000,-0.18494220
3.75296085,-29.23673000,-0.19373150
3.75808085,-29.23673000,-0.19373150
3.76320085,-29.23673000,-0.21131020
3.76832085,-29.23673000,-0.22009950
3.77344085,-29.23673000,-0.22009950
3.77856085,-27.49107000,-0.22888880
3.78368085,-29.23673000,-0.23767820
3.78880085,-27.49107000,-0.24646750
3.79392085,-27.49107000,-0.25525680
3.79904085,-29.23673000,-0.25525680
3.80416085,-29.23673000,-0.26404610
3.80928085,-29.23673000,-0.27283550
3.81440085,-29.23673000,-0.28162480
3.81952085,-29.23673000,-0.28162480
3.82464085,-29.23673000,-0.29041410
3.82976085,-27.49107000,-0.29917290
3.83488085,-27.49107000,-0.29917290
3.84000085,-25.74541000,-0.30796230
3.84512085,-27.49107000,-0.31675160
3.85024085,-25.74541000,-0.32554090
3.85536085,-27.49107000,-0.33433030
3.86048085,-25.74541000,-0.33433030
3.86560085,-25.74541000,-0.34311960
3.87072085,-25.74541000,-0.36069830
3.87584085,-25.74541000,-0.36069830
3.88096085,-25.74541000,-0.36069830
3.88608085,-25.74541000,-0.36948760
3.89120085,-25.74541000,-0.36948760
3.89632085,-25.74541000,-0.38706620
3.90144085,-25.74541000,-0.38706620
3.90656085,-25.74541000,-0.39585560
3.91168085,-25.74541000,-0.39585560
3.91680085,-25.74541000,-0.41343420
3.92192085,-25.74541000,-0.42222360
3.92704085,-25.74541000,-0.42222360
3.93216085,-25.74541000,-0.43101290
3.93728085,-25.74541000,-0.43101290
3.94240085,-23.99365000,-0.43977170
3.94752085,-25.74541000,-0.43977170
3.95264085,-25.74541000,-0.44856100
3.95776085,-23.99365000,-0.45735040
3.96288085,-23.99365000,-0.46613970
3.96800085,-23.99365000,-0.46613970
3.97312085,-23.99365000,-0.46613970
3.97824085,-23.99365000,-0.47492900
3.98336085,-23.99365000,-0.48371840
3.98848085,-22.24799000,-0.49250770
3.99360085,-22.24799000,-0.49250770
3.99872085,-22.24799000,-0.50129710
4.00384085,-22.24799000,-0.50129710
4.00896085,-22.24799000,-0.50129710
4.01408085,-22.24799000,-0.51008640
4.01920085,-22.24799000,-0.51887570
4.02432085,-22.24799000,-0.52766500
4.02944085,-22.24799000,-0.53645440
4.03456085,-22.24799000,-0.53645440
4.03968085,-22.24799000,-0.53645440
4.04480085,-22.24799000,-0.54524370
4.04992085,-22.24799000,-0.55403300
4.05504085,-22.24799000,-0.55403300
4.06016085,-22.24799000,-0.56282230
4.06528085,-20.50233000,-0.57161170
4.07040085,-20.50233000,-0.57161170
4.07552085,-20.50233000,-0.57161170
4.08064085,-20.50233000,-0.58915980
4.08576085,-18.75057000,-0.58037050
4.09088085,-18.75057000,-0.59794910
4.09600085,-18.75057000,-0.59794910
4.10112085,-18.75057000,-0.59794910
4.10624085,-18.75057000,-0.60673850
4.11136085,-18.75057000,-0.60673850
4.11648085,-18.75057000,-0.60673850
4.12160085,-18.75057000,-0.61552780
4.12672085,-18.75057000,-0.61552780
4.13184085,-18.75057000,-0.62431720
4.13696085,-18.75057000,-0.63310650
4.14208085,-18.75057000,-0.64189580
4.14720085,-18.75057000,-0.64189580
4.15232085,-17.00491000,-0.64189580
4.15744085,-17.00491000,-0.64189580
4.16256085,-17.00491000,-0.64189580
4.16768085,-15.25925000,-0.65068510
4.17280085,-15.25925000,-0.65947450
4.17792085,-15.25925000,-0.65947450
4.18304085,-15.25925000,-0.66826380
4.18816085,-15.25925000,-0.66826380
4.19328085,-15.25925000,-0.66826380
4.19840085,-15.25925000,-0.67705320
4.20352085,-15.25925000,-0.67705320
4.20864085,-15.25925000,-0.67705320
4.21376085,-15.25925000,-0.67705320
4.21888085,-15.25925000,-0.68584250
4.22400085,-15.25925000,-0.68584250
4.22912085,-13.50749000,-0.68584250
4.23424085,-13.50749000,-0.69463180
4.23936085,-13.50749000,-0.70342110
4.24448085,-13.50749000,-0.70342110
4.24960085,-11.76183000,-0.70342110
4.25472085,-11.76183000,-0.70342110
4.25984085,-11.76183000,-0.71221050
4.26496085,-11.76183000,-0.71221050
4.27008085,-11.76183000,-0.71221050
4.27520085,-11.76183000,-0.71221050
4.28032085,-10.01617000,-0.72096930
4.28544085,-11.76183000,-0.72096930
4.29056085,-10.01617000,-0.72096930
4.29568085,-10.01617000,-0.72096930
4.30080085,-10.01617000,-0.72096930
4.30592085,-8.26441300,-0.72975860
4.31104085,-8.26441300,-0.72975860
4.31616085,-8.26441300,-0.72975860
4.32128085,-8.26441300,-0.73854790
4.32640085,-8.26441300,-0.73854790
4.33152084,-8.26441300,-0.73854790
4.33664084,-8.26441300,-0.73854790
4.34176084,-8.26441300,-0.74733730
4.34688084,-6.51875400,-0.73854790
4.35200084,-6.51875400,-0.74733730
4.35712084,-8.26441300,-0.74733730
4.36224084,-4.77309500,-0.74733730
4.36736084,-4.77309500,-0.74733730
4.37248084,-4.77309500,-0.74733730
4.37760084,-4.77309500,-0.74733730
4.38272084,-4.77309500,-0.74733730
4.38784084,-4.77309500,-0.74733730
4.39296084,-4.77309500,-0.74733730
4.39808084,-4.77309500,-0.74733730
4.40320084,-3.02133300,-0.74733730
4.40832084,-4.77309500,-0.75612660
4.41344084,-4.77309500,-0.74733730
4.41856084,-4.77309500,-0.75612660
4.42368084,-3.02133300,-0.75612660
4.42880084,-3.02133300,-0.75612660
4.43392084,-1.27567400,-0.74733730
4.43904084,-3.02133300,-0.75612660
4.44416084,-1.27567400,-0.74733730
4.44928084,-1.27567400,-0.75612660
4.45440084,-1.27567400,-0.75612660
4.45952084,-1.27567400,-0.75612660
4.46464084,-1.27567400,-0.74733730
4.46976084,-1.27567400,-0.75612660
4.47488084,-1.27567400,-0.75612660
4.48000084,-1.27567400,-0.75612660
4.48512084,0.46998500,-0.75612660
4.49024084,0.46998500,-0.74733730
4.49536084,0.46998500,-0.74733730
4.50048084,2.21564400,-0.74733730
4.50560084,2.21564400,-0.74733730
4.51072084,2.21564400,-0.74733730
4.51584084,2.21564400,-0.74733730
4.52096084,2.21564400,-0.74733730
4.52608084,2.21564400,-0.74733730
4.53120084,2.21564400,-0.74733730
4.53632084,2.21564400,-0.74733730
4.54144084,2.21564400,-0.74733730
4.54656084,3.96130300,-0.74733730
4.55168084,3.96130300,-0.73854790
4.55680084,3.96130300,-0.73854790
4.56192084,5.70696100,-0.74733730
4.56704084,5.70696100,-0.73854790
4.57216084,5.70696100,-0.73854790
4.57728084,5.70696100,-0.73854790
4.58240084,5.70696100,-0.72975860
4.58752084,5.70696100,-0.72975860
4.59264084,5.70696100,-0.72096930
4.59776084,5.70696100,-0.72975860
4.60288084,5.70696100,-0.72096930
4.60800084,5.70696100,-0.72096930
4.61312084,5.70696100,-0.72096930
4.61824084,7.45262000,-0.71221050
4.62336084,7.45262000,-0.71221050
4.62848084,7.45262000,-0.71221050
4.63360084,9.20438300,-0.71221050
4.63872084,9.20438300,-0.71221050
4.64384084,9.20438300,-0.71221050
4.64896084,9.20438300,-0.70342110
4.65408084,9.20438300,-0.69463180
4.65920084,9.20438300,-0.69463180
4.66432084,9.20438300,-0.69463180
4.66944084,9.20438300,-0.68584250
4.67456084,9.20438300,-0.68584250
4.67968084,9.20438300,-0.68584250
4.68480084,9.20438300,-0.67705320
4.68992084,10.95004000,-0.67705320
4.69504084,10.95004000,-0.67705320
4.70016084,12.69570000,-0.67705320
4.70528084,12.69570000,-0.66826380
4.71040084,12.69570000,-0.66826380
4.71552084,12.69570000,-0.65947450
4.72064084,12.69570000,-0.66826380
4.72576084,12.69570000,-0.65068510
4.73088084,12.69570000,-0.65068510
4.73600084,14.44746000,-0.64189580
4.74112084,14.44746000,-0.64189580
4.74624084,12.69570000,-0.64189580
4.75136084,14.44746000,-0.63310650
4.75648084,16.19312000,-0.63310650
4.76160084,14.44746000,-0.62431720
4.76672084,16.19312000,-0.61552780
4.77184084,16.19312000,-0.61552780
4.77696084,16.19312000,-0.61552780
4.78208084,16.19312000,-0.60673850
4.78720084,16.19312000,-0.60673850
