Frequency,Channel B
(kHz),(dBu)

0.00000000,-53.63079000
0.09536743,-59.99197000
0.19073486,-62.84338000
0.28610229,-57.79034000
0.38146973,-57.18821000
0.47683716,-63.89598000
0.57220459,-60.72284000
0.66757202,-59.44149000
0.76293945,-63.34936000
0.85830688,-70.39241000
0.95367432,-65.12714000
1.04904175,-57.69849000
1.14440918,-57.46551000
1.23977661,-61.50385000
1.33514404,-63.24390000
1.43051147,-64.02525000
1.52587891,-68.96941000
1.62124634,-66.63796000
1.71661377,-61.07635000
1.81198120,-55.25166000
1.90734863,-51.73654000
2.00271606,-25.88688000
2.09808350,-12.42488000
2.19345093,-8.03507200
2.28881836,-11.33512000
2.38418579,-23.31833000
2.47955322,-48.69110000
2.57492065,-52.10861000
2.67028809,-58.05671000
2.76565552,-62.88610000
2.86102295,-67.64432000
2.95639038,-66.70277000
3.05175781,-64.22435000
3.14712524,-63.62006000
3.24249268,-67.48308000
3.33786011,-66.93032000
3.43322754,-63.03925000
3.52859497,-61.72813000
3.62396240,-64.93541000
3.71932983,-68.81580000
3.81469727,-75.05617000
3.91006470,-63.33358000
4.00543213,-58.21827000
4.10079956,-59.99928000
4.19616699,-64.23843000
4.29153442,-70.08871000
4.38690186,-64.05953000
4.48226929,-55.35118000
4.57763672,-38.44052000
4.67300415,-31.02383000
4.76837158,-30.87909000
4.86373901,-37.67617000
4.95910645,-52.67730000
5.05447388,-56.29404000
5.14984131,-63.27765000
5.24520874,-75.37232000
5.34057617,-58.58311000
5.43594360,-58.83458000
5.53131104,-62.15315000
5.62667847,-65.76738000
5.72204590,-67.15343000
5.81741333,-69.79598000
5.91278076,-61.06581000
6.00814819,-65.47791000
6.10351563,-66.52736000
6.19888306,-60.79560000
6.29425049,-59.50138000
6.38961792,-62.79446000
6.48498535,-66.12430000
6.58035278,-66.32040000
6.67572021,-70.37115000
6.77108765,-68.05265000
6.86645508,-67.83529000
6.96182251,-62.03122000
7.05718994,-63.83944000
7.15255737,-77.64259000
7.24792480,-65.99298000
7.34329224,-74.16606000
7.43865967,-71.33716000
7.53402710,-68.55862000
7.62939453,-69.02901000
7.72476196,-63.93717000
7.82012939,-60.62635000
7.91549683,-62.37767000
8.01086426,-68.82111000
8.10623169,-70.45230000
8.20159912,-70.94144000
8.29696655,-66.48988000
8.39233398,-63.36179000
8.48770142,-64.21103000
8.58306885,-68.25838000
8.67843628,-75.99223000
8.77380371,-76.81773000
8.86917114,-72.00029000
8.96453857,-61.19740000
9.05990601,-58.16953000
9.15527344,-59.49048000
9.25064087,-66.45408000
9.34600830,-73.69495000
9.44137573,-66.91634000
9.53674316,-67.09079000
9.63211060,-65.37854000
9.72747803,-63.53403000
9.82284546,-62.63012000
9.91821289,-66.68452000
10.01358032,-72.98517000
10.10894775,-75.32090000
10.20431519,-64.11632000
10.29968262,-59.70169000
10.39505005,-62.64659000
10.49041748,-73.37634000
10.58578491,-59.65343000
10.68115234,-58.53848000
10.77651978,-64.18290000
10.87188721,-71.15382000
10.96725464,-61.62870000
11.06262207,-59.29802000
11.15798950,-57.48264000
11.25335693,-56.68717000
11.34872437,-56.86336000
11.44409180,-60.10344000
11.53945923,-67.16809000
11.63482666,-68.52956000
11.73019409,-70.56757000
11.82556152,-70.85275000
11.92092896,-65.38352000
12.01629639,-70.04594000
12.11166382,-69.66747000
12.20703125,-78.37168000
12.30239868,-74.14448000
12.39776611,-69.42851000
12.49313354,-70.23095000
12.58850098,-74.51970000
