Frequency,Channel A,Channel B
(kHz),(dBu),(dBu)

66.18499756,-79.67976000,-54.95055000
66.23268127,-85.17802000,-57.34706000
66.28036499,-80.47295000,-53.51756000
66.32804871,-79.22622000,-52.59096000
66.37573242,-86.92995000,-60.54499000
66.42341614,-79.18799000,-58.36311000
66.47109985,-79.66650000,-54.54139000
66.51878357,-86.25665000,-56.43032000
66.56646729,-78.99461000,-53.56912000
66.61415100,-80.94276000,-57.13844000
66.66183472,-84.88869000,-50.51083000
66.70951843,-79.37028000,-50.69168000
66.75720215,-80.29779000,-51.28504000
66.80488586,-85.97647000,-51.72254000
66.85256958,-78.22396000,-72.67253000
66.90025330,-81.96796000,-55.78735000
66.94793701,-83.15309000,-64.05904000
66.99562073,-78.89642000,-67.37020000
67.04330444,-82.41562000,-54.50523000
67.09098816,-83.51098000,-50.62129000
67.13867188,-78.67128000,-54.03128000
67.18635559,-82.48083000,-53.30238000
67.23403931,-82.47932000,-48.02610000
67.28172302,-78.19547000,-46.32523000
67.32940674,-85.03488000,-48.04864000
67.37709045,-80.99681000,-51.79295000
67.42477417,-79.26143000,-52.47320000
67.47245789,-84.03273000,-51.66024000
67.52014160,-81.63577000,-52.61771000
67.56782532,-78.57819000,-52.51729000
67.61550903,-85.93840000,-50.51439000
67.66319275,-79.95216000,-49.15821000
67.71087646,-79.06035000,-51.04473000
67.75856018,-86.48361000,-52.96532000
67.80624390,-79.82336000,-59.34482000
67.85392761,-79.93089000,-54.02135000
67.90161133,-85.46762000,-50.69333000
67.94929504,-79.89799000,-54.85390000
67.99697876,-79.29841000,-58.91652000
68.04466248,-87.54721000,-56.61179000
68.09234619,-78.61356000,-57.45302000
68.14002991,-80.78495000,-51.99941000
68.18771362,-84.64648000,-48.73597000
68.23539734,-79.28425000,-48.79583000
68.28308105,-80.91964000,-48.53534000
68.33076477,-85.33584000,-48.27252000
68.37844849,-78.69798000,-56.09182000
68.42613220,-81.08269000,-64.13078000
68.47381592,-84.11536000,-56.52253000
68.52149963,-78.26316000,-52.42437000
68.56918335,-83.16168000,-52.35212000
68.61686707,-82.48648000,-56.98906000
68.66455078,-79.11980000,-62.50151000
68.71223450,-82.44078000,-54.24691000
68.75991821,-83.16544000,-52.00339000
68.80760193,-78.23039000,-52.02797000
68.85528564,-84.21177000,-49.97710000
68.90296936,-81.03851000,-49.27376000
68.95065308,-78.74979000,-51.76388000
68.99833679,-85.23128000,-56.02850000
69.04602051,-80.98663000,-63.05885000
69.09370422,-79.24184000,-60.06959000
69.14138794,-84.69083000,-51.90714000
69.18907166,-80.73160000,-52.90522000
69.23675537,-78.61655000,-57.03419000
69.28443909,-87.56212000,-54.39939000
69.33212280,-79.30549000,-54.25497000
69.37980652,-79.93841000,-58.94516000
69.42749023,-85.40595000,-54.10323000
69.47517395,-79.96767000,-54.24387000
69.52285767,-79.76564000,-56.48994000
69.57054138,-86.60880000,-58.64014000
69.61822510,-79.00824000,-57.00325000
69.66590881,-79.99785000,-65.46240000
69.71359253,-85.82118000,-57.93298000
69.76127625,-78.61935000,-59.21188000
69.80895996,-81.62197000,-52.79379000
69.85664368,-84.08803000,-62.14558000
69.90432739,-79.24882000,-55.01655000
69.95201111,-80.96347000,-55.87880000
69.99969482,-85.03143000,-56.30427000
70.04737854,-78.17110000,-52.08633000
70.09506226,-82.55803000,-50.69033000
70.14274597,-82.43585000,-57.23312000
70.19042969,-78.72205000,-57.59098000
70.23811340,-83.42622000,-61.17188000
70.28579712,-82.49474000,-50.88163000
70.33348083,-78.84946000,-48.09488000
70.38116455,-83.18811000,-48.55511000
70.42884827,-81.90018000,-48.49527000
70.47653198,-78.23646000,-57.96885000
70.52421570,-86.00291000,-51.60606000
70.57189941,-80.31567000,-54.61720000
70.61958313,-79.39840000,-57.80468000
70.66726685,-84.81863000,-66.54254000
70.71495056,-80.97290000,-53.06697000
70.76263428,-78.94485000,-49.39016000
70.81031799,-86.38089000,-50.00690000
70.85800171,-79.61452000,-52.80844000
70.90568542,-79.23572000,-54.62946000
70.95336914,-86.80259000,-61.49277000
71.00105286,-79.27610000,-63.49241000
71.04873657,-80.44951000,-57.20182000
71.09642029,-85.23138000,-56.24819000
71.14410400,-79.65428000,-56.18221000
71.19178772,-79.78271000,-55.49976000
71.23947144,-86.91156000,-49.30528000
71.28715515,-78.39855000,-48.77148000
71.33483887,-81.22520000,-50.30386000
71.38252258,-84.00860000,-58.87097000
71.43020630,-78.97446000,-55.27454000
71.47789001,-81.75313000,-59.28705000
71.52557373,-84.26807000,-56.73811000
71.57325745,-78.73933000,-57.72373000
71.62094116,-81.67255000,-49.97080000
71.66862488,-83.41623000,-47.88452000
71.71630859,-78.14613000,-50.89750000
71.76399231,-84.05759000,-57.69038000
71.81167603,-81.64470000,-52.10004000
71.85935974,-79.14201000,-54.36691000
71.90704346,-83.33993000,-59.09689000
71.95472717,-82.33311000,-56.32539000
72.00241089,-78.43448000,-54.90015000
72.05009460,-84.91348000,-51.18627000
72.09777832,-80.53568000,-50.01877000
72.14546204,-78.77888000,-57.48759000
72.19314575,-86.19527000,-54.70797000
72.24082947,-80.25389000,-49.21988000
72.28851318,-79.61465000,-52.47863000
72.33619690,-85.14079000,-56.40685000
72.38388062,-80.35386000,-50.44495000
72.43156433,-78.92539000,-47.57952000
72.47924805,-87.79227000,-50.03520000
72.52693176,-78.92049000,-51.95454000
72.57461548,-80.23727000,-48.22897000
72.62229919,-85.27254000,-47.70779000
72.66998291,-79.51559000,-54.01809000
72.71766663,-80.40885000,-58.25513000
72.76535034,-85.90596000,-49.69006000
72.81303406,-78.90870000,-47.61887000
72.86071777,-80.42387000,-52.87979000
72.90840149,-85.17989000,-52.58546000
72.95608521,-78.34226000,-48.92596000
73.00376892,-82.35485000,-48.58428000
73.05145264,-83.21193000,-49.70574000
73.09913635,-79.15768000,-50.38974000
73.14682007,-81.74346000,-49.56797000
73.19450378,-84.05910000,-50.98286000
73.24218750,-78.21748000,-53.14375000
73.28987122,-83.19922000,-56.65679000
73.33755493,-81.78269000,-52.74820000
73.38523865,-78.61114000,-54.05523000
73.43292236,-84.50187000,-60.65952000
73.48060608,-81.57211000,-64.68703000
73.52828979,-79.08621000,-66.85767000
73.57597351,-83.91281000,-63.36156000
73.62365723,-81.37557000,-53.96123000
73.67134094,-78.37907000,-52.89975000
73.71902466,-86.85153000,-45.40987000
73.76670837,-79.75177000,-44.55888000
73.81439209,-79.56895000,-48.22538000
73.86207581,-85.40154000,-52.94381000
73.90975952,-80.36583000,-73.31973000
73.95744324,-79.40994000,-53.21676000
74.00512695,-86.48243000,-55.40174000
74.05281067,-79.36566000,-58.90482000
74.10049438,-79.49796000,-54.01517000
74.14817810,-86.69321000,-50.61766000
74.19586182,-78.83142000,-48.27654000
74.24354553,-81.01962000,-54.07524000
74.29122925,-84.67773000,-69.44562000
74.33891296,-79.44575000,-65.43346000
74.38659668,-80.38375000,-59.62563000
74.43428040,-86.01102000,-59.87533000
74.48196411,-78.28656000,-58.59793000
74.52964783,-81.72218000,-54.30992000
74.57733154,-83.30624000,-58.87209000
74.62501526,-78.72493000,-72.97754000
74.67269897,-82.68813000,-54.57311000
74.72038269,-83.20934000,-52.17651000
74.76806641,-78.84381000,-53.03125000
74.81575012,-82.35144000,-51.46791000
74.86343384,-82.74741000,-52.12211000
74.91111755,-78.12836000,-59.19333000
74.95880127,-84.97192000,-56.89143000
75.00648499,-80.90479000,-51.74619000
75.05416870,-79.19385000,-52.49937000
75.10185242,-84.25703000,-61.64639000
75.14953613,-81.55572000,-55.82764000
75.19721985,-78.73415000,-53.13876000
75.24490356,-85.53359000,-52.65442000
75.29258728,-80.12743000,-54.43749000
75.34027100,-78.88673000,-62.07927000
75.38795471,-86.91250000,-54.67155000
75.43563843,-79.62953000,-51.07553000
75.48332214,-80.03709000,-48.58018000
75.53100586,-85.29044000,-50.74737000
75.57868958,-80.01848000,-51.98871000
75.62637329,-79.34502000,-52.53938000
75.67405701,-87.52784000,-58.08798000
75.72174072,-78.64449000,-65.45659000
75.76942444,-80.58551000,-57.43372000
75.81710815,-84.83727000,-56.91906000
75.86479187,-79.12326000,-51.23362000
75.91247559,-81.15376000,-51.02872000
75.96015930,-84.96487000,-53.30312000
76.00784302,-78.87916000,-56.57197000
76.05552673,-80.95090000,-56.48634000
76.10321045,-84.44859000,-54.17461000
76.15089417,-78.16496000,-57.90092000
76.19857788,-83.13422000,-57.53691000
76.24626160,-82.35445000,-58.15739000
76.29394531,-79.09527000,-65.91532000
76.34162903,-82.62643000,-55.77721000
76.38931274,-83.11219000,-48.37911000
76.43699646,-78.35950000,-47.93132000
76.48468018,-83.87860000,-52.35005000
76.53236389,-81.21354000,-53.46747000
76.58004761,-78.57262000,-49.99384000
76.62773132,-85.58147000,-48.10914000
76.67541504,-80.75735000,-48.90793000
76.72309875,-79.37328000,-53.99797000
76.77078247,-84.57275000,-61.37334000
76.81846619,-80.89993000,-56.18008000
76.86614990,-78.62671000,-55.90412000
76.91383362,-87.44101000,-50.18399000
76.96151733,-79.30289000,-49.76851000
77.00920105,-79.78043000,-53.41589000
77.05688477,-85.65838000,-55.22130000
77.10456848,-79.82055000,-63.02987000
77.15225220,-79.97136000,-57.84574000
77.19993591,-86.17336000,-54.10580000
77.24761963,-79.19542000,-55.52208000
77.29530334,-79.85616000,-53.36988000
77.34298706,-86.22634000,-55.29543000
77.39067078,-78.48996000,-57.25693000
77.43835449,-81.63675000,-49.91060000
77.48603821,-83.92755000,-57.62102000
77.53372192,-79.26805000,-57.12971000
77.58140564,-81.10307000,-55.64232000
77.62908936,-84.99218000,-55.51196000
77.67677307,-78.27305000,-63.77032000
77.72445679,-82.28237000,-64.97322000
77.77214050,-82.61916000,-59.94159000
77.81982422,-78.54372000,-52.35543000
77.86750793,-83.70937000,-50.04942000
77.91519165,-82.22038000,-54.63714000
77.96287537,-79.00201000,-73.74324000
78.01055908,-83.09758000,-62.64371000
78.05824280,-82.12190000,-56.78376000
78.10592651,-78.21223000,-72.37331000
78.15361023,-85.85661000,-56.59312000
78.20129395,-80.27742000,-60.32804000
78.24897766,-79.28020000,-53.46756000
78.29666138,-85.09518000,-49.37369000
78.34434509,-80.84241000,-54.62558000
78.39202881,-79.12639000,-51.67076000
78.43971252,-85.95787000,-51.06933000
78.48739624,-79.80624000,-58.65194000
78.53507996,-79.08256000,-70.73393000
78.58276367,-87.23359000,-57.87661000
78.63044739,-79.11416000,-52.62224000
78.67813110,-80.50369000,-53.35247000
78.72581482,-85.08324000,-58.64082000
78.77349854,-79.71891000,-60.47584000
78.82118225,-79.87920000,-52.81391000
78.86886597,-86.83936000,-50.00303000
78.91654968,-78.47227000,-48.29674000
78.96423340,-80.99350000,-52.23125000
79.01191711,-84.22099000,-56.23267000
79.05960083,-78.79775000,-54.26944000
79.10728455,-81.99601000,-52.77386000
79.15496826,-83.93302000,-55.92035000
79.20265198,-78.90925000,-67.62134000
79.25033569,-81.58028000,-50.64164000
79.29801941,-83.70071000,-46.71725000
79.34570313,-78.08870000,-49.29453000
79.39338684,-83.94927000,-57.86261000
79.44107056,-81.56993000,-70.60395000
79.48875427,-79.06372000,-58.89729000
79.53643799,-83.58392000,-60.97883000
79.58412170,-82.21954000,-53.31824000
79.63180542,-78.59315000,-49.31382000
79.67948914,-84.55933000,-51.63811000
79.72717285,-80.73265000,-51.57912000
79.77485657,-78.61514000,-51.35701000
79.82254028,-86.55803000,-57.59246000
79.87022400,-80.05599000,-57.46677000
79.91790771,-79.70361000,-59.11377000
79.96559143,-85.04979000,-59.61588000
80.01327515,-80.46669000,-60.08995000
80.06095886,-78.98264000,-52.71457000
80.10864258,-87.62127000,-50.33401000
80.15632629,-78.96440000,-53.55575000
80.20401001,-80.04266000,-54.46913000
80.25169373,-85.54360000,-52.71973000
80.29937744,-79.34334000,-49.88391000
80.34706116,-80.62608000,-50.63301000
80.39474487,-85.50274000,-56.07238000
80.44242859,-79.09287000,-63.63840000
80.49011230,-80.31780000,-56.63512000
80.53779602,-85.53624000,-56.60269000
80.58547974,-78.25186000,-53.61647000
80.63316345,-82.29782000,-54.32666000
80.68084717,-83.10641000,-54.56377000
80.72853088,-79.12056000,-52.66625000
80.77621460,-81.93760000,-52.32420000
80.82389832,-83.95471000,-54.63257000
80.87158203,-78.35309000,-63.23960000
80.91926575,-82.90549000,-56.24534000
80.96694946,-81.99013000,-59.24078000
81.01463318,-78.43874000,-57.05501000
81.06231689,-84.78539000,-58.90376000
81.11000061,-81.33152000,-53.28732000
81.15768433,-79.20535000,-50.18905000
81.20536804,-83.86266000,-51.72036000
81.25305176,-81.54128000,-49.02087000
81.30073547,-78.39990000,-48.24337000
81.34841919,-86.62631000,-58.68284000
81.39610291,-79.76414000,-52.16704000
81.44378662,-79.40900000,-48.80708000
81.49147034,-85.72010000,-54.05061000
81.53915405,-80.20033000,-65.21273000
81.58683777,-79.60754000,-61.42831000
81.63452148,-86.05984000,-60.42182000
81.68220520,-79.56200000,-61.49865000
81.72988892,-79.37488000,-52.72293000
81.77757263,-87.09978000,-54.17686000
81.82525635,-78.70719000,-59.06401000
81.87294006,-81.01128000,-63.10726000
81.92062378,-84.56790000,-60.32502000
81.96830750,-79.45190000,-76.88985000
82.01599121,-80.53059000,-55.79987000
82.06367493,-85.88547000,-57.87955000
82.11135864,-78.39809000,-63.08966000
82.15904236,-81.47095000,-54.10193000
82.20672607,-83.53842000,-52.13255000
82.25440979,-78.54618000,-55.98972000
82.30209351,-82.92708000,-57.86646000
82.34977722,-82.91478000,-55.55886000
82.39746094,-78.98905000,-55.57941000
82.44514465,-82.30424000,-55.91928000
82.49282837,-82.97333000,-53.83810000
82.54051208,-78.11446000,-50.23098000
82.58819580,-84.77940000,-49.55235000
82.63587952,-80.88456000,-55.82579000
82.68356323,-79.06863000,-61.16145000
82.73124695,-84.55788000,-49.38380000
82.77893066,-81.39745000,-47.44091000
82.82661438,-78.91394000,-53.79876000
82.87429810,-85.16768000,-53.16558000
82.92198181,-80.33554000,-48.97591000
82.96966553,-78.74687000,-50.23876000
83.01734924,-87.27703000,-66.15135000
83.06503296,-79.46906000,-60.35285000
83.11271667,-80.07222000,-60.13445000
83.16040039,-85.22505000,-63.29086000
83.20808411,-80.07094000,-62.18494000
83.25576782,-79.44978000,-60.71242000
83.30345154,-87.31979000,-62.66838000
83.35113525,-78.73045000,-61.30142000
83.39881897,-80.36675000,-64.41692000
83.44650269,-85.12059000,-66.96326000
83.49418640,-78.94048000,-57.29980000
83.54187012,-81.36984000,-51.26980000
83.58955383,-84.60588000,-47.71149000
83.63723755,-79.04706000,-47.31388000
83.68492126,-80.88768000,-48.00646000
83.73260498,-84.74326000,-52.45850000
83.78028870,-78.11694000,-56.77224000
83.82797241,-82.99999000,-58.42904000
83.87565613,-82.30446000,-51.22178000
83.92333984,-79.00632000,-49.85522000
83.97102356,-82.87521000,-51.60015000
84.01870728,-82.95628000,-51.52607000
84.06639099,-78.52130000,-50.67001000
84.11407471,-83.57716000,-53.02562000
84.16175842,-81.43636000,-58.80895000
84.20944214,-78.41750000,-60.32491000
84.25712585,-85.85565000,-68.93712000
84.30480957,-80.55591000,-70.00297000
84.35249329,-79.44691000,-52.62688000
84.40017700,-84.56084000,-55.10573000
84.44786072,-81.00303000,-57.18673000
84.49554443,-78.69332000,-53.63416000
84.54322815,-87.15153000,-56.77655000
84.59091187,-79.36166000,-55.42202000
84.63859558,-79.59031000,-51.26974000
84.68627930,-86.00406000,-50.52093000
84.73396301,-79.63560000,-53.43142000
84.78164673,-80.17331000,-63.79424000
84.82933044,-85.77231000,-49.55581000
84.87701416,-79.38344000,-47.25950000
84.92469788,-79.77120000,-50.90160000
84.97238159,-86.58299000,-55.99947000
85.02006531,-78.40741000,-61.29664000
85.06774902,-81.55927000,-58.12399000
85.11543274,-83.86365000,-57.50481000
85.16311646,-79.21785000,-59.47714000
85.21080017,-81.29967000,-54.90003000
85.25848389,-84.81927000,-50.91612000
85.30616760,-78.41576000,-54.18686000
85.35385132,-82.02402000,-60.54686000
85.40153503,-82.86612000,-64.36689000
85.44921875,-78.37526000,-51.77374000
85.49690247,-83.93053000,-50.61294000
85.54458618,-81.96992000,-59.72916000
85.59226990,-79.10986000,-59.85363000
85.63995361,-83.09871000,-68.54211000
85.68763733,-82.28174000,-58.03986000
85.73532104,-78.24306000,-54.96364000
85.78300476,-85.58287000,-57.10464000
85.83068848,-80.30791000,-60.09483000
85.87837219,-79.11828000,-59.73951000
85.92605591,-85.44770000,-56.04002000
85.97373962,-80.65576000,-53.35304000
86.02142334,-79.31673000,-49.08196000
86.06910706,-85.58987000,-46.47190000
86.11679077,-80.01321000,-47.98702000
86.16447449,-78.97538000,-53.73718000
86.21215820,-87.58236000,-59.27365000
86.25984192,-78.99542000,-50.06737000
86.30752563,-80.47701000,-50.91636000
86.35520935,-85.04593000,-65.39395000
86.40289307,-79.71078000,-54.00419000
86.45057678,-80.03058000,-52.13164000
86.49826050,-86.60263000,-54.60233000
86.54594421,-78.59433000,-60.07854000
86.59362793,-80.76376000,-55.41653000
86.64131165,-84.51241000,-53.32965000
86.68899536,-78.61787000,-52.75098000
86.73667908,-82.19632000,-55.15240000
86.78436279,-83.62408000,-46.46118000
86.83204651,-79.04774000,-44.29516000
86.87973022,-81.56558000,-48.42939000
86.92741394,-83.92460000,-60.32656000
86.97509766,-78.08481000,-52.00309000
87.02278137,-83.73738000,-54.39505000
87.07046509,-81.57336000,-55.55897000
87.11814880,-78.93147000,-55.87582000
87.16583252,-83.88650000,-59.60155000
87.21351624,-82.02802000,-60.69357000
87.26119995,-78.77174000,-55.29229000
87.30888367,-84.25819000,-51.58913000
87.35656738,-80.95992000,-53.89240000
87.40425110,-78.48695000,-52.27036000
87.45193481,-86.81473000,-53.22736000
87.49961853,-79.89770000,-59.07823000
87.54730225,-79.72231000,-64.30190000
87.59498596,-85.07103000,-60.00557000
87.64266968,-80.50488000,-55.97662000
87.69035339,-79.09426000,-60.78211000
87.73803711,-87.29015000,-73.43472000
87.78572083,-79.06417000,-62.90464000
87.83340454,-79.83540000,-53.24652000
87.88108826,-85.90112000,-50.22034000
87.92877197,-79.15354000,-52.63984000
87.97645569,-80.81859000,-55.58082000
88.02413940,-85.14143000,-52.03907000
88.07182312,-79.25925000,-47.74854000
88.11950684,-80.27757000,-50.29565000
88.16719055,-85.82424000,-58.62875000
88.21487427,-78.21328000,-47.97306000
88.26255798,-82.14926000,-48.57430000
88.31024170,-83.09208000,-53.18058000
88.35792542,-79.02061000,-57.87771000
88.40560913,-82.18248000,-49.38646000
88.45329285,-83.74574000,-50.87700000
88.50097656,-78.51859000,-57.00735000
88.54866028,-82.65092000,-58.18604000
88.59634399,-82.24372000,-53.85496000
88.64402771,-78.29121000,-52.22559000
88.69171143,-84.97511000,-56.34636000
88.73939514,-81.12799000,-63.29212000
88.78707886,-79.26506000,-58.72950000
88.83476257,-83.91238000,-51.61950000
88.88244629,-81.63118000,-50.63884000
88.93013000,-78.47510000,-55.06444000
88.97781372,-86.28170000,-62.99366000
89.02549744,-79.84033000,-64.19983000
89.07318115,-79.22276000,-52.79915000
89.12086487,-86.11295000,-52.27996000
89.16854858,-80.00103000,-53.58193000
89.21623230,-79.79587000,-59.63302000
89.26391602,-85.70248000,-52.69447000
89.31159973,-79.75465000,-58.05918000
89.35928345,-79.30757000,-72.09554000
89.40696716,-87.40878000,-61.74685000
89.45465088,-78.63284000,-58.34400000
89.50233459,-80.91918000,-57.24794000
89.55001831,-84.56448000,-59.83303000
89.59770203,-79.38771000,-61.95773000
89.64538574,-80.72636000,-59.72974000
89.69306946,-85.62659000,-49.91358000
89.74075317,-78.54871000,-50.10600000
89.78843689,-81.24287000,-55.95387000
89.83612061,-83.83285000,-57.45893000
89.88380432,-78.38095000,-53.26183000
89.93148804,-83.09571000,-50.74869000
89.97917175,-82.65852000,-63.73823000
90.02685547,-79.08627000,-50.98435000
90.07453918,-82.34216000,-56.03598000
90.12222290,-83.12119000,-52.49026000
90.16990662,-78.15489000,-49.80995000
90.21759033,-84.49416000,-54.49630000
90.26527405,-80.93752000,-64.27303000
90.31295776,-78.90449000,-61.43860000
90.36064148,-84.91187000,-56.02496000
90.40832520,-81.18645000,-56.77680000
90.45600891,-79.09793000,-59.42320000
90.50369263,-84.87240000,-57.80056000
90.55137634,-80.55478000,-54.57459000
90.59906006,-78.65352000,-46.96457000
90.64674377,-87.50896000,-47.70267000
90.69442749,-79.35657000,-50.78209000
90.74211121,-80.03047000,-50.59780000
90.78979492,-85.27413000,-50.30861000
90.83747864,-80.04673000,-54.56203000
90.88516235,-79.60416000,-66.00599000
90.93284607,-86.97013000,-57.43864000
90.98052979,-78.86433000,-49.68062000
91.02821350,-80.15559000,-49.29388000
91.07589722,-85.47805000,-51.87393000
91.12358093,-78.75879000,-55.80895000
91.17126465,-81.53740000,-55.35645000
91.21894836,-84.29575000,-48.86679000
91.26663208,-79.17912000,-49.01432000
91.31431580,-80.89742000,-51.90458000
91.36199951,-84.95169000,-54.99577000
91.40968323,-78.12305000,-60.12602000
91.45736694,-82.78314000,-56.71239000
91.50505066,-82.33954000,-59.17089000
91.55273438,-78.86674000,-57.69985000
91.60041809,-83.16600000,-55.40961000
91.64810181,-82.72519000,-59.92966000
91.69578552,-78.69933000,-57.54841000
91.74346924,-83.33488000,-49.22342000
91.79115295,-81.68590000,-50.01263000
91.83883667,-78.29967000,-56.40430000
91.88652039,-86.00261000,-51.54560000
91.93420410,-80.40121000,-53.45883000
91.98188782,-79.45102000,-61.55496000
92.02957153,-84.65565000,-51.57425000
92.07725525,-81.02378000,-45.68165000
92.12493896,-78.81098000,-48.03005000
92.17262268,-86.75462000,-52.95456000
92.22030640,-79.47729000,-49.70966000
92.26799011,-79.39304000,-48.44286000
92.31567383,-86.41941000,-49.87189000
92.36335754,-79.43782000,-59.73347000
92.41104126,-80.34524000,-54.87097000
92.45872498,-85.44160000,-53.20343000
92.50640869,-79.54861000,-71.73452000
92.55409241,-79.74954000,-57.91172000
92.60177612,-86.82877000,-56.06265000
92.64945984,-78.37860000,-56.53008000
92.69714355,-81.40296000,-60.49585000
92.74482727,-83.89957000,-57.86750000
92.79251099,-79.10625000,-51.67079000
92.84019470,-81.53633000,-51.03645000
92.88787842,-84.54635000,-51.18522000
92.93556213,-78.58566000,-53.85023000
92.98324585,-81.80878000,-57.06486000
93.03092957,-83.15593000,-51.35368000
93.07861328,-78.23449000,-50.99151000
93.12629700,-84.05160000,-51.45965000
93.17398071,-81.76743000,-49.27593000
93.22166443,-79.15658000,-51.36093000
93.26934814,-83.19144000,-54.85577000
93.31703186,-82.35290000,-57.17590000
93.36471558,-78.32642000,-55.02107000
93.41239929,-85.23289000,-50.12824000
93.46008301,-80.40494000,-48.05958000
93.50776672,-78.93522000,-51.17535000
93.55545044,-85.84733000,-60.37508000
93.60313416,-80.44033000,-47.71168000
93.65081787,-79.49297000,-46.13276000
93.69850159,-85.30529000,-51.64753000
93.74618530,-80.21126000,-61.26456000
93.79386902,-78.92316000,-56.37904000
93.84155273,-87.77962000,-53.65477000
93.88923645,-78.93002000,-60.35776000
93.93692017,-80.37396000,-54.86747000
93.98460388,-85.12101000,-53.74437000
94.03228760,-79.63123000,-61.03252000
94.07997131,-80.22386000,-61.90453000
94.12765503,-86.25119000,-52.54462000
94.17533875,-78.75388000,-54.70709000
94.22302246,-80.56121000,-64.07549000
94.27070618,-84.86083000,-53.09492000
94.31838989,-78.45528000,-54.40106000
94.36607361,-82.32258000,-54.01291000
94.41375732,-83.37042000,-53.26188000
94.46144104,-79.13469000,-53.54757000
94.50912476,-81.62936000,-59.90841000
94.55680847,-84.04948000,-66.89002000
94.60449219,-78.13478000,-62.30066000
94.65217590,-83.45898000,-53.04229000
94.69985962,-81.65480000,-54.42835000
94.74754333,-78.76468000,-66.77090000
94.79522705,-84.22000000,-51.02966000
94.84291077,-81.78915000,-48.25253000
94.89059448,-78.95026000,-49.56190000
94.93827820,-84.03352000,-55.72744000
94.98596191,-81.19308000,-59.02141000
95.03364563,-78.40584000,-54.14925000
95.08132935,-86.91240000,-50.89875000
95.12901306,-79.79279000,-50.90878000
95.17669678,-79.66768000,-51.14639000
95.22438049,-85.20362000,-49.48441000
95.27206421,-80.46200000,-51.70018000
95.31974792,-79.25085000,-53.15518000
95.36743164,-86.86649000,-49.77286000
95.41511536,-79.21150000,-52.75231000
95.46279907,-79.64017000,-51.15679000
95.51048279,-86.31857000,-50.90523000
95.55816650,-78.96946000,-57.29691000
95.60585022,-80.95860000,-65.97387000
95.65353394,-84.85272000,-65.21590000
95.70121765,-79.38495000,-61.54301000
95.74890137,-80.30605000,-66.21887000
95.79658508,-85.99130000,-58.15706000
95.84426880,-78.22966000,-56.03213000
95.89195251,-81.93440000,-50.98270000
95.93963623,-83.16971000,-50.12533000
95.98731995,-78.87321000,-56.69283000
96.03500366,-82.45520000,-56.01143000
96.08268738,-83.46886000,-60.67398000
96.13037109,-78.69675000,-55.36018000
96.17805481,-82.45757000,-49.44623000
96.22573853,-82.51878000,-50.41497000
96.27342224,-78.18279000,-52.80161000
96.32110596,-85.03464000,-59.11846000
96.36878967,-80.97945000,-49.86594000
96.41647339,-79.25581000,-45.69568000
96.46415710,-84.05946000,-48.42769000
96.51184082,-81.62981000,-58.46638000
96.55952454,-78.59839000,-62.50828000
96.60720825,-85.87978000,-60.08103000
96.65489197,-79.97452000,-63.19685000
96.70257568,-79.03410000,-55.10638000
96.75025940,-86.54629000,-53.46535000
96.79794312,-79.79433000,-54.90346000
96.84562683,-79.94987000,-51.99216000
96.89331055,-85.43571000,-52.32993000
96.94099426,-79.91874000,-50.01686000
96.98867798,-79.30132000,-57.21829000
97.03636169,-87.55669000,-84.73438000
97.08404541,-78.61447000,-53.41693000
97.13172913,-80.75873000,-49.48979000
97.17941284,-84.66762000,-52.14587000
97.22709656,-79.26347000,-60.49698000
97.27478027,-80.95306000,-64.31921000
97.32246399,-85.28384000,-65.67670000
97.37014771,-78.72383000,-55.29238000
97.41783142,-81.05998000,-49.63348000
97.46551514,-84.16355000,-53.39796000
97.51319885,-78.24633000,-50.46526000
97.56088257,-83.16472000,-50.10546000
97.60856628,-82.46285000,-59.79011000
