Frequency,Channel A,Channel B
(kHz),(dBu),(dBu)

32.90176392,-79.55569000,-58.85339000
32.94944763,-87.08066000,-52.06894000
32.99713135,-78.82180000,-54.04010000
33.04481506,-80.21374000,-57.38041000
33.09249878,-85.36984000,-55.54595000
33.14018250,-78.80934000,-75.82597000
33.18786621,-81.49617000,-55.19278000
33.23554993,-84.37772000,-54.75731000
33.28323364,-79.14629000,-60.41710000
33.33091736,-80.88713000,-59.85972000
33.37860107,-84.90353000,-53.79375000
33.42628479,-78.11572000,-56.39061000
33.47396851,-82.85159000,-60.22560000
33.52165222,-82.32086000,-57.02027000
33.56933594,-78.91069000,-69.08221000
33.61701965,-83.08020000,-61.40150000
33.66470337,-82.79684000,-67.12802000
33.71238708,-78.64793000,-54.05176000
33.76007080,-83.39687000,-54.32350000
33.80775452,-81.61338000,-49.18005000
33.85543823,-78.32883000,-47.06362000
33.90312195,-85.97597000,-54.92755000
33.95080566,-80.43979000,-50.21318000
33.99848938,-79.45720000,-49.52657000
34.04617310,-84.61784000,-60.17210000
34.09385681,-81.02675000,-74.60661000
34.14154053,-78.77266000,-57.05576000
34.18922424,-86.87491000,-61.73704000
34.23690796,-79.43892000,-57.01608000
34.28459167,-79.44873000,-63.41668000
34.33227539,-86.29553000,-54.33113000
34.37995911,-79.49420000,-53.85783000
34.42764282,-80.30072000,-54.93122000
34.47532654,-85.52739000,-57.58505000
34.52301025,-79.50516000,-53.86232000
34.57069397,-79.74908000,-51.44024000
34.61837769,-86.77329000,-53.40965000
34.66606140,-78.38113000,-57.61193000
34.71374512,-81.45435000,-63.02155000
34.76142883,-83.87914000,-67.23409000
34.80911255,-79.14354000,-55.30450000
34.85679626,-81.46590000,-51.63543000
34.90447998,-84.63191000,-55.27988000
34.95216370,-78.53532000,-66.06432000
34.99984741,-81.86469000,-63.37419000
35.04753113,-83.07030000,-53.42719000
35.09521484,-78.27102000,-49.56971000
35.14289856,-84.02897000,-50.67272000
35.19058228,-81.81930000,-56.98273000
35.23826599,-79.15010000,-53.36961000
35.28594971,-83.15581000,-48.12458000
35.33363342,-82.34269000,-56.61097000
35.38131714,-78.29756000,-55.02560000
35.42900085,-85.33741000,-54.31382000
35.47668457,-80.37075000,-51.91928000
35.52436829,-78.98831000,-49.67917000
35.57205200,-85.73056000,-47.27839000
35.61973572,-80.50316000,-48.62474000
35.66741943,-79.44548000,-51.43111000
35.71510315,-85.37692000,-55.72253000
35.76278687,-80.15712000,-63.40297000
35.81047058,-78.93214000,-61.56261000
35.85815430,-87.74212000,-57.65033000
35.90583801,-78.94286000,-61.27306000
35.95352173,-80.41042000,-61.92997000
36.00120544,-85.08819000,-54.98986000
36.04888916,-79.66069000,-54.24195000
36.09657288,-80.16534000,-48.78284000
36.14425659,-86.35970000,-51.10908000
36.19194031,-78.70530000,-55.74886000
36.23962402,-80.61507000,-57.22146000
36.28730774,-84.75717000,-50.23211000
36.33499146,-78.49892000,-47.59722000
36.38267517,-82.29560000,-50.24676000
36.43035889,-83.43596000,-56.75019000
36.47804260,-79.11607000,-62.73170000
36.52572632,-81.60327000,-57.47282000
36.57341003,-84.02568000,-59.41902000
36.62109375,-78.11517000,-54.80510000
36.66877747,-83.54285000,-58.62175000
36.71646118,-81.62378000,-53.30389000
36.76414490,-78.81458000,-51.64473000
36.81182861,-84.12360000,-53.47337000
36.85951233,-81.86027000,-58.28791000
36.90719604,-78.90055000,-62.68836000
36.95487976,-84.08893000,-65.02854000
37.00256348,-81.12749000,-56.46105000
37.05024719,-78.42372000,-53.06648000
37.09793091,-86.90278000,-53.32132000
37.14561462,-79.81673000,-56.88272000
37.19329834,-79.69047000,-51.29517000
37.24098206,-85.15462000,-50.73895000
37.28866577,-80.48235000,-49.39386000
37.33634949,-79.20227000,-48.68153000
37.38403320,-86.99277000,-51.50886000
37.43171692,-79.16523000,-56.24931000
37.47940063,-79.69344000,-55.96992000
37.52708435,-86.19528000,-68.77225000
37.57476807,-79.02023000,-54.34578000
37.62245178,-80.92542000,-52.48359000
37.67013550,-84.92651000,-57.33730000
37.71781921,-79.35442000,-62.31644000
37.76550293,-80.29092000,-58.35319000
37.81318665,-85.95847000,-60.40248000
37.86087036,-78.21937000,-61.56998000
37.90855408,-82.00072000,-63.53596000
37.95623779,-83.13829000,-63.48091000
38.00392151,-78.91901000,-57.74214000
38.05160522,-82.37609000,-67.29967000
38.09928894,-83.55244000,-58.57272000
38.14697266,-78.64571000,-55.53784000
38.19465637,-82.50561000,-54.85759000
38.24234009,-82.43974000,-65.90784000
38.29002380,-78.20913000,-55.06340000
38.33770752,-85.03218000,-56.47976000
38.38539124,-81.01549000,-58.78124000
38.43307495,-79.26563000,-53.56261000
38.48075867,-84.00787000,-55.09083000
38.52844238,-81.63982000,-64.97433000
38.57612610,-78.55880000,-52.66743000
38.62380981,-85.99689000,-56.99048000
38.67149353,-79.93081000,-57.31829000
38.71917725,-79.08693000,-61.67648000
38.76686096,-86.42094000,-54.32269000
38.81454468,-79.85267000,-59.78689000
38.86222839,-79.91080000,-53.76671000
38.90991211,-85.50167000,-50.20252000
38.95759583,-79.87624000,-52.45613000
39.00527954,-79.29676000,-60.50358000
39.05296326,-87.53368000,-56.82848000
39.10064697,-78.61384000,-51.69698000
39.14833069,-80.81020000,-49.75058000
39.19601440,-84.62746000,-58.46163000
39.24369812,-79.30412000,-54.70606000
39.29138184,-80.88644000,-49.44240000
39.33906555,-85.38708000,-50.24894000
39.38674927,-78.67233000,-58.18083000
39.43443298,-81.10661000,-56.30657000
39.48211670,-84.06729000,-54.46206000
39.52980042,-78.28085000,-61.98421000
39.57748413,-83.15631000,-58.83846000
39.62516785,-82.51160000,-59.81619000
39.67285156,-79.11768000,-57.73452000
39.72053528,-82.42027000,-48.92661000
39.76821899,-83.16380000,-48.15709000
39.81590271,-78.21537000,-53.50103000
39.86358643,-84.25987000,-66.70512000
39.91127014,-81.01831000,-56.84851000
39.95895386,-78.77580000,-56.49634000
40.00663757,-85.17827000,-53.35265000
40.05432129,-81.02026000,-57.34443000
40.10200500,-79.21942000,-74.31174000
40.14968872,-84.71611000,-55.17954000
40.19737244,-80.70367000,-53.42540000
40.24505615,-78.61982000,-59.00967000
40.29273987,-87.56344000,-49.32835000
40.34042358,-79.31092000,-46.27230000
40.38810730,-79.95693000,-48.25959000
40.43579102,-85.37837000,-56.92989000
40.48347473,-79.98423000,-50.11223000
40.53115845,-79.73737000,-51.97136000
40.57884216,-86.67096000,-69.42076000
40.62652588,-78.98283000,-54.73711000
40.67420959,-80.02209000,-50.21395000
40.72189331,-85.76277000,-55.14848000
40.76957703,-78.64104000,-60.42466000
40.81726074,-81.61227000,-55.85999000
40.86494446,-84.11839000,-56.62429000
40.91262817,-79.24044000,-53.21394000
40.96031189,-80.94888000,-53.51216000
41.00799561,-85.02526000,-54.01321000
41.05567932,-78.16045000,-64.33500000
41.10336304,-82.59696000,-56.94839000
41.15104675,-82.41571000,-52.17980000
41.19873047,-78.74712000,-53.89881000
41.24641418,-83.38319000,-58.88076000
41.29409790,-82.53413000,-67.72697000
41.34178162,-78.82524000,-58.84171000
41.38946533,-83.20830000,-52.97060000
41.43714905,-81.86536000,-50.54736000
41.48483276,-78.24435000,-51.88976000
41.53251648,-86.01123000,-55.91329000
41.58020020,-80.32665000,-51.47132000
41.62788391,-79.41057000,-53.17978000
41.67556763,-84.78647000,-52.39574000
41.72325134,-80.98560000,-51.24730000
41.77093506,-78.92081000,-56.28451000
41.81861877,-86.44348000,-55.47688000
41.86630249,-79.58958000,-50.95379000
41.91398621,-79.26059000,-54.20171000
41.96166992,-86.73840000,-58.53135000
42.00935364,-79.30193000,-47.20498000
42.05703735,-80.43555000,-44.87787000
42.10472107,-85.26127000,-50.06048000
42.15240479,-79.63958000,-66.65264000
42.20008850,-79.77391000,-67.51619000
42.24777222,-86.90695000,-62.00664000
42.29545593,-78.39238000,-64.70270000
42.34313965,-81.25677000,-57.81081000
42.39082336,-83.98556000,-50.88718000
42.43850708,-78.99813000,-48.42118000
42.48619080,-81.71693000,-54.12203000
42.53387451,-84.31589000,-55.65190000
42.58155823,-78.71381000,-51.02198000
42.62924194,-81.69176000,-53.48158000
42.67692566,-83.37312000,-59.23917000
42.72460938,-78.15849000,-53.06452000
42.77229309,-84.06311000,-53.76316000
42.81997681,-81.66154000,-51.29874000
42.86766052,-79.14794000,-51.25100000
42.91534424,-83.31102000,-56.13586000
42.96302795,-82.34162000,-61.54293000
43.01071167,-78.41441000,-53.63056000
43.05839539,-84.96650000,-51.09639000
43.10607910,-80.51115000,-49.59417000
43.15376282,-78.80428000,-50.33935000
43.20144653,-86.13846000,-50.13249000
43.24913025,-80.28432000,-55.97732000
43.29681396,-79.59692000,-73.88504000
43.34449768,-85.16280000,-57.53771000
43.39218140,-80.33260000,-54.34544000
43.43986511,-78.92197000,-58.87264000
43.48754883,-87.80072000,-69.94315000
43.53523254,-78.91902000,-60.05659000
43.58291626,-80.26250000,-52.25464000
43.63059998,-85.24189000,-49.24709000
43.67828369,-79.53736000,-50.68203000
43.72596741,-80.37743000,-55.26150000
43.77365112,-85.96455000,-58.10833000
43.82133484,-78.88228000,-72.94205000
43.86901855,-80.44399000,-52.48105000
43.91670227,-85.12662000,-52.30994000
43.96438599,-78.35902000,-69.84795000
44.01206970,-82.35470000,-55.56854000
44.05975342,-83.23416000,-54.42536000
44.10743713,-79.15738000,-66.53638000
44.15512085,-81.72087000,-50.12320000
44.20280457,-84.06403000,-48.17269000
44.25048828,-78.20135000,-49.31927000
44.29817200,-83.24268000,-52.48500000
44.34585571,-81.75792000,-53.96803000
44.39353943,-78.63676000,-53.05559000
44.44122314,-84.45644000,-51.37146000
44.48890686,-81.60813000,-48.00130000
44.53659058,-79.06532000,-49.01615000
44.58427429,-83.92805000,-54.02198000
44.63195801,-81.34717000,-58.99143000
44.67964172,-78.38068000,-55.82572000
44.72732544,-86.87081000,-52.37331000
44.77500916,-79.75533000,-51.56969000
44.82269287,-79.58827000,-57.85006000
44.87037659,-85.36345000,-59.15659000
44.91806030,-80.38522000,-56.41872000
44.96574402,-79.38235000,-60.01406000
45.01342773,-86.54599000,-58.91425000
45.06111145,-79.33867000,-58.50661000
45.10879517,-79.51956000,-53.88313000
45.15647888,-86.63121000,-50.52385000
45.20416260,-78.85267000,-54.23418000
45.25184631,-81.01370000,-69.15372000
45.29953003,-84.70186000,-50.76378000
45.34721375,-79.43904000,-49.65490000
45.39489746,-80.36754000,-56.18259000
45.44258118,-86.01610000,-53.51049000
45.49026489,-78.27445000,-48.15268000
45.53794861,-81.75838000,-50.97830000
45.58563232,-83.27923000,-54.92904000
45.63331604,-78.75039000,-48.15252000
45.68099976,-82.65038000,-44.75726000
45.72868347,-83.25283000,-45.48782000
45.77636719,-78.82031000,-52.10488000
45.82405090,-82.36502000,-47.98046000
45.87173462,-82.71081000,-50.37460000
45.91941833,-78.13477000,-53.19703000
45.96710205,-84.98946000,-49.41583000
46.01478577,-80.91363000,-52.76686000
46.06246948,-79.20739000,-58.81001000
46.11015320,-84.21988000,-47.35479000
46.15783691,-81.57243000,-45.49222000
46.20552063,-78.71001000,-47.13462000
46.25320435,-85.58995000,-54.49539000
46.30088806,-80.09995000,-49.74429000
46.34857178,-78.90982000,-49.29360000
46.39625549,-86.85356000,-51.63468000
46.44393921,-79.65559000,-54.45907000
46.49162292,-80.02598000,-61.57522000
46.53930664,-85.30903000,-51.13610000
46.58699036,-80.00508000,-51.23691000
46.63467407,-79.33466000,-51.41878000
46.68235779,-87.54280000,-48.27931000
46.73004150,-78.63660000,-50.40235000
46.77772522,-80.61584000,-57.34095000
46.82540894,-84.80403000,-54.24654000
46.87309265,-79.14814000,-56.47928000
46.92077637,-81.12071000,-53.85774000
46.96846008,-85.01816000,-50.62127000
47.01614380,-78.85356000,-51.60195000
47.06382751,-80.96570000,-54.00764000
47.11151123,-84.40223000,-60.40547000
47.15919495,-78.17606000,-61.45218000
47.20687866,-83.14503000,-54.10616000
47.25456238,-82.36843000,-53.97834000
47.30224609,-79.10293000,-59.28363000
47.34992981,-82.59566000,-52.91985000
47.39761353,-83.12653000,-50.61634000
47.44529724,-78.33872000,-52.65686000
47.49298096,-83.92502000,-53.10117000
47.54066467,-81.18521000,-57.47858000
47.58834839,-78.59699000,-63.06119000
47.63603210,-85.53479000,-54.46712000
47.68371582,-80.78893000,-47.96474000
47.73139954,-79.35764000,-49.40722000
47.77908325,-84.58319000,-51.40434000
47.82676697,-80.87935000,-49.44600000
47.87445068,-78.62173000,-51.38493000
47.92213440,-87.46975000,-54.28505000
47.96981812,-79.29945000,-73.19009000
48.01750183,-79.80556000,-55.45439000
48.06518555,-85.61621000,-65.14934000
48.11286926,-79.84445000,-72.30742000
48.16055298,-79.94161000,-58.21212000
48.20823669,-86.23450000,-54.01408000
48.25592041,-79.16810000,-54.80625000
48.30360413,-79.87314000,-65.29597000
48.35128784,-86.17000000,-56.19027000
48.39897156,-78.50580000,-52.30022000
48.44665527,-81.64040000,-54.66704000
48.49433899,-83.94471000,-52.22052000
48.54202271,-79.26961000,-55.28374000
48.58970642,-81.07932000,-54.87610000
48.63739014,-85.00648000,-49.58923000
48.68507385,-78.25574000,-49.31101000
48.73275757,-82.32140000,-53.06622000
48.78044128,-82.58868000,-55.50459000
48.82812500,-78.56905000,-50.80429000
48.87580872,-83.67173000,-50.87957000
48.92349243,-82.25876000,-58.05427000
48.97117615,-78.98249000,-55.83448000
49.01885986,-83.10497000,-58.55248000
49.06654358,-82.09328000,-59.35032000
49.11422729,-78.21233000,-53.24500000
49.16191101,-85.88634000,-49.58451000
49.20959473,-80.27869000,-50.30192000
49.25727844,-79.30026000,-53.69805000
49.30496216,-85.05051000,-52.59615000
49.35264587,-80.86508000,-48.93156000
49.40032959,-79.09941000,-49.44476000
49.44801331,-86.01578000,-54.21391000
49.49569702,-79.77740000,-53.20518000
49.54338074,-79.10190000,-54.78268000
49.59106445,-87.17536000,-60.74416000
49.63874817,-79.13495000,-57.33190000
49.68643188,-80.50084000,-58.85636000
49.73411560,-85.09772000,-60.26711000
49.78179932,-79.71400000,-55.50418000
49.82948303,-79.86182000,-54.70035000
49.87716675,-86.86058000,-55.41333000
49.92485046,-78.45858000,-64.69014000
49.97253418,-81.02714000,-50.68041000
50.02021790,-84.18542000,-49.59908000
50.06790161,-78.82371000,-52.22235000
50.11558533,-81.96313000,-59.23504000
50.16326904,-83.98010000,-55.33554000
50.21095276,-78.88638000,-58.13293000
50.25863647,-81.58881000,-59.79844000
50.30632019,-83.66280000,-52.77964000
50.35400391,-78.09369000,-57.83552000
50.40168762,-83.97179000,-62.66235000
50.44937134,-81.57588000,-62.27906000
50.49705505,-79.07859000,-50.40788000
50.54473877,-83.54496000,-47.44999000
50.59242249,-82.24115000,-50.21111000
50.64010620,-78.56885000,-55.50221000
50.68778992,-84.60738000,-59.02075000
50.73547363,-80.70216000,-56.64920000
50.78315735,-78.63669000,-61.60122000
50.83084106,-86.51124000,-62.08275000
50.87852478,-80.08224000,-51.89678000
50.92620850,-79.69497000,-50.50678000
50.97389221,-85.05596000,-51.05035000
51.02157593,-80.45483000,-50.45181000
51.06925964,-78.97098000,-51.02279000
51.11694336,-87.65687000,-52.87777000
51.16462708,-78.95458000,-82.06526000
51.21231079,-80.07185000,-48.62181000
51.25999451,-85.49912000,-47.82632000
51.30767822,-79.36959000,-58.97323000
51.35536194,-80.59590000,-51.74749000
51.40304565,-85.55867000,-58.55705000
51.45072937,-79.06711000,-57.20002000
51.49841309,-80.32906000,-50.91856000
51.54609680,-85.48821000,-51.34919000
51.59378052,-78.26173000,-51.86341000
51.64146423,-82.31200000,-49.29287000
51.68914795,-83.11599000,-50.43755000
51.73683167,-79.12996000,-62.38080000
51.78451538,-81.90632000,-54.52630000
51.83219910,-83.97673000,-57.53599000
51.87988281,-78.33154000,-69.36823000
51.92756653,-82.94567000,-53.81880000
51.97525024,-81.95718000,-52.90657000
52.02293396,-78.46223000,-60.22465000
52.07061768,-84.74957000,-58.82938000
52.11830139,-81.36413000,-59.60504000
52.16598511,-79.19163000,-58.02581000
52.21366882,-83.86371000,-49.70207000
52.26135254,-81.52171000,-53.03310000
52.30903625,-78.39351000,-60.27937000
52.35671997,-86.66718000,-49.98219000
52.40440369,-79.75839000,-48.41639000
52.45208740,-79.43402000,-50.39651000
52.49977112,-85.66944000,-51.74949000
52.54745483,-80.22666000,-57.90903000
52.59513855,-79.57931000,-51.14797000
52.64282227,-86.11697000,-53.54698000
52.69050598,-79.53361000,-56.83163000
52.73818970,-79.38922000,-56.84374000
52.78587341,-87.04604000,-55.79169000
52.83355713,-78.72208000,-50.77320000
52.88124084,-81.01780000,-48.38528000
52.92892456,-84.57714000,-47.49175000
52.97660828,-79.45543000,-48.47166000
53.02429199,-80.50627000,-51.37739000
53.07197571,-85.91251000,-55.07145000
53.11965942,-78.37948000,-56.85979000
53.16734314,-81.50603000,-54.14635000
53.21502686,-83.50096000,-52.22992000
53.26271057,-78.57133000,-50.80608000
53.31039429,-82.89642000,-52.40572000
53.35807800,-82.95514000,-56.93138000
53.40576172,-78.97080000,-53.75660000
53.45344543,-82.30579000,-49.56564000
53.50112915,-82.94506000,-48.92260000
53.54881287,-78.11311000,-58.90871000
53.59649658,-84.81361000,-56.40741000
53.64418030,-80.88295000,-56.94918000
53.69186401,-79.08940000,-58.01658000
53.73954773,-84.51099000,-57.92926000
53.78723145,-81.42396000,-54.18732000
53.83491516,-78.88750000,-54.08642000
53.88259888,-85.21622000,-52.87038000
53.93028259,-80.30457000,-57.09230000
53.97796631,-78.76425000,-62.18914000
54.02565002,-87.23154000,-53.60353000
54.07333374,-79.48933000,-51.25301000
54.12101746,-80.07191000,-59.96204000
54.16870117,-85.22739000,-57.74332000
54.21638489,-80.06807000,-53.47194000
54.26406860,-79.43153000,-54.94774000
54.31175232,-87.35963000,-68.13004000
54.35943604,-78.71503000,-54.37967000
54.40711975,-80.39813000,-50.57472000
54.45480347,-85.07504000,-50.51485000
54.50248718,-78.96703000,-49.87042000
54.55017090,-81.34125000,-47.47877000
54.59785461,-84.65491000,-50.32879000
54.64553833,-79.02476000,-59.67717000
54.69322205,-80.89229000,-63.72284000
54.74090576,-84.70536000,-56.95662000
54.78858948,-78.12053000,-53.41608000
54.83627319,-83.02496000,-56.75370000
54.88395691,-82.30640000,-63.75121000
54.93164063,-79.02253000,-55.09746000
54.97932434,-82.83652000,-60.90320000
55.02700806,-82.98393000,-55.10767000
55.07469177,-78.49677000,-47.49156000
55.12237549,-83.61713000,-45.05412000
55.17005920,-81.40232000,-46.92753000
55.21774292,-78.43768000,-51.59642000
55.26542664,-85.82321000,-47.93555000
55.31311035,-80.58220000,-49.29710000
55.36079407,-79.44048000,-54.65857000
55.40847778,-84.55597000,-52.79652000
55.45616150,-80.99307000,-56.01004000
55.50384521,-78.68050000,-55.56454000
55.55152893,-87.20107000,-49.32335000
55.59921265,-79.34963000,-55.75083000
55.64689636,-79.61848000,-55.67181000
55.69458008,-85.94972000,-49.34199000
55.74226379,-79.66338000,-53.02551000
55.78994751,-80.14568000,-64.57806000
55.83763123,-85.82597000,-64.08561000
55.88531494,-79.35741000,-60.59814000
55.93299866,-79.77956000,-58.82234000
55.98068237,-86.53740000,-53.20136000
56.02836609,-78.41602000,-48.93634000
56.07604980,-81.57563000,-53.74327000
56.12373352,-83.86668000,-48.69448000
56.17141724,-79.22908000,-48.45575000
56.21910095,-81.26868000,-49.19939000
56.26678467,-84.85108000,-49.50653000
56.31446838,-78.39334000,-54.94467000
56.36215210,-82.05880000,-65.00974000
56.40983582,-82.82764000,-55.19547000
56.45751953,-78.39799000,-53.33864000
56.50520325,-83.90428000,-52.15830000
56.55288696,-82.00324000,-52.07037000
56.60057068,-79.09789000,-61.66374000
56.64825439,-83.09289000,-52.89620000
56.69593811,-82.26383000,-54.55541000
56.74362183,-78.23533000,-61.16494000
56.79130554,-85.62794000,-56.26373000
56.83898926,-80.29937000,-53.52189000
56.88667297,-79.14326000,-52.51073000
56.93435669,-85.39364000,-50.04905000
56.98204041,-80.68486000,-51.13907000
57.02972412,-79.28984000,-53.07030000
57.07740784,-85.63786000,-51.38637000
57.12509155,-79.98359000,-51.73161000
57.17277527,-78.98748000,-59.26611000
57.22045898,-87.54032000,-56.74085000
57.26814270,-79.00930000,-52.38146000
57.31582642,-80.48576000,-56.04519000
57.36351013,-85.04436000,-65.21256000
57.41119385,-79.71648000,-65.39017000
57.45887756,-80.00602000,-53.74813000
57.50656128,-86.64487000,-48.99574000
57.55424500,-78.57429000,-51.72546000
57.60192871,-80.79544000,-50.70217000
57.64961243,-84.46666000,-49.41473000
57.69729614,-78.64295000,-51.06406000
57.74497986,-82.17157000,-48.57220000
57.79266357,-83.66541000,-49.84043000
57.84034729,-79.03069000,-54.70747000
57.88803101,-81.56284000,-55.62831000
57.93571472,-83.89789000,-61.28870000
57.98339844,-78.08202000,-67.62029000
58.03108215,-83.77270000,-55.30032000
58.07876587,-81.56804000,-52.36197000
58.12644958,-78.95299000,-60.33739000
58.17413330,-83.84062000,-66.49612000
58.22181702,-82.05906000,-70.77727000
58.26950073,-78.74574000,-67.23077000
58.31718445,-84.29696000,-54.16555000
58.36486816,-80.92645000,-47.63054000
58.41255188,-78.50259000,-45.49178000
58.46023560,-86.78680000,-47.35820000
58.50791931,-79.91730000,-52.99409000
58.55560303,-79.72418000,-57.16676000
58.60328674,-85.06111000,-54.61319000
58.65097046,-80.50439000,-56.07762000
58.69865417,-79.07529000,-55.95939000
58.74633789,-87.34481000,-53.03352000
58.79402161,-79.04675000,-53.19675000
58.84170532,-79.86480000,-53.54988000
58.88938904,-85.84561000,-49.20150000
58.93707275,-79.18082000,-51.65644000
58.98475647,-80.79368000,-56.41441000
59.03244019,-85.18918000,-52.33645000
59.08012390,-79.23746000,-53.54628000
59.12780762,-80.27912000,-59.61258000
59.17549133,-85.78938000,-53.66027000
59.22317505,-78.21545000,-49.05617000
59.27085876,-82.17525000,-48.44416000
59.31854248,-83.08846000,-50.54545000
59.36622620,-79.03824000,-52.17816000
59.41390991,-82.14517000,-60.70226000
59.46159363,-83.78072000,-64.64594000
59.50927734,-78.49372000,-52.55146000
59.55696106,-82.68396000,-49.00404000
59.60464478,-82.20551000,-52.26752000
59.65232849,-78.31017000,-49.55126000
59.70001221,-84.95534000,-47.47059000
59.74769592,-81.15404000,-49.08345000
59.79537964,-79.26064000,-56.23295000
59.84306335,-83.89920000,-69.45299000
59.89074707,-81.62373000,-53.61119000
59.93843079,-78.46121000,-49.73629000
59.98611450,-86.33591000,-49.71093000
60.03379822,-79.82571000,-53.57418000
60.08148193,-79.25006000,-58.80478000
60.12916565,-86.05339000,-65.29095000
60.17684937,-80.03056000,-51.12492000
60.22453308,-79.77048000,-48.47952000
60.27221680,-85.74844000,-50.94077000
60.31990051,-79.72829000,-63.38945000
60.36758423,-79.31352000,-58.78702000
60.41526794,-87.37321000,-55.70995000
60.46295166,-78.64013000,-56.55772000
60.51063538,-80.93700000,-56.77903000
60.55831909,-84.55840000,-58.27275000
60.60600281,-79.40091000,-52.16301000
60.65368652,-80.69601000,-49.26772000
60.70137024,-85.67000000,-54.89877000
60.74905396,-78.52530000,-56.43562000
60.79673767,-81.27312000,-54.96001000
60.84442139,-83.78784000,-58.47433000
60.89210510,-78.40302000,-57.37074000
60.93978882,-83.07718000,-70.57731000
60.98747253,-82.69184000,-62.87422000
61.03515625,-79.07599000,-55.39845000
61.08283997,-82.33156000,-52.49765000
61.13052368,-83.10601000,-59.41326000
61.17820740,-78.14587000,-57.81565000
61.22589111,-84.53881000,-54.35568000
61.27357483,-80.92555000,-55.27394000
61.32125854,-78.92949000,-53.16555000
61.36894226,-84.85924000,-52.14767000
61.41662598,-81.21868000,-55.87034000
61.46430969,-79.07224000,-53.64548000
61.51199341,-84.90939000,-50.42236000
61.55967712,-80.52374000,-53.17101000
61.60736084,-78.66365000,-60.98438000
61.65504456,-87.48625000,-50.53627000
61.70272827,-79.36929000,-49.97792000
61.75041199,-80.04101000,-51.94138000
61.79809570,-85.26013000,-52.31077000
61.84577942,-80.05486000,-49.43493000
61.89346313,-79.57954000,-47.31306000
61.94114685,-87.02625000,-49.89452000
61.98883057,-78.84267000,-55.12638000
62.03651428,-80.18439000,-53.78695000
62.08419800,-85.42343000,-57.59902000
62.13188171,-78.78387000,-56.77608000
62.17956543,-81.51752000,-53.15129000
62.22724915,-84.33601000,-54.25443000
62.27493286,-79.16325000,-54.71096000
62.32261658,-80.89153000,-63.98173000
62.37030029,-84.92886000,-50.20389000
62.41798401,-78.11884000,-47.89607000
62.46566772,-82.81791000,-55.91642000
62.51335144,-82.32934000,-63.78008000
62.56103516,-78.88907000,-61.78241000
62.60871887,-83.12292000,-60.11107000
62.65640259,-82.76147000,-57.33644000
62.70408630,-78.67364000,-52.57841000
62.75177002,-83.36510000,-53.56422000
62.79945374,-81.64960000,-58.77640000
62.84713745,-78.31377000,-52.57286000
62.89482117,-85.99091000,-53.28371000
62.94250488,-80.41991000,-53.27440000
62.99018860,-79.45485000,-57.56691000
63.03787231,-84.63570000,-54.69001000
63.08555603,-81.02615000,-49.42511000
63.13323975,-78.79138000,-48.98803000
63.18092346,-86.81525000,-51.55331000
63.22860718,-79.45760000,-50.59853000
63.27629089,-79.42076000,-50.06007000
63.32397461,-86.35706000,-53.00896000
63.37165833,-79.46593000,-61.99791000
63.41934204,-80.32352000,-55.32075000
63.46702576,-85.48357000,-55.58141000
63.51470947,-79.52733000,-55.49999000
63.56239319,-79.74865000,-61.87411000
63.61007690,-86.80266000,-57.44688000
63.65776062,-78.37929000,-56.39603000
63.70544434,-81.42924000,-52.46948000
63.75312805,-83.88834000,-54.23101000
63.80081177,-79.12538000,-58.44291000
63.84849548,-81.50090000,-52.45623000
63.89617920,-84.58975000,-50.83649000
63.94386292,-78.56036000,-52.27214000
63.99154663,-81.83612000,-52.96249000
64.03923035,-83.11293000,-54.19582000
64.08691406,-78.25235000,-55.80217000
64.13459778,-84.04153000,-56.47060000
64.18228149,-81.79272000,-70.00981000
64.22996521,-79.15404000,-52.55038000
64.27764893,-83.17273000,-49.11075000
64.32533264,-82.34883000,-51.91820000
64.37301636,-78.31151000,-64.14705000
64.42070007,-85.28545000,-50.81796000
64.46838379,-80.38722000,-56.05331000
64.51606750,-78.96178000,-58.39674000
64.56375122,-85.78882000,-53.68478000
64.61143494,-80.47179000,-50.99377000
64.65911865,-79.46958000,-56.28933000
64.70680237,-85.34010000,-61.95298000
64.75448608,-80.18451000,-51.34935000
64.80216980,-78.92705000,-52.15994000
64.84985352,-87.76288000,-66.83830000
64.89753723,-78.93584000,-68.74031000
64.94522095,-80.39284000,-57.29607000
64.99290466,-85.10347000,-56.83680000
65.04058838,-79.64659000,-52.19075000
65.08827209,-80.19434000,-51.89074000
65.13595581,-86.30607000,-52.34272000
65.18363953,-78.72933000,-52.15996000
65.23132324,-80.58768000,-51.80652000
65.27900696,-84.80870000,-51.27609000
65.32669067,-78.47678000,-72.96214000
65.37437439,-82.31006000,-54.00014000
65.42205811,-83.40244000,-51.41264000
65.46974182,-79.12604000,-51.50360000
65.51742554,-81.61554000,-55.63749000
65.56510925,-84.03883000,-55.98646000
65.61279297,-78.12445000,-59.94946000
65.66047668,-83.50121000,-54.46352000
65.70816040,-81.63853000,-49.52527000
65.75584412,-78.78979000,-50.55249000
65.80352783,-84.17180000,-54.89431000
65.85121155,-81.82489000,-53.71957000
65.89889526,-78.92561000,-50.97333000
65.94657898,-84.06030000,-47.92159000
65.99426270,-81.16048000,-50.36222000
66.04194641,-78.41424000,-54.84379000
66.08963013,-86.90948000,-56.39391000
66.13731384,-79.80414000,-58.83534000
