Frequency,Channel B
(kHz),(dBu)

0.00000000,-52.23907000
0.09536743,-58.94500000
0.19073486,-61.32424000
0.28610229,-58.37498000
0.38146973,-49.17524000
0.47683716,-35.75973000
0.57220459,-31.72487000
0.66757202,-35.61617000
0.76293945,-49.05079000
0.85830688,-67.20152000
0.95367432,-77.38721000
1.04904175,-69.43496000
1.14440918,-75.96350000
1.23977661,-72.22889000
1.33514404,-66.46585000
1.43051147,-67.14738000
1.52587891,-71.71696000
1.62124634,-68.03103000
1.71661377,-65.48508000
1.81198120,-64.19935000
1.90734863,-64.55881000
2.00271606,-69.37526000
2.09808350,-69.64817000
2.19345093,-66.06602000
2.28881836,-66.28861000
2.38418579,-67.87429000
2.47955322,-69.37182000
2.57492065,-65.80006000
2.67028809,-67.36872000
2.76565552,-75.49918000
2.86102295,-65.19538000
2.95639038,-62.31527000
3.05175781,-62.62193000
3.14712524,-66.19582000
3.24249268,-73.70617000
3.33786011,-88.53059000
3.43322754,-67.32077000
3.52859497,-60.12374000
3.62396240,-60.88408000
3.71932983,-64.15482000
3.81469727,-64.27731000
3.91006470,-62.25693000
4.00543213,-60.15915000
4.10079956,-56.92935000
4.19616699,-60.99043000
4.29153442,-50.87544000
4.38690186,-46.84021000
4.48226929,-31.99126000
4.57763672,-17.00957000
4.67300415,-9.57441500
4.76837158,-9.30359400
4.86373901,-16.14142000
4.95910645,-30.68249000
5.05447388,-45.95310000
5.14984131,-50.52908000
5.24520874,-57.65259000
5.34057617,-59.58545000
5.43594360,-61.52573000
5.53131104,-60.79345000
5.62667847,-67.92589000
5.72204590,-66.19541000
5.81741333,-64.73838000
5.91278076,-63.52174000
6.00814819,-62.50414000
6.10351563,-65.31471000
6.19888306,-71.29453000
6.29425049,-74.59093000
6.38961792,-69.14405000
6.48498535,-69.65168000
6.58035278,-69.44858000
6.67572021,-67.87300000
6.77108765,-75.35168000
6.86645508,-63.33289000
6.96182251,-61.27699000
7.05718994,-63.56024000
7.15255737,-68.78655000
7.24792480,-69.44421000
7.34329224,-70.46943000
7.43865967,-68.78957000
7.53402710,-66.24784000
7.62939453,-61.56935000
7.72476196,-62.29032000
7.82012939,-70.00723000
7.91549683,-73.56080000
8.01086426,-71.59052000
8.10623169,-71.66110000
8.20159912,-75.86101000
8.29696655,-91.33033000
8.39233398,-69.16069000
8.48770142,-66.31259000
8.58306885,-76.55219000
8.67843628,-72.74784000
8.77380371,-65.26601000
8.86917114,-58.99468000
8.96453857,-57.16633000
9.05990601,-58.44530000
9.15527344,-59.78883000
9.25064087,-65.13602000
9.34600830,-68.72736000
9.44137573,-69.71996000
9.53674316,-69.74305000
9.63211060,-69.81187000
9.72747803,-67.16831000
9.82284546,-61.60869000
9.91821289,-60.40734000
10.01358032,-63.76653000
10.10894775,-64.30685000
10.20431519,-62.31920000
10.29968262,-65.11918000
10.39505005,-68.73450000
10.49041748,-65.85952000
10.58578491,-63.98753000
10.68115234,-65.23816000
10.77651978,-68.05009000
10.87188721,-73.80860000
10.96725464,-65.05950000
11.06262207,-63.69128000
11.15798950,-64.08302000
11.25335693,-66.68642000
11.34872437,-65.58919000
11.44409180,-63.20144000
11.53945923,-66.10557000
11.63482666,-66.86620000
11.73019409,-65.80683000
11.82556152,-66.54575000
11.92092896,-68.34837000
12.01629639,-77.78236000
12.11166382,-73.73302000
12.20703125,-74.63975000
12.30239868,-72.84139000
12.39776611,-66.29530000
12.49313354,-70.76955000
12.58850098,-71.20456000
