Frequency,Channel A
(kHz),(dBV)

0.00000000,-69.85158000
0.01220703,-70.33076000
0.02441406,-76.11316000
0.03662109,-89.47520000
0.04882813,-94.79150000
0.06103516,-94.37249000
0.07324219,-97.77299000
0.08544922,-95.93465000
0.09765625,-93.79404000
0.10986328,-94.63231000
0.12207031,-101.09590000
0.13427734,-100.63970000
0.14648438,-94.17988000
0.15869141,-91.68399000
0.17089844,-90.63213000
0.18310547,-90.86859000
0.19531250,-91.98078000
0.20751953,-91.00254000
0.21972656,-88.80708000
0.23193359,-88.33450000
0.24414063,-90.06259000
0.25634766,-93.20442000
0.26855469,-94.44809000
0.28076172,-94.69871000
0.29296875,-97.68227000
0.30517578,-94.72592000
0.31738281,-89.67421000
0.32958984,-88.19765000
0.34179688,-89.79211000
0.35400391,-93.96850000
0.36621094,-97.16678000
0.37841797,-97.56192000
0.39062500,-96.66180000
0.40283203,-94.76318000
0.41503906,-94.69893000
0.42724609,-97.82050000
0.43945313,-109.58320000
0.45166016,-100.32380000
0.46386719,-93.32666000
0.47607422,-91.33963000
0.48828125,-92.55447000
0.50048828,-96.70910000
0.51269531,-99.34138000
0.52490234,-96.50084000
0.53710938,-94.86708000
0.54931641,-93.44054000
0.56152344,-91.91679000
0.57373047,-90.42024000
0.58593750,-90.14882000
0.59814453,-92.67279000
0.61035156,-99.59412000
0.62255859,-109.93400000
0.63476563,-99.90065000
0.64697266,-97.28352000
0.65917969,-97.03385000
0.67138672,-98.00348000
0.68359375,-100.10660000
0.69580078,-101.01490000
0.70800781,-98.58675000
0.72021484,-97.09824000
0.73242188,-100.93710000
0.74462891,-107.88620000
0.75683594,-96.71234000
0.76904297,-94.76746000
0.78125000,-95.48931000
0.79345703,-95.94993000
0.80566406,-94.43300000
0.81787109,-91.98174000
0.83007813,-89.92797000
0.84228516,-88.74482000
0.85449219,-88.91541000
0.86669922,-90.71824000
0.87890625,-93.24841000
0.89111328,-94.05157000
0.90332031,-93.77517000
0.91552734,-93.60532000
0.92773438,-92.87193000
0.93994141,-92.43927000
0.95214844,-93.32024000
0.96435547,-94.53445000
0.97656250,-95.67832000
0.98876953,-96.48269000
1.00097656,-95.64203000
1.01318359,-96.82272000
1.02539063,-101.47640000
1.03759766,-113.47950000
1.04980469,-110.07150000
1.06201172,-108.98790000
1.07421875,-115.13560000
1.08642578,-102.77940000
1.09863281,-101.54400000
1.11083984,-102.69290000
1.12304688,-99.63130000
1.13525391,-96.33987000
1.14746094,-95.08400000
1.15966797,-96.52148000
1.17187500,-103.01180000
1.18408203,-110.45590000
1.19628906,-99.72380000
1.20849609,-97.52808000
1.22070313,-97.78858000
1.23291016,-99.70138000
1.24511719,-101.57030000
1.25732422,-99.23396000
1.26953125,-98.53802000
1.28173828,-99.87739000
1.29394531,-96.89343000
1.30615234,-93.92577000
1.31835938,-92.75253000
1.33056641,-93.14061000
1.34277344,-96.55550000
1.35498047,-100.57140000
1.36718750,-92.94052000
1.37939453,-90.12051000
1.39160156,-90.88352000
1.40380859,-94.47929000
1.41601563,-101.23510000
1.42822266,-117.65800000
1.44042969,-108.29530000
1.45263672,-101.68340000
1.46484375,-95.58208000
1.47705078,-91.34856000
1.48925781,-89.63780000
1.50146484,-89.47327000
1.51367188,-90.10745000
1.52587891,-91.75872000
1.53808594,-94.90871000
1.55029297,-99.62236000
1.56250000,-103.79430000
1.57470703,-101.59340000
1.58691406,-95.89305000
1.59912109,-91.77246000
1.61132813,-90.01449000
1.62353516,-90.53313000
1.63574219,-93.46931000
1.64794922,-97.28935000
1.66015625,-95.76778000
1.67236328,-95.41913000
1.68457031,-100.37910000
1.69677734,-110.19270000
1.70898438,-96.26540000
1.72119141,-93.74899000
1.73339844,-95.19202000
1.74560547,-92.79498000
1.75781250,-88.44009000
1.77001953,-86.83636000
1.78222656,-87.49882000
1.79443359,-90.00843000
1.80664063,-93.86122000
1.81884766,-97.70712000
1.83105469,-99.14077000
1.84326172,-94.97811000
1.85546875,-93.65533000
1.86767578,-97.02438000
1.87988281,-99.50652000
1.89208984,-93.11000000
1.90429688,-89.78618000
1.91650391,-87.94356000
1.92871094,-87.06676000
1.94091797,-87.46151000
1.95312500,-89.08589000
1.96533203,-91.64635000
1.97753906,-95.04188000
1.98974609,-99.74907000
2.00195313,-101.42670000
2.01416016,-95.44209000
2.02636719,-91.32893000
2.03857422,-88.60327000
2.05078125,-86.60611000
2.06298828,-85.66215000
2.07519531,-86.75385000
2.08740234,-91.43788000
2.09960938,-98.37775000
2.11181641,-94.46187000
2.12402344,-94.50729000
2.13623047,-94.96583000
2.14843750,-93.65976000
2.16064453,-92.41024000
2.17285156,-91.82382000
2.18505859,-92.36163000
2.19726563,-93.04069000
2.20947266,-93.03383000
2.22167969,-93.07983000
2.23388672,-93.89823000
2.24609375,-95.55940000
2.25830078,-96.69930000
2.27050781,-95.36263000
2.28271484,-92.83082000
2.29492188,-90.80751000
2.30712891,-89.92397000
2.31933594,-90.16746000
2.33154297,-91.01146000
2.34375000,-91.89734000
2.35595703,-93.09691000
2.36816406,-95.42434000
2.38037109,-97.26656000
2.39257813,-95.92873000
2.40478516,-96.12363000
2.41699219,-100.64630000
2.42919922,-106.32200000
2.44140625,-100.06270000
2.45361328,-100.07700000
2.46582031,-106.30810000
2.47802734,-97.45766000
2.49023438,-92.67531000
2.50244141,-91.74806000
2.51464844,-92.86880000
2.52685547,-94.42214000
2.53906250,-94.90124000
2.55126953,-94.68318000
2.56347656,-95.27571000
2.57568359,-97.41980000
2.58789063,-99.10341000
2.60009766,-95.83649000
2.61230469,-93.22984000
2.62451172,-93.37777000
2.63671875,-96.42335000
2.64892578,-102.32330000
2.66113281,-105.13560000
2.67333984,-96.12446000
2.68554688,-91.73550000
2.69775391,-90.46054000
2.70996094,-91.12645000
2.72216797,-93.94985000
2.73437500,-104.31440000
2.74658203,-98.65876000
2.75878906,-91.75835000
2.77099609,-90.13548000
2.78320313,-90.79779000
2.79541016,-90.63551000
2.80761719,-89.13837000
2.81982422,-89.25354000
2.83203125,-91.84616000
2.84423828,-96.17123000
2.85644531,-99.27619000
2.86865234,-98.88292000
2.88085938,-97.08160000
2.89306641,-96.48573000
2.90527344,-95.22018000
2.91748047,-93.06861000
2.92968750,-92.83266000
2.94189453,-96.23587000
2.95410156,-106.50080000
2.96630859,-98.72310000
2.97851563,-95.66158000
2.99072266,-95.12688000
3.00292969,-93.02774000
3.01513672,-90.62187000
3.02734375,-88.82073000
3.03955078,-88.26501000
3.05175781,-89.70490000
3.06396484,-94.03085000
3.07617188,-101.55270000
3.08837891,-96.61396000
3.10058594,-93.86003000
3.11279297,-95.56241000
3.12500000,-101.05760000
3.13720703,-98.11833000
3.14941406,-92.70371000
3.16162109,-90.28699000
3.17382813,-90.51399000
3.18603516,-92.32461000
3.19824219,-92.94391000
3.21044922,-92.52554000
3.22265625,-92.62310000
3.23486328,-91.61533000
3.24707031,-90.21458000
3.25927734,-90.61288000
3.27148438,-93.16006000
3.28369141,-96.64298000
3.29589844,-100.07950000
3.30810547,-103.96640000
3.32031250,-104.65800000
3.33251953,-102.92660000
3.34472656,-98.96317000
3.35693359,-95.08472000
3.36914063,-93.63167000
3.38134766,-94.50928000
3.39355469,-96.93137000
3.40576172,-101.57100000
3.41796875,-109.10060000
3.43017578,-102.74320000
3.44238281,-97.05568000
3.45458984,-92.85347000
3.46679688,-92.35028000
3.47900391,-94.12038000
3.49121094,-95.32591000
3.50341797,-96.68282000
3.51562500,-99.39706000
3.52783203,-101.26730000
3.54003906,-100.38800000
3.55224609,-98.87514000
3.56445313,-96.40285000
3.57666016,-96.69635000
3.58886719,-104.66720000
3.60107422,-99.25224000
3.61328125,-91.91250000
3.62548828,-90.11609000
3.63769531,-91.13480000
3.64990234,-94.43448000
3.66210938,-100.95390000
3.67431641,-106.47710000
3.68652344,-100.91520000
3.69873047,-99.53370000
3.71093750,-98.63196000
3.72314453,-94.54988000
3.73535156,-92.49954000
3.74755859,-92.63515000
3.75976563,-93.32442000
3.77197266,-92.68703000
3.78417969,-90.73877000
3.79638672,-89.34677000
3.80859375,-89.46039000
3.82080078,-90.46988000
3.83300781,-90.52818000
3.84521484,-90.15828000
3.85742188,-92.08004000
3.86962891,-97.71374000
3.88183594,-106.78640000
3.89404297,-116.49830000
3.90625000,-121.57360000
3.91845703,-107.75250000
3.93066406,-100.93170000
3.94287109,-93.64128000
3.95507813,-88.60734000
3.96728516,-86.91407000
3.97949219,-88.50371000
3.99169922,-91.79988000
4.00390625,-93.46301000
4.01611328,-94.21570000
4.02832031,-94.71024000
4.04052734,-93.93082000
4.05273438,-93.15186000
4.06494141,-94.26990000
4.07714844,-96.67467000
4.08935547,-97.93221000
4.10156250,-99.14729000
4.11376953,-100.17540000
4.12597656,-99.91397000
4.13818359,-98.50661000
4.15039063,-97.94155000
4.16259766,-99.05087000
4.17480469,-104.62710000
4.18701172,-106.47950000
4.19921875,-100.57360000
4.21142578,-96.39754000
4.22363281,-96.70099000
4.23583984,-97.28423000
4.24804688,-94.40025000
4.26025391,-93.96488000
4.27246094,-104.41000000
4.28466797,-93.24289000
4.29687500,-87.03255000
4.30908203,-85.56650000
4.32128906,-86.15974000
4.33349609,-89.92976000
4.34570313,-107.26730000
4.35791016,-96.11925000
4.37011719,-94.65480000
4.38232422,-98.69980000
4.39453125,-100.59420000
4.40673828,-93.65479000
4.41894531,-93.88401000
4.43115234,-97.24408000
4.44335938,-99.66747000
4.45556641,-120.06680000
4.46777344,-98.16286000
4.47998047,-98.48192000
4.49218750,-93.99288000
4.50439453,-91.18600000
4.51660156,-89.55713000
4.52880859,-89.50754000
4.54101563,-97.51044000
4.55322266,-97.02557000
4.56542969,-90.88689000
4.57763672,-89.19864000
4.58984375,-90.71233000
4.60205078,-96.04774000
4.61425781,-97.01180000
4.62646484,-115.54320000
4.63867188,-106.73350000
4.65087891,-96.20467000
4.66308594,-106.44260000
4.67529297,-99.89310000
4.68750000,-93.80617000
4.69970703,-95.47284000
4.71191406,-102.58940000
4.72412109,-86.19296000
4.73632813,-85.25277000
4.74853516,-98.73348000
4.76074219,-90.01622000
4.77294922,-86.22838000
4.78515625,-88.33584000
4.79736328,-89.17522000
4.80957031,-84.09509000
4.82177734,-90.79369000
4.83398438,-81.77489000
4.84619141,-79.25687000
4.85839844,-85.87798000
4.87060547,-74.41599000
4.88281250,-79.01509000
4.89501953,-72.50719000
4.90722656,-67.64523000
4.91943359,-84.48501000
4.93164063,-66.13141000
4.94384766,-63.58654000
4.95605469,-32.74771000
4.96826172,-18.94129000
4.98046875,-11.21092000
4.99267578,-7.50480400
5.00488281,-7.17736500
5.01708984,-10.17865000
5.02929688,-17.00738000
5.04150391,-29.27587000
5.05371094,-53.86076000
5.06591797,-69.33894000
5.07812500,-75.58451000
5.09033203,-66.48598000
5.10253906,-77.12659000
5.11474609,-74.29386000
5.12695313,-73.97746000
5.13916016,-88.32645000
5.15136719,-79.46004000
5.16357422,-82.18425000
5.17578125,-83.15077000
5.18798828,-85.33257000
5.20019531,-94.84833000
5.21240234,-84.91179000
5.22460938,-94.03748000
5.23681641,-101.63790000
5.24902344,-89.09297000
5.26123047,-98.46533000
5.27343750,-90.24529000
5.28564453,-106.27070000
5.29785156,-94.34562000
5.31005859,-87.83127000
5.32226563,-87.74848000
5.33447266,-87.60426000
5.34667969,-91.68686000
5.35888672,-111.83590000
5.37109375,-93.80223000
5.38330078,-92.47245000
5.39550781,-92.19893000
5.40771484,-94.94457000
5.41992188,-96.00368000
5.43212891,-97.60461000
5.44433594,-102.47660000
5.45654297,-95.80835000
5.46875000,-93.98636000
5.48095703,-92.70410000
5.49316406,-90.43414000
5.50537109,-86.33396000
5.51757813,-85.08656000
5.52978516,-85.68053000
5.54199219,-86.38829000
5.55419922,-89.40956000
5.56640625,-94.69205000
5.57861328,-92.88579000
5.59082031,-93.48582000
5.60302734,-98.42789000
5.61523438,-114.51950000
5.62744141,-97.01581000
5.63964844,-94.94316000
5.65185547,-94.82768000
5.66406250,-94.05841000
5.67626953,-94.98776000
5.68847656,-98.25278000
5.70068359,-99.30518000
5.71289063,-99.27693000
5.72509766,-98.96835000
5.73730469,-97.93781000
