Frequency,Channel B
(kHz),(dBu)

6.34193420,-49.20159000
6.38961792,-47.94913000
6.43730164,-48.01342000
6.48498535,-48.40022000
6.53266907,-42.35563000
6.58035278,-63.90564000
6.62803650,-43.89923000
6.67572021,-51.05740000
6.72340393,-41.22017000
6.77108765,-42.33884000
6.81877136,-40.48042000
6.86645508,-38.33447000
6.91413879,-38.11126000
6.96182251,-31.32713000
7.00950623,-29.99947000
7.05718994,-20.41765000
7.10487366,-13.55429000
7.15255737,-8.33190600
7.20024109,-7.93539500
7.24792480,-12.22973000
7.29560852,-18.33823000
7.34329224,-25.20510000
7.39097595,-23.91791000
7.43865967,-23.70169000
7.48634338,-17.74118000
7.53402710,-12.48390000
7.58171082,-9.95739400
7.62939453,-11.34262000
7.67707825,-16.37542000
7.72476196,-23.37033000
7.77244568,-30.59178000
7.82012939,-32.43436000
7.86781311,-37.88928000
7.91549683,-38.65258000
7.96318054,-42.66509000
8.01086426,-42.89387000
8.05854797,-44.32915000
8.10623169,-47.82254000
8.15391541,-44.82532000
8.20159912,-49.28665000
8.24928284,-45.78292000
8.29696655,-49.55995000
8.34465027,-53.07669000
8.39233398,-46.27145000
8.44001770,-55.77469000
8.48770142,-50.85595000
8.53538513,-64.63702000
8.58306885,-49.29940000
8.63075256,-68.75642000
8.67843628,-54.06609000
8.72612000,-52.18775000
8.77380371,-50.98528000
8.82148743,-59.21532000
8.86917114,-56.30322000
8.91685486,-54.79109000
8.96453857,-55.90171000
9.01222229,-56.99879000
9.05990601,-56.46674000
9.10758972,-56.83067000
9.15527344,-51.66048000
9.20295715,-50.39676000
9.25064087,-68.48013000
9.29832458,-57.49501000
9.34600830,-55.61512000
9.39369202,-56.10800000
9.44137573,-55.61408000
9.48905945,-53.67218000
9.53674316,-54.58343000
9.58442688,-53.00340000
9.63211060,-56.15651000
9.67979431,-58.27758000
9.72747803,-56.56503000
9.77516174,-50.25837000
9.82284546,-55.60693000
9.87052917,-63.36263000
9.91821289,-62.87785000
9.96589661,-58.65925000
10.01358032,-63.70035000
10.06126404,-60.01005000
10.10894775,-57.53189000
10.15663147,-54.52107000
10.20431519,-52.17186000
10.25199890,-54.65705000
10.29968262,-54.93017000
10.34736633,-50.97965000
10.39505005,-50.01019000
10.44273376,-55.06840000
10.49041748,-55.27001000
10.53810120,-56.10791000
10.58578491,-60.40444000
10.63346863,-60.17479000
10.68115234,-63.84510000
10.72883606,-63.14225000
10.77651978,-60.26521000
10.82420349,-61.10620000
10.87188721,-64.29587000
10.91957092,-60.24855000
10.96725464,-56.03307000
11.01493835,-51.05048000
11.06262207,-54.14738000
11.11030579,-52.68705000
11.15798950,-54.23293000
11.20567322,-59.67762000
11.25335693,-74.10543000
11.30104065,-60.54112000
11.34872437,-64.40719000
11.39640808,-70.73697000
11.44409180,-57.97362000
11.49177551,-57.35059000
11.53945923,-61.11842000
11.58714294,-65.76087000
11.63482666,-63.86534000
11.68251038,-67.18980000
11.73019409,-54.58579000
11.77787781,-55.14515000
11.82556152,-55.15927000
11.87324524,-59.42710000
11.92092896,-65.47240000
11.96861267,-54.60470000
12.01629639,-54.62038000
12.06398010,-55.49198000
12.11166382,-55.66072000
12.15934753,-56.28227000
12.20703125,-54.60667000
12.25471497,-63.82199000
12.30239868,-59.02973000
12.35008240,-56.22319000
12.39776611,-59.11003000
12.44544983,-59.83598000
12.49313354,-65.44750000
12.54081726,-63.07227000
12.58850098,-59.00686000
12.63618469,-61.75292000
12.68386841,-52.12231000
12.73155212,-51.16240000
12.77923584,-51.60559000
12.82691956,-53.62428000
12.87460327,-55.58648000
12.92228699,-65.59026000
12.96997070,-70.84486000
13.01765442,-56.14050000
13.06533813,-55.54601000
13.11302185,-59.65874000
13.16070557,-54.25491000
13.20838928,-54.18883000
13.25607300,-68.60008000
13.30375671,-55.54889000
13.35144043,-55.49775000
13.39912415,-57.81195000
13.44680786,-60.27703000
13.49449158,-66.99591000
13.54217529,-64.14706000
13.58985901,-56.30984000
13.63754272,-65.26002000
13.68522644,-55.36453000
13.73291016,-54.21135000
13.78059387,-54.43607000
13.82827759,-50.61553000
13.87596130,-51.09433000
13.92364502,-63.09062000
13.97132874,-53.59909000
14.01901245,-51.20938000
14.06669617,-55.73727000
14.11437988,-52.33468000
14.16206360,-52.94213000
14.20974731,-57.50980000
14.25743103,-51.25320000
14.30511475,-48.94836000
14.35279846,-48.67807000
14.40048218,-47.14809000
14.44816589,-46.26213000
14.49584961,-48.41778000
14.54353333,-52.11919000
14.59121704,-54.25844000
14.63890076,-47.99205000
14.68658447,-47.31133000
14.73426819,-51.31140000
14.78195190,-51.65467000
14.82963562,-49.78582000
14.87731934,-50.50707000
14.92500305,-49.16989000
14.97268677,-50.07301000
15.02037048,-52.82975000
15.06805420,-53.20414000
15.11573792,-52.69353000
15.16342163,-56.49534000
15.21110535,-62.25582000
15.25878906,-59.88537000
15.30647278,-64.22401000
15.35415649,-71.94862000
15.40184021,-66.76240000
15.44952393,-58.76293000
15.49720764,-57.05581000
15.54489136,-61.06553000
15.59257507,-61.32761000
15.64025879,-55.60702000
15.68794250,-60.96163000
15.73562622,-56.58729000
15.78330994,-49.58934000
15.83099365,-52.45434000
15.87867737,-55.17275000
15.92636108,-52.97334000
15.97404480,-52.95995000
16.02172852,-52.81727000
16.06941223,-54.44717000
16.11709595,-53.86726000
16.16477966,-54.94531000
16.21246338,-64.88212000
16.26014709,-61.19839000
16.30783081,-56.61437000
16.35551453,-53.33758000
16.40319824,-54.15449000
16.45088196,-55.35851000
16.49856567,-65.88908000
16.54624939,-62.21651000
16.59393311,-54.23998000
16.64161682,-52.09890000
16.68930054,-55.32436000
16.73698425,-57.15343000
16.78466797,-55.97828000
16.83235168,-57.94737000
16.88003540,-60.19710000
16.92771912,-64.47867000
16.97540283,-56.70922000
17.02308655,-59.04499000
17.07077026,-77.03688000
17.11845398,-55.26983000
17.16613770,-52.32080000
17.21382141,-53.70682000
17.26150513,-53.35667000
17.30918884,-59.51538000
17.35687256,-54.79717000
17.40455627,-53.01862000
17.45223999,-57.25630000
17.49992371,-76.93929000
17.54760742,-56.69086000
17.59529114,-54.50031000
17.64297485,-56.83014000
17.69065857,-53.39886000
17.73834229,-51.72303000
17.78602600,-52.24635000
17.83370972,-52.24364000
17.88139343,-58.20876000
17.92907715,-61.29662000
17.97676086,-58.67455000
18.02444458,-58.60736000
18.07212830,-54.41034000
18.11981201,-53.12153000
18.16749573,-61.82612000
18.21517944,-59.39376000
18.26286316,-58.77113000
18.31054688,-55.08446000
18.35823059,-50.57770000
18.40591431,-52.87463000
18.45359802,-64.92216000
18.50128174,-65.00611000
18.54896545,-64.07317000
18.59664917,-54.32601000
18.64433289,-57.43728000
18.69201660,-60.21880000
18.73970032,-58.47872000
18.78738403,-60.10038000
18.83506775,-61.17142000
18.88275146,-51.70610000
18.93043518,-52.05021000
18.97811890,-53.57834000
19.02580261,-61.75503000
19.07348633,-54.63474000
19.12117004,-57.75395000
19.16885376,-58.29677000
19.21653748,-54.38574000
19.26422119,-60.00519000
19.31190491,-58.98529000
19.35958862,-56.79525000
19.40727234,-53.19397000
19.45495605,-54.83698000
19.50263977,-58.77628000
19.55032349,-60.23671000
19.59800720,-62.92368000
19.64569092,-56.37767000
19.69337463,-55.49534000
19.74105835,-60.86951000
19.78874207,-49.67869000
19.83642578,-50.90062000
19.88410950,-59.35105000
19.93179321,-58.04916000
19.97947693,-52.10085000
20.02716064,-53.11123000
20.07484436,-54.73033000
20.12252808,-53.93362000
20.17021179,-57.52647000
20.21789551,-54.33765000
20.26557922,-52.73849000
20.31326294,-57.51174000
20.36094666,-53.83282000
20.40863037,-52.70277000
20.45631409,-52.17802000
20.50399780,-48.17810000
20.55168152,-49.59866000
20.59936523,-53.93666000
20.64704895,-55.08400000
20.69473267,-53.53463000
20.74241638,-54.51722000
20.79010010,-52.71331000
20.83778381,-52.68394000
20.88546753,-59.97295000
20.93315125,-58.04333000
20.98083496,-53.88624000
21.02851868,-54.53214000
21.07620239,-54.82754000
21.12388611,-64.45069000
21.17156982,-53.68200000
21.21925354,-49.40618000
21.26693726,-52.60227000
21.31462097,-52.12425000
21.36230469,-53.83498000
21.40998840,-53.25085000
21.45767212,-52.12177000
21.50535583,-53.27461000
21.55303955,-49.69596000
21.60072327,-47.84844000
21.64840698,-50.58258000
21.69609070,-56.87592000
21.74377441,-54.07885000
21.79145813,-54.14355000
21.83914185,-55.15098000
21.88682556,-53.29984000
21.93450928,-51.27008000
21.98219299,-50.68204000
22.02987671,-50.20424000
22.07756042,-49.08311000
22.12524414,-48.06614000
22.17292786,-46.16890000
22.22061157,-47.35263000
22.26829529,-54.92174000
22.31597900,-61.59519000
22.36366272,-58.13470000
22.41134644,-63.40763000
22.45903015,-52.38216000
22.50671387,-49.56924000
22.55439758,-49.85637000
22.60208130,-50.74141000
22.64976501,-51.11199000
22.69744873,-49.77489000
22.74513245,-51.28224000
22.79281616,-56.30924000
22.84049988,-54.88795000
22.88818359,-58.25719000
22.93586731,-57.58587000
22.98355103,-56.34645000
23.03123474,-56.51303000
23.07891846,-53.14119000
23.12660217,-54.41555000
23.17428589,-54.35593000
23.22196960,-54.21147000
23.26965332,-68.55745000
23.31733704,-59.71958000
23.36502075,-57.16098000
23.41270447,-52.00113000
23.46038818,-50.31707000
23.50807190,-49.48161000
23.55575562,-51.83781000
23.60343933,-61.47562000
23.65112305,-58.56836000
23.69880676,-65.25797000
23.74649048,-62.70572000
23.79417419,-67.17641000
23.84185791,-65.54688000
23.88954163,-56.54435000
23.93722534,-57.46805000
23.98490906,-62.84827000
24.03259277,-57.55643000
24.08027649,-58.87415000
24.12796021,-58.81755000
24.17564392,-50.18430000
24.22332764,-48.71709000
24.27101135,-53.22342000
24.31869507,-67.13356000
24.36637878,-54.33016000
24.41406250,-53.59745000
24.46174622,-53.00323000
24.50942993,-51.82612000
24.55711365,-56.22817000
24.60479736,-65.67865000
24.65248108,-57.89590000
24.70016479,-56.96175000
24.74784851,-53.77563000
24.79553223,-54.66581000
24.84321594,-64.18552000
24.89089966,-58.82500000
24.93858337,-50.68134000
24.98626709,-48.67582000
25.03395081,-54.14142000
25.08163452,-68.14772000
25.12931824,-70.33556000
25.17700195,-67.30567000
25.22468567,-60.81833000
25.27236938,-57.51192000
25.32005310,-54.67369000
25.36773682,-51.52292000
25.41542053,-50.55075000
25.46310425,-57.36094000
25.51078796,-55.26760000
25.55847168,-53.47684000
25.60615540,-53.79691000
25.65383911,-53.92318000
25.70152283,-58.87769000
25.74920654,-61.36921000
25.79689026,-55.93278000
25.84457397,-63.43639000
25.89225769,-65.73865000
25.93994141,-53.62467000
25.98762512,-53.75228000
26.03530884,-55.72853000
26.08299255,-54.10111000
26.13067627,-51.89657000
26.17835999,-53.49368000
26.22604370,-60.69254000
26.27372742,-54.94930000
26.32141113,-54.36879000
26.36909485,-56.91570000
26.41677856,-56.48807000
26.46446228,-56.18539000
26.51214600,-61.18376000
26.55982971,-52.91800000
26.60751343,-53.83465000
26.65519714,-58.60447000
26.70288086,-62.45893000
26.75056458,-64.11797000
26.79824829,-61.93831000
26.84593201,-57.35380000
26.89361572,-53.32428000
26.94129944,-51.44603000
26.98898315,-50.91177000
27.03666687,-55.08842000
27.08435059,-61.07788000
27.13203430,-56.24066000
27.17971802,-56.11895000
27.22740173,-61.37039000
27.27508545,-54.88456000
27.32276917,-55.28666000
27.37045288,-72.93187000
27.41813660,-54.87463000
27.46582031,-55.02155000
27.51350403,-57.35888000
27.56118774,-57.14172000
27.60887146,-59.40072000
27.65655518,-60.90051000
27.70423889,-58.03673000
27.75192261,-55.54163000
27.79960632,-54.60077000
27.84729004,-73.42519000
27.89497375,-53.08018000
27.94265747,-51.38230000
27.99034119,-71.92352000
28.03802490,-59.71624000
28.08570862,-58.41801000
28.13339233,-52.74605000
28.18107605,-50.78294000
28.22875977,-49.50718000
28.27644348,-54.83412000
28.32412720,-64.24091000
28.37181091,-63.55429000
28.41949463,-59.59613000
28.46717834,-57.18179000
28.51486206,-57.07380000
28.56254578,-55.34844000
28.61022949,-51.09406000
28.65791321,-50.97860000
28.70559692,-59.30715000
28.75328064,-72.87222000
28.80096436,-67.06279000
28.84864807,-58.87949000
28.89633179,-57.73436000
28.94401550,-53.07202000
28.99169922,-55.17948000
29.03938293,-55.02676000
29.08706665,-52.59995000
29.13475037,-57.53121000
29.18243408,-56.59605000
29.23011780,-59.87308000
29.27780151,-63.20429000
29.32548523,-61.68005000
29.37316895,-76.86723000
29.42085266,-64.40324000
29.46853638,-79.94678000
29.51622009,-57.90878000
29.56390381,-50.63500000
29.61158752,-49.44726000
29.65927124,-55.34372000
29.70695496,-56.16684000
29.75463867,-50.69933000
29.80232239,-53.18504000
29.85000610,-52.48132000
29.89768982,-50.97813000
29.94537354,-52.27430000
29.99305725,-53.02703000
30.04074097,-57.62644000
30.08842468,-68.72039000
30.13610840,-56.08364000
30.18379211,-55.40823000
30.23147583,-59.81437000
30.27915955,-53.90020000
30.32684326,-53.16721000
30.37452698,-54.23213000
30.42221069,-67.37634000
30.46989441,-54.00794000
30.51757813,-51.41655000
30.56526184,-58.61058000
30.61294556,-60.89582000
30.66062927,-55.81344000
30.70831299,-54.42178000
30.75599670,-49.12088000
30.80368042,-48.53738000
30.85136414,-49.04450000
30.89904785,-52.24120000
30.94673157,-62.40849000
30.99441528,-57.70263000
31.04209900,-52.26047000
31.08978271,-55.41969000
31.13746643,-56.34940000
31.18515015,-66.05334000
31.23283386,-58.52660000
31.28051758,-55.44741000
31.32820129,-55.12084000
31.37588501,-55.81630000
31.42356873,-56.56385000
31.47125244,-56.91637000
31.51893616,-59.73539000
31.56661987,-71.42097000
31.61430359,-69.26831000
31.66198730,-57.77680000
31.70967102,-63.20108000
31.75735474,-51.04137000
31.80503845,-47.60702000
31.85272217,-48.06843000
31.90040588,-51.04153000
31.94808960,-52.21778000
31.99577332,-52.33259000
32.04345703,-65.81421000
32.09114075,-65.02487000
32.13882446,-64.37295000
32.18650818,-58.11654000
32.23419189,-49.69788000
32.28187561,-50.64821000
32.32955933,-60.29716000
32.37724304,-53.52116000
32.42492676,-57.57198000
32.47261047,-73.32628000
32.52029419,-61.80094000
32.56797791,-71.41499000
32.61566162,-63.27720000
32.66334534,-55.94754000
32.71102905,-56.33884000
32.75871277,-62.24002000
32.80639648,-51.30288000
32.85408020,-51.14914000
32.90176392,-54.57095000
32.94944763,-56.72302000
32.99713135,-59.40056000
33.04481506,-57.58630000
33.09249878,-56.47806000
33.14018250,-57.17043000
33.18786621,-59.13634000
33.23554993,-69.48362000
33.28323364,-70.38174000
33.33091736,-57.07133000
33.37860107,-52.02360000
33.42628479,-50.72334000
33.47396851,-55.07449000
33.52165222,-61.62537000
33.56933594,-56.26962000
33.61701965,-57.71996000
33.66470337,-53.61650000
33.71238708,-55.23954000
33.76007080,-55.73893000
33.80775452,-51.42023000
33.85543823,-51.63163000
33.90312195,-50.35870000
33.95080566,-52.66905000
33.99848938,-66.11424000
34.04617310,-54.75138000
34.09385681,-51.77332000
34.14154053,-50.44874000
34.18922424,-57.31049000
34.23690796,-60.35677000
34.28459167,-58.80534000
34.33227539,-57.30633000
34.37995911,-52.54988000
34.42764282,-62.01538000
34.47532654,-76.44501000
34.52301025,-59.05104000
34.57069397,-57.80210000
34.61837769,-57.54337000
34.66606140,-54.27929000
34.71374512,-53.84910000
34.76142883,-55.50258000
34.80911255,-55.68859000
34.85679626,-56.73893000
34.90447998,-63.33509000
34.95216370,-71.75012000
34.99984741,-59.87729000
35.04753113,-52.45948000
35.09521484,-52.17108000
35.14289856,-52.40875000
35.19058228,-55.74712000
35.23826599,-56.80209000
35.28594971,-53.51292000
35.33363342,-49.23285000
35.38131714,-49.92822000
35.42900085,-63.03356000
35.47668457,-52.43697000
35.52436829,-51.88788000
35.57205200,-51.13428000
35.61973572,-52.80517000
35.66741943,-66.34106000
35.71510315,-52.32845000
35.76278687,-53.30952000
35.81047058,-58.55314000
35.85815430,-78.14505000
35.90583801,-56.87887000
35.95352173,-48.88261000
36.00120544,-48.55627000
36.04888916,-53.72910000
36.09657288,-48.63716000
36.14425659,-47.23708000
36.19194031,-49.14468000
36.23962402,-51.62779000
36.28730774,-50.29484000
36.33499146,-47.97913000
36.38267517,-48.16152000
36.43035889,-49.22189000
36.47804260,-51.13634000
36.52572632,-51.70752000
36.57341003,-51.65903000
36.62109375,-55.50560000
36.66877747,-60.30247000
36.71646118,-53.06218000
36.76414490,-48.46630000
36.81182861,-48.37113000
36.85951233,-50.10645000
36.90719604,-52.54991000
36.95487976,-55.59364000
37.00256348,-53.33328000
37.05024719,-57.02197000
37.09793091,-62.89638000
37.14561462,-56.96270000
37.19329834,-57.26966000
37.24098206,-56.10538000
37.28866577,-55.48454000
37.33634949,-63.14474000
37.38403320,-58.93237000
37.43171692,-55.54646000
37.47940063,-64.93900000
37.52708435,-58.24308000
37.57476807,-60.73410000
37.62245178,-69.03313000
37.67013550,-60.80931000
37.71781921,-58.01437000
37.76550293,-60.67326000
37.81318665,-56.94086000
37.86087036,-50.58758000
37.90855408,-52.64542000
37.95623779,-57.37736000
38.00392151,-53.58417000
38.05160522,-55.47131000
38.09928894,-62.03750000
38.14697266,-56.50634000
38.19465637,-55.90347000
38.24234009,-54.19192000
38.29002380,-52.89643000
38.33770752,-55.65596000
38.38539124,-54.91027000
38.43307495,-58.28884000
38.48075867,-60.19408000
38.52844238,-58.30056000
38.57612610,-62.47305000
38.62380981,-65.96523000
38.67149353,-58.91603000
38.71917725,-57.77774000
38.76686096,-59.06604000
38.81454468,-56.36592000
38.86222839,-53.00754000
38.90991211,-52.70605000
38.95759583,-57.40127000
39.00527954,-60.27739000
39.05296326,-52.52769000
39.10064697,-56.92840000
39.14833069,-62.86188000
39.19601440,-57.44219000
39.24369812,-56.01705000
39.29138184,-55.41231000
39.33906555,-61.30961000
39.38674927,-55.63222000
39.43443298,-56.48697000
39.48211670,-55.91813000
39.52980042,-52.01466000
39.57748413,-53.81749000
39.62516785,-58.91933000
39.67285156,-60.70879000
39.72053528,-58.73364000
39.76821899,-57.48652000
39.81590271,-56.12903000
39.86358643,-54.75402000
39.91127014,-52.44773000
39.95895386,-53.02587000
40.00663757,-59.75328000
40.05432129,-61.12985000
40.10200500,-61.77124000
40.14968872,-55.76133000
40.19737244,-53.43859000
40.24505615,-66.46040000
40.29273987,-60.28547000
40.34042358,-59.75587000
40.38810730,-54.29799000
40.43579102,-60.08907000
40.48347473,-66.54988000
40.53115845,-68.21346000
40.57884216,-77.17655000
40.62652588,-80.07487000
40.67420959,-66.58990000
40.72189331,-58.25218000
40.76957703,-55.10764000
40.81726074,-55.79436000
40.86494446,-55.26939000
40.91262817,-53.62102000
40.96031189,-53.86419000
41.00799561,-52.86655000
41.05567932,-50.08179000
41.10336304,-49.93553000
41.15104675,-49.55487000
41.19873047,-50.54090000
41.24641418,-54.85505000
41.29409790,-51.80782000
41.34178162,-53.15811000
41.38946533,-63.37594000
41.43714905,-51.99184000
41.48483276,-54.08529000
41.53251648,-58.25407000
41.58020020,-54.88866000
41.62788391,-53.32169000
41.67556763,-53.44098000
41.72325134,-67.86585000
41.77093506,-55.24997000
41.81861877,-55.90528000
41.86630249,-58.99271000
41.91398621,-64.12814000
41.96166992,-66.06086000
42.00935364,-62.91748000
42.05703735,-59.29073000
42.10472107,-64.17082000
42.15240479,-63.87134000
42.20008850,-62.26712000
42.24777222,-59.74476000
42.29545593,-57.21498000
42.34313965,-66.05563000
42.39082336,-60.22594000
42.43850708,-62.53912000
42.48619080,-60.49885000
42.53387451,-56.42574000
42.58155823,-64.25510000
42.62924194,-61.20216000
42.67692566,-55.15223000
42.72460938,-55.84711000
42.77229309,-49.38898000
42.81997681,-53.14611000
42.86766052,-59.78793000
42.91534424,-55.16506000
42.96302795,-52.93581000
43.01071167,-55.18633000
43.05839539,-63.27191000
43.10607910,-58.11257000
43.15376282,-66.71359000
43.20144653,-54.94721000
43.24913025,-53.75257000
43.29681396,-60.19257000
43.34449768,-53.35600000
43.39218140,-56.26200000
43.43986511,-60.67989000
43.48754883,-66.47018000
43.53523254,-51.82690000
43.58291626,-49.94772000
43.63059998,-52.75623000
43.67828369,-58.55034000
43.72596741,-59.53563000
43.77365112,-57.20322000
43.82133484,-67.08743000
43.86901855,-61.82333000
43.91670227,-56.22466000
43.96438599,-53.07965000
44.01206970,-59.97885000
44.05975342,-73.17145000
44.10743713,-67.37334000
44.15512085,-56.63934000
44.20280457,-50.88856000
44.25048828,-51.16530000
44.29817200,-54.57051000
44.34585571,-51.91219000
44.39353943,-53.29785000
44.44122314,-62.91115000
44.48890686,-73.32315000
44.53659058,-56.56838000
44.58427429,-52.16519000
44.63195801,-55.59499000
44.67964172,-55.23129000
44.72732544,-49.43647000
44.77500916,-51.87221000
44.82269287,-51.56496000
44.87037659,-52.09769000
44.91806030,-53.95156000
44.96574402,-52.67143000
45.01342773,-55.09178000
45.06111145,-56.43336000
45.10879517,-52.70844000
45.15647888,-50.83545000
45.20416260,-54.79637000
45.25184631,-62.00284000
45.29953003,-54.92502000
45.34721375,-57.98227000
45.39489746,-54.13486000
45.44258118,-50.35748000
45.49026489,-50.94305000
45.53794861,-52.48279000
45.58563232,-52.65647000
45.63331604,-53.64164000
45.68099976,-60.58880000
45.72868347,-63.21427000
45.77636719,-61.37313000
45.82405090,-52.52464000
45.87173462,-52.76439000
45.91941833,-56.36584000
45.96710205,-56.04800000
46.01478577,-57.50137000
46.06246948,-57.20039000
46.11015320,-54.19886000
46.15783691,-51.45388000
46.20552063,-51.33663000
46.25320435,-57.14709000
46.30088806,-60.58138000
46.34857178,-57.67792000
46.39625549,-52.71023000
46.44393921,-51.21515000
46.49162292,-56.87147000
46.53930664,-68.93195000
46.58699036,-60.48069000
46.63467407,-62.84288000
46.68235779,-67.70272000
46.73004150,-58.10592000
46.77772522,-56.30722000
46.82540894,-62.40565000
46.87309265,-59.49553000
46.92077637,-58.75082000
46.96846008,-65.23319000
47.01614380,-56.22886000
47.06382751,-54.32741000
47.11151123,-53.45363000
47.15919495,-52.13538000
47.20687866,-53.89084000
47.25456238,-65.61124000
47.30224609,-56.17719000
47.34992981,-51.88915000
47.39761353,-48.88826000
47.44529724,-50.07642000
47.49298096,-63.23402000
47.54066467,-60.64118000
47.58834839,-59.07070000
47.63603210,-58.62448000
47.68371582,-59.63901000
47.73139954,-76.48398000
47.77908325,-56.90069000
47.82676697,-56.06995000
47.87445068,-60.48413000
47.92213440,-69.77448000
47.96981812,-58.24441000
48.01750183,-56.06157000
48.06518555,-59.74269000
48.11286926,-70.31583000
48.16055298,-54.71133000
48.20823669,-50.50003000
48.25592041,-52.42381000
48.30360413,-62.43307000
48.35128784,-56.15559000
48.39897156,-56.13022000
48.44665527,-63.82151000
48.49433899,-56.01130000
48.54202271,-53.55860000
48.58970642,-51.52898000
48.63739014,-54.61892000
48.68507385,-68.53516000
48.73275757,-61.27479000
48.78044128,-52.72981000
48.82812500,-56.49060000
48.87580872,-65.11110000
48.92349243,-63.10517000
48.97117615,-66.91315000
49.01885986,-56.60595000
49.06654358,-54.02486000
49.11422729,-53.89878000
49.16191101,-56.09776000
49.20959473,-59.08170000
49.25727844,-68.55120000
49.30496216,-60.96530000
49.35264587,-58.35113000
49.40032959,-51.64083000
49.44801331,-53.72343000
49.49569702,-57.44386000
49.54338074,-56.36990000
49.59106445,-59.33954000
49.63874817,-79.89008000
49.68643188,-56.41211000
49.73411560,-52.73259000
49.78179932,-52.08781000
49.82948303,-56.29725000
49.87716675,-59.13420000
49.92485046,-71.42880000
49.97253418,-52.72902000
50.02021790,-52.17569000
50.06790161,-58.78901000
50.11558533,-62.84616000
50.16326904,-55.74036000
50.21095276,-57.13109000
50.25863647,-56.82174000
50.30632019,-52.16822000
50.35400391,-54.58601000
50.40168762,-71.93894000
50.44937134,-56.98698000
50.49705505,-56.69115000
50.54473877,-71.96183000
50.59242249,-60.44476000
50.64010620,-63.39946000
50.68778992,-61.90932000
50.73547363,-57.38936000
50.78315735,-51.94433000
50.83084106,-50.65162000
50.87852478,-51.17655000
50.92620850,-52.17051000
50.97389221,-55.19469000
51.02157593,-65.91786000
51.06925964,-61.60223000
51.11694336,-59.85000000
