Frequency,Channel B
(kHz),(dBu)

0.00000000,-61.70736000
0.09536743,-59.65182000
0.19073486,-62.59239000
0.28610229,-64.22987000
0.38146973,-59.67575000
0.47683716,-62.16360000
0.57220459,-67.86225000
0.66757202,-61.91202000
0.76293945,-60.89308000
0.85830688,-63.50609000
0.95367432,-88.68546000
1.04904175,-65.60641000
1.14440918,-73.09340000
1.23977661,-71.39788000
1.33514404,-66.28821000
1.43051147,-61.03596000
1.52587891,-61.10113000
1.62124634,-60.21190000
1.71661377,-65.94762000
1.81198120,-74.86962000
1.90734863,-63.97070000
2.00271606,-66.02802000
2.09808350,-60.76887000
2.19345093,-76.85142000
2.28881836,-61.51677000
2.38418579,-63.98471000
2.47955322,-62.00848000
2.57492065,-53.21554000
2.67028809,-53.87613000
2.76565552,-43.55595000
2.86102295,-22.63247000
2.95639038,-9.41150200
3.05175781,-4.83879700
3.14712524,-7.74003700
3.24249268,-18.82612000
3.33786011,-39.50088000
3.43322754,-51.25072000
3.52859497,-52.99419000
3.62396240,-56.77675000
3.71932983,-84.93369000
3.81469727,-60.00639000
3.91006470,-64.30147000
4.00543213,-66.42129000
4.10079956,-66.07987000
4.19616699,-61.24187000
4.29153442,-67.38406000
4.38690186,-64.06680000
4.48226929,-51.96270000
4.57763672,-36.92657000
4.67300415,-28.92770000
4.76837158,-28.46540000
4.86373901,-35.22962000
4.95910645,-49.92029000
5.05447388,-62.51377000
5.14984131,-74.48671000
5.24520874,-64.21700000
5.34057617,-60.40926000
5.43594360,-58.08043000
5.53131104,-61.12180000
5.62667847,-61.97887000
5.72204590,-65.48282000
5.81741333,-62.53418000
5.91278076,-73.78954000
6.00814819,-60.29651000
6.10351563,-60.96625000
6.19888306,-62.51641000
6.29425049,-66.14333000
6.38961792,-66.91003000
6.48498535,-60.91866000
6.58035278,-60.28132000
6.67572021,-67.10522000
6.77108765,-80.49729000
6.86645508,-65.13202000
6.96182251,-66.30995000
7.05718994,-76.77997000
7.15255737,-70.23293000
7.24792480,-62.77147000
7.34329224,-63.98333000
7.43865967,-72.91293000
7.53402710,-78.07847000
7.62939453,-81.72369000
7.72476196,-69.36052000
7.82012939,-63.93044000
7.91549683,-72.22118000
8.01086426,-68.74564000
8.10623169,-64.01729000
8.20159912,-65.31415000
8.29696655,-70.60555000
8.39233398,-68.18070000
8.48770142,-62.26211000
8.58306885,-63.35829000
8.67843628,-69.44195000
8.77380371,-63.11363000
8.86917114,-65.54818000
8.96453857,-73.81406000
9.05990601,-67.35728000
9.15527344,-64.18440000
9.25064087,-64.30989000
9.34600830,-67.97250000
9.44137573,-67.54698000
9.53674316,-63.53043000
9.63211060,-75.10412000
9.72747803,-65.90764000
9.82284546,-61.22061000
9.91821289,-62.92495000
10.01358032,-75.32205000
10.10894775,-66.76313000
10.20431519,-69.49522000
10.29968262,-81.82880000
10.39505005,-66.78550000
10.49041748,-65.70169000
10.58578491,-71.32297000
10.68115234,-61.70556000
10.77651978,-58.42810000
10.87188721,-60.43305000
10.96725464,-63.04022000
11.06262207,-63.97998000
11.15798950,-63.83282000
11.25335693,-66.83135000
11.34872437,-68.66433000
11.44409180,-62.35266000
11.53945923,-64.71432000
11.63482666,-67.42619000
11.73019409,-61.79620000
11.82556152,-63.21181000
11.92092896,-66.97448000
12.01629639,-74.73082000
12.11166382,-64.69838000
12.20703125,-62.79117000
12.30239868,-72.53892000
12.39776611,-68.29753000
12.49313354,-63.25117000
12.58850098,-62.69991000
