Frequency,Channel B
(kHz),(dBu)

0.00000000,-66.61842000
0.09536743,-68.53551000
0.19073486,-80.67115000
0.28610229,-80.69772000
0.38146973,-43.63184000
0.47683716,-29.76686000
0.57220459,-25.77437000
0.66757202,-29.73333000
0.76293945,-43.22317000
0.85830688,-72.70184000
0.95367432,-79.26421000
1.04904175,-76.99316000
1.14440918,-77.72278000
1.23977661,-82.79700000
1.33514404,-83.53237000
1.43051147,-79.38861000
1.52587891,-80.91485000
1.62124634,-84.32501000
1.71661377,-76.62326000
1.81198120,-84.69019000
1.90734863,-82.93122000
2.00271606,-97.48250000
2.09808350,-85.19476000
2.19345093,-92.15302000
2.28881836,-89.28914000
2.38418579,-88.66341000
2.47955322,-97.09362000
2.57492065,-80.74901000
2.67028809,-78.61160000
2.76565552,-84.25391000
2.86102295,-76.90362000
2.95639038,-76.01505000
3.05175781,-81.26288000
3.14712524,-89.82829000
3.24249268,-90.12608000
3.33786011,-88.56049000
3.43322754,-90.66652000
3.52859497,-87.91322000
3.62396240,-80.26123000
3.71932983,-86.54108000
3.81469727,-81.80983000
3.91006470,-80.27485000
4.00543213,-77.08907000
4.10079956,-92.78449000
4.19616699,-74.55202000
4.29153442,-74.59064000
4.38690186,-66.17633000
4.48226929,-54.38626000
4.57763672,-38.85526000
4.67300415,-31.42120000
4.76837158,-31.17088000
4.86373901,-37.97924000
4.95910645,-52.44120000
5.05447388,-66.50273000
5.14984131,-71.91573000
5.24520874,-82.41966000
5.34057617,-72.89848000
5.43594360,-81.77509000
5.53131104,-77.43552000
5.62667847,-90.10887000
5.72204590,-90.79134000
5.81741333,-88.07938000
5.91278076,-81.98304000
6.00814819,-84.96925000
6.10351563,-83.48338000
6.19888306,-95.69571000
6.29425049,-86.62959000
6.38961792,-82.32533000
6.48498535,-79.20995000
6.58035278,-77.41582000
6.67572021,-78.24052000
6.77108765,-87.23386000
6.86645508,-93.41737000
6.96182251,-103.37330000
7.05718994,-90.76206000
7.15255737,-80.11079000
7.24792480,-78.79435000
7.34329224,-82.97982000
7.43865967,-90.95435000
7.53402710,-80.63697000
7.62939453,-76.38371000
7.72476196,-78.07135000
7.82012939,-82.56433000
7.91549683,-90.02605000
8.01086426,-80.84449000
8.10623169,-80.86258000
8.20159912,-93.99168000
8.29696655,-96.51599000
8.39233398,-84.70830000
8.48770142,-81.79784000
8.58306885,-85.71720000
8.67843628,-89.52040000
8.77380371,-96.41798000
8.86917114,-89.98541000
8.96453857,-86.27551000
9.05990601,-83.01800000
9.15527344,-85.42289000
9.25064087,-86.31562000
9.34600830,-83.09796000
9.44137573,-89.89933000
9.53674316,-85.34235000
9.63211060,-79.43360000
9.72747803,-78.58782000
9.82284546,-79.49229000
9.91821289,-81.99657000
10.01358032,-81.74835000
10.10894775,-79.81898000
10.20431519,-78.92696000
10.29968262,-83.56238000
10.39505005,-81.36067000
10.49041748,-83.05396000
10.58578491,-89.43905000
10.68115234,-85.87619000
10.77651978,-83.93921000
10.87188721,-92.37175000
10.96725464,-81.06754000
11.06262207,-80.06087000
11.15798950,-83.47305000
11.25335693,-83.56219000
11.34872437,-80.36897000
11.44409180,-77.00014000
11.53945923,-76.63325000
11.63482666,-78.25317000
11.73019409,-81.85245000
11.82556152,-88.59460000
11.92092896,-94.75594000
12.01629639,-86.77728000
12.11166382,-82.94305000
12.20703125,-82.74335000
12.30239868,-83.73761000
12.39776611,-81.65328000
12.49313354,-81.42255000
12.58850098,-84.31927000
