Time,Channel A,Channel B
(ms),(mV),(V)

-24.22783896,58.13776000,-0.06192205
-24.20735896,58.13776000,-0.00921659
-24.18687896,58.13776000,0.06106754
-24.16639896,58.13776000,0.11380350
-24.14591896,58.13776000,0.16650900
-24.12543896,58.13776000,0.22803430
-24.10495896,56.39210000,0.28073980
-24.08447896,54.64034000,0.34226510
-24.06399896,51.14902000,0.38621170
-24.04351896,49.39726000,0.43012790
-24.02303896,47.65160000,0.48286380
-24.00255896,42.40852000,0.51802120
-23.98207896,38.91110000,0.55317850
-23.96159896,33.66802000,0.58830530
-23.94111897,30.17670000,0.61467330
-23.92063897,24.93362000,0.63225200
-23.90015897,19.69054000,0.64983060
-23.87967897,16.19312000,0.65861990
-23.85919897,9.20438300,0.66740930
-23.83871897,5.70696100,0.66740930
-23.81823897,-1.27567400,0.65861990
-23.79775897,-4.77309500,0.64983060
-23.77727897,-10.01617000,0.63225200
-23.75679897,-17.00491000,0.61467330
-23.73631897,-22.24799000,0.58830530
-23.71583897,-25.74541000,0.55317850
-23.69535897,-29.23673000,0.52681050
-23.67487897,-34.47981000,0.48286380
-23.65439897,-39.72289000,0.43891720
-23.63391897,-43.22031000,0.39500110
-23.61343897,-46.71774000,0.34226510
-23.59295897,-48.46339000,0.28952910
-23.57247897,-51.96081000,0.23682360
-23.55199897,-53.70647000,0.17529830
-23.53151897,-55.45213000,0.13138220
-23.51103897,-57.20389000,0.06106754
-23.49055897,-57.20389000,-0.00045778
-23.47007897,-57.20389000,-0.05313272
-23.44959897,-58.94955000,-0.11465800
-23.42911897,-57.20389000,-0.17615280
-23.40863897,-57.20389000,-0.22888880
-23.38815897,-55.45213000,-0.28162480
-23.36767897,-53.70647000,-0.33433030
-23.34719897,-50.20905000,-0.38706620
-23.32671897,-48.46339000,-0.43101290
-23.30623897,-46.71774000,-0.47492900
-23.28575897,-41.47465000,-0.51008640
-23.26527897,-39.72289000,-0.55403300
-23.24479897,-32.73415000,-0.58037050
-23.22431897,-29.23673000,-0.60673850
-23.20383897,-25.74541000,-0.63310650
-23.18335897,-18.75057000,-0.64189580
-23.16287897,-15.25925000,-0.65947450
-23.14239897,-8.26441300,-0.65947450
-23.12191897,-4.77309500,-0.65947450
-23.10143897,2.21564400,-0.65068510
-23.08095897,5.70696100,-0.64189580
-23.06047897,12.69570000,-0.62431720
-23.03999897,16.19312000,-0.60673850
-23.01951897,23.18186000,-0.58037050
-22.99903897,26.67928000,-0.55403300
-22.97855897,31.92236000,-0.51008640
-22.95807897,33.66802000,-0.47492900
-22.93759897,38.91110000,-0.43101290
-22.91711897,44.15418000,-0.38706620
-22.89663897,47.65160000,-0.33433030
-22.87615897,49.39726000,-0.28162480
-22.85567897,52.89468000,-0.22009950
-22.83519897,54.64034000,-0.16736350
-22.81471897,56.39210000,-0.10586870
-22.79423897,58.13776000,-0.04434339
-22.77375897,58.13776000,0.00833155
-22.75327897,58.13776000,0.06985687
-22.73279897,58.13776000,0.13138220
-22.71231897,58.13776000,0.19287700
-22.69183897,58.13776000,0.23682360
-22.67135897,54.64034000,0.30710770
-22.65087897,52.89468000,0.35105440
-22.63039897,51.14902000,0.40379040
-22.60991897,49.39726000,0.44770650
-22.58943897,45.90594000,0.48286380
-22.56895897,42.40852000,0.52681050
-22.54847897,38.91110000,0.56193730
-22.52799897,33.66802000,0.59709470
-22.50751897,30.17670000,0.62346260
-22.48703897,24.93362000,0.64104130
-22.46655897,19.69054000,0.64983060
-22.44607897,14.44746000,0.65861990
-22.42559897,9.20438300,0.66740930
-22.40511897,3.96130300,0.65861990
-22.38463897,-1.27567400,0.65861990
-22.36415897,-6.51875400,0.64983060
-22.34367897,-11.76183000,0.63225200
-22.32319897,-17.00491000,0.61467330
-22.30271897,-22.24799000,0.57951600
-22.28223898,-25.74541000,0.55317850
-22.26175898,-30.98849000,0.51802120
-22.24127898,-36.23158000,0.47407450
-22.22079898,-39.72289000,0.43012790
-22.20031898,-43.22031000,0.37742240
-22.17983898,-48.46339000,0.33347570
-22.15935898,-50.20905000,0.27198090
-22.13887898,-53.70647000,0.22803430
-22.11839898,-53.70647000,0.16650900
-22.09791898,-55.45213000,0.10501420
-22.07743898,-57.20389000,0.05227821
-22.05695898,-58.94955000,-0.00921659
-22.03647898,-58.94955000,-0.07071139
-22.01599898,-58.94955000,-0.13223670
-21.99551898,-57.20389000,-0.18494220
-21.97503898,-57.20389000,-0.24646750
-21.95455898,-55.45213000,-0.29917290
-21.93407898,-53.70647000,-0.35190890
-21.91359898,-50.20905000,-0.39585560
-21.89311898,-48.46339000,-0.44856100
-21.87263898,-44.96597000,-0.49250770
-21.85215898,-39.72289000,-0.51887570
-21.83167898,-37.97723000,-0.56282230
-21.81119898,-32.73415000,-0.58915980
-21.79071898,-29.23673000,-0.60673850
-21.77023898,-23.99365000,-0.63310650
-21.74975898,-18.75057000,-0.65068510
-21.72927898,-13.50749000,-0.65947450
-21.70879898,-8.26441300,-0.65947450
-21.68831898,-1.27567400,-0.66826380
-21.66783898,2.21564400,-0.65068510
-21.64735898,7.45262000,-0.64189580
-21.62687898,12.69570000,-0.63310650
-21.60639898,17.93878000,-0.59794910
-21.58591898,23.18186000,-0.57161170
-21.56543898,28.42494000,-0.53645440
-21.54495898,33.66802000,-0.50129710
-21.52447898,37.16544000,-0.46613970
-21.50399898,40.66286000,-0.42222360
-21.48351898,44.15418000,-0.36948760
-21.46303898,47.65160000,-0.31675160
-21.44255898,51.14902000,-0.26404610
-21.42207898,52.89468000,-0.21131020
-21.40159898,54.64034000,-0.15857420
-21.38111898,56.39210000,-0.09707938
-21.36063898,58.13776000,-0.03555406
-21.34015898,58.13776000,0.02591021
-21.31967898,58.13776000,0.08743553
-21.29919898,58.13776000,0.14014100
-21.27871898,58.13776000,0.20166630
-21.25823898,56.39210000,0.26319160
-21.23775898,54.64034000,0.31589710
-21.21727898,52.89468000,0.35984370
-21.19679898,51.14902000,0.41257970
-21.17631898,47.65160000,0.45649590
-21.15583898,44.15418000,0.50044250
-21.13535898,40.66286000,0.53559980
-21.11487898,37.16544000,0.56193730
-21.09439898,33.66802000,0.59709470
-21.07391898,28.42494000,0.62346260
-21.05343898,23.18186000,0.64104130
-21.03295898,17.93878000,0.65861990
-21.01247898,12.69570000,0.65861990
