Time,Channel B
(ms),(V)

-2.50206306,4.75936200
-2.50142306,4.75936200
-2.50078306,4.75936200
-2.50014306,4.75936200
-2.49950306,4.71526200
-2.49886306,4.75936200
-2.49822306,4.75936200
-2.49758306,4.75936200
-2.49694306,4.75936200
-2.49630306,4.75936200
-2.49566306,4.75936200
-2.49502306,4.75936200
-2.49438306,4.71526200
-2.49374306,4.75936200
-2.49310306,4.71526200
-2.49246306,4.75936200
-2.49182306,4.71526200
-2.49118306,4.75936200
-2.49054306,4.75936200
-2.48990306,4.75936200
-2.48926306,4.75936200
-2.48862306,4.75936200
-2.48798306,4.75936200
-2.48734306,4.75936200
-2.48670306,4.71526200
-2.48606306,4.75936200
-2.48542306,4.75936200
-2.48478306,4.75936200
-2.48414306,4.75936200
-2.48350306,4.75936200
-2.48286306,4.75936200
-2.48222306,4.75936200
-2.48158306,4.75936200
-2.48094306,4.71526200
-2.48030306,4.75936200
-2.47966306,4.75936200
-2.47902306,4.71526200
-2.47838306,4.75936200
-2.47774306,4.71526200
-2.47710306,4.75936200
-2.47646306,4.75936200
-2.47582306,4.75936200
-2.47518306,4.75936200
-2.47454306,4.75936200
-2.47390306,4.75936200
-2.47326306,4.71526200
-2.47262306,4.75936200
-2.47198306,4.75936200
-2.47134306,4.75936200
-2.47070306,4.75936200
-2.47006306,4.75936200
-2.46942306,4.75936200
-2.46878306,4.75936200
-2.46814306,4.75936200
-2.46750306,4.75936200
-2.46686306,4.75936200
-2.46622306,4.75936200
-2.46558306,4.75936200
-2.46494306,4.75936200
-2.46430306,4.75936200
-2.46366306,4.75936200
-2.46302306,4.75936200
-2.46238306,4.75936200
-2.46174306,4.75936200
-2.46110306,4.75936200
-2.46046306,4.75936200
-2.45982306,4.75936200
-2.45918306,4.75936200
-2.45854306,4.75936200
-2.45790306,4.75936200
-2.45726306,4.75936200
-2.45662306,4.75936200
-2.45598306,4.75936200
-2.45534306,4.75936200
-2.45470306,4.75936200
-2.45406306,4.75936200
-2.45342306,4.75936200
-2.45278306,4.75936200
-2.45214306,4.75936200
-2.45150306,4.75936200
-2.45086306,4.75936200
-2.45022306,4.75936200
-2.44958306,4.75936200
-2.44894306,4.75936200
-2.44830306,4.75936200
-2.44766306,4.75936200
-2.44702306,4.75936200
-2.44638306,4.71526200
-2.44574306,4.75936200
-2.44510306,4.75936200
-2.44446306,4.75936200
-2.44382306,4.75936200
-2.44318306,4.71526200
-2.44254306,4.75936200
-2.44190306,4.75936200
-2.44126306,4.75936200
-2.44062306,4.75936200
-2.43998306,4.75936200
-2.43934306,4.71526200
-2.43870306,4.75936200
-2.43806306,4.75936200
-2.43742306,4.75936200
-2.43678306,4.75936200
-2.43614306,4.75936200
-2.43550306,4.75936200
-2.43486306,4.75936200
-2.43422306,4.75936200
-2.43358306,4.75936200
-2.43294306,4.71526200
-2.43230306,4.75936200
-2.43166306,4.75936200
-2.43102306,4.75936200
-2.43038306,4.75936200
-2.42974306,4.75936200
-2.42910306,4.75936200
-2.42846306,4.75936200
-2.42782306,4.75936200
-2.42718306,4.71526200
