Frequency,Channel B
(kHz),(dBu)

0.00000000,-65.68414000
0.09536743,-77.64484000
0.19073486,-82.89917000
0.28610229,-72.69427000
0.38146973,-78.23293000
0.47683716,-72.94772000
0.57220459,-72.52493000
0.66757202,-74.33106000
0.76293945,-78.29111000
0.85830688,-69.06447000
0.95367432,-74.15542000
1.04904175,-66.46122000
1.14440918,-69.34291000
1.23977661,-63.11183000
1.33514404,-57.07331000
1.43051147,-34.60837000
1.52587891,-17.93333000
1.62124634,-11.63468000
1.71661377,-13.26464000
1.81198120,-23.37974000
1.90734863,-45.85627000
2.00271606,-63.25970000
2.09808350,-61.74043000
2.19345093,-72.27811000
2.28881836,-71.00298000
2.38418579,-76.97910000
2.47955322,-73.21174000
2.57492065,-78.16758000
2.67028809,-78.97910000
2.76565552,-79.13660000
2.86102295,-77.53337000
2.95639038,-74.07201000
3.05175781,-71.04556000
3.14712524,-73.33177000
3.24249268,-69.18842000
3.33786011,-73.23597000
3.43322754,-75.33311000
3.52859497,-67.22239000
3.62396240,-68.05254000
3.71932983,-79.40536000
3.81469727,-79.17226000
3.91006470,-80.82108000
4.00543213,-75.44974000
4.10079956,-70.18936000
4.19616699,-89.02618000
4.29153442,-71.54991000
4.38690186,-66.79282000
4.48226929,-54.04989000
4.57763672,-39.46337000
4.67300415,-31.82423000
4.76837158,-31.50144000
4.86373901,-38.61443000
4.95910645,-52.05993000
5.05447388,-70.22079000
5.14984131,-75.54707000
5.24520874,-71.57104000
5.34057617,-74.42715000
5.43594360,-72.01913000
5.53131104,-75.20188000
5.62667847,-74.57443000
5.72204590,-72.25334000
5.81741333,-76.45486000
5.91278076,-70.63503000
6.00814819,-67.24966000
6.10351563,-70.30099000
6.19888306,-76.33109000
6.29425049,-73.09898000
6.38961792,-75.87260000
6.48498535,-78.10999000
6.58035278,-69.90242000
6.67572021,-69.33598000
6.77108765,-69.82134000
6.86645508,-70.42908000
6.96182251,-70.69186000
7.05718994,-75.21756000
7.15255737,-79.83838000
7.24792480,-81.12186000
7.34329224,-91.08974000
7.43865967,-81.43238000
7.53402710,-71.33595000
7.62939453,-65.24973000
7.72476196,-65.87635000
7.82012939,-70.58788000
7.91549683,-69.69155000
8.01086426,-68.93037000
8.10623169,-75.94041000
8.20159912,-72.19934000
8.29696655,-71.05730000
8.39233398,-87.49871000
8.48770142,-71.45253000
8.58306885,-69.89139000
8.67843628,-70.10725000
8.77380371,-73.89016000
8.86917114,-78.02659000
8.96453857,-84.51736000
9.05990601,-69.94427000
9.15527344,-67.74847000
9.25064087,-70.05822000
9.34600830,-84.25717000
9.44137573,-71.25043000
9.53674316,-69.48389000
9.63211060,-71.34918000
9.72747803,-71.89263000
9.82284546,-68.95712000
9.91821289,-72.96510000
10.01358032,-77.36800000
10.10894775,-69.11317000
10.20431519,-67.82095000
10.29968262,-67.77802000
10.39505005,-70.42975000
10.49041748,-73.10195000
10.58578491,-70.67683000
10.68115234,-68.28172000
10.77651978,-71.68414000
10.87188721,-81.01341000
10.96725464,-70.17098000
11.06262207,-75.78758000
11.15798950,-72.30833000
11.25335693,-69.41443000
11.34872437,-73.65318000
11.44409180,-74.31691000
11.53945923,-77.74194000
11.63482666,-78.28004000
11.73019409,-82.62390000
11.82556152,-89.64217000
11.92092896,-75.60709000
12.01629639,-71.26583000
12.11166382,-74.87924000
12.20703125,-77.04143000
12.30239868,-75.11204000
12.39776611,-72.36634000
12.49313354,-68.39404000
12.58850098,-66.92886000
