Frequency,Channel B
(kHz),(dBu)

0.00000000,-74.49377000
0.09536743,-73.18058000
0.19073486,-82.09694000
0.28610229,-47.26498000
0.38146973,-32.87426000
0.47683716,-28.55627000
0.57220459,-32.15005000
0.66757202,-45.00015000
0.76293945,-80.50304000
0.85830688,-76.82845000
0.95367432,-77.96565000
1.04904175,-82.21778000
1.14440918,-79.51643000
1.23977661,-82.37998000
1.33514404,-84.59593000
1.43051147,-111.33450000
1.52587891,-83.78793000
1.62124634,-78.74811000
1.71661377,-81.24409000
1.81198120,-78.79535000
1.90734863,-82.16603000
2.00271606,-75.14576000
2.09808350,-77.64077000
2.19345093,-78.45659000
2.28881836,-99.68311000
2.38418579,-81.91674000
2.47955322,-77.95821000
2.57492065,-79.51357000
2.67028809,-79.33050000
2.76565552,-82.65396000
2.86102295,-80.74614000
2.95639038,-77.98001000
3.05175781,-77.71469000
3.14712524,-81.88948000
3.24249268,-87.16991000
3.33786011,-84.08818000
3.43322754,-83.97670000
3.52859497,-88.99225000
3.62396240,-82.96915000
3.71932983,-79.16589000
3.81469727,-75.33634000
3.91006470,-81.26830000
4.00543213,-78.20168000
4.10079956,-81.38025000
4.19616699,-76.72888000
4.29153442,-75.01779000
4.38690186,-65.82529000
4.48226929,-54.44462000
4.57763672,-38.75162000
4.67300415,-31.46775000
4.76837158,-31.23234000
4.86373901,-37.91888000
4.95910645,-52.45646000
5.05447388,-66.59238000
5.14984131,-72.93001000
5.24520874,-78.94637000
5.34057617,-83.55487000
5.43594360,-75.88379000
5.53131104,-81.06496000
5.62667847,-75.55731000
5.72204590,-79.62753000
5.81741333,-79.47974000
5.91278076,-83.68596000
6.00814819,-85.61079000
6.10351563,-86.30088000
6.19888306,-92.30976000
6.29425049,-87.37181000
6.38961792,-93.64349000
6.48498535,-85.26742000
6.58035278,-89.81068000
6.67572021,-94.24661000
6.77108765,-87.83287000
6.86645508,-80.98472000
6.96182251,-82.72050000
7.05718994,-85.14215000
7.15255737,-82.21234000
7.24792480,-80.11086000
7.34329224,-78.02592000
7.43865967,-80.27480000
7.53402710,-83.03285000
7.62939453,-83.63889000
7.72476196,-78.66813000
7.82012939,-83.85349000
7.91549683,-88.28114000
8.01086426,-93.49112000
8.10623169,-85.36452000
8.20159912,-87.70010000
8.29696655,-84.89812000
8.39233398,-86.52098000
8.48770142,-89.59945000
8.58306885,-93.02055000
8.67843628,-88.50766000
8.77380371,-83.99905000
8.86917114,-84.52476000
8.96453857,-82.14537000
9.05990601,-81.33404000
9.15527344,-80.25899000
9.25064087,-80.26376000
9.34600830,-79.08630000
9.44137573,-77.04175000
9.53674316,-73.22530000
9.63211060,-73.70074000
9.72747803,-77.89043000
9.82284546,-86.97382000
9.91821289,-89.02679000
10.01358032,-82.60248000
10.10894775,-80.40740000
10.20431519,-80.21147000
10.29968262,-87.85343000
10.39505005,-90.42950000
10.49041748,-85.96597000
10.58578491,-86.84494000
10.68115234,-88.25180000
10.77651978,-86.87245000
10.87188721,-87.76389000
10.96725464,-81.63459000
11.06262207,-88.67340000
11.15798950,-87.22996000
11.25335693,-88.13277000
11.34872437,-82.31314000
11.44409180,-82.12405000
11.53945923,-83.65367000
11.63482666,-88.63097000
11.73019409,-85.55012000
11.82556152,-88.95927000
11.92092896,-99.48125000
12.01629639,-86.92972000
12.11166382,-84.56117000
12.20703125,-84.50861000
12.30239868,-86.34792000
12.39776611,-85.85369000
12.49313354,-86.14112000
12.58850098,-87.46077000
