Frequency,Channel B
(kHz),(dBu)

0.00000000,-51.35204000
0.09536743,-58.27076000
0.19073486,-48.40413000
0.28610229,-36.05791000
0.38146973,-33.21894000
0.47683716,-38.20552000
0.57220459,-53.54631000
0.66757202,-80.11547000
0.76293945,-71.95206000
0.85830688,-76.73106000
0.95367432,-73.21683000
1.04904175,-76.19290000
1.14440918,-78.17332000
1.23977661,-75.74150000
1.33514404,-73.62233000
1.43051147,-75.80411000
1.52587891,-74.97542000
1.62124634,-71.20145000
1.71661377,-72.52284000
1.81198120,-73.84034000
1.90734863,-83.29884000
2.00271606,-83.79131000
2.09808350,-78.77881000
2.19345093,-84.99169000
2.28881836,-76.21892000
2.38418579,-71.83819000
2.47955322,-76.29527000
2.57492065,-81.23586000
2.67028809,-79.27764000
2.76565552,-84.02020000
2.86102295,-86.62317000
2.95639038,-82.98744000
3.05175781,-77.25765000
3.14712524,-81.08257000
3.24249268,-85.63454000
3.33786011,-81.65512000
3.43322754,-82.12794000
3.52859497,-75.45498000
3.62396240,-71.03604000
3.71932983,-70.44878000
3.81469727,-74.62873000
3.91006470,-75.85490000
4.00543213,-85.04333000
4.10079956,-77.90986000
4.19616699,-77.50990000
4.29153442,-71.25233000
4.38690186,-69.59154000
4.48226929,-53.34575000
4.57763672,-39.04251000
4.67300415,-31.68357000
4.76837158,-31.38437000
4.86373901,-38.20589000
4.95910645,-52.63223000
5.05447388,-67.30148000
5.14984131,-71.97007000
5.24520874,-71.69730000
5.34057617,-70.20520000
5.43594360,-72.74139000
5.53131104,-70.17940000
5.62667847,-73.29166000
5.72204590,-72.70229000
5.81741333,-78.18320000
5.91278076,-86.50423000
6.00814819,-93.41103000
6.10351563,-81.02510000
6.19888306,-87.13298000
6.29425049,-75.76808000
6.38961792,-72.76922000
6.48498535,-76.59448000
6.58035278,-86.46104000
6.67572021,-78.29803000
6.77108765,-74.96297000
6.86645508,-79.04166000
6.96182251,-89.72343000
7.05718994,-73.74229000
7.15255737,-73.65308000
7.24792480,-78.16048000
7.34329224,-79.31420000
7.43865967,-88.04591000
7.53402710,-81.68747000
7.62939453,-77.19758000
7.72476196,-78.37164000
7.82012939,-78.35136000
7.91549683,-77.13573000
8.01086426,-76.35096000
8.10623169,-77.70186000
8.20159912,-77.75763000
8.29696655,-77.66738000
8.39233398,-79.43198000
8.48770142,-76.01047000
8.58306885,-78.04387000
8.67843628,-86.20615000
8.77380371,-92.82310000
8.86917114,-83.70400000
8.96453857,-78.52861000
9.05990601,-80.83848000
9.15527344,-80.81928000
9.25064087,-86.71568000
9.34600830,-77.97542000
9.44137573,-73.25510000
9.53674316,-76.67707000
9.63211060,-78.77550000
9.72747803,-72.80684000
9.82284546,-72.70954000
9.91821289,-83.94044000
10.01358032,-81.88255000
10.10894775,-80.23019000
10.20431519,-81.63390000
10.29968262,-83.68941000
10.39505005,-78.56747000
10.49041748,-73.09731000
10.58578491,-70.92536000
10.68115234,-71.61942000
10.77651978,-73.52470000
10.87188721,-73.79479000
10.96725464,-74.37774000
11.06262207,-78.16058000
11.15798950,-79.91321000
11.25335693,-80.01937000
11.34872437,-85.75819000
11.44409180,-87.74184000
11.53945923,-78.92463000
11.63482666,-82.53784000
11.73019409,-78.64481000
11.82556152,-72.69623000
11.92092896,-70.95846000
12.01629639,-72.40292000
12.11166382,-78.00311000
12.20703125,-76.42879000
12.30239868,-78.72798000
12.39776611,-79.60011000
12.49313354,-81.76472000
12.58850098,-88.20809000
