Time,Channel A,Frequency,Triangular,Rectangular,Channel A
(ms),(V),(kHz),(dBV),(dBV),(dBV)
,,,,,
-1.00799367,0.00421155,479.6830171,-96.34055,-69.05914,-89.4492
-1.00748967,0.5053865,479.7435678,-99.38419,-65.29665,-89.81269
-1.00698567,-0.01770074,479.8041186,-100.6104,-105.1551,-91.38402
-1.00648167,-0.5015412,479.8646693,-97.45884,-65.33038,-93.16241
-1.00597767,0.03146458,479.9252201,-96.53015,-68.78348,-92.93896
-1.00547367,0.5010224,479.9857708,-98.27129,-69.77991,-94.34882
-1.00496967,-0.04245125,480.0463216,-98.41503,-65.04485,-98.91185
-1.00446567,-0.5016633,480.1068723,-100.416,-85.056,-100.4414
-1.00396167,0.05710013,480.1674231,-110.2639,-65.43484,-101.2619
-1.00345767,0.5000153,480.2279738,-104.345,-67.74654,-110.3787
-1.00295367,-0.06772057,480.2885246,-108.7652,-70.95987,-112.9045
-1.00244967,-0.49794,480.3490753,-108.2953,-64.62107,-105.2573
-1.00194567,0.08087405,480.4096261,-103.6597,-80.2029,-107.8716
-1.00144167,0.4969024,480.4701768,-99.92028,-65.7361,-108.7708
-1.00093767,-0.09472945,480.5307275,-100.9863,-66.98777,-102.9283
-1.00043367,-0.494583,480.5912783,-104.8811,-72.51839,-106.1827
-0.99992967,0.1072726,480.651829,-108.4342,-64.4876,-108.1349
-0.99942567,0.492935,480.7123798,-107.1028,-76.17844,-109.7582
-0.99892167,-0.1183813,480.7729305,-99.67765,-66.19783,-109.0972
-0.99841767,-0.490463,480.8334813,-104.8419,-66.11932,-102.3096
-0.99791367,0.1301614,480.894032,-102.4482,-74.87089,-99.85221
-0.99740967,0.4843593,480.9545828,-100.8145,-64.11512,-102.4179
-0.99690567,-0.1430097,481.0151335,-129.0683,-73.49848,-104.8991
-0.99640167,-0.4816431,481.0756843,-102.684,-66.21854,-102.5852
-0.99589767,0.1547899,481.136235,-102.5079,-65.79432,-94.9415
-0.99539367,0.4788659,481.1967858,-105.6219,-77.24809,-92.54607
-0.99488967,-0.1641591,481.2573365,-92.55598,-64.35033,-91.5427
-0.99438567,-0.474044,481.3178873,-89.80974,-71.05476,-89.58963
-0.99388167,0.1792047,481.378438,-91.86939,-66.77473,-88.91032
-0.99337767,0.4686728,481.4389887,-94.4786,-65.211,-90.57738
-0.99287367,-0.1880551,481.4995395,-96.83786,-82.42171,-93.59831
-0.99236967,-0.4639729,481.5600902,-107.4368,-64.18136,-99.6334
-0.99186567,0.2019715,481.620641,-98.5918,-69.66762,-97.00694
-0.99136167,0.4602191,481.6811917,-95.84332,-67.3976,-92.8065
-0.99085767,-0.2133244,481.7417425,-95.05423,-64.77879,-92.05494
-0.99035367,-0.4551225,481.8022932,-96.73283,-94.07706,-90.61212
-0.98984967,0.2279733,481.862844,-104.0254,-64.22753,-90.49205
-0.98934567,0.449385,481.9233947,-107.7575,-68.61758,-93.40919
-0.98884167,-0.2354808,481.9839455,-98.45735,-68.72786,-94.69901
-0.98833767,-0.4405652,482.0444962,-96.9725,-64.12286,-93.41454
-0.98783367,0.2488784,482.105047,-97.16841,-88.69789,-92.52473
-0.98732967,0.4379406,482.1655977,-99.33466,-64.34014,-91.76152
-0.98682567,-0.2573931,482.2261485,-98.90888,-67.34289,-92.18117
-0.98632167,-0.4308603,482.2866992,-97.48778,-69.71984,-93.16524
-0.98581767,0.2696615,482.34725,-100.894,-63.71061,-94.25232
-0.98531367,0.4203925,482.4078007,-106.1087,-80.64368,-95.05123
-0.98480967,-0.2817774,482.4683514,-106.592,-64.47337,-94.05282
-0.98430567,-0.4155706,482.5289022,-106.7859,-66.37641,-93.94533
-0.98380167,0.2903226,482.5894529,-99.42308,-71.00092,-92.53027
-0.98329767,0.4066896,482.6500037,-96.95363,-63.3189,-90.50978
-0.98279367,-0.3006989,482.7105544,-97.81248,-77.1307,-90.65257
-0.98228967,-0.4021119,482.7711052,-98.62775,-64.7825,-90.92548
-0.98178567,0.3113498,482.8316559,-98.15829,-65.51955,-90.20847
-0.98128167,0.3946043,482.8922067,-95.83304,-71.92067,-90.82275
-0.98077767,-0.3184912,482.9527574,-95.35947,-63.4829,-90.53764
-0.98027367,-0.385052,483.0133082,-95.05235,-73.80444,-88.73904
-0.97976967,0.3318888,483.0738589,-92.68047,-65.36719,-88.16803
-0.97926567,0.3762017,483.1344097,-95.03651,-64.87402,-89.34187
-0.97876167,-0.3401288,483.1949604,-94.90376,-75.56108,-90.17238
-0.97825767,-0.3682669,483.2555112,-95.77752,-62.98484,-90.61687
-0.97775367,0.3488266,483.3160619,-103.3656,-71.56181,-91.42509
-0.97724967,0.3605151,483.3766126,-105.4362,-65.61965,-91.47884
-0.97674567,-0.3560595,483.4371634,-96.65552,-64.34686,-91.41451
-0.97624167,-0.3502304,483.4977141,-91.90887,-78.77569,-91.57825
-0.97573767,0.3673513,483.5582649,-92.04584,-63.02611,-91.367
-0.97523367,0.3415937,483.6188156,-96.20515,-69.55869,-92.43311
-0.97472967,-0.3732414,483.6793664,-104.94,-66.21473,-93.74508
-0.97422567,-0.3306681,483.7399171,-112.4707,-63.68607,-95.72987
-0.97372167,0.3848994,483.8004679,-106.7104,-84.1061,-95.97096
-0.97321767,0.3225501,483.8610186,-107.745,-63.02122,-92.4553
-0.97271367,-0.3920408,483.9215694,-107.7589,-68.20583,-91.06345
-0.97220967,-0.310892,483.9821201,-98.92207,-67.0004,-89.34009
-0.97170567,0.401471,484.0426709,-94.42709,-63.12344,-88.192
-0.97120167,0.3024079,484.1032216,-92.31994,-92.97601,-90.01991
-0.97069767,-0.4067202,484.1637724,-92.2406,-63.33658,-93.88057
-0.97019367,-0.2899869,484.2243231,-99.54424,-66.84138,-96.4554
-0.96968967,0.4127934,484.2848739,-98.18996,-67.91573,-101.0405
-0.96918567,0.2826014,484.3454246,-91.96793,-62.80645,-95.47389
-0.96868167,-0.4212775,484.4059753,-92.02813,-85.41037,-91.74129
-0.96817767,-0.2692038,484.4665261,-93.40022,-63.46831,-90.064
-0.96767367,0.4282052,484.5270768,-96.47076,-65.82454,-88.90474
-0.96716967,0.2612079,484.5876276,-99.98145,-69.05506,-90.1262
-0.96666567,-0.4345836,484.6481783,-96.01465,-62.69232,-93.39969
-0.96616167,-0.2496719,484.7087291,-95.09212,-76.78973,-93.6828
-0.96565767,0.4441359,484.7692798,-102.5888,-63.58326,-93.68599
-0.96515367,0.2379223,484.8298306,-106.7517,-64.84185,-96.24696
-0.96464967,-0.4464248,484.8903813,-98.70113,-70.7636,-95.34377
-0.96414567,-0.2261422,484.9509321,-98.66788,-62.23413,-93.36243
-0.96364167,0.4533525,485.0114828,-97.28078,-73.56355,-94.66678
-0.96313767,0.2147893,485.0720336,-94.79465,-63.86732,-95.7655
-0.96263367,-0.45674,485.1325843,-94.16216,-63.85349,-94.3599
-0.96212967,-0.2022462,485.1931351,-100.6621,-72.11403,-94.62974
-0.96162567,0.4633015,485.2536858,-104.8562,-61.98726,-95.82887
-0.96112167,0.1947386,485.3142366,-105.9451,-71.50667,-92.72736
-0.96061767,-0.4694357,485.3747873,-99.31843,-64.12663,-91.01716
-0.96011367,-0.1810968,485.435338,-94.79469,-63.56255,-91.35503
-0.95960967,0.4730369,485.4958888,-91.17592,-75.56781,-90.9205
-0.95910567,0.1692251,485.5564395,-91.0984,-61.87677,-90.94069
-0.95860167,-0.4760277,485.6169903,-93.18837,-69.38879,-94.12668
-0.95809767,-0.1564379,485.677541,-98.78455,-64.7311,-99.52895
-0.95759367,0.4804834,485.7380918,-108.3504,-62.85103,-105.4371
-0.95708967,0.1452071,485.7986425,-96.25142,-79.58553,-97.41408
-0.95658567,-0.4843898,485.8591933,-94.40319,-61.88615,-91.44536
-0.95608167,-0.1320536,485.919744,-94.16584,-67.63998,-89.45472
-0.95557767,0.4883267,485.9802948,-95.25386,-65.40084,-88.71621
-0.95507367,0.1214637,486.0408455,-96.38992,-62.25005,-88.93454
-0.95456967,-0.4930876,486.1013963,-97.22495,-87.86217,-89.72147
-0.95406567,-0.107181,486.161947,-99.29442,-61.93704,-90.30923
-0.95356167,0.4928129,486.2224978,-98.2988,-66.33616,-92.09933
-0.95305767,0.09668264,486.2830485,-93.63674,-66.41948,-94.46077
-0.95255367,-0.4968108,486.3435992,-96.24376,-61.71617,-97.96589
-0.95204967,-0.08389539,486.40415,-101.6952,-87.74971,-108.035
-0.95154567,0.4986725,486.4647007,-109.2068,-61.91787,-101.4737
-0.95104167,0.07165746,486.5252515,-101.4743,-65.13616,-102.776
-0.95053767,-0.5010529,486.5858022,-94.71707,-67.37608,-100.3513
-0.95003367,-0.05862606,486.646353,-99.17882,-61.30058,-96.59552
-0.94952967,0.5019074,486.7069037,-98.09033,-78.51279,-98.96429
-0.94902567,0.04950102,486.7674545,-98.15484,-61.95002,-106.6692
-0.94852167,-0.5034333,486.8280052,-105.023,-64.10294,-108.6713
-0.94801767,-0.03173925,486.888556,-103.5045,-68.09796,-99.80423
-0.94751367,0.5046235,486.9491067,-103.1855,-61.19618,-94.69479
-0.94700967,0.02151555,487.0096575,-101.46,-74.63864,-95.24916
-0.94650567,-0.5040437,487.0702082,-93.5061,-62.51778,-95.4635
-0.94600167,-0.00735496,487.130759,-94.32796,-63.10123,-94.85893
-0.94549767,0.5038911,487.1913097,-101.9511,-70.07806,-94.84177
-0.94499367,-0.00488296,487.2518605,-108.1389,-60.82343,-95.11015
-0.94448967,-0.505295,487.3124112,-104.4134,-71.31419,-95.97039
-0.94398567,0.01864681,487.3729619,-100.3278,-62.72334,-97.26547
-0.94348167,0.5021515,487.4335127,-100.4849,-62.36803,-98.73254
-0.94297767,-0.0299997,487.4940634,-98.63857,-72.19731,-95.67285
-0.94247367,-0.5010529,487.5546142,-96.31904,-60.62119,-91.8927
-0.94196967,0.04464858,487.6151649,-94.55837,-69.24338,-92.09474
-0.94146567,0.5031282,487.6757157,-91.34482,-63.28966,-91.63531
-0.94096167,-0.05365154,487.7362664,-93.30322,-61.66688,-89.84303
-0.94045767,-0.4989471,487.7968172,-99.05605,-75.40486,-92.04689
-0.93995367,0.06918546,487.8573679,-96.0059,-60.62252,-98.51498
-0.93944967,0.4982757,487.9179187,-95.76871,-66.86617,-101.4581
-0.93894567,-0.07904294,487.9784694,-106.2543,-63.68229,-106.3111
-0.93844167,-0.4964446,488.0390202,-100.1133,-61.00014,-101.6032
-0.93793767,0.09631641,488.0995709,-107.0998,-80.26738,-102.894
-0.93743367,0.4946745,488.1601217,-112.6133,-60.48981,-112.4921
-0.93692967,-0.1058077,488.2206724,-114.1217,-65.56749,-108.4326
-0.93642567,-0.4927213,488.2812231,-99.00081,-64.31843,-112.5045
-0.93592167,0.1194494,488.3417739,-96.63721,-60.61157,-100.0137
-0.93541767,0.4885708,488.4023246,-97.00012,-96.26628,-103.2072
-0.93491367,-0.130192,488.4628754,-95.29339,-60.63543,-105.1629
-0.93440967,-0.4851222,488.5234261,-98.58209,-64.24535,-97.58203
-0.93390567,0.141728,488.5839769,-98.76191,-65.43651,-96.44092
-0.93340167,0.4816126,488.6445276,-99.67456,-60.15136,-97.64035
-0.93289767,-0.1530809,488.7050784,-94.66835,-79.91656,-99.09904
-0.93239367,-0.477279,488.7656291,-100.4569,-60.58704,-102.2112
-0.93188967,0.1673635,488.8261799,-110.2397,-62.98666,-109.4519
-0.93138567,0.4751427,488.8867306,-95.95844,-66.39883,-107.1781
-0.93088167,-0.1782281,488.9472814,-98.77544,-59.71527,-101.2624
-0.93037767,-0.4683371,489.0078321,-103.7225,-74.2958,-97.17635
-0.92987367,0.1921445,489.0683829,-106.2932,-60.67036,-95.30227
-0.92936967,0.464919,489.1289336,-101.3021,-62.03388,-96.66508
-0.92886567,-0.201117,489.1894844,-104.1333,-67.71035,-97.61063
-0.92836167,-0.4584796,489.2500351,-101.4788,-59.40502,-96.98044
-0.92785767,0.2136601,489.3105858,-96.92552,-70.84875,-99.38814
-0.92735367,0.4543596,489.3711366,-106.6483,-60.94845,-98.68518
-0.92684967,-0.2235176,489.4316873,-125.807,-61.12428,-96.16675
-0.92634567,-0.4487747,489.4922381,-99.07261,-69.51067,-95.16389
-0.92584167,0.2361827,489.5527888,-100.2595,-59.12745,-94.9566
-0.92533767,0.4432814,489.6133396,-97.62691,-68.23913,-92.53995
-0.92483367,-0.2482986,489.6738903,-98.27939,-61.21716,-91.34843
-0.92432967,-0.4343394,489.7344411,-99.85266,-60.44609,-92.5779
-0.92382567,0.2589801,489.7949918,-96.65283,-72.37628,-92.51749
-0.92332167,0.4300973,489.8555426,-102.6253,-58.88881,-92.30251
-0.92281767,-0.2688375,489.9160933,-98.21591,-66.22182,-94.47463
-0.92231367,-0.4233833,489.9766441,-101.6818,-61.64584,-96.03168
-0.92180967,0.2802515,490.0371948,-97.36167,-59.76259,-95.46261
-0.92130567,0.4172796,490.0977456,-94.56111,-76.42648,-97.14413
-0.92080167,-0.2916044,490.1582963,-108.5235,-58.8325,-96.82712
-0.92029767,-0.4073305,490.2188471,-98.75192,-64.31744,-94.4978
-0.91979367,0.3009125,490.2793978,-105.5076,-62.14295,-93.67332
-0.91928967,0.4015931,490.3399485,-96.03922,-59.07979,-94.54655
-0.91878567,-0.3120213,490.4004993,-95.08324,-83.64175,-94.87862
-0.91828167,-0.3926511,490.46105,-94.18431,-58.73865,-94.82703
-0.91777767,0.3206885,490.5216008,-95.16738,-63.1036,-92.17461
-0.91727367,0.3865169,490.5821515,-101.6827,-62.93837,-92.01889
-0.91676967,-0.3296915,490.6427023,-94.20029,-58.65916,-96.64729
-0.91626567,-0.3769646,490.703253,-90.11964,-83.76523,-96.87466
-0.91576167,0.3408612,490.7638038,-96.75951,-58.68431,-95.96656
-0.91525767,0.3679922,490.8243545,-106.9183,-61.79073,-101.3328
-0.91475367,-0.3484909,490.8849053,-98.62395,-63.83102,-99.24432
-0.91424967,-0.3601795,490.945456,-105.4517,-58.15836,-96.25607
-0.91374567,0.3584094,491.0060068,-102.6931,-75.23147,-98.4976
-0.91324167,0.3523057,491.0665575,-93.49977,-58.82946,-100.4837
-0.91273767,-0.3682669,491.1271083,-92.22421,-60.58465,-96.61955
-0.91223367,-0.3416242,491.187659,-104.6944,-65.0535,-95.39067
-0.91172967,0.3780633,491.2482097,-95.85189,-57.67252,-99.95502
-0.91122567,0.3341472,491.3087605,-90.35791,-70.47005,-100.0454
-0.91072167,-0.3837092,491.3693112,-96.1185,-58.80416,-102.8924
-0.91021767,-0.3212378,491.429862,-104.1174,-59.68105,-98.7541
-0.90971367,0.3912473,491.4904127,-102.3498,-66.33249,-95.38681
-0.90920967,0.3142186,491.5509635,-101.4542,-57.40651,-93.35522
-0.90870567,-0.3992431,491.6115142,-96.17591,-67.51488,-89.85048
-0.90820167,-0.303293,491.672065,-93.72754,-59.103,-88.33103
-0.90769767,0.4056825,491.7326157,-91.31867,-58.83622,-87.78668
-0.90719367,0.2924589,491.7931665,-92.02056,-68.70133,-87.49226
-0.90668967,-0.4169134,491.8537172,-89.65361,-57.09541,-88.47737
-0.90618567,-0.2800379,491.914268,-86.97659,-64.91429,-88.65639
-0.90568167,0.4228645,491.9748187,-92.44281,-59.32978,-89.45372
-0.90517767,0.2705466,492.0353695,-94.72912,-58.02849,-94.17297
-0.90467367,-0.429487,492.0959202,-89.95618,-71.88457,-94.97903
-0.90416967,-0.2603534,492.156471,-95.72081,-56.77036,-93.87254
-0.90366567,0.4389172,492.2170217,-105.6614,-63.19865,-97.50803
-0.90316167,0.2496414,492.2775724,-96.15906,-59.78637,-98.96463
-0.90265767,-0.4421827,492.3381232,-96.41033,-57.29752,-101.553
-0.90215367,-0.2373424,492.3986739,-107.1377,-77.10058,-114.4104
-0.90164967,0.4481338,492.4592247,-93.30758,-56.63589,-99.81167
-0.90114567,0.2261116,492.5197754,-91.19412,-61.55502,-110.6636
-0.90064167,-0.4530168,492.5803262,-103.406,-60.41718,-109.0028
-0.90013767,-0.2169256,492.6408769,-119.0765,-56.58206,-99.01154
-0.89963367,0.4563433,492.7014277,-93.77867,-99.14729,-101.2902
-0.89912967,0.2056947,492.7619784,-101.0952,-56.46391,-103.6868
-0.89862567,-0.4630879,492.8225292,-109.1364,-60.2137,-94.54063
-0.89812167,-0.1931517,492.8830799,-94.05577,-61.07469,-94.95111
-0.89761767,0.4685507,492.9436307,-103.1209,-56.11831,-101.6649
-0.89711367,0.1814325,493.0041814,-100.3405,-76.58321,-94.61493
-0.89660967,-0.4741661,493.0647322,-95.12735,-56.4362,-91.16412
-0.89610567,-0.1684011,493.1252829,-92.72272,-58.88261,-95.14278
-0.89560167,0.4776147,493.1858336,-97.43971,-62.15658,-95.97748
-0.89509767,0.159032,493.2463844,-115.5693,-55.4493,-93.06708
-0.89459367,-0.4812769,493.3069351,-92.49991,-70.67712,-98.45705
-0.89408967,-0.1452376,493.3674859,-100.4618,-56.40157,-104.5026
-0.89358567,0.4865871,493.4280366,-100.7355,-57.77414,-96.72443
-0.89308167,0.1335185,493.4885874,-89.57218,-63.26792,-100.2622
-0.89257767,-0.4868618,493.5491381,-95.06931,-55.04726,-101.3576
-0.89207367,-0.1221046,493.6096889,-132.6937,-66.6506,-102.2491
-0.89156967,0.4918058,493.6702396,-91.33759,-56.49747,-98.62309
-0.89106567,0.108005,493.7307904,-91.31302,-56.73324,-95.99463
-0.89056167,-0.4934538,493.7913411,-106.199,-64.9771,-95.32414
-0.89005767,-0.0954619,493.8518919,-91.70734,-54.6268,-94.45078
-0.88955367,0.4967803,493.9124426,-86.8833,-63.71455,-96.75747
-0.88904967,0.08410901,493.9729934,-95.60957,-56.64479,-98.91891
-0.88854567,-0.4993133,494.0335441,-104.7958,-55.74866,-98.72972
-0.88804167,-0.06897183,494.0940949,-89.48364,-67.21111,-107.3088
-0.88753767,0.4997711,494.1546456,-95.03582,-54.25597,-102.8118
-0.88703367,0.05761895,494.2151963,-99.0473,-61.53078,-103.352
-0.88652967,-0.5018159,494.2757471,-87.58818,-56.94181,-101.4784
-0.88602567,-0.04345836,494.3362978,-89.1552,-54.90345,-92.47372
-0.88552167,0.5030061,494.3968486,-99.53228,-71.3463,-93.23211
-0.88501767,0.03360088,494.4573993,-86.90588,-53.96346,-96.81825
-0.88451367,-0.5026703,494.5179501,-84.2888,-59.40673,-91.06091
-0.88400967,-0.01944029,494.5785008,-96.46297,-57.26739,-91.27682
-0.88350567,0.5064852,494.6390516,-92.74796,-54.05167,-102.6869
-0.88300167,0.00744652,494.6996023,-84.53148,-81.46526,-103.2858
-0.88249767,-0.5024262,494.7601531,-93.55411,-53.5626,-103.1979
-0.88199367,0.00595111,494.8207038,-98.72282,-57.77337,-92.72819
-0.88148967,0.503769,494.8812546,-90.37284,-57.63118,-90.48065
-0.88098567,-0.01754814,494.9418053,-96.05602,-53.32981,-92.99174
-0.88048167,-0.5034333,495.0023561,-95.93275,-79.26584,-88.98773
-0.87997767,0.03085421,495.0629068,-90.25108,-53.31459,-86.78985
-0.87947367,0.5026398,495.1234576,-87.10518,-56.35301,-90.93703
-0.87896967,-0.04010132,495.1840083,-98.21294,-58.43245,-92.60352
-0.87846567,-0.5032808,495.244559,-96.78099,-52.50513,-90.31036
-0.87796167,0.05734428,495.3051098,-85.50282,-70.25187,-96.24812
-0.87745767,0.499649,495.3656605,-94.79126,-53.11938,-102.6533
-0.87695367,-0.06521805,495.4262113,-95.02805,-55.03763,-92.04205
-0.87644967,-0.498703,495.486762,-83.17679,-59.30742,-92.20314
-0.87594567,0.08273568,495.5473128,-88.72659,-51.91103,-94.61845
-0.87544167,0.4967803,495.6078635,-93.22581,-64.77448,-91.92892
-0.87493767,-0.09335612,495.6684143,-86.1037,-52.97321,-89.86678
-0.87443367,-0.494583,495.728965,-85.51594,-53.71878,-95.73428
-0.87392967,0.1060213,495.7895158,-97.96774,-60.62658,-96.40887
-0.87342567,0.4918058,495.8500665,-89.26849,-51.19855,-92.96214
-0.87292167,-0.1187475,495.9106173,-81.6228,-61.39958,-114.5665
-0.87241767,-0.487228,495.971168,-93.1429,-52.86909,-98.20977
-0.87191367,0.1305277,496.0317188,-91.06763,-52.48917,-101.3293
-0.87140967,0.4854579,496.0922695,-79.72739,-62.37652,-97.04575
-0.87090567,-0.1420026,496.1528202,-85.1416,-50.54668,-92.02728
-0.87040167,-0.4808801,496.213371,-99.037,-58.68677,-95.06939
-0.86989767,0.1569262,496.2739217,-81.80199,-52.80128,-94.80006
-0.86939367,0.4791101,496.3344725,-82.86506,-51.35189,-93.24228
-0.86888967,-0.168157,496.3950232,-102.9598,-65.05553,-94.64301
-0.86838567,-0.4726707,496.455574,-83.1879,-49.96857,-92.68726
-0.86788167,0.1800592,496.5161247,-78.75039,-56.30745,-91.57841
-0.86737767,0.469039,496.5766755,-93.0209,-52.85333,-89.96008
-0.86687367,-0.1894284,496.6372262,-86.34326,-50.20988,-91.08067
-0.86636967,-0.4651021,496.697777,-76.94643,-70.51085,-91.80335
-0.86586567,0.2040773,496.7583277,-84.63668,-49.33289,-91.67754
-0.86536167,0.4600665,496.8188785,-95.79362,-54.19354,-93.9214
-0.86485767,-0.2120731,496.8794292,-78.24945,-52.92621,-93.97724
-0.86435367,-0.454268,496.93998,-80.83946,-49.0938,-96.33452
-0.86384967,0.2278512,497.0005307,-98.29281,-96.25742,-95.86633
-0.86334567,0.4476455,497.0610815,-78.87131,-48.73184,-89.84093
-0.86284167,-0.235847,497.1216322,-75.96825,-52.23388,-98.58887
-0.86233767,-0.441084,497.1821829,-94.13162,-53.16379,-96.48012
-0.86183367,0.2485122,497.2427337,-84.4019,-47.91393,-88.24538
-0.86132967,0.4354381,497.3032844,-74.81142,-68.83122,-92.32599
-0.86082567,-0.2566302,497.3638352,-86.58207,-48.09915,-95.41595
-0.86032167,-0.4289987,497.4243859,-93.06281,-50.37888,-90.98615
-0.85981767,0.2710349,497.4849367,-73.30174,-53.48325,-94.91742
-0.85931367,0.421369,497.5454874,-76.79523,-46.75983,-94.57693
-0.85880967,-0.2797937,497.6060382,-100.8791,-61.61175,-105.6246
-0.85830567,-0.4151738,497.6665889,-73.9254,-47.40741,-99.31067
-0.85780167,0.2909635,497.7271397,-72.59425,-48.56461,-89.40131
-0.85729767,0.4087954,497.7876904,-94.62415,-53.98439,-91.23895
-0.85679367,-0.3011872,497.8482412,-76.08102,-45.56191,-92.86472
-0.85628967,-0.4007385,497.9087919,-69.50972,-56.84688,-93.15695
-0.85578567,0.3112278,497.9693427,-82.15454,-46.67339,-90.23145
-0.85528167,0.3947569,498.0298934,-83.18778,-46.674,-93.6742
-0.85477767,-0.3199866,498.0904442,-68.35896,-54.77144,-98.73982
-0.85427367,-0.3853267,498.1509949,-73.71429,-44.20953,-91.75313
-0.85376967,0.3303934,498.2115456,-96.34923,-53.15643,-95.98717
-0.85326567,0.3776971,498.2720964,-68.10575,-45.84228,-90.93502
-0.85276167,-0.3390301,498.3326471,-68.13981,-44.73097,-91.89648
-0.85225767,-0.3671377,498.3931979,-105.4693,-56.14414,-108.5151
-0.85175367,0.350322,498.4537486,-69.42956,-42.72048,-87.39433
-0.85124967,0.3578905,498.5142994,-64.1108,-49.69391,-101.0499
-0.85074567,-0.3563036,498.5748501,-79.86314,-44.87029,-93.9586
-0.85024167,-0.3507187,498.6354009,-73.68831,-42.54919,-86.16822
-0.84973767,0.3672292,498.6959516,-61.52581,-58.66077,-94.94588
-0.84923367,0.3400983,498.7565024,-68.67818,-40.94736,-88.84309
-0.84872967,-0.3752251,498.8170531,-83.72519,-46.26066,-88.10185
-0.84822567,-0.3319193,498.8776039,-59.96048,-43.60637,-85.88016
-0.84772167,0.3830378,498.9381546,-61.16664,-40.03802,-87.32224
-0.84721767,0.3212073,498.9987054,-102.3947,-65.67902,-96.25822
-0.84671367,-0.3911557,499.0592561,-59.6545,-38.71414,-80.88451
-0.84620967,-0.3117771,499.1198068,-55.50396,-42.53115,-91.09077
-0.84570567,0.4002197,499.1803576,-74.59251,-41.8776,-89.2662
-0.84520167,0.30253,499.2409083,-61.04315,-36.86112,-79.29243
-0.84469767,-0.4079714,499.3014591,-50.60299,-63.21161,-107.9367
-0.84419367,-0.2928556,499.3620098,-59.00115,-35.61649,-79.34155
-0.84368967,0.414655,499.4225606,-65.48344,-37.88093,-82.4017
-0.84318567,0.2821131,499.4831113,-45.93267,-39.06818,-83.38609
-0.84268167,-0.4224067,499.5436621,-47.60764,-32.25452,-64.46408
-0.84217767,-0.2698141,499.6042128,-87.4131,-48.47598,-43.63505
-0.84167367,0.4283578,499.6647636,-40.6233,-30.3718,-29.24133
-0.84116967,0.2609638,499.7253143,-35.77007,-30.59785,-19.70758
-0.84066567,-0.4345836,499.7858651,-56.39093,-32.86059,-13.74014
-0.84016167,-0.2491531,499.8464158,-31.29774,-22.67708,-10.48505
-0.83965767,0.4412977,499.9069666,-15.64477,-31.48377,-9.190449
-0.83915367,0.2388073,499.9675173,-9.715332,-10.51505,-8.958809
-0.83864967,-0.4486526,500.0280681,-9.526772,-10.11975,-8.957735
-0.83814567,-0.2271493,500.0886188,-14.99353,-27.03862,-9.150524
-0.83764167,0.4537187,500.1491695,-29.57891,-22.38314,-10.33809
-0.83713767,0.216773,500.2097203,-62.24605,-35.68747,-13.42875
-0.83663367,-0.4560076,500.270271,-36.03516,-29.46211,-19.17931
-0.83612967,-0.2047487,500.3308218,-39.7313,-30.95652,-28.42638
-0.83562567,0.4631794,500.3913725,-75.71837,-42.34238,-42.4361
-0.83512167,0.1929991,500.4519233,-48.4935,-32.02879,-62.94724
-0.83461767,-0.4679403,500.512474,-45.53839,-41.35588,-82.85823
-0.83411367,-0.180456,500.5730248,-62.71387,-36.61945,-80.0657
-0.83360967,0.4741356,500.6335755,-60.80126,-36.13354,-80.1156
-0.83310567,0.1704764,500.6941263,-50.54039,-50.78645,-95.48097
-0.83260167,-0.477401,500.754677,-59.33053,-36.57499,-80.06744
-0.83209767,-0.1573229,500.8152278,-77.79178,-43.74715,-86.57905
-0.83159367,0.4826197,500.8757785,-55.77379,-41.0653,-83.453
-0.83108967,0.145848,500.9363293,-58.68438,-39.13378,-85.0153
-0.83058567,-0.4852443,500.99688,-97.74278,-59.93594,-94.78644
-0.83008167,-0.1329386,501.0574307,-61.80483,-39.64684,-82.15248
-0.82957767,0.4873196,501.1179815,-59.37805,-45.19175,-96.12014
-0.82907367,0.1208228,501.1785322,-78.44308,-44.54084,-94.67812
-0.82856967,-0.4911039,501.239083,-69.84163,-41.26152,-84.67075
-0.82806567,-0.1101413,501.2996337,-61.34345,-96.23805,-98.46703
-0.82756167,0.4936674,501.3601845,-71.68508,-42.06475,-87.99994
-0.82705767,0.09668264,501.4207352,-82.8798,-46.20104,-92.60441
-0.82655367,-0.4960784,501.481286,-64.36853,-47.59312,-97.81097
-0.82604967,-0.08203375,501.5418367,-68.45803,-42.94867,-86.29692
-0.82554567,0.4989166,501.6023875,-100.2436,-64.31442,-96.48596
-0.82504167,0.07141331,501.6629382,-68.98561,-44.14011,-92.65276
-0.82453767,-0.4998016,501.723489,-67.70692,-46.96204,-87.31209
-0.82403367,-0.05838191,501.7840397,-92.24136,-50.52353,-88.18111
-0.82352967,0.5021515,501.8445905,-75.18755,-44.35361,-90.21516
-0.82302567,0.04702902,501.9051412,-68.13976,-59.65553,-90.72791
-0.82252167,-0.5021821,501.965692,-80.35953,-45.96642,-88.81538
-0.82201767,-0.03213599,502.0262427,-84.57208,-47.62442,-95.16409
-0.82151367,0.5035249,502.0867934,-69.97343,-53.51644,-100.7682
-0.82100967,0.0207831,502.1473442,-75.65079,-45.58077,-93.39236
-0.82050567,-0.505295,502.2078949,-97.33783,-57.49988,-98.24692
-0.82000167,-0.00811792,502.2684457,-72.98631,-47.67956,-90.76749
