Time,Channel A,Frequency,Triangular,Rectangular,Channel A
(ms),(V),(kHz),(dBV),(dBV),(dBV)
,,,,,
-2.54216971,-0.2586139,295.3665435,-104.3345,-86.54472,-93.68347
-2.54166571,0.4347056,295.4270942,-97.248,-91.20416,-92.49706
-2.54116171,0.2504959,295.487645,-93.33937,-81.25288,-92.78289
-2.54065771,-0.4420606,295.5481957,-92.45139,-97.1029,-94.37628
-2.54015371,-0.2363353,295.6087465,-97.14828,-85.11711,-96.54488
-2.53964971,0.4466384,295.6692972,-106.4615,-85.90648,-99.50475
-2.53914571,0.2264779,295.729848,-95.35019,-93.48823,-106.6718
-2.53864171,-0.4525284,295.7903987,-96.80795,-81.6866,-104.3596
-2.53813771,-0.2150639,295.8509494,-113.2416,-94.22683,-98.47988
-2.53763371,0.4568316,295.9115002,-99.2167,-83.48218,-96.63069
-2.53712971,0.2025819,295.9720509,-94.97815,-84.50264,-95.47063
-2.53662571,-0.4637288,296.0326017,-94.3983,-89.26154,-93.65163
-2.53612171,-0.1926634,296.0931524,-98.73244,-83.39186,-92.38272
-2.53561771,0.4674215,296.1537032,-102.2891,-96.05653,-92.64701
-2.53511371,0.1783196,296.2142539,-100.8067,-86.81461,-94.60891
-2.53460971,-0.4741661,296.2748047,-102.0779,-84.33132,-98.08987
-2.53410571,-0.1686453,296.3353554,-103.1509,-95.97019,-102.0585
-2.53360171,0.4770043,296.3959062,-108.5719,-83.06299,-104.2551
-2.53309771,0.1560411,296.4564569,-106.5412,-90.91582,-103.3054
-2.53259371,-0.4808801,296.5170077,-108.6323,-87.03502,-101.3196
-2.53208971,-0.1438948,296.5775584,-122.0025,-84.05061,-99.58527
-2.53158571,0.4857021,296.6381092,-104.414,-106.8177,-98.52532
-2.53108171,0.1348918,296.6986599,-98.32729,-82.92934,-98.96761
-2.53057771,-0.4883572,296.7592106,-96.58382,-89.16589,-101.8751
-2.53007371,-0.1229591,296.8197614,-100.5852,-88.83453,-107.9003
-2.52956971,0.4904324,296.8803121,-110.1606,-83.79989,-107.8664
-2.52906571,0.10889,296.9408629,-98.04378,-99.27469,-100.0084
-2.52856171,-0.491348,297.0014136,-95.93005,-82.64428,-95.55259
-2.52805771,-0.09509568,297.0619644,-97.3719,-87.17497,-93.36524
-2.52755371,0.4950407,297.1225151,-100.6197,-89.7018,-92.7646
-2.52704971,0.0845973,297.1830659,-102.1236,-82.36783,-93.91117
-2.52654571,-0.4996796,297.2436166,-103.2055,-103.2324,-96.90055
-2.52604171,-0.07034516,297.3041674,-101.0717,-83.41599,-98.77716
-2.52553771,0.4992828,297.3647181,-110.0142,-86.72403,-97.68929
-2.52503371,0.0598468,297.4252689,-100.5488,-89.79575,-97.36143
-2.52452971,-0.5003204,297.4858196,-95.55057,-83.7711,-97.31293
-2.52402571,-0.04281747,297.5463704,-96.74223,-91.66586,-96.79266
-2.52352171,0.5026398,297.6069211,-101.4609,-83.67604,-97.7248
-2.52301771,0.03146458,297.6674719,-107.0781,-84.92999,-101.608
-2.52251371,-0.501175,297.7280226,-113.3494,-91.45843,-104.0874
-2.52200971,-0.01818903,297.7885733,-103.0567,-83.1356,-101.2346
-2.52150571,0.5031282,297.8491241,-98.81291,-89.73636,-99.88712
-2.52100171,0.00894192,297.9096748,-100.2644,-84.57061,-99.23758
-2.52049771,-0.5030366,297.9702256,-98.59042,-82.8574,-98.44926
-2.51999371,0.00546281,298.0307763,-97.47812,-90.42037,-98.25553
-2.51948971,0.5056307,298.0913271,-98.81715,-83.07548,-98.80428
-2.51898571,-0.01568651,298.1518778,-100.6284,-89.80099,-99.40804
-2.51848171,-0.504532,298.2124286,-106.5679,-84.75956,-99.35779
-2.51797771,0.03109836,298.2729793,-112.1115,-83.45061,-98.31281
-2.51747371,0.502884,298.3335301,-103.6823,-93.90982,-96.17404
-2.51696971,-0.04358043,298.3940808,-103.8893,-83.56805,-93.84961
-2.51646571,-0.5014191,298.4546316,-98.87386,-89.3084,-92.76682
-2.51596171,0.05908383,298.5151823,-91.38692,-90.39951,-92.06366
-2.51545771,0.5030061,298.5757331,-90.68578,-80.19997,-91.06497
-2.51495371,-0.06796472,298.6362838,-95.91086,-96.4682,-90.37267
-2.51444971,-0.4993133,298.6968346,-100.4953,-81.34474,-90.3917
-2.51394571,0.08212531,298.7573853,-102.5536,-88.1519,-91.20446
-2.51344171,0.4969024,298.817936,-106.6919,-85.14114,-92.94254
-2.51293771,-0.09408856,298.8784868,-102.4184,-82.89117,-95.24125
-2.51243371,-0.4947051,298.9390375,-98.10927,-108.545,-96.82153
-2.51192971,0.1083712,298.9995883,-96.92606,-80.92934,-96.98447
-2.51142571,0.4908292,299.060139,-102.4102,-88.52197,-96.34635
-2.51092171,-0.1178625,299.1206898,-114.1187,-85.22179,-95.60637
-2.51041771,-0.4860073,299.1812405,-107.468,-83.47797,-96.02168
-2.50991371,0.1299173,299.2417913,-102.72,-104.6882,-98.27686
-2.50940971,0.4853359,299.302342,-98.19648,-84.27486,-101.4217
-2.50890571,-0.1432539,299.3628928,-99.41991,-85.33307,-104.6794
-2.50840171,-0.4802698,299.4234435,-103.3537,-88.1216,-104.4342
-2.50789771,0.1568041,299.4839943,-103.9593,-81.65182,-104.8498
-2.50739371,0.4776147,299.544545,-98.62901,-96.47595,-106.2048
-2.50688971,-0.1660207,299.6050958,-97.89196,-82.22209,-101.7097
-2.50638571,-0.4729148,299.6656465,-104.8974,-86.74832,-97.12215
-2.50588171,0.1795709,299.7261972,-110.7553,-88.02262,-94.94693
-2.50537771,0.4698019,299.786748,-105.4665,-83.25909,-94.62259
-2.50487371,-0.1899167,299.8472987,-100.1257,-97.14306,-94.98291
-2.50436971,-0.463332,299.9078495,-96.22748,-83.0531,-95.24766
-2.50386571,0.2049623,299.9684002,-96.74767,-86.91837,-95.42827
-2.50336171,0.4590899,300.028951,-102.5529,-92.71634,-95.03423
-2.50285771,-0.2148198,300.0895017,-105.7234,-83.19835,-94.55514
-2.50235371,-0.4513993,300.1500525,-98.48528,-94.1171,-94.61403
-2.50184971,0.227607,300.2106032,-95.63667,-85.78711,-94.31046
-2.50134571,0.4486221,300.271154,-98.10381,-83.50315,-93.59015
-2.50084171,-0.2364574,300.3317047,-106.978,-94.72476,-93.77759
-2.50033771,-0.4449294,300.3922555,-108.7841,-82.67415,-95.98762
-2.49983371,0.2495193,300.4528062,-102.8855,-88.90735,-101.6816
-2.49932971,0.4369335,300.513357,-103.1367,-84.21506,-110.2412
-2.49882571,-0.2576373,300.5739077,-121.1995,-83.85515,-100.3238
-2.49832171,-0.4283883,300.6344585,-100.5899,-94.85931,-96.94823
-2.49781771,0.2685629,300.6950092,-95.76592,-84.00955,-95.67424
-2.49731371,0.4233528,300.7555599,-94.35223,-86.08052,-94.60207
-2.49680971,-0.2800379,300.8161107,-96.91014,-84.17928,-93.35339
-2.49630571,-0.4155706,300.8766614,-107.426,-83.18925,-91.81294
-2.49580171,0.292581,300.9372122,-106.2186,-96.0902,-90.42894
-2.49529771,0.4104129,300.9977629,-98.68059,-83.07372,-89.70826
-2.49479371,-0.2996918,301.0583137,-93.98632,-88.12257,-89.34447
-2.49428971,-0.4017456,301.1188644,-93.04514,-88.95485,-88.88692
-2.49378571,0.3129673,301.1794152,-93.69862,-81.91911,-88.80248
-2.49328171,0.3924986,301.2399659,-93.88437,-98.06177,-90.08154
-2.49277771,-0.3212378,301.3005167,-94.61546,-84.72717,-93.28404
-2.49227371,-0.385052,301.3610674,-99.83878,-84.66279,-99.17735
-2.49176971,0.3295389,301.4216182,-103.8411,-88.56856,-108.8942
-2.49126571,0.3765679,301.4821689,-95.42276,-80.82376,-99.5836
-2.49076171,-0.3390301,301.5427197,-94.7607,-102.9174,-95.61024
-2.49025771,-0.3672597,301.6032704,-97.54074,-83.78787,-94.19662
-2.48975371,0.3499557,301.6638211,-101.8883,-84.91605,-94.06235
-2.48924971,0.359386,301.7243719,-110.6738,-88.04161,-95.3571
-2.48874571,-0.3592944,301.7849226,-102.0759,-81.91064,-97.69427
-2.48824171,-0.3486129,301.8454734,-99.20146,-98.97273,-99.27251
-2.48773771,0.3677481,301.9060241,-99.4996,-82.89787,-99.28795
-2.48723371,0.3427229,301.9665749,-102.8792,-85.64133,-98.84901
-2.48672971,-0.3738517,302.0271256,-103.1572,-88.06541,-98.57713
-2.48622571,-0.3329264,302.0876764,-101.4279,-83.58603,-98.1047
-2.48572171,0.3847774,302.1482271,-110.284,-95.35969,-97.82388
-2.48521771,0.3209327,302.2087779,-101.7392,-85.15874,-97.97375
-2.48471371,-0.3909116,302.2693286,-96.77441,-84.45329,-98.46775
-2.48420971,-0.3123875,302.3298794,-98.52791,-94.67372,-97.95033
-2.48370571,0.3989685,302.3904301,-102.7396,-82.06914,-97.63255
-2.48320171,0.3045137,302.4509809,-106.1362,-93.07243,-100.019
-2.48269771,-0.4080935,302.5115316,-107.0493,-85.0499,-106.7735
-2.48219371,-0.2913602,302.5720824,-104.6488,-84.3858,-109.8615
-2.48168971,0.4159063,302.6326331,-100.6836,-100.1089,-102.8902
-2.48118571,0.2834864,302.6931838,-99.27506,-81.87213,-97.53447
-2.48068171,-0.4212775,302.7537346,-105.3137,-90.34688,-93.7212
-2.48017771,-0.2700888,302.8142853,-110.649,-85.04082,-91.09666
-2.47967371,0.4290902,302.8748361,-102.0413,-83.59116,-89.72308
-2.47916971,0.2631916,302.9353868,-94.13855,-93.18015,-89.45247
-2.47866571,-0.4332408,302.9959376,-91.36002,-86.01807,-89.72572
-2.47816171,-0.2460402,303.0564883,-92.74525,-85.25948,-90.49149
-2.47765771,0.4420301,303.1170391,-96.47861,-85.78411,-92.81802
-2.47715371,0.240669,303.1775898,-104.2073,-83.34178,-98.55996
-2.47664971,-0.4461806,303.2381406,-103.7561,-102.1262,-105.6477
-2.47614571,-0.2254097,303.2986913,-96.12014,-83.82558,-100.4944
-2.47564171,0.4531083,303.3592421,-93.69743,-83.85887,-98.74207
-2.47513771,0.2149113,303.4197928,-95.97153,-85.0788,-99.79816
-2.47463371,-0.4582354,303.4803436,-112.4781,-82.73018,-103.5371
-2.47412971,-0.2022462,303.5408943,-97.17141,-105.3959,-112.258
-2.47362571,0.465804,303.6014451,-93.84866,-85.63552,-102.4985
-2.47312171,0.1917783,303.6619958,-97.59387,-83.88065,-96.6047
-2.47261771,-0.4680624,303.7225465,-105.2894,-89.83781,-94.81091
-2.47211371,-0.1798456,303.7830973,-98.49706,-81.17623,-95.45676
-2.47160971,0.4742576,303.843648,-97.97237,-95.20233,-96.23656
-2.47110571,0.1684927,303.9041988,-101.0015,-82.57477,-95.72837
-2.47060171,-0.4777673,303.9647495,-106.1837,-84.39232,-95.38171
-2.47009771,-0.1569567,304.0253003,-104.2212,-88.19562,-96.46349
-2.46959371,0.4807276,304.085851,-104.1208,-82.32803,-98.57065
-2.46908971,0.14597,304.1464018,-104.2458,-93.91746,-100.1142
-2.46858571,-0.4856105,304.2069525,-103.3896,-82.76565,-102.0914
-2.46808171,-0.131077,304.2675033,-105.414,-84.93911,-106.8091
-2.46757771,0.4879605,304.328054,-105.6175,-90.91338,-110.8318
-2.46707371,0.121189,304.3886048,-102.8166,-82.73161,-108.0458
-2.46656971,-0.4918363,304.4491555,-104.8724,-90.4736,-108.5754
-2.46606571,-0.1079134,304.5097063,-98.58676,-83.97602,-109.3735
-2.46556171,0.4933012,304.570257,-98.9839,-82.82332,-101.9094
-2.46505771,0.09405804,304.6308077,-110.5724,-93.33403,-96.3026
-2.46455371,-0.4973296,304.6913585,-102.4723,-81.65706,-93.80695
-2.46404971,-0.08401746,304.7519092,-97.04013,-88.44447,-93.58463
-2.46354571,0.4985198,304.81246,-93.67866,-82.11496,-95.52041
-2.46304171,0.0725425,304.8730107,-95.36092,-85.34611,-98.95271
-2.46253771,-0.498703,304.9335615,-105.9333,-97.08646,-101.4134
-2.46203371,-0.0568865,304.9941122,-96.48062,-83.27557,-100.8604
-2.46152971,0.4998932,305.054663,-94.55389,-85.77641,-95.63429
-2.46102571,0.04541154,305.1152137,-98.94176,-84.19272,-91.16245
-2.46052171,-0.5027924,305.1757645,-105.2935,-82.4582,-88.9499
-2.46001771,-0.03173925,305.2363152,-99.58896,-101.0854,-88.34062
-2.45951371,0.5052645,305.296866,-93.71738,-80.75268,-88.75871
-2.45900971,0.01989807,305.3574167,-92.22183,-90.41671,-89.66982
-2.45850571,-0.5035554,305.4179675,-93.9109,-86.00058,-90.83784
-2.45800171,-0.00824,305.4785182,-98.00198,-82.57725,-92.96059
-2.45749771,0.503647,305.539069,-104.9813,-105.7584,-97.25579
-2.45699371,-0.00512711,305.5996197,-113.4636,-82.20676,-102.5917
-2.45648971,-0.5042878,305.6601704,-100.4316,-87.91946,-100.583
-2.45598571,0.01852474,305.7207212,-96.10633,-86.48689,-97.17159
-2.45548171,0.5048677,305.7812719,-97.52865,-82.87256,-94.38567
-2.45497771,-0.03024384,305.8418227,-98.70859,-98.67682,-92.14912
-2.45447371,-0.5062715,305.9023734,-95.64481,-81.68633,-91.06326
-2.45396971,0.04330577,305.9629242,-95.76905,-88.16176,-90.9169
-2.45346571,0.5015107,306.0234749,-95.77933,-89.51224,-90.83248
-2.45296171,-0.05575732,306.0840257,-98.5593,-82.08794,-91.02876
-2.45245771,-0.4989471,306.1445764,-102.4402,-100.8926,-92.39445
-2.45195371,0.06881924,306.2051272,-101.3449,-83.98895,-95.59631
-2.45144971,0.500412,306.2656779,-100.347,-84.12704,-101.8024
-2.45094571,-0.08017212,306.3262287,-103.3488,-88.58113,-114.5853
-2.45044171,-0.4962004,306.3867794,-106.5832,-82.06051,-112.8119
-2.44993771,0.0933256,306.4473302,-96.77327,-95.46603,-109.951
-2.44943371,0.4944304,306.5078809,-98.44143,-85.17178,-109.7456
-2.44892971,-0.106296,306.5684316,-104.7981,-83.92715,-109.1181
-2.44842571,-0.4892422,306.6289824,-100.6748,-93.16382,-117.2495
-2.44792171,0.1189611,306.6895331,-102.615,-81.55453,-107.7926
-2.44741771,0.4913175,306.7500839,-104.7263,-92.34715,-101.2891
-2.44691371,-0.1298257,306.8106346,-105.5369,-84.52219,-99.3423
-2.44640971,-0.4832606,306.8711854,-106.3394,-83.04039,-99.05199
-2.44590571,0.14185,306.9317361,-108.4141,-93.40829,-98.65974
-2.44540171,0.4814905,306.9922869,-102.5693,-81.70829,-96.29301
-2.44489771,-0.1543321,307.0528376,-99.82743,-90.4621,-93.83139
-2.44439371,-0.4780419,307.1133884,-99.32655,-84.42608,-92.75143
-2.44388971,0.1671194,307.1739391,-97.05688,-82.83337,-93.52303
-2.44338571,0.4746544,307.2344899,-94.83939,-90.82298,-96.32152
-2.44288171,-0.1774957,307.2950406,-97.9585,-83.42332,-98.9816
-2.44237771,-0.4683371,307.3555914,-105.2603,-89.46125,-98.54257
-2.44187371,0.1912595,307.4161421,-95.35,-86.23862,-98.07532
-2.44136971,0.4640644,307.4766929,-95.2504,-82.76871,-97.38528
-2.44086571,-0.2007508,307.5372436,-102.015,-105.5697,-95.54607
-2.44036171,-0.4588763,307.5977943,-108.7086,-82.3896,-94.18426
-2.43985771,0.214423,307.6583451,-105.2833,-87.87068,-94.03148
-2.43935371,0.4548479,307.7188958,-103.7402,-87.43736,-94.92168
-2.43884971,-0.2260201,307.7794466,-99.06765,-82.21179,-96.84796
-2.43834571,-0.4470351,307.8399973,-96.71844,-99.86222,-100.8989
-2.43784171,0.2390515,307.9005481,-98.75244,-82.88441,-109.7955
-2.43733771,0.4435255,307.9610988,-126.9943,-86.17593,-116.5025
-2.43683371,-0.2482986,308.0216496,-98.29395,-87.659,-104.2573
-2.43632971,-0.4376965,308.0822003,-95.3255,-81.59563,-98.77713
-2.43582571,0.2593463,308.1427511,-98.05322,-107.718,-95.59204
-2.43532171,0.4292123,308.2033018,-106.6973,-83.03707,-94.01371
-2.43481771,-0.2690817,308.2638526,-119.0948,-86.53496,-94.07037
-2.43431371,-0.4233833,308.3244033,-103.5569,-88.10475,-95.97176
-2.43380971,0.2803735,308.3849541,-99.39208,-84.14223,-98.71243
-2.43330571,0.4141667,308.4455048,-101.6908,-93.91628,-101.1645
-2.43280171,-0.2904752,308.5060556,-98.67278,-84.74854,-103.3648
-2.43229771,-0.4078494,308.5666063,-98.67213,-83.34485,-104.5681
-2.43179371,0.3053987,308.627157,-108.3635,-90.55734,-102.9897
-2.43128971,0.4011048,308.6877078,-106.0697,-81.85947,-101.1195
-2.43078571,-0.31077,308.7482585,-105.6289,-94.40024,-100.6491
-2.43028171,-0.39317,308.8088093,-111.9338,-84.02175,-100.8138
-2.42977771,0.3225501,308.86936,-99.64743,-84.14807,-99.82518
-2.42927371,0.3842891,308.9299108,-97.94537,-91.15991,-98.64914
-2.42876971,-0.3311869,308.9904615,-102.3545,-82.55191,-98.22742
-2.42826571,-0.3757439,309.0510123,-109.8532,-91.05081,-99.53273
-2.42776171,0.3415937,309.111563,-108.5123,-84.37043,-105.0468
-2.42725771,0.3678701,309.1721138,-110.5167,-84.34757,-105.7333
-2.42675371,-0.3492233,309.2326645,-109.2446,-96.12708,-97.90456
-2.42624971,-0.3590503,309.2932153,-101.1544,-83.13618,-93.99247
-2.42574571,0.3610035,309.353766,-97.33224,-87.7197,-91.96194
-2.42524171,0.3478194,309.4143168,-94.6341,-84.05919,-91.57574
-2.42473771,-0.3672597,309.4748675,-93.5694,-84.98756,-92.42512
-2.42423371,-0.3381451,309.5354182,-96.81741,-98.07182,-94.05171
-2.42372971,0.3758354,309.595969,-106.9865,-82.95604,-97.69238
-2.42322571,0.3311563,309.6565197,-98.1489,-87.11946,-109.2619
-2.42272171,-0.3844417,309.7170705,-99.91415,-87.12405,-105.0663
-2.42221771,-0.3229774,309.7776212,-101.1377,-83.51711,-98.17426
-2.42171371,0.3910031,309.838172,-97.25809,-96.01695,-95.35373
-2.42120971,0.3136082,309.8987227,-100.3844,-82.05849,-94.41509
-2.42070571,-0.4003723,309.9592735,-107.5049,-85.73634,-94.8825
-2.42020171,-0.3004547,310.0198242,-101.004,-87.67264,-95.39204
-2.41969771,0.4086733,310.080375,-98.4574,-81.50932,-94.66926
-2.41919371,0.288583,310.1409257,-105.8202,-100.2656,-93.77571
-2.41868971,-0.4150517,310.2014765,-98.64055,-82.35108,-93.56337
-2.41818571,-0.2801599,310.2620272,-92.71099,-84.1498,-93.73077
-2.41768171,0.4228645,310.322578,-92.63915,-84.72942,-93.23241
-2.41717771,0.2717978,310.3831287,-99.33624,-83.77724,-92.79214
-2.41667371,-0.4293649,310.4436795,-99.72359,-117.8082,-94.15533
-2.41616971,-0.2601092,310.5042302,-94.06741,-85.94353,-95.8175
-2.41566571,0.4339427,310.5647809,-96.24419,-83.99817,-93.59283
-2.41516171,0.2502518,310.6253317,-98.90334,-89.92407,-91.29342
-2.41465771,-0.4415723,310.6858824,-97.62312,-83.11562,-90.39707
-2.41415371,-0.2393261,310.7464332,-100.3239,-91.41608,-90.22986
-2.41364971,0.4467604,310.8069839,-98.20076,-83.80248,-90.4417
-2.41314571,0.2271187,310.8675347,-95.91731,-85.20613,-90.7524
-2.41264171,-0.4528947,310.9280854,-95.75673,-103.1165,-90.73203
-2.41213771,-0.2148198,310.9886362,-98.16105,-81.54109,-91.01308
-2.41163371,0.4598224,311.0491869,-99.2487,-90.1571,-92.58355
-2.41112971,0.2064577,311.1097377,-97.4176,-85.77954,-94.15524
-2.41062571,-0.4615925,311.1702884,-98.767,-81.51897,-93.42465
-2.41012171,-0.1924192,311.2308392,-101.0292,-96.91437,-92.14407
-2.40961771,0.4698019,311.2913899,-93.76572,-80.01041,-91.18268
-2.40911371,0.180578,311.3519407,-94.16672,-90.81071,-90.30865
-2.40860971,-0.4718162,311.4124914,-96.65376,-83.66124,-89.59629
-2.40810571,-0.167272,311.4730421,-96.74438,-83.88634,-89.48281
-2.40760171,0.4778893,311.5335929,-96.9716,-93.61182,-90.10789
-2.40709771,0.1575366,311.5941436,-98.4592,-82.66661,-91.19768
-2.40659371,-0.481521,311.6546944,-101.3138,-88.49574,-92.77477
-2.40608971,-0.1430097,311.7152451,-101.3687,-86.11082,-94.85068
-2.40558571,0.4849696,311.7757959,-102.2356,-82.74955,-97.7029
-2.40508171,0.1346477,311.8363466,-103.4454,-115.8332,-101.1263
-2.40457771,-0.4884793,311.8968974,-101.8041,-81.56371,-100.0101
-2.40407371,-0.1187475,311.9574481,-107.3431,-87.99631,-95.24294
-2.40356971,0.490585,312.0179989,-101.4242,-86.01724,-92.35286
-2.40306571,0.1093783,312.0785496,-93.08501,-84.32762,-90.82748
-2.40256171,-0.4942167,312.1391004,-90.29755,-91.80312,-89.61922
-2.40205771,-0.09460738,312.1996511,-91.45172,-80.78751,-88.77942
-2.40155371,0.4974212,312.2602019,-97.26341,-86.93382,-88.7794
-2.40104971,0.08499405,312.3207526,-99.87766,-87.2004,-89.65907
-2.40054571,-0.4994354,312.3813034,-97.78359,-81.99463,-91.15675
-2.40004171,-0.06970428,312.4418541,-97.87053,-110.9828,-92.35822
-2.39953771,0.499527,312.5024048,-99.14334,-83.69086,-92.44228
-2.39903371,0.05883969,312.5629556,-100.8702,-85.1931,-92.29514
-2.39852971,-0.5003204,312.6235063,-102.1671,-89.17278,-92.55124
-2.39802571,-0.04644917,312.6840571,-101.8018,-82.61499,-92.98621
-2.39752171,0.5038911,312.7446078,-99.12194,-95.09364,-93.31031
-2.39701771,0.03332621,312.8051586,-97.72628,-84.2373,-93.28784
-2.39651371,-0.5027924,312.8657093,-100.8914,-83.84677,-92.77432
-2.39600971,-0.01770074,312.9262601,-104.5327,-92.8154,-92.38227
-2.39550571,0.5038911,312.9868108,-101.7285,-81.64377,-92.88143
-2.39500171,0.00546281,313.0473616,-96.90131,-89.59589,-94.39761
-2.39449771,-0.5031587,313.1079123,-95.12816,-82.07413,-97.42014
-2.39399371,0.00469985,313.1684631,-96.60027,-85.35315,-101.8089
-2.39348971,0.5058748,313.2290138,-104.1922,-94.28497,-101.6346
-2.39298571,-0.01794488,313.2895646,-100.3394,-82.70393,-97.44903
-2.39248171,-0.5034333,313.3501153,-93.92373,-86.84724,-93.20161
-2.39197771,0.03134251,313.4106661,-93.0836,-82.30144,-89.98198
-2.39147371,0.5019074,313.4712168,-93.87617,-83.94604,-87.95287
-2.39096971,-0.04321421,313.5317675,-93.32528,-91.92521,-86.9596
-2.39046571,-0.5000458,313.5923183,-93.48201,-81.99567,-87.0583
-2.38996171,0.05636769,313.652869,-94.16634,-90.93838,-88.40156
-2.38945771,0.5010224,313.7134198,-95.17175,-86.53783,-91.34879
-2.38895371,-0.0680868,313.7739705,-98.12532,-82.2533,-97.70337
-2.38844971,-0.4974517,313.8345213,-106.2395,-98.22121,-113.8245
-2.38794571,0.08124027,313.895072,-101.2032,-82.31874,-96.86719
-2.38744171,0.4980316,313.9556228,-93.43086,-88.80845,-93.23355
-2.38693771,-0.09460738,314.0161735,-91.1919,-87.6591,-91.92941
-2.38643371,-0.4949492,314.0767243,-92.77522,-80.92935,-91.6801
-2.38592971,0.1048921,314.137275,-96.76525,-96.45486,-92.44347
-2.38542571,0.4916837,314.1978258,-99.42079,-82.51598,-93.81336
-2.38492171,-0.1173742,314.2583765,-99.88289,-87.37159,-95.28265
-2.38441771,-0.4887234,314.3189273,-102.3383,-87.57702,-97.53252
-2.38391371,0.1301614,314.379478,-114.5589,-82.40772,-100.6158
-2.38340971,0.486465,314.4400287,-101.1062,-97.24499,-102.0715
-2.38290571,-0.1405072,314.5005795,-99.49973,-81.83044,-101.9526
-2.38240171,-0.4817652,314.5611302,-109.2456,-86.49316,-101.5062
-2.38189771,0.1547899,314.621681,-98.9463,-86.84371,-99.38535
-2.38139371,0.4773705,314.6822317,-96.69022,-83.78899,-96.43863
-2.38088971,-0.1679128,314.7427825,-100.5889,-95.64549,-94.9445
-2.38038571,-0.4730674,314.8033332,-97.98638,-84.51613,-94.44411
-2.37988171,0.180578,314.863884,-95.0304,-83.12358,-93.60632
-2.37937771,0.4683065,314.9244347,-95.41931,-87.73948,-92.73438
-2.37887371,-0.1908017,314.9849855,-96.37077,-83.13416,-92.66911
-2.37836971,-0.464217,315.0455362,-98.74361,-91.1095,-93.29851
-2.37786571,0.2025819,315.106087,-106.7027,-83.43902,-94.06516
-2.37736171,0.4604633,315.1666377,-109.7559,-83.75416,-94.05583
-2.37685771,-0.2138127,315.2271885,-110.9177,-91.35349,-93.65947
-2.37635371,-0.4524064,315.2877392,-97.19254,-81.87504,-93.69362
-2.37584971,0.2244942,315.34829,-94.15088,-91.45835,-93.87605
-2.37534571,0.4508805,315.4088407,-95.7265,-84.07108,-93.98848
-2.37484171,-0.2377087,315.4693914,-101.1095,-83.99034,-94.49928
-2.37433771,-0.4416944,315.5299422,-110.3236,-94.06079,-96.35802
-2.37383371,0.2490005,315.5904929,-105.6888,-82.79684,-99.93616
-2.37332971,0.4374218,315.6510437,-103.6668,-88.93787,-100.8377
-2.37282571,-0.258858,315.7115944,-110.3448,-84.47395,-97.04819
-2.37232171,-0.4312266,315.7721452,-102.1984,-83.37666,-94.67431
-2.37181771,0.2682882,315.8326959,-93.24008,-91.4956,-94.18031
-2.37131371,0.4228645,315.8932467,-91.70849,-86.01218,-94.09084
-2.37080971,-0.2792749,315.9537974,-96.80032,-86.0775,-93.75621
-2.37030571,-0.4150517,316.0143482,-124.5812,-87.94795,-94.55254
-2.36980171,0.2912076,316.0748989,-105.9454,-82.07945,-97.60321
-2.36929771,0.4084292,316.1354497,-110.2792,-106.1843,-102.4964
-2.36879371,-0.2994476,316.1960004,-121.1932,-82.64986,-107.4401
-2.36828971,-0.4003723,316.2565512,-114.4779,-85.76179,-108.8381
-2.36778571,0.313242,316.3171019,-105.914,-87.88301,-105.8376
-2.36728171,0.3947569,316.3776527,-102.9887,-81.4375,-103.0011
-2.36677771,-0.3202307,316.4382034,-104.3623,-112.4728,-99.61963
-2.36627371,-0.3846858,316.4987541,-100.562,-82.55371,-96.16978
-2.36576971,0.3326518,316.5593049,-96.74995,-85.87714,-93.72013
-2.36526571,0.3763237,316.6198556,-94.69918,-90.87518,-91.80587
-2.36476171,-0.3382671,316.6804064,-94.11353,-80.51468,-90.55521
-2.36425771,-0.3687552,316.7409571,-96.15467,-114.3384,-90.47591
-2.36375371,0.3487045,316.8015079,-100.8773,-83.26733,-91.72783
-2.36324971,0.3621326,316.8620586,-98.54782,-84.73718,-94.46141
-2.36274571,-0.3570666,316.9226094,-97.84248,-88.60722,-97.70387
-2.36224171,-0.3498337,316.9831601,-104.6848,-82.13001,-96.86812
-2.36173771,0.3663747,317.0437109,-103.5221,-94.49578,-96.20754
-2.36123371,0.3434553,317.1042616,-97.61876,-84.91763,-97.59912
-2.36072971,-0.3764763,317.1648124,-97.55035,-82.34696,-99.49036
-2.36022571,-0.3310648,317.2253631,-108.1517,-90.80519,-100.8723
-2.35972171,0.3838008,317.2859139,-105.4974,-81.03898,-99.8817
-2.35921771,0.3216956,317.3464646,-101.7419,-93.91472,-97.77569
-2.35871371,-0.3912778,317.4070153,-97.03528,-83.89871,-96.04251
-2.35820971,-0.3121433,317.4675661,-96.49922,-82.60767,-94.83337
-2.35770571,0.3997314,317.5281168,-99.81749,-90.44601,-94.23313
-2.35720171,0.3024079,317.5886676,-107.9456,-82.13531,-94.26852
-2.35669771,-0.4058352,317.6492183,-101.7995,-91.74847,-95.40117
-2.35619371,-0.2898648,317.7097691,-98.45253,-85.26321,-97.21861
-2.35568971,0.4151433,317.7703198,-100.8684,-82.89566,-98.08069
-2.35518571,0.281869,317.8308706,-106.6605,-97.3765,-99.17446
-2.35468171,-0.4212775,317.8914213,-108.6423,-82.28459,-102.3783
-2.35417771,-0.2693259,317.9519721,-107.5977,-87.55765,-104.414
