Time,Channel A,Frequency,Rectangular,Hann,Flat-top
(ms),(V),(kHz),(dBV),(dBV),(dBV)
,,,,,
-3.68398615,0.4991607,158.158551,-84.13539,-107.4793,-88.70831
-3.68348215,0.4981536,158.2191017,-79.67567,-95.96667,-89.38702
-3.68297815,0.5007782,158.2796524,-81.4721,-89.61243,-93.0233
-3.68247415,0.499527,158.3402032,-81.06786,-88.40862,-99.84018
-3.68197015,0.5025178,158.4007539,-82.23362,-91.99818,-102.9364
-3.68146615,0.503647,158.4613047,-92.93148,-90.62926,-100.6069
-3.68096215,0.5005341,158.5218554,-85.22576,-94.87456,-96.19844
-3.68045815,0.5017853,158.5824062,-81.68616,-106.4648,-89.03706
-3.67995415,0.4990387,158.6429569,-75.96898,-90.19772,-76.94187
-3.67945015,0.5002899,158.7035077,-88.8013,-92.56718,-65.93986
-3.67894615,0.5015107,158.7640584,-69.02172,-82.25434,-58.32932
-3.67844215,0.502884,158.8246092,-72.08894,-82.8027,-53.76427
-3.67793815,0.4997711,158.8851599,-64.96191,-60.76372,-51.5621
-3.67743415,0.4998932,158.9457107,-57.54873,-53.19266,-50.89586
-3.67693015,0.5009003,159.0062614,-50.67572,-50.85083,-50.81921
-3.67642615,0.5011445,159.0668122,-56.64456,-52.70024,-50.83015
-3.67592215,0.500412,159.1273629,-66.46696,-59.27437,-51.37664
-3.67541815,0.5013886,159.1879137,-75.71156,-75.05446,-53.35154
-3.67491415,0.5005341,159.2484644,-68.18695,-82.64175,-57.53585
-3.67441015,0.5011445,159.3090151,-74.14905,-98.81487,-64.66425
-3.67390615,0.5017853,159.3695659,-73.82021,-90.77534,-75.91319
-3.67340215,0.5023957,159.4301166,-69.9478,-93.51691,-94.82441
-3.67289815,0.4986725,159.4906674,-83.12054,-93.77097,-103.8203
-3.67239415,0.5012665,159.5512181,-70.94922,-93.91511,-100.9182
-3.67189015,0.5021515,159.6117689,-78.58046,-93.26459,-100.4521
-3.67138615,0.4992828,159.6723196,-76.48424,-107.5561,-100.8312
-3.67088215,0.5006561,159.7328704,-76.29433,-97.23967,-99.21721
-3.67037815,0.5009003,159.7934211,-91.23474,-120.4283,-111.2602
-3.66987415,0.5002899,159.8539719,-79.06505,-99.4707,-106.3459
-3.66937015,0.5026398,159.9145226,-81.92415,-108.3791,-106.1584
-3.66886615,0.5015107,159.9750734,-93.68568,-99.99722,-97.70827
-3.66836215,0.4989166,160.0356241,-80.78785,-105.53,-94.64588
-3.66785815,0.4997711,160.0961749,-84.10988,-97.23977,-95.45579
-3.66735415,0.5010224,160.1567256,-84.83946,-91.52139,-96.60996
-3.66685015,0.5007782,160.2172763,-79.14231,-93.49266,-94.29559
-3.66634615,0.5000153,160.2778271,-85.13326,-104.0605,-91.90895
-3.66584215,0.4985198,160.3383778,-83.23524,-102.6448,-92.58313
-3.66533815,0.5026398,160.3989286,-82.5359,-98.78629,-98.89302
-3.66483415,0.5019074,160.4594793,-102.5953,-91.29721,-106.41
-3.66433015,0.5010224,160.5200301,-86.80871,-99.25177,-100.9973
-3.66382615,0.5019074,160.5805808,-83.54332,-90.89123,-95.80245
-3.66332215,0.5006561,160.6411316,-75.7282,-94.56442,-79.18168
-3.66281815,0.5020295,160.7016823,-84.41978,-98.35427,-66.80323
-3.66231415,0.5016328,160.7622331,-69.21716,-82.00029,-58.76475
-3.66181015,0.5012665,160.8227838,-73.172,-84.71449,-54.01374
-3.66130615,0.5016328,160.8833346,-64.77325,-61.17923,-51.71119
-3.66080215,0.5023957,160.9438853,-58.12135,-53.41114,-50.99314
-3.66029815,0.5023957,161.0044361,-50.7674,-50.94199,-50.89876
-3.65979415,0.5022736,161.0649868,-56.32251,-52.66826,-50.89927
-3.65929015,0.4997711,161.1255376,-66.98727,-59.06613,-51.41877
-3.65878615,0.4992828,161.1860883,-74.63779,-74.14515,-53.34867
-3.65828215,0.4985198,161.246639,-67.93385,-83.19579,-57.47343
-3.65777815,0.5001678,161.3071898,-75.20071,-97.09274,-64.51125
-3.65727415,0.4998932,161.3677405,-72.73521,-91.11835,-75.5374
-3.65677015,0.5006561,161.4282913,-70.82554,-98.57637,-91.31491
-3.65626615,0.5005341,161.488842,-83.80409,-102.545,-90.54513
-3.65576215,0.4994049,161.5493928,-71.47204,-94.42649,-90.55759
-3.65525815,0.4991607,161.6099435,-77.94287,-91.20816,-91.47778
-3.65475415,0.4998932,161.6704943,-77.08064,-96.80352,-90.54565
-3.65425015,0.5012665,161.731045,-75.1905,-113.1503,-89.74328
-3.65374615,0.4992828,161.7915958,-89.42471,-101.7841,-91.18759
-3.65324215,0.5006561,161.8521465,-77.39499,-94.35429,-94.11111
-3.65273815,0.4998932,161.9126973,-82.80444,-94.69377,-94.92367
-3.65223415,0.5017853,161.973248,-88.0247,-108.7277,-96.37424
-3.65173015,0.5001678,162.0337988,-81.61068,-94.33185,-103.5434
-3.65122615,0.5023957,162.0943495,-82.53215,-95.04387,-102.3147
-3.65072215,0.5013886,162.1549003,-84.77326,-119.3205,-95.59212
-3.65021815,0.5023957,162.215451,-79.32015,-94.67411,-95.07922
-3.64971415,0.4998932,162.2760017,-84.3421,-93.23286,-96.27837
-3.64921015,0.4989166,162.3365525,-82.25089,-97.25768,-94.10252
-3.64870615,0.4979095,162.3971032,-82.46319,-97.66092,-90.40509
-3.64820215,0.4994049,162.457654,-90.02226,-111.428,-88.51266
-3.64769815,0.499649,162.5182047,-84.56253,-90.69894,-88.6362
-3.64719415,0.499649,162.5787555,-83.48773,-86.22371,-91.77727
-3.64669015,0.5040132,162.6393062,-76.52435,-100.5708,-83.59325
-3.64618615,0.5001678,162.699857,-83.35445,-100.7885,-67.90205
-3.64568215,0.5013886,162.7604077,-69.6125,-81.11938,-59.27182
-3.64517815,0.4991607,162.8209585,-73.85368,-89.81422,-54.32112
-3.64467415,0.499527,162.8815092,-64.63355,-61.73471,-51.92486
-3.64417015,0.4992828,162.94206,-58.78502,-53.6927,-51.16181
-3.64366615,0.5012665,163.0026107,-50.92759,-51.08105,-51.05005
-3.64316215,0.5020295,163.0631615,-56.02995,-52.68312,-51.03253
-3.64265815,0.4990387,163.1237122,-67.58707,-58.92474,-51.51201
-3.64215415,0.5023957,163.1842629,-73.38104,-73.54369,-53.38161
-3.64165015,0.5002899,163.2448137,-67.92607,-83.66759,-57.43657
-3.64114615,0.4977874,163.3053644,-76.74254,-98.3233,-64.40489
-3.64064215,0.5005341,163.3659152,-72.55798,-93.09732,-75.29089
-3.64013815,0.5016328,163.4264659,-71.16119,-97.78507,-90.61884
-3.63963415,0.5009003,163.4870167,-80.86293,-90.20625,-98.21708
-3.63913015,0.5019074,163.5475674,-71.43632,-95.15799,-99.72655
-3.63862615,0.5011445,163.6081182,-78.401,-103.4148,-100.7428
-3.63812215,0.5013886,163.6686689,-75.75273,-99.96486,-104.2987
-3.63761815,0.5026398,163.7292197,-75.85365,-105.9407,-98.17136
-3.63711415,0.5000153,163.7897704,-86.88353,-97.16296,-96.19345
-3.63661015,0.5009003,163.8503212,-78.14028,-93.38558,-98.52991
-3.63610615,0.5019074,163.9108719,-84.2928,-95.27164,-102.9441
-3.63560215,0.5013886,163.9714227,-92.14362,-98.93924,-103.5574
-3.63509815,0.5030061,164.0319734,-80.97275,-98.52339,-98.06802
-3.63459415,0.5002899,164.0925242,-83.51311,-102.994,-94.2862
-3.63409015,0.500412,164.1530749,-86.09311,-98.53888,-92.96257
-3.63358615,0.5013886,164.2136256,-78.75578,-92.45889,-93.27499
-3.63308215,0.4994049,164.2741764,-85.71053,-93.6888,-93.57503
-3.63257815,0.4992828,164.3347271,-80.96558,-93.11327,-92.55463
-3.63207415,0.4991607,164.3952779,-84.31724,-99.08594,-93.82779
-3.63157015,0.5027619,164.4558286,-102.8811,-96.42976,-99.74502
-3.63106615,0.5006561,164.5163794,-85.15282,-95.32406,-108.3577
-3.63056215,0.500412,164.5769301,-82.69733,-94.52805,-93.68493
-3.63005815,0.5010224,164.6374809,-77.29308,-89.36342,-79.15216
-3.62955415,0.5002899,164.6980316,-82.15866,-88.49677,-67.30325
-3.62905015,0.5006561,164.7585824,-69.36761,-84.81819,-59.24729
-3.62854615,0.5005341,164.8191331,-75.43326,-88.93623,-54.39472
-3.62804215,0.5002899,164.8796839,-64.51789,-62.19885,-52.0012
-3.62753815,0.5016328,164.9402346,-59.5496,-53.98527,-51.23888
-3.62703415,0.5013886,165.0007854,-51.09253,-51.22615,-51.15169
-3.62653015,0.5026398,165.0613361,-55.74339,-52.68163,-51.15826
-3.62602615,0.5000153,165.1218868,-68.47896,-58.74118,-51.62677
-3.62552215,0.5012665,165.1824376,-72.52361,-73.03284,-53.4482
-3.62501815,0.5009003,165.2429883,-68.17747,-82.59808,-57.42896
-3.62451415,0.5002899,165.3035391,-77.41585,-92.44298,-64.3035
-3.62401015,0.5005341,165.3640898,-72.03948,-90.96994,-75.13493
-3.62350615,0.5032502,165.4246406,-71.63453,-93.49031,-90.11085
-3.62300215,0.5000153,165.4851913,-82.94177,-97.79404,-89.41189
-3.62249815,0.5011445,165.5457421,-71.62835,-94.24382,-89.23657
-3.62199415,0.5016328,165.6062928,-78.57032,-91.85428,-90.4678
-3.62149015,0.4989166,165.6668436,-75.92884,-97.95847,-90.54326
-3.62098615,0.5010224,165.7273943,-75.27332,-97.83093,-91.22636
-3.62048215,0.5026398,165.7879451,-85.82722,-92.0318,-93.61772
-3.61997815,0.5019074,165.8484958,-78.30561,-95.02941,-92.44762
-3.61947415,0.5016328,165.9090466,-83.81794,-110.0242,-89.84879
-3.61897015,0.5010224,165.9695973,-87.57793,-98.41118,-89.4265
-3.61846615,0.5016328,166.0301481,-81.30707,-95.29453,-89.6597
-3.61796215,0.5007782,166.0906988,-84.429,-93.4763,-88.5936
-3.61745815,0.5015107,166.1512495,-83.15512,-91.59694,-87.04443
-3.61695415,0.502884,166.2118003,-81.33717,-91.40646,-86.56473
-3.61645015,0.5017853,166.272351,-87.4665,-90.03291,-87.79955
-3.61594615,0.5016328,166.3329018,-81.4849,-89.12547,-90.80812
-3.61544215,0.500412,166.3934525,-82.99095,-95.7579,-94.14033
-3.61493815,0.5009003,166.4540033,-99.46903,-93.69354,-97.73876
-3.61443415,0.4991607,166.514554,-85.20158,-92.98506,-98.76053
-3.61393015,0.5015107,166.5751048,-80.64665,-101.2635,-89.42196
-3.61342615,0.5002899,166.6356555,-78.89756,-90.70225,-78.35677
-3.61292215,0.5006561,166.6962063,-81.46362,-88.21846,-67.30328
-3.61241815,0.5013886,166.756757,-69.66004,-85.34654,-59.3676
-3.61191415,0.5005341,166.8173078,-77.67,-89.62403,-54.51017
-3.61141015,0.499527,166.8778585,-64.50599,-62.4802,-52.08833
-3.61090615,0.5027619,166.9384093,-60.19145,-54.16401,-51.30522
-3.61040215,0.499527,166.99896,-51.1972,-51.31515,-51.2163
-3.60989815,0.5013886,167.0595108,-55.48576,-52.67875,-51.22587
-3.60939415,0.4991607,167.1200615,-68.94826,-58.62411,-51.67636
-3.60889015,0.4982757,167.1806122,-71.60547,-72.65367,-53.44784
-3.60838615,0.5017853,167.241163,-68.05442,-82.47402,-57.33344
-3.60788215,0.5013886,167.3017137,-78.29712,-91.97316,-63.9903
-3.60737815,0.5006561,167.3622645,-71.61028,-92.05703,-74.00061
-3.60687415,0.5012665,167.4228152,-71.30108,-94.56997,-86.20213
-3.60637015,0.5001678,167.483366,-79.2039,-93.55976,-91.86234
-3.60586615,0.5013886,167.5439167,-71.83083,-96.4856,-91.02082
-3.60536215,0.4997711,167.6044675,-79.642,-95.00017,-91.27441
-3.60485815,0.5020295,167.6650182,-74.92921,-95.80194,-94.91
-3.60435414,0.4997711,167.725569,-76.47136,-93.92818,-101.8111
-3.60385014,0.5000153,167.7861197,-86.49487,-94.16426,-102.6912
-3.60334614,0.5017853,167.8466705,-78.65636,-96.52557,-96.28547
-3.60284214,0.5030061,167.9072212,-83.97095,-105.1575,-92.21066
-3.60233814,0.4994049,167.967772,-87.30439,-101.5561,-92.93247
-3.60183414,0.5006561,168.0283227,-81.41292,-92.87933,-100.4878
-3.60133014,0.4990387,168.0888734,-83.08229,-92.70258,-103.3602
-3.60082614,0.499527,168.1494242,-82.31503,-102.7155,-99.16131
-3.60032214,0.5026398,168.2099749,-78.39454,-90.39349,-100.3537
-3.59981814,0.5027619,168.2705257,-84.76577,-88.86598,-99.70293
-3.59931414,0.5027619,168.3310764,-82.94463,-96.2285,-100.4064
-3.59881014,0.5022736,168.3916272,-84.17233,-107.8905,-109.2484
-3.59830614,0.5013886,168.4521779,-99.24033,-107.055,-93.25814
-3.59780214,0.5006561,168.5127287,-86.24314,-90.77007,-89.544
-3.59729814,0.500412,168.5732794,-86.81441,-84.66356,-90.55331
-3.59679414,0.500412,168.6338302,-77.70058,-88.16208,-84.06651
-3.59629014,0.5012665,168.6943809,-80.33996,-92.95702,-68.97708
-3.59578614,0.4997711,168.7549317,-70.03793,-84.15913,-60.09579
-3.59528214,0.4989166,168.8154824,-78.35474,-98.96597,-54.89994
-3.59477814,0.500412,168.8760332,-64.44698,-63.13276,-52.3113
-3.59427414,0.5007782,168.9365839,-60.99215,-54.48351,-51.43903
-3.59377014,0.5007782,168.9971347,-51.39641,-51.44966,-51.31442
-3.59326614,0.5022736,169.0576854,-55.22803,-52.63243,-51.31111
-3.59276214,0.5013886,169.1182361,-70.26311,-58.30972,-51.73071
-3.59225814,0.5005341,169.1787869,-71.50352,-71.58005,-53.43681
-3.59175414,0.4998932,169.2393376,-68.45976,-83.35769,-57.22737
-3.59125014,0.5010224,169.2998884,-79.2747,-89.4447,-63.79707
-3.59074614,0.5013886,169.3604391,-71.40859,-93.94276,-74.03989
-3.59024214,0.5013886,169.4209899,-71.76395,-97.20218,-89.44421
-3.58973814,0.5001678,169.4815406,-78.8537,-95.44762,-105.6663
-3.58923414,0.5013886,169.5420914,-71.86206,-100.2436,-101.8478
-3.58873014,0.5020295,169.6026421,-81.34904,-109.9128,-96.74935
-3.58822614,0.5011445,169.6631929,-75.34373,-111.3503,-95.85201
-3.58772214,0.5010224,169.7237436,-76.2567,-95.72328,-97.01349
-3.58721814,0.5026398,169.7842944,-84.99295,-93.30323,-97.89935
-3.58671414,0.4997711,169.8448451,-78.24963,-98.68104,-96.03211
-3.58621014,0.5007782,169.9053959,-85.57694,-106.3122,-96.08795
-3.58570614,0.5005341,169.9659466,-87.00351,-101.1312,-101.2188
-3.58520214,0.5017853,170.0264973,-80.65904,-101.2362,-96.09116
-3.58469814,0.5015107,170.0870481,-85.31677,-117.2066,-93.37694
-3.58419414,0.5021515,170.1475988,-83.95683,-94.23373,-94.65196
-3.58369014,0.5006561,170.2081496,-78.26395,-90.985,-96.43132
-3.58318614,0.5026398,170.2687003,-85.5581,-95.76186,-94.72388
-3.58268214,0.5011445,170.3292511,-80.37405,-99.24207,-92.99112
-3.58217814,0.5022736,170.3898018,-83.58885,-101.9894,-94.48696
-3.58167414,0.5022736,170.4503526,-93.78542,-95.33341,-97.60243
-3.58117014,0.4981536,170.5109033,-85.18241,-94.19868,-99.10603
-3.58066614,0.5001678,170.5714541,-82.74361,-91.85513,-97.31277
-3.58016214,0.5013886,170.6320048,-79.55449,-105.1183,-82.67844
-3.57965814,0.499527,170.6925556,-79.89341,-94.16612,-69.10693
-3.57915414,0.5016328,170.7531063,-70.464,-83.37759,-60.36975
-3.57865014,0.4992828,170.8136571,-80.10229,-100.245,-55.14109
-3.57814614,0.4998932,170.8742078,-64.30426,-63.7733,-52.502
-3.57764214,0.5016328,170.9347586,-61.89577,-54.78873,-51.59466
-3.57713814,0.5006561,170.9953093,-51.56009,-51.59319,-51.45432
-3.57663414,0.5016328,171.05586,-54.98498,-52.64465,-51.43341
-3.57613014,0.4991607,171.1164108,-71.02683,-58.16936,-51.81111
-3.57562614,0.5013886,171.1769615,-70.70309,-71.04588,-53.45223
-3.57512214,0.5030061,171.2375123,-68.49938,-84.50334,-57.16583
-3.57461814,0.5009003,171.298063,-82.10382,-91.034,-63.66279
-3.57411414,0.5006561,171.3586138,-71.29523,-93.10396,-73.93264
-3.57361014,0.5016328,171.4191645,-72.27891,-99.34266,-90.07379
-3.57310614,0.500412,171.4797153,-78.42239,-97.13643,-93.79762
-3.57260214,0.5006561,171.540266,-71.6496,-96.08929,-90.71487
-3.57209814,0.5009003,171.6008168,-82.72282,-95.53497,-88.60027
-3.57159414,0.5011445,171.6613675,-74.88947,-91.39011,-88.37279
-3.57109014,0.5013886,171.7219183,-76.00038,-89.05883,-89.78882
-3.57058614,0.5011445,171.782469,-83.13567,-91.10818,-91.81737
-3.57008214,0.5002899,171.8430198,-78.18337,-96.2754,-93.01733
-3.56957814,0.5017853,171.9035705,-86.6925,-97.05743,-96.73589
-3.56907414,0.5022736,171.9641213,-86.83556,-96.50451,-118.1305
-3.56857014,0.499649,172.024672,-79.98856,-100.98,-98.17039
-3.56806614,0.5000153,172.0852227,-87.2107,-108.3096,-96.70724
-3.56756214,0.5021515,172.1457735,-83.09621,-98.29956,-99.86201
-3.56705814,0.5025178,172.2063242,-79.55765,-98.41632,-103.1571
-3.56655414,0.5031282,172.266875,-87.45445,-101.3207,-100.3413
-3.56605014,0.500412,172.3274257,-80.28031,-96.46183,-97.39386
-3.56554614,0.5013886,172.3879765,-84.2884,-104.8298,-98.17601
-3.56504214,0.5022736,172.4485272,-90.93945,-93.22678,-101.8229
-3.56453814,0.5011445,172.509078,-86.5603,-94.91669,-101.0694
-3.56403414,0.502884,172.5696287,-82.03256,-97.2504,-93.69427
-3.56353014,0.5019074,172.6301795,-81.14407,-97.92046,-81.84402
-3.56302614,0.5011445,172.6907302,-79.41018,-90.99178,-69.26389
-3.56252214,0.5007782,172.751281,-70.76572,-83.77631,-60.58179
-3.56201814,0.4998932,172.8118317,-80.81432,-93.27019,-55.30044
-3.56151414,0.5020295,172.8723825,-64.25676,-64.33472,-52.60617
-3.56101014,0.5007782,172.9329332,-62.80177,-55.04152,-51.66356
-3.56050614,0.5019074,172.9934839,-51.70322,-51.68386,-51.50986
-3.56000214,0.5009003,173.0540347,-54.69212,-52.59663,-51.47414
-3.55949814,0.5017853,173.1145854,-72.5542,-57.94937,-51.80881
-3.55899414,0.500412,173.1751362,-69.92281,-70.32863,-53.37315
-3.55849014,0.4998932,173.2356869,-68.62567,-86.82489,-56.96893
-3.55798614,0.5000153,173.2962377,-85.9984,-94.76676,-63.24501
-3.55748214,0.5000153,173.3567884,-71.09827,-89.19075,-72.8299
-3.55697814,0.5020295,173.4173392,-72.88512,-94.96115,-85.62041
-3.55647414,0.5007782,173.4778899,-76.84917,-93.03023,-95.16179
-3.55597014,0.5006561,173.5384407,-72.07677,-96.77151,-95.24385
-3.55546614,0.4997711,173.5989914,-82.4302,-122.3512,-93.8656
-3.55496214,0.4994049,173.6595422,-74.78217,-101.8622,-95.9143
-3.55445814,0.5020295,173.7200929,-77.39838,-94.91073,-97.68342
-3.55395414,0.5006561,173.7806437,-83.74895,-95.12358,-97.67883
-3.55345014,0.5006561,173.8411944,-78.79414,-92.32787,-96.71185
-3.55294614,0.5019074,173.9017452,-84.86258,-92.87521,-93.57715
-3.55244214,0.5013886,173.9622959,-84.24149,-99.92397,-91.80948
-3.55193814,0.5009003,174.0228466,-80.73139,-101.717,-92.10303
-3.55143414,0.5006561,174.0833974,-88.18764,-99.42074,-94.85024
-3.55093014,0.5002899,174.1439481,-82.26773,-96.39447,-98.32458
-3.55042614,0.5009003,174.2044989,-80.2303,-99.98936,-99.8814
-3.54992214,0.5002899,174.2650496,-88.27122,-102.7661,-103.681
-3.54941814,0.5010224,174.3256004,-80.89145,-96.98605,-101.2169
-3.54891414,0.5011445,174.3861511,-85.02785,-101.0403,-93.65579
-3.54841014,0.5002899,174.4467019,-91.02156,-100.3737,-91.23117
-3.54790614,0.5022736,174.5072526,-84.5197,-92.16479,-91.81332
-3.54740214,0.5005341,174.5678034,-81.36204,-88.79384,-92.35912
-3.54689814,0.4990387,174.6283541,-81.45198,-108.0897,-84.16873
-3.54639414,0.5007782,174.6889049,-78.15515,-91.09836,-70.07006
-3.54589014,0.5005341,174.7494556,-70.7848,-85.1609,-60.99812
-3.54538614,0.500412,174.8100064,-81.24809,-93.05047,-55.56817
-3.54488214,0.5000153,174.8705571,-64.23692,-64.84147,-52.79845
-3.54437814,0.4991607,174.9311079,-63.78892,-55.35156,-51.82754
-3.54387414,0.5002899,174.9916586,-51.90212,-51.86504,-51.6848
-3.54337014,0.5019074,175.0522093,-54.56004,-52.67384,-51.66707
-3.54286614,0.4992828,175.1127601,-72.98217,-57.94754,-51.99171
-3.54236214,0.5016328,175.1733108,-69.24232,-70.44092,-53.52208
-3.54185814,0.5007782,175.2338616,-68.89745,-84.22683,-57.09237
-3.54135414,0.499527,175.2944123,-89.51469,-90.29946,-63.42423
-3.54085014,0.4986725,175.3549631,-71.28165,-90.84053,-73.37014
-3.54034614,0.5007782,175.4155138,-72.93742,-93.54082,-85.69543
-3.53984214,0.500412,175.4760646,-76.87129,-90.181,-88.7446
-3.53933814,0.5002899,175.5366153,-71.7301,-90.39394,-88.29091
-3.53883414,0.5017853,175.5971661,-85.69743,-95.32487,-87.51664
-3.53833014,0.5009003,175.6577168,-74.44877,-96.28441,-88.05749
-3.53782614,0.5013886,175.7182676,-78.0388,-93.43591,-89.32415
-3.53732214,0.5020295,175.7788183,-84.2118,-98.81577,-89.40057
-3.53681814,0.499527,175.8393691,-77.59092,-109.8451,-88.89085
-3.53631414,0.4998932,175.8999198,-86.85306,-98.44838,-89.88647
-3.53581014,0.5006561,175.9604705,-84.1529,-92.43275,-91.72642
-3.53530614,0.5032502,176.0210213,-80.05614,-92.82681,-92.05413
-3.53480214,0.4997711,176.081572,-89.36028,-100.9579,-91.78566
-3.53429814,0.5010224,176.1421228,-81.91692,-104.8363,-93.86804
-3.53379414,0.4985198,176.2026735,-80.17436,-98.29632,-102.1561
-3.53329014,0.5013886,176.2632243,-86.5118,-100.1374,-108.0613
-3.53278614,0.5025178,176.323775,-80.25723,-97.90442,-105.3303
-3.53228214,0.5032502,176.3843258,-83.78313,-93.72272,-104.656
-3.53177814,0.5011445,176.4448765,-87.85068,-93.71955,-95.06619
-3.53127414,0.4998932,176.5054273,-86.52543,-105.6576,-94.03964
-3.53077014,0.5016328,176.565978,-83.34659,-89.30382,-102.4961
-3.53026614,0.5001678,176.6265288,-81.39514,-94.72452,-85.8205
-3.52976214,0.5002899,176.6870795,-77.21503,-96.18133,-70.66978
-3.52925814,0.5001678,176.7476303,-71.31259,-84.89598,-61.40392
-3.52875414,0.5005341,176.808181,-80.04047,-90.14667,-55.85015
-3.52825014,0.5032502,176.8687318,-64.41686,-65.37335,-52.99524
-3.52774614,0.502884,176.9292825,-64.81891,-55.64786,-51.97355
-3.52724214,0.5010224,176.9898332,-52.11925,-52.02987,-51.81326
-3.52673814,0.4992828,177.050384,-54.41333,-52.72126,-51.7923
-3.52623414,0.5002899,177.1109347,-74.02019,-57.84826,-52.09988
-3.52573014,0.5030061,177.1714855,-68.78728,-69.98383,-53.59282
-3.52522614,0.500412,177.2320362,-69.15959,-85.28656,-57.11757
-3.52472214,0.5017853,177.292587,-95.38969,-90.17384,-63.43069
-3.52421814,0.5010224,177.3531377,-70.79397,-91.50933,-73.62948
-3.52371414,0.5022736,177.4136885,-73.66441,-100.3295,-90.94528
-3.52321014,0.5025178,177.4742392,-76.52989,-95.45417,-105.6178
-3.52270614,0.5002899,177.53479,-71.47729,-94.59651,-103.0247
-3.52220214,0.5009003,177.5953407,-83.39348,-98.41742,-94.08295
-3.52169814,0.5006561,177.6558915,-73.96469,-100.6582,-92.79872
-3.52119414,0.5025178,177.7164422,-78.42578,-90.5088,-94.26812
-3.52069014,0.5023957,177.776993,-83.0278,-91.37993,-92.75618
-3.52018614,0.499527,177.8375437,-77.36619,-99.28947,-90.95657
-3.51968214,0.4982757,177.8980944,-91.48129,-97.44839,-91.81686
-3.51917814,0.5006561,177.9586452,-83.62526,-100.7116,-93.90441
-3.51867414,0.5017853,178.0191959,-81.1627,-101.6748,-93.46124
-3.51817014,0.5012665,178.0797467,-89.15874,-102.8868,-92.90839
-3.51766614,0.5016328,178.1402974,-81.83826,-101.1709,-94.19846
-3.51716214,0.5020295,178.2008482,-79.80237,-92.01885,-96.48849
-3.51665814,0.5010224,178.2613989,-84.73257,-92.29317,-97.38701
-3.51615414,0.500412,178.3219497,-80.61684,-97.51908,-94.88173
-3.51565014,0.4992828,178.3825004,-86.90888,-97.50282,-93.14957
-3.51514614,0.5021515,178.4430512,-90.81906,-110.7671,-92.83902
-3.51464214,0.4985198,178.5036019,-85.92159,-96.01016,-93.66197
-3.51413814,0.5012665,178.5641527,-82.1101,-90.27657,-95.9411
-3.51363414,0.4987945,178.6247034,-83.26798,-105.6806,-86.96542
-3.51313014,0.5011445,178.6852542,-77.23841,-92.45129,-71.26357
-3.51262614,0.5026398,178.7458049,-71.6004,-85.70143,-61.78338
-3.51212214,0.5005341,178.8063557,-80.89592,-87.18026,-56.11812
-3.51161814,0.5015107,178.8669064,-64.30614,-66.16642,-53.19272
-3.51111414,0.5002899,178.9274571,-66.11271,-56.00792,-52.13601
-3.51061014,0.5020295,178.9880079,-52.33038,-52.19946,-51.97557
-3.51010614,0.5005341,179.0485586,-54.249,-52.74474,-51.96442
-3.50960214,0.5025178,179.1091094,-74.77806,-57.72387,-52.25757
-3.50909814,0.5010224,179.1696601,-68.44502,-69.7515,-53.70793
-3.50859414,0.5015107,179.2302109,-69.39928,-83.3194,-57.17932
-3.50809014,0.4989166,179.2907616,-96.3392,-85.78304,-63.46431
-3.50758614,0.5006561,179.3513124,-70.3013,-93.85814,-73.81451
-3.50708214,0.5009003,179.4118631,-73.86234,-96.13512,-93.06906
-3.50657814,0.5009003,179.4724139,-75.63008,-101.9854,-98.27196
-3.50607414,0.5006561,179.5329646,-71.57898,-98.81639,-100.1287
-3.50557014,0.5012665,179.5935154,-84.51178,-100.3868,-105.4752
-3.50506614,0.5032502,179.6540661,-73.51817,-98.23592,-105.7342
-3.50456214,0.5016328,179.7146169,-79.7041,-99.22437,-100.1692
-3.50405814,0.5015107,179.7751676,-80.47485,-104.6017,-95.41352
-3.50355414,0.5022736,179.8357184,-78.81135,-98.03753,-93.48721
-3.50305014,0.5002899,179.8962691,-92.13869,-95.31445,-95.14174
-3.50254614,0.4989166,179.9568198,-85.61077,-92.10049,-94.77217
-3.50204214,0.499649,180.0173706,-79.51469,-95.99251,-90.66735
-3.50153814,0.5005341,180.0779213,-89.39727,-100.547,-87.91946
-3.50103414,0.4980316,180.1384721,-81.08055,-95.26324,-87.28814
-3.50053014,0.500412,180.1990228,-79.94683,-89.5892,-87.65799
-3.50002614,0.500412,180.2595736,-83.64864,-89.18442,-87.67448
-3.49952214,-0.5051729,180.3201243,-80.43064,-94.44396,-87.28006
-3.49901814,-0.5016633,180.3806751,-87.72722,-104.8306,-88.19296
-3.49851414,-0.5012971,180.4412258,-87.58828,-94.19707,-91.17554
-3.49801014,-0.5004425,180.5017766,-86.38486,-94.91681,-94.56155
-3.49750614,-0.5018159,180.5623273,-83.60783,-90.98029,-95.3298
-3.49700214,-0.4998016,180.6228781,-83.15604,-96.83356,-85.25742
-3.49649814,-0.5006866,180.6834288,-76.92049,-93.94159,-71.20578
-3.49599414,-0.4999237,180.7439796,-72.03821,-86.76799,-61.86225
-3.49549014,-0.5010529,180.8045303,-79.28197,-88.71008,-56.1563
-3.49498614,-0.5003204,180.865081,-64.68169,-66.36554,-53.16162
-3.49448214,-0.4996796,180.9256318,-67.06481,-56.13898,-52.04611
-3.49397814,-0.5005646,180.9861825,-52.50898,-52.21025,-51.86179
