Time,Channel A,Frequency,Rectangular,Hann,Flat-top
(ms),(V),(kHz),(dBV),(dBV),(dBV)
,,,,,
-0.38228206,-0.4998016,554.826494,-79.10928,-87.97849,-65.13983
-0.38177806,-0.4996796,554.8870448,-68.99969,-76.02475,-62.15635
-0.38127406,-0.4995575,554.9475955,-70.29168,-65.04153,-61.02657
-0.38077006,-0.4996796,555.0081463,-61.05303,-61.08551,-60.79351
-0.38026606,-0.4998016,555.068697,-65.09641,-61.43833,-60.75705
-0.37976206,-0.5004425,555.1292477,-74.35616,-65.97675,-61.04597
-0.37925806,-0.4974517,555.1897985,-78.35117,-77.00426,-62.45098
-0.37875406,-0.5009308,555.2503492,-77.94206,-89.29288,-65.82822
-0.37825006,-0.5008087,555.3109,-75.90636,-88.82531,-72.09793
-0.37774606,-0.4991913,555.3714507,-81.70874,-96.10428,-83.36391
-0.37724206,-0.4993133,555.4320015,-78.05663,-113.9896,-103.1519
-0.37673806,-0.501175,555.4925522,-80.73677,-96.19154,-96.08844
-0.37623406,-0.5010529,555.553103,-83.42366,-96.64066,-104.6718
-0.37573006,-0.5006866,555.6136537,-82.23514,-94.81858,-103.452
-0.37522606,-0.5006866,555.6742045,-104.6574,-97.19298,-102.6839
-0.37472206,-0.4998016,555.7347552,-90.50629,-95.94324,-100.774
-0.37421806,-0.4996796,555.795306,-85.247,-95.49789,-94.96922
-0.37371406,-0.4980621,555.8558567,-90.98473,-101.0219,-94.69422
-0.37321006,-0.5001984,555.9164075,-87.67159,-93.74602,-98.02494
-0.37270606,-0.5006866,555.9769582,-80.25931,-95.83411,-106.1848
-0.37220206,-0.5003204,556.037509,-88.18205,-99.09209,-125.2004
-0.37169806,-0.4991913,556.0980597,-78.58082,-92.56824,-117.8826
-0.37119406,-0.5003204,556.1586104,-85.27912,-94.04642,-104.347
-0.37069006,-0.4994354,556.2191612,-83.19523,-108.0142,-100.2307
-0.37018606,-0.5021821,556.2797119,-81.70396,-103.1894,-100.9369
-0.36968206,-0.5021821,556.3402627,-98.3299,-121.3819,-100.3022
-0.36917806,-0.4991913,556.4008134,-82.46739,-95.79723,-98.5648
-0.36867406,-0.5024262,556.4613642,-84.65855,-92.10565,-100.8132
-0.36817006,-0.5015412,556.5219149,-91.89758,-93.80991,-97.93252
-0.36766606,-0.4984283,556.5824657,-79.01796,-96.31087,-95.09552
-0.36716206,-0.5008087,556.6430164,-78.86445,-97.20737,-91.71655
-0.36665806,-0.5005646,556.7035672,-78.88638,-94.3048,-80.85843
-0.36615406,-0.501175,556.7641179,-72.91257,-90.77919,-71.00892
-0.36565006,-0.4994354,556.8246687,-78.27109,-88.48082,-65.11775
-0.36514606,-0.4995575,556.8852194,-69.40888,-76.13131,-62.06874
-0.36464206,-0.4978179,556.9457702,-70.60965,-65.08883,-60.89375
-0.36413806,-0.4993133,557.0063209,-61.11552,-61.05926,-60.63694
-0.36363406,-0.4989471,557.0668716,-64.89697,-61.30511,-60.59121
-0.36313006,-0.4976959,557.1274224,-73.52081,-65.65643,-60.85423
-0.36262606,-0.4990692,557.1879731,-79.8327,-76.11678,-62.1825
-0.36212206,-0.4998016,557.2485239,-78.06923,-93.28095,-65.39552
-0.36161806,-0.4995575,557.3090746,-75.63692,-88.43963,-71.28621
-0.36111406,-0.498825,557.3696254,-79.76945,-88.58405,-81.00356
-0.36061006,-0.4999237,557.4301761,-78.21245,-94.08618,-92.46189
-0.36010606,-0.4994354,557.4907269,-80.47947,-99.43577,-96.08456
-0.35960206,-0.5012971,557.5512776,-82.79881,-98.01136,-100.8314
-0.35909806,-0.4991913,557.6118284,-81.36688,-99.72192,-98.82625
-0.35859406,-0.5015412,557.6723791,-92.32541,-90.49591,-100.5679
-0.35809006,-0.4998016,557.7329299,-91.99683,-91.71017,-101.9161
-0.35758606,-0.49794,557.7934806,-87.5257,-103.4018,-98.94522
-0.35708206,-0.4975738,557.8540314,-88.72765,-95.28565,-105.5092
-0.35657806,-0.5021821,557.9145821,-84.59869,-95.5323,-102.5075
-0.35607406,-0.4990692,557.9751329,-82.26347,-106.2955,-95.32808
-0.35557006,-0.5006866,558.0356836,-88.12813,-97.68832,-94.33846
-0.35506606,-0.5006866,558.0962343,-79.62904,-97.1376,-96.87878
-0.35456206,-0.4980621,558.1567851,-84.05389,-95.8235,-100.3711
-0.35405806,-0.50206,558.2173358,-81.88264,-94.96796,-99.13954
-0.35355406,-0.5000458,558.2778866,-82.78057,-101.3071,-95.09381
-0.35305006,-0.5010529,558.3384373,-94.86877,-106.5245,-92.63527
-0.35254606,-0.4999237,558.3989881,-84.24187,-99.22057,-93.72981
-0.35204206,-0.5000458,558.4595388,-85.59028,-92.24244,-96.98853
-0.35153806,-0.4985504,558.5200896,-90.92143,-94.57108,-96.60069
-0.35103406,-0.5001984,558.5806403,-79.75926,-105.1314,-95.2024
-0.35053006,-0.5003204,558.6411911,-78.50793,-98.33591,-92.85487
-0.35002606,-0.50206,558.7017418,-80.56274,-94.6813,-81.51357
-0.34952206,-0.4996796,558.7622926,-72.60459,-89.53167,-71.42027
-0.34901806,-0.4999237,558.8228433,-80.05856,-86.81334,-65.34463
-0.34851406,-0.4996796,558.8833941,-68.84662,-77.27657,-62.13978
-0.34801006,-0.501175,558.9439448,-71.63583,-65.41068,-60.83641
-0.34750606,-0.5000458,559.0044955,-61.12619,-61.07929,-60.48529
-0.34700206,-0.4989471,559.0650463,-64.49173,-61.06264,-60.37376
-0.34649806,-0.4989471,559.125597,-72.72681,-65.01675,-60.55988
-0.34599406,-0.4976959,559.1861478,-79.42331,-74.32034,-61.75083
-0.34549006,-0.5009308,559.2466985,-78.03915,-111.8705,-64.70683
-0.34498606,-0.4995575,559.3072493,-75.76128,-90.87569,-70.09393
-0.34448206,-0.4993133,559.3678,-80.06331,-88.86651,-78.74303
-0.34397806,-0.5023041,559.4283508,-77.84444,-92.43839,-89.20413
-0.34347406,-0.4989471,559.4889015,-81.8544,-108.036,-90.54414
-0.34297006,-0.4989471,559.5494523,-83.08586,-94.74026,-94.29111
-0.34246606,-0.5014191,559.610003,-83.70218,-94.13612,-95.71785
-0.34196206,-0.5014191,559.6705538,-95.41691,-104.288,-91.72334
-0.34145806,-0.5003204,559.7311045,-88.16528,-94.90502,-91.60788
-0.34095406,-0.4999237,559.7916553,-85.03476,-91.6691,-92.25484
-0.34045006,-0.4994354,559.852206,-90.28091,-94.68425,-91.48334
-0.33994606,-0.4996796,559.9127568,-85.77664,-96.32081,-92.11983
-0.33944206,-0.498703,559.9733075,-80.96494,-95.1849,-94.13905
-0.33893806,-0.5004425,560.0338582,-89.02904,-104.6892,-93.20397
-0.33843406,-0.5008087,560.094409,-79.43044,-101.9986,-91.71652
-0.33793006,-0.4991913,560.1549597,-85.28954,-96.65168,-92.91062
-0.33742606,-0.5008087,560.2155105,-80.57803,-92.4847,-96.40041
-0.33692206,-0.4994354,560.2760612,-83.08407,-91.98158,-96.39634
-0.33641806,-0.5009308,560.336612,-91.27583,-96.22777,-92.38142
-0.33591406,-0.4993133,560.3971627,-85.18901,-102.2717,-90.01776
-0.33541006,-0.5009308,560.4577135,-84.53346,-98.86826,-89.69179
-0.33490606,-0.5000458,560.5182642,-94.47484,-92.84761,-89.45161
-0.33440206,-0.49794,560.578815,-78.55244,-91.8255,-87.42133
-0.33389806,-0.4984283,560.6393657,-79.8235,-96.46599,-86.39281
-0.33339406,-0.5015412,560.6999165,-80.0377,-89.38106,-81.67962
-0.33289006,-0.4999237,560.7604672,-72.65347,-86.1413,-71.71984
-0.33238606,-0.5010529,560.821018,-78.79851,-87.23657,-65.52133
-0.33188206,-0.4983062,560.8815687,-69.05289,-77.16679,-62.28093
-0.33137806,-0.4994354,560.9421195,-72.0193,-65.51931,-60.98405
-0.33087406,-0.4994354,561.0026702,-61.22462,-61.2146,-60.66423
-0.33037006,-0.4998016,561.0632209,-64.52262,-61.22692,-60.58606
-0.32986606,-0.501175,561.1237717,-73.09363,-65.28573,-60.79114
-0.32936206,-0.5003204,561.1843224,-81.00475,-75.02781,-61.99985
-0.32885806,-0.5018159,561.2448732,-77.46693,-99.29575,-65.00898
-0.32835406,-0.4998016,561.3054239,-76.3466,-92.48231,-70.552
-0.32785006,-0.4990692,561.3659747,-80.50571,-94.05937,-79.7157
-0.32734606,-0.4994354,561.4265254,-76.86124,-93.99034,-94.82052
-0.32684206,-0.5012971,561.4870762,-82.03744,-97.73357,-99.72649
-0.32633806,-0.4978179,561.5476269,-81.38749,-94.94713,-104.7792
-0.32583406,-0.4985504,561.6081777,-84.11675,-95.59846,-103.7679
-0.32533006,-0.5005646,561.6687284,-100.0292,-101.7023,-95.08559
-0.32482606,-0.5006866,561.7292792,-91.05735,-104.8324,-94.02393
-0.32432206,-0.4993133,561.7898299,-88.86163,-95.55206,-97.4231
-0.32381806,-0.4995575,561.8503807,-87.95016,-94.53696,-99.42303
-0.32331406,-0.4995575,561.9109314,-85.14787,-104.3134,-97.11711
-0.32281006,-0.5008087,561.9714821,-81.50438,-106.5168,-97.47769
-0.32230606,-0.4998016,562.0320329,-89.51015,-104.9646,-101.7858
-0.32180206,-0.5001984,562.0925836,-79.54221,-101.9009,-105.7326
-0.32129806,-0.4989471,562.1531344,-85.80743,-101.0263,-99.88221
-0.32079406,-0.4998016,562.2136851,-81.60127,-102.5375,-96.43359
-0.32029006,-0.4995575,562.2742359,-82.02531,-98.55067,-97.26573
-0.31978606,-0.4991913,562.3347866,-89.72756,-92.49284,-102.8375
-0.31928206,-0.5006866,562.3953374,-85.18758,-93.78273,-103.0983
-0.31877806,-0.5006866,562.4558881,-83.79443,-104.4602,-101.0132
-0.31827406,-0.4996796,562.5164389,-97.26994,-98.82351,-101.4088
-0.31777006,-0.5009308,562.5769896,-78.50629,-108.9007,-97.13992
-0.31726606,-0.4999237,562.6375404,-80.61412,-94.79152,-90.49897
-0.31676206,-0.5009308,562.6980911,-78.52237,-89.91107,-80.21949
-0.31625806,-0.4980621,562.7586419,-73.0001,-95.21272,-71.20384
-0.31575406,-0.4973296,562.8191926,-80.21559,-91.68473,-65.4121
-0.31525006,-0.5014191,562.8797434,-69.24913,-77.46784,-62.29055
-0.31474606,-0.4995575,562.9402941,-73.45348,-65.89303,-61.04923
-0.31424206,-0.5000458,563.0008448,-61.40348,-61.46317,-60.79422
-0.31373806,-0.4998016,563.0613956,-64.40482,-61.35947,-60.78449
-0.31323406,-0.4999237,563.1219463,-72.63154,-65.31473,-61.02521
-0.31273006,-0.5008087,563.1824971,-82.18245,-75.015,-62.23273
-0.31222606,-0.5004425,563.2430478,-76.56829,-96.60844,-65.21441
-0.31172206,-0.5009308,563.3035986,-76.69723,-89.08665,-70.67382
-0.31121806,-0.4999237,563.3641493,-79.25833,-89.84978,-79.46346
-0.31071406,-0.5001984,563.4247001,-78.44718,-92.55853,-92.12628
-0.31021006,-0.5005646,563.4852508,-82.62394,-99.67366,-99.55321
-0.30970606,-0.4981841,563.5458016,-84.28349,-102.8272,-111.0841
-0.30920206,-0.5008087,563.6063523,-81.95093,-103.379,-97.48527
-0.30869806,-0.498825,563.6669031,-94.1254,-96.38435,-94.74995
-0.30819406,-0.5009308,563.7274538,-85.76367,-90.82811,-95.68935
-0.30769006,-0.5004425,563.7880046,-88.3394,-90.59212,-94.59014
-0.30718606,-0.5009308,563.8485553,-88.34546,-95.64066,-92.15785
-0.30668206,-0.4998016,563.909106,-84.84977,-100.2702,-91.90701
-0.30617806,-0.4985504,563.9696568,-80.41457,-95.89426,-94.93613
-0.30567406,-0.4983062,564.0302075,-86.41019,-95.65665,-102.1515
-0.30517006,-0.5006866,564.0907583,-78.61495,-95.87025,-100.5491
-0.30466606,-0.4996796,564.151309,-88.12313,-98.01769,-95.30277
-0.30416206,-0.4994354,564.2118598,-81.25961,-104.988,-94.07899
-0.30365806,-0.5008087,564.2724105,-83.46243,-95.93954,-95.20455
-0.30315406,-0.5000458,564.3329613,-88.0448,-93.95893,-95.41403
-0.30265006,-0.5006866,564.393512,-84.11739,-98.87329,-92.77805
-0.30214606,-0.4994354,564.4540628,-83.65813,-106.4663,-91.68311
-0.30164206,-0.5018159,564.5146135,-94.90674,-96.72401,-93.85219
-0.30113806,-0.5010529,564.5751643,-78.78876,-91.58948,-96.82557
-0.30063406,-0.501175,564.635715,-80.21262,-96.58936,-96.94584
-0.30013006,-0.501175,564.6962658,-77.62354,-94.30481,-82.45301
-0.29962606,-0.5012971,564.7568165,-73.01555,-92.94063,-71.77665
-0.29912206,-0.5012971,564.8173673,-79.03619,-92.26724,-65.50668
-0.29861806,-0.4991913,564.877918,-69.22432,-77.51227,-62.16952
-0.29811406,-0.4991913,564.9384687,-74.18901,-65.87829,-60.80923
-0.29761006,-0.498825,564.9990195,-61.36242,-61.31542,-60.49892
-0.29710606,-0.5005646,565.0595702,-63.88563,-61.0625,-60.47779
-0.29660206,-0.5004425,565.120121,-72.37293,-64.81084,-60.71298
-0.29609806,-0.501175,565.1806717,-82.47455,-73.97289,-61.89581
-0.29559406,-0.5018159,565.2412225,-76.14791,-94.98128,-64.83632
-0.29509006,-0.5010529,565.3017732,-77.40552,-89.78621,-70.24856
-0.29458606,-0.5009308,565.362324,-80.12335,-94.67507,-78.98438
-0.29408206,-0.4994354,565.4228747,-78.44628,-97.98527,-91.15053
-0.29357806,-0.5018159,565.4834255,-82.74403,-112.055,-93.64688
-0.29307406,-0.5010529,565.5439762,-82.65113,-101.1813,-93.62006
-0.29257006,-0.5010529,565.604527,-81.96735,-91.79455,-96.47726
-0.29206606,-0.5012971,565.6650777,-98.63843,-91.96011,-100.0038
-0.29156206,-0.4999237,565.7256285,-90.55022,-96.24437,-99.16321
-0.29105806,-0.5005646,565.7861792,-86.35245,-97.43645,-99.6515
-0.29055406,-0.5015412,565.84673,-90.31596,-97.57414,-99.80256
-0.29005006,-0.5008087,565.9072807,-83.87631,-112.0691,-98.83684
-0.28954606,-0.4985504,565.9678314,-81.95807,-100.662,-102.0562
-0.28904206,-0.4985504,566.0283822,-87.62509,-98.34756,-101.2383
-0.28853806,-0.4998016,566.0889329,-79.92677,-107.3258,-97.28486
-0.28803406,-0.5009308,566.1494837,-87.99483,-97.32644,-97.01213
-0.28753006,-0.5014191,566.2100344,-80.39604,-93.79651,-97.27211
-0.28702606,-0.5008087,566.2705852,-83.61696,-99.42755,-95.81397
-0.28652206,-0.5032808,566.3311359,-89.47502,-104.5367,-95.51659
-0.28601806,-0.5015412,566.3916867,-82.69486,-109.4729,-100.365
-0.28551406,-0.498825,566.4522374,-88.98354,-95.64857,-118.6852
-0.28501006,-0.4978179,566.5127882,-93.89926,-95.93919,-106.0321
-0.28450606,-0.5014191,566.5733389,-80.25249,-93.99201,-94.5464
-0.28400206,-0.5000458,566.6338897,-81.19508,-96.71081,-90.81831
-0.28349806,-0.5004425,566.6944404,-78.43444,-92.02856,-82.47627
-0.28299406,-0.498703,566.7549912,-73.25346,-89.13529,-72.16433
-0.28249006,-0.4998016,566.8155419,-78.45862,-87.94504,-65.78085
-0.28198606,-0.5006866,566.8760926,-69.34081,-78.98537,-62.35216
-0.28148206,-0.5015412,566.9366434,-75.31857,-66.30325,-60.93106
-0.28097806,-0.498703,566.9971941,-61.57839,-61.46479,-60.5831
-0.28047406,-0.50206,567.0577449,-63.7381,-61.02478,-60.52725
-0.27997006,-0.5012971,567.1182956,-72.4342,-64.56819,-60.69957
-0.27946606,-0.5015412,567.1788464,-81.44332,-73.31778,-61.77507
-0.27896206,-0.5023041,567.2393971,-75.81836,-89.24821,-64.57129
-0.27845806,-0.5009308,567.2999479,-77.6254,-90.2322,-69.85059
-0.27795406,-0.4996796,567.3604986,-80.30659,-99.70055,-78.69864
-0.27745006,-0.4993133,567.4210494,-77.3969,-95.72643,-92.50017
-0.27694606,-0.5009308,567.4816001,-82.62145,-94.27486,-99.69452
-0.27644206,-0.5009308,567.5421509,-81.30608,-90.85548,-109.7614
-0.27593806,-0.4993133,567.6027016,-86.46171,-94.55429,-109.2817
-0.27543406,-0.5010529,567.6632524,-104.7487,-100.2517,-107.4296
-0.27493006,-0.5004425,567.7238031,-93.80139,-95.45845,-101.8383
-0.27442606,-0.5010529,567.7843539,-85.45739,-99.22845,-100.5005
-0.27392206,-0.5025483,567.8449046,-91.97757,-96.35593,-99.1734
-0.27341806,-0.5003204,567.9054553,-83.62018,-101.6175,-101.8724
-0.27291406,-0.5008087,567.9660061,-82.0732,-97.42249,-105.0549
-0.27241006,-0.4998016,568.0265568,-85.55724,-95.25704,-100.4067
-0.27190606,-0.4996796,568.0871076,-79.73911,-101.4257,-94.26891
-0.27140206,-0.5030366,568.1476583,-88.46033,-113.6621,-91.852
-0.27089806,-0.4998016,568.2082091,-80.97942,-96.64581,-92.57668
-0.27039406,-0.5014191,568.2687598,-83.54018,-92.81861,-93.8404
-0.26989006,-0.5003204,568.3293106,-89.60643,-95.49236,-92.45992
-0.26938606,-0.5001984,568.3898613,-83.30862,-100.9399,-90.53039
-0.26888206,-0.4999237,568.4504121,-84.41409,-103.9504,-90.19585
-0.26837806,-0.5001984,568.5109628,-89.1459,-93.66845,-91.14482
-0.26787406,-0.5005646,568.5715136,-78.51103,-90.89,-91.16181
-0.26737006,-0.5005646,568.6320643,-81.96839,-95.51398,-91.68481
-0.26686606,-0.4999237,568.6926151,-76.84075,-99.83839,-87.93784
-0.26636206,-0.5004425,568.7531658,-73.98114,-90.49034,-73.87056
-0.26585806,-0.5008087,568.8137166,-78.14917,-86.30195,-66.72824
-0.26535406,-0.5003204,568.8742673,-69.19071,-81.16568,-63.02452
-0.26485006,-0.4993133,568.934818,-77.19283,-67.05202,-61.47798
-0.26434606,-0.5008087,568.9953688,-61.90813,-61.90588,-61.08151
-0.26384206,-0.5008087,569.0559195,-63.75854,-61.29971,-61.01305
-0.26333806,-0.5019379,569.1164703,-71.53606,-64.72861,-61.16691
-0.26283406,-0.5004425,569.177021,-85.56563,-73.55325,-62.2121
-0.26233006,-0.50206,569.2375718,-75.74609,-95.59119,-64.98625
-0.26182606,-0.501175,569.2981225,-77.73956,-87.84486,-70.26893
-0.26132206,-0.4990692,569.3586733,-80.49637,-102.8074,-79.23905
-0.26081806,-0.5001984,569.419224,-77.69494,-98.6771,-94.124
-0.26031406,-0.5008087,569.4797748,-83.39571,-115.3282,-92.72483
-0.25981006,-0.5004425,569.5403255,-80.87199,-93.5915,-93.34412
-0.25930606,-0.5016633,569.6008763,-82.78313,-89.25961,-94.67799
-0.25880206,-0.5021821,569.661427,-104.5327,-95.20605,-92.71112
-0.25829806,-0.5036775,569.7219778,-85.89331,-95.62943,-92.62864
-0.25779406,-0.498703,569.7825285,-86.53964,-90.67959,-96.51115
-0.25729006,-0.4999237,569.8430792,-94.24229,-96.89058,-101.4521
-0.25678606,-0.5019379,569.90363,-83.61909,-99.07882,-98.41566
-0.25628206,-0.4995575,569.9641807,-82.21318,-96.35336,-99.62535
-0.25577806,-0.4994354,570.0247315,-86.25626,-113.2935,-98.56264
-0.25527406,-0.5006866,570.0852822,-79.61028,-99.24262,-97.87213
-0.25477006,-0.4985504,570.145833,-90.12901,-96.04626,-99.70768
-0.25426606,-0.4980621,570.2063837,-81.33416,-98.8182,-98.17757
-0.25376206,-0.5008087,570.2669345,-83.91511,-106.6286,-98.40639
-0.25325806,-0.5006866,570.3274852,-87.22202,-97.35741,-100.0141
-0.25275406,-0.5004425,570.388036,-83.19497,-102.662,-95.85784
-0.25225006,-0.4995575,570.4485867,-88.6237,-98.60648,-93.08546
-0.25174606,-0.5004425,570.5091375,-90.7645,-95.66936,-93.96827
-0.25124206,-0.4985504,570.5696882,-79.98565,-91.68034,-93.27048
-0.25073806,-0.5012971,570.630239,-82.43874,-95.00305,-92.21398
-0.25023406,-0.4999237,570.6907897,-77.47527,-95.47585,-84.53434
-0.24973006,-0.5004425,570.7513405,-74.0305,-89.87828,-73.09673
-0.24922606,-0.4985504,570.8118912,-77.7514,-89.16342,-66.35611
-0.24872206,-0.5008087,570.8724419,-69.69859,-80.00864,-62.73412
-0.24821806,-0.501175,570.9329927,-77.50556,-66.92213,-61.19994
-0.24771406,-0.4994354,570.9935434,-62.00528,-61.8346,-60.81104
-0.24721006,-0.4984283,571.0540942,-63.51318,-61.18586,-60.7617
-0.24670606,-0.5008087,571.1146449,-71.49785,-64.51347,-60.9324
-0.24620206,-0.498825,571.1751957,-86.36008,-72.97661,-61.97529
-0.24569806,-0.4996796,571.2357464,-75.65807,-92.71452,-64.72493
-0.24519406,-0.4985504,571.2962972,-79.03226,-89.33137,-69.97268
-0.24469006,-0.4984283,571.3568479,-80.46542,-104.0107,-79.01568
-0.24418606,-0.50206,571.4173987,-78.63731,-101.9919,-99.42135
-0.24368206,-0.4995575,571.4779494,-83.52022,-100.9232,-96.51759
-0.24317806,-0.5006866,571.5385002,-81.34129,-93.6711,-98.53484
-0.24267406,-0.498825,571.5990509,-85.2291,-94.11724,-100.961
-0.24217006,-0.4990692,571.6596017,-96.98735,-117.8039,-102.0479
-0.24166606,-0.5026703,571.7201524,-88.47129,-95.99156,-109.3759
-0.24116206,-0.4980621,571.7807031,-85.48774,-99.0702,-102.8538
-0.24065806,-0.5000458,571.8412539,-105.444,-101.2255,-96.70476
-0.24015406,-0.5003204,571.9018046,-83.95005,-95.56729,-95.59845
-0.23965006,-0.4974517,571.9623554,-83.3994,-98.48374,-96.50235
-0.23914606,-0.5014191,572.0229061,-86.13689,-97.02396,-96.72119
-0.23864206,-0.4999237,572.0834569,-80.31193,-97.67302,-98.36404
-0.23813806,-0.5005646,572.1440076,-92.59801,-104.4318,-103.5404
-0.23763406,-0.4995575,572.2045584,-80.60551,-100.1534,-106.9822
-0.23713006,-0.5001984,572.2651091,-84.39246,-116.5517,-107.7593
-0.23662606,-0.4985504,572.3256599,-86.76792,-95.50681,-108.4986
-0.23612206,-0.4985504,572.3862106,-83.91934,-95.33767,-100.3385
-0.23561806,-0.4968108,572.4467614,-86.8177,-108.0137,-95.79108
-0.23511406,-0.4990692,572.5073121,-90.37881,-94.29218,-97.44215
-0.23461006,-0.4985504,572.5678629,-78.70935,-92.12526,-114.4828
-0.23410606,-0.4998016,572.6284136,-83.46913,-95.87521,-97.13745
-0.23360206,-0.5012971,572.6889644,-76.33881,-93.95171,-82.68065
-0.23309806,-0.5001984,572.7495151,-74.51433,-96.71932,-72.30732
-0.23259406,-0.501175,572.8100658,-77.26155,-96.04043,-65.88503
-0.23209006,-0.498703,572.8706166,-69.96661,-78.78585,-62.33042
-0.23158606,-0.5008087,572.9311673,-76.77403,-66.67319,-60.78953
-0.23108206,-0.498825,572.9917181,-62.00787,-61.63654,-60.4002
-0.23057806,-0.5016633,573.0522688,-63.23393,-60.90192,-60.39463
-0.23007406,-0.4981841,573.1128196,-71.08923,-64.05921,-60.6242
-0.22957006,-0.4998016,573.1733703,-85.37529,-72.20699,-61.69134
-0.22906606,-0.4984283,573.2339211,-75.22803,-90.59096,-64.42712
-0.22856206,-0.5016633,573.2944718,-78.31462,-87.43178,-69.67871
-0.22805806,-0.5001984,573.3550226,-79.72543,-96.88672,-78.96557
-0.22755406,-0.5008087,573.4155733,-78.41375,-103.0168,-104.944
-0.22705006,-0.5010529,573.4761241,-82.96513,-96.46493,-93.29001
-0.22654606,-0.5001984,573.5366748,-80.46208,-92.12857,-94.25068
-0.22604206,-0.5005646,573.5972256,-85.2231,-92.10698,-96.41747
-0.22553806,-0.5006866,573.6577763,-93.34148,-93.46066,-94.71702
-0.22503406,-0.4993133,573.7183271,-90.8362,-95.99918,-91.4883
-0.22453006,-0.4993133,573.7788778,-86.74988,-103.9729,-89.85711
-0.22402606,-0.4993133,573.8394285,-101.9651,-96.66706,-90.50369
-0.22352206,-0.5000458,573.8999793,-83.41913,-92.28103,-92.43645
-0.22301806,-0.5005646,573.96053,-83.51051,-94.87973,-93.20784
-0.22251406,-0.5006866,574.0210808,-87.55494,-106.2461,-93.81557
-0.22201006,-0.4994354,574.0816315,-79.97273,-102.6842,-97.41675
-0.22150606,-0.5021821,574.1421823,-91.80507,-106.8463,-105.2665
-0.22100206,-0.5005646,574.202733,-80.39258,-102.5783,-103.0768
-0.22049806,-0.4999237,574.2632838,-84.34418,-99.37836,-103.3498
-0.21999406,-0.5004425,574.3238345,-85.38646,-96.43303,-105.4537
-0.21949006,-0.4999237,574.3843853,-83.51006,-98.26389,-106.6857
-0.21898606,-0.4989471,574.444936,-86.89404,-95.84814,-100.0137
-0.21848206,-0.5012971,574.5054868,-89.69237,-101.7754,-96.8824
-0.21797806,-0.4990692,574.5660375,-79.79312,-97.3162,-93.65098
-0.21747406,-0.4981841,574.6265883,-84.60631,-96.1058,-90.54077
-0.21697006,-0.5003204,574.687139,-77.15688,-89.65923,-82.21358
-0.21646606,-0.4995575,574.7476897,-74.19383,-91.64256,-72.84537
-0.21596206,-0.4993133,574.8082405,-77.11716,-92.33044,-66.4304
-0.21545806,-0.5006866,574.8687912,-69.65611,-81.57108,-62.81477
-0.21495406,-0.5003204,574.929342,-78.70887,-67.60963,-61.25229
-0.21445006,-0.5006866,574.9898927,-62.33319,-62.12231,-60.86174
-0.21394606,-0.50206,575.0504435,-63.2937,-61.18639,-60.82331
-0.21344206,-0.5001984,575.1109942,-70.90186,-64.21098,-60.9651
-0.21293806,-0.4981841,575.171545,-88.33925,-72.13577,-61.9137
-0.21243406,-0.4999237,575.2320957,-75.66183,-94.69153,-64.50443
-0.21193006,-0.50206,575.2926465,-78.52263,-90.15486,-69.48642
-0.21142606,-0.5016633,575.3531972,-78.10647,-92.96037,-77.80934
-0.21092206,-0.5010529,575.413748,-78.62057,-104.6971,-91.5979
-0.21041806,-0.5015412,575.4742987,-81.19807,-92.34332,-111.3731
-0.20991406,-0.5024262,575.5348495,-82.59401,-94.1088,-99.03126
-0.20941006,-0.4983062,575.5954002,-83.60197,-105.854,-93.23134
-0.20890606,-0.5005646,575.655951,-93.26872,-94.3623,-93.31783
-0.20840206,-0.4995575,575.7165017,-90.25017,-93.62891,-94.76654
-0.20789806,-0.5000458,575.7770524,-86.45989,-98.73111,-92.86942
-0.20739406,-0.4995575,575.8376032,-98.32509,-114.85,-92.60728
-0.20689006,-0.4999237,575.8981539,-83.74473,-98.81707,-95.00871
-0.20638606,-0.4998016,575.9587047,-82.42032,-95.82004,-98.22796
-0.20588206,-0.5014191,576.0192554,-84.3924,-96.95836,-97.83157
-0.20537806,-0.5003204,576.0798062,-79.31015,-97.39803,-94.88171
-0.20487406,-0.5012971,576.1403569,-91.50789,-106.3938,-94.90948
-0.20437006,-0.5006866,576.2009077,-80.13829,-97.33379,-100.5761
-0.20386606,-0.4998016,576.2614584,-86.92247,-93.6089,-126.466
-0.20336206,-0.5010529,576.3220092,-88.00155,-107.6126,-111.5435
-0.20285806,-0.4998016,576.3825599,-83.50243,-95.20868,-113.5506
-0.20235406,-0.50206,576.4431107,-84.29002,-95.68599,-101.6043
-0.20185006,-0.498703,576.5036614,-87.41909,-107.0691,-96.29817
-0.20134606,-0.5008087,576.5642122,-78.52673,-92.72345,-96.72572
-0.20084206,-0.498825,576.6247629,-85.39424,-94.77374,-97.3727
-0.20033806,-0.4996796,576.6853136,-75.70527,-93.50597,-84.40327
-0.19983406,-0.5009308,576.7458644,-75.19591,-100.2326,-73.33312
-0.19933006,-0.4998016,576.8064151,-76.4133,-91.56266,-66.51035
-0.19882606,-0.4983062,576.8669659,-69.93462,-81.29967,-62.73471
-0.19832206,-0.5014191,576.9275166,-77.87947,-67.4878,-61.07434
-0.19781806,-0.50206,576.9880674,-62.34575,-61.96615,-60.62313
-0.19731406,-0.4994354,577.0486181,-62.99932,-60.95118,-60.55471
-0.19681006,-0.5004425,577.1091689,-70.89256,-63.86764,-60.66102
