Time,Channel A
(ms),(V)

18.38918037,-0.31586660
18.39418037,-0.18222600
18.39918037,-0.02676473
18.40418037,0.12927640
18.40918037,0.27314070
18.41418037,0.38914150
18.41918037,0.47126680
18.42418037,0.50190740
18.42918037,0.48622090
18.43418037,0.42188790
18.43918037,0.31931520
18.44418037,0.18219550
18.44918037,0.02935881
18.45418037,-0.12906280
18.45918037,-0.27182840
18.46418037,-0.39005710
18.46918037,-0.46732990
18.47418037,-0.50181590
18.47918037,-0.48438980
18.48418037,-0.42014830
18.48918037,-0.31586660
18.49418037,-0.18109680
18.49918037,-0.02728355
18.50418037,0.12765890
18.50918037,0.27253030
18.51418037,0.39124730
18.51918037,0.47166360
18.52418037,0.50450150
18.52918037,0.48683120
18.53418037,0.42249830
18.53918037,0.32020020
18.54418037,0.18231760
18.54918037,0.02786340
18.55418037,-0.12930690
18.55918037,-0.27130960
18.56418037,-0.38929410
18.56918037,-0.47105320
18.57418037,-0.50117500
18.57918037,-0.48561050
18.58418037,-0.42103340
18.58918037,-0.31836910
18.59418037,-0.18234810
18.59918037,-0.02987762
18.60418037,0.13064970
18.60918037,0.27527700
18.61418037,0.38801230
18.61918037,0.47251810
18.62418037,0.50028990
18.62918037,0.48597680
18.63418037,0.42200990
18.63918037,0.31870480
18.64418037,0.18353830
18.64918037,0.02859584
18.65418037,-0.12918490
18.65918037,-0.27182840
18.66418037,-0.39017920
18.66918037,-0.46794030
18.67418037,-0.50080870
18.67918037,-0.48637350
18.68418037,-0.42301710
18.68918037,-0.31861320
18.69418037,-0.18332470
18.69918037,-0.02566607
18.70418037,0.12604140
18.70918037,0.27451400
18.71418037,0.38901940
18.71918037,0.46952730
18.72418037,0.50178530
18.72918037,0.48585470
18.73418037,0.42173530
18.73918037,0.31995610
18.74418037,0.18094420
18.74918037,0.02948088
18.75418037,-0.12781150
18.75918037,-0.27280490
18.76418037,-0.38880580
18.76918037,-0.46833710
18.77418036,-0.50267030
18.77918036,-0.48561050
18.78418036,-0.41990420
18.78918036,-0.31586660
18.79418036,-0.18308050
18.79918036,-0.02700888
18.80418036,0.12805570
18.80918036,0.27216410
18.81418036,0.39326150
18.81918036,0.46952730
18.82418036,0.50126650
18.82918036,0.48658710
18.83418036,0.42100280
18.83918036,0.31833860
18.84418036,0.18231760
18.84918036,0.02761925
18.85418036,-0.12833030
18.85918036,-0.27143160
18.86418036,-0.38941620
18.86918036,-0.46894740
18.87418036,-0.50068660
18.87918036,-0.48524430
18.88418036,-0.42164370
18.88918036,-0.31501210
18.89418036,-0.18222600
18.89918036,-0.02652058
18.90418036,0.12903230
18.90918036,0.27378150
18.91418036,0.38926360
18.91918036,0.46803190
18.92418036,0.50190740
18.92918036,0.48759420
18.93418036,0.42298650
18.93918036,0.31769770
18.94418036,0.18454540
18.94918036,0.03122044
18.95418036,-0.12881860
18.95918036,-0.26969210
18.96418036,-0.38993500
18.96918036,-0.46818440
18.97418036,-0.50154120
18.97918036,-0.48649560
18.98418036,-0.42152170
18.98918036,-0.31785030
18.99418036,-0.18033390
18.99918036,-0.02862636
19.00418036,0.12915430
19.00918036,0.27191990
19.01418036,0.39088110
19.01918036,0.46964930
19.02418036,0.50178530
19.02918036,0.48707540
19.03418036,0.42188790
19.03918036,0.31821650
19.04418036,0.18106630
19.04918036,0.02923673
19.05418036,-0.12732320
19.05918036,-0.27094330
19.06418036,-0.38953830
19.06918036,-0.46595660
19.07418036,-0.50166330
19.07918036,-0.48686180
19.08418036,-0.42252880
19.08918036,-0.31772820
19.09418036,-0.18356880
19.09918036,-0.02713095
19.10418036,0.12939850
19.10918036,0.27253030
19.11418036,0.39063690
19.11918036,0.46867280
19.12418036,0.50190740
19.12918036,0.48683120
19.13418036,0.42112490
19.13918036,0.31995610
19.14418036,0.18353830
19.14918036,0.02911466
19.15418036,-0.12994780
19.15918036,-0.27292700
19.16418036,-0.38792080
19.16918035,-0.46943570
19.17418035,-0.50129710
19.17918035,-0.48338270
19.18418035,-0.42365800
19.18918035,-0.31723990
19.19418035,-0.18097480
19.19918035,-0.02713095
