Time,Channel B
(ms),(V)

-1.00184698,-0.08789331
-1.00056698,0.09338664
-0.99928698,0.09338664
-0.99800698,0.09338664
-0.99672698,-0.08789331
-0.99544698,0.09338664
-0.99416698,-0.08789331
-0.99288698,0.09338664
-0.99160698,0.09338664
-0.99032698,0.09338664
-0.98904698,0.09338664
-0.98776698,0.09338664
-0.98648698,0.09338664
-0.98520698,-0.08789331
-0.98392698,-0.08789331
-0.98264698,0.09338664
-0.98136698,-0.08789331
-0.98008698,-0.08789331
-0.97880698,-0.08789331
-0.97752698,0.09338664
-0.97624698,-0.08789331
-0.97496698,0.09338664
-0.97368698,0.09338664
-0.97240698,-0.08789331
-0.97112698,0.09338664
-0.96984698,0.09338664
-0.96856698,0.09338664
-0.96728698,0.09338664
-0.96600698,0.09338664
-0.96472698,-0.08789331
-0.96344698,-0.08789331
-0.96216698,0.09338664
-0.96088698,-0.08789331
-0.95960698,-0.08789331
-0.95832698,-0.08789331
-0.95704698,0.09338664
-0.95576698,-0.08789331
-0.95448698,0.09338664
-0.95320698,-0.08789331
-0.95192698,0.09338664
-0.95064698,0.09338664
-0.94936698,0.09338664
-0.94808698,0.09338664
-0.94680698,0.09338664
-0.94552698,0.09338664
-0.94424698,0.09338664
-0.94296698,0.09338664
-0.94168698,-0.08789331
-0.94040698,0.09338664
-0.93912698,-0.08789331
-0.93784698,0.09338664
-0.93656698,0.09338664
-0.93528698,0.09338664
-0.93400698,0.09338664
-0.93272698,-0.08789331
-0.93144698,0.09338664
-0.93016698,0.09338664
-0.92888698,-0.08789331
-0.92760698,0.09338664
-0.92632698,0.09338664
-0.92504698,0.09338664
-0.92376698,0.09338664
-0.92248698,-0.08789331
-0.92120698,0.09338664
-0.91992698,0.09338664
-0.91864698,-0.08789331
-0.91736698,-0.08789331
-0.91608698,0.09338664
-0.91480698,0.09338664
-0.91352698,0.09338664
-0.91224698,0.09338664
-0.91096698,0.09338664
-0.90968698,0.09338664
-0.90840698,0.09338664
-0.90712698,-0.08789331
-0.90584698,0.09338664
-0.90456698,0.09338664
-0.90328698,0.09338664
-0.90200698,0.09338664
-0.90072698,0.09338664
-0.89944698,0.09338664
-0.89816698,-0.08789331
-0.89688698,0.09338664
-0.89560698,-0.08789331
-0.89432698,0.09338664
-0.89304698,0.09338664
-0.89176698,0.09338664
-0.89048698,0.09338664
-0.88920698,0.09338664
-0.88792698,0.09338664
-0.88664698,0.09338664
-0.88536698,-0.08789331
-0.88408698,0.09338664
-0.88280698,-0.08789331
-0.88152698,0.09338664
-0.88024698,-0.08789331
-0.87896698,0.09338664
-0.87768698,-0.08789331
-0.87640698,0.09338664
-0.87512698,0.09338664
-0.87384698,-0.08789331
-0.87256698,0.09338664
-0.87128698,0.09338664
-0.87000698,-0.08789331
-0.86872698,-0.08789331
-0.86744698,0.09338664
-0.86616698,0.09338664
-0.86488698,0.09338664
-0.86360698,-0.08789331
-0.86232698,-0.08789331
-0.86104698,-0.08789331
-0.85976698,0.09338664
-0.85848698,0.09338664
-0.85720698,-0.08789331
-0.85592698,0.09338664
-0.85464698,0.09338664
