Frequency,Channel A,Channel B
78.29666138,-∞,-56.98033000
78.34434509,-∞,-55.63550000
78.39202881,-∞,-55.69836000
78.43971252,-∞,-52.04297000
78.48739624,-∞,-51.92644000
78.53507996,-∞,-52.53834000
78.58276367,-∞,-51.98239000
78.63044739,-∞,-53.86891000
78.67813110,-∞,-56.81925000
78.72581482,-∞,-65.94813000
78.77349854,-∞,-68.07389000
78.82118225,-∞,-69.86565000
78.86886597,-∞,-59.04957000
78.91654968,-∞,-59.84172000
78.96423340,-∞,-61.32374000
79.01191711,-∞,-54.64114000
79.05960083,-∞,-54.75578000
79.10728455,-∞,-53.67284000
79.15496826,-∞,-57.02442000
79.20265198,-∞,-69.28578000
79.25033569,-∞,-75.01440000
79.29801941,-∞,-80.01086000
79.34570313,-∞,-65.00654000
79.39338684,-∞,-66.27998000
79.44107056,-∞,-57.67901000
79.48875427,-∞,-57.79928000
79.53643799,-∞,-54.63670000
79.58412170,-∞,-49.76322000
79.63180542,-∞,-49.56736000
79.67948914,-∞,-55.32307000
79.72717285,-∞,-66.96006000
79.77485657,-∞,-74.59937000
79.82254028,-∞,-57.45467000
79.87022400,-∞,-57.41354000
79.91790771,-∞,-58.88876000
79.96559143,-∞,-60.94437000
80.01327515,-∞,-53.99183000
80.06095886,-∞,-50.73512000
80.10864258,-∞,-62.00264000
80.15632629,-∞,-47.89207000
80.20401001,-∞,-48.03116000
80.25169373,-∞,-58.26876000
80.29937744,-∞,-52.79143000
80.34706116,-∞,-53.70201000
80.39474487,-∞,-67.20937000
80.44242859,-∞,-57.22358000
80.49011230,-∞,-56.01247000
80.53779602,-∞,-56.98911000
80.58547974,-∞,-51.79094000
80.63316345,-∞,-52.76662000
80.68084717,-∞,-63.65102000
80.72853088,-∞,-63.51952000
80.77621460,-∞,-57.06551000
80.82389832,-∞,-53.37071000
80.87158203,-∞,-58.11135000
80.91926575,-∞,-57.35603000
80.96694946,-∞,-54.43913000
81.01463318,-∞,-52.11551000
81.06231689,-∞,-51.51719000
81.11000061,-∞,-53.69530000
81.15768433,-∞,-60.32186000
81.20536804,-∞,-51.88683000
81.25305176,-∞,-66.62423000
81.30073547,-∞,-53.90580000
81.34841919,-∞,-54.20463000
81.39610291,-∞,-57.26795000
81.44378662,-∞,-52.89288000
81.49147034,-∞,-52.58567000
81.53915405,-∞,-63.00881000
81.58683777,-∞,-53.97606000
81.63452148,-∞,-58.40123000
81.68220520,-∞,-45.11781000
81.72988892,-∞,-45.81915000
81.77757263,-∞,-56.37090000
81.82525635,-∞,-51.78353000
81.87294006,-∞,-51.70964000
81.92062378,-∞,-50.58572000
81.96830750,-∞,-50.42852000
82.01599121,-∞,-47.79356000
82.06367493,-∞,-50.81449000
82.11135864,-∞,-55.92255000
82.15904236,-∞,-52.10779000
82.20672607,-∞,-52.19322000
82.25440979,-∞,-48.91615000
82.30209351,-∞,-53.29638000
82.34977722,-∞,-59.01979000
82.39746094,-∞,-60.85220000
82.44514465,-∞,-65.57217000
82.49282837,-∞,-55.61561000
82.54051208,-∞,-59.38149000
82.58819580,-∞,-53.93147000
82.63587952,-∞,-49.53389000
82.68356323,-∞,-52.10234000
82.73124695,-∞,-78.70493000
82.77893066,-∞,-52.09768000
82.82661438,-∞,-48.37107000
82.87429810,-∞,-47.33031000
82.92198181,-∞,-48.87043000
82.96966553,-∞,-55.96941000
83.01734924,-∞,-61.67814000
83.06503296,-∞,-59.57642000
83.11271667,-∞,-59.33925000
83.16040039,-∞,-53.89897000
83.20808411,-∞,-60.00805000
83.25576782,-∞,-56.30708000
83.30345154,-∞,-52.98923000
83.35113525,-∞,-56.60199000
83.39881897,-∞,-48.84727000
83.44650269,-∞,-48.41878000
83.49418640,-∞,-58.94167000
83.54187012,-∞,-54.44368000
83.58955383,-∞,-51.55541000
83.63723755,-∞,-51.60023000
83.68492126,-∞,-52.35823000
83.73260498,-∞,-52.88235000
83.78028870,-∞,-53.79772000
83.82797241,-∞,-53.68939000
83.87565613,-∞,-57.55234000
83.92333984,-∞,-61.18288000
83.97102356,-∞,-60.77251000
84.01870728,-∞,-58.36264000
84.06639099,-∞,-55.08169000
84.11407471,-∞,-50.91688000
84.16175842,-∞,-49.41288000
84.20944214,-∞,-51.31824000
84.25712585,-∞,-57.04472000
84.30480957,-∞,-62.57864000
84.35249329,-∞,-67.14824000
84.40017700,-∞,-57.70919000
84.44786072,-∞,-53.36519000
84.49554443,-∞,-54.04411000
84.54322815,-∞,-76.62111000
84.59091187,-∞,-57.38660000
84.63859558,-∞,-62.81234000
84.68627930,-∞,-61.74458000
84.73396301,-∞,-54.96402000
84.78164673,-∞,-53.70110000
84.82933044,-∞,-49.29785000
84.87701416,-∞,-57.10779000
84.92469788,-∞,-52.38245000
84.97238159,-∞,-54.34291000
85.02006531,-∞,-64.51728000
85.06774902,-∞,-64.33516000
85.11543274,-∞,-52.93267000
85.16311646,-∞,-52.77404000
85.21080017,-∞,-59.40202000
85.25848389,-∞,-71.67199000
85.30616760,-∞,-71.83382000
85.35385132,-∞,-57.70573000
85.40153503,-∞,-56.79451000
85.44921875,-∞,-63.19548000
85.49690247,-∞,-55.63992000
85.54458618,-∞,-60.07235000
85.59226990,-∞,-56.25988000
85.63995361,-∞,-71.07070000
85.68763733,-∞,-57.01841000
85.73532104,-∞,-52.72107000
85.78300476,-∞,-53.38595000
85.83068848,-∞,-56.43262000
85.87837219,-∞,-65.71410000
85.92605591,-∞,-58.46772000
85.97373962,-∞,-51.63726000
86.02142334,-∞,-51.58193000
86.06910706,-∞,-58.69092000
86.11679077,-∞,-64.03001000
86.16447449,-∞,-54.21409000
86.21215820,-∞,-51.13227000
86.25984192,-∞,-55.49784000
86.30752563,-∞,-64.22679000
86.35520935,-∞,-68.78578000
86.40289307,-∞,-52.00336000
86.45057678,-∞,-49.79743000
86.49826050,-∞,-52.42361000
86.54594421,-∞,-49.97273000
86.59362793,-∞,-55.87871000
86.64131165,-∞,-53.56734000
86.68899536,-∞,-50.13377000
86.73667908,-∞,-58.81328000
86.78436279,-∞,-50.47393000
86.83204651,-∞,-48.82772000
86.87973022,-∞,-51.07710000
86.92741394,-∞,-57.64545000
86.97509766,-∞,-52.12151000
87.02278137,-∞,-49.68417000
87.07046509,-∞,-60.49422000
87.11814880,-∞,-70.37703000
87.16583252,-∞,-61.04606000
87.21351624,-∞,-61.10405000
87.26119995,-∞,-51.24348000
87.30888367,-∞,-49.49015000
87.35656738,-∞,-51.26080000
87.40425110,-∞,-58.41164000
87.45193481,-∞,-52.97413000
87.49961853,-∞,-60.94822000
87.54730225,-∞,-55.25619000
87.59498596,-∞,-54.50253000
87.64266968,-∞,-60.59790000
87.69035339,-∞,-47.59173000
87.73803711,-∞,-44.77043000
87.78572083,-∞,-46.92521000
87.83340454,-∞,-53.87208000
87.88108826,-∞,-52.24548000
87.92877197,-∞,-53.76416000
87.97645569,-∞,-53.41975000
88.02413940,-∞,-59.74699000
88.07182312,-∞,-57.39976000
88.11950684,-∞,-51.79426000
88.16719055,-∞,-49.37343000
88.21487427,-∞,-52.22911000
88.26255798,-∞,-72.50017000
88.31024170,-∞,-52.99875000
88.35792542,-∞,-49.14202000
88.40560913,-∞,-49.24271000
88.45329285,-∞,-51.07197000
88.50097656,-∞,-53.07351000
88.54866028,-∞,-57.84258000
88.59634399,-∞,-60.30159000
88.64402771,-∞,-61.66196000
88.69171143,-∞,-53.37896000
88.73939514,-∞,-50.28553000
88.78707886,-∞,-49.48367000
88.83476257,-∞,-52.35321000
88.88244629,-∞,-57.37031000
88.93013000,-∞,-55.55988000
88.97781372,-∞,-64.35329000
89.02549744,-∞,-68.59965000
89.07318115,-∞,-64.81166000
89.12086487,-∞,-59.58572000
89.16854858,-∞,-58.83267000
89.21623230,-∞,-63.51596000
89.26391602,-∞,-59.27073000
89.31159973,-∞,-58.77914000
89.35928345,-∞,-59.85853000
89.40696716,-∞,-56.47182000
89.45465088,-∞,-61.42435000
89.50233459,-∞,-68.58077000
89.55001831,-∞,-58.67023000
89.59770203,-∞,-54.75495000
89.64538574,-∞,-49.03951000
89.69306946,-∞,-45.62638000
89.74075317,-∞,-48.62837000
89.78843689,-∞,-59.34721000
89.83612061,-∞,-54.53903000
89.88380432,-∞,-56.28295000
89.93148804,-∞,-60.26797000
89.97917175,-∞,-64.04179000
90.02685547,-∞,-64.39603000
90.07453918,-∞,-58.74508000
90.12222290,-∞,-58.23590000
90.16990662,-∞,-61.88982000
90.21759033,-∞,-51.37609000
90.26527405,-∞,-48.89158000
90.31295776,-∞,-50.86130000
90.36064148,-∞,-55.75335000
90.40832520,-∞,-56.59570000
90.45600891,-∞,-58.50212000
90.50369263,-∞,-51.67550000
90.55137634,-∞,-52.34789000
90.59906006,-∞,-54.08707000
90.64674377,-∞,-49.66133000
90.69442749,-∞,-48.47359000
90.74211121,-∞,-56.10451000
90.78979492,-∞,-58.77849000
90.83747864,-∞,-58.26967000
90.88516235,-∞,-60.19753000
90.93284607,-∞,-55.56306000
90.98052979,-∞,-49.75085000
91.02821350,-∞,-58.95929000
91.07589722,-∞,-56.34348000
91.12358093,-∞,-58.92954000
91.17126465,-∞,-59.38903000
91.21894836,-∞,-61.96169000
91.26663208,-∞,-65.42883000
91.31431580,-∞,-53.58630000
91.36199951,-∞,-52.77521000
91.40968323,-∞,-55.12051000
91.45736694,-∞,-51.78314000
91.50505066,-∞,-52.29849000
91.55273438,-∞,-56.78473000
91.60041809,-∞,-62.19675000
91.64810181,-∞,-56.74771000
91.69578552,-∞,-58.63388000
91.74346924,-∞,-63.98891000
91.79115295,-∞,-55.45390000
91.83883667,-∞,-52.68331000
91.88652039,-∞,-53.56197000
91.93420410,-∞,-57.38464000
91.98188782,-∞,-52.01208000
92.02957153,-∞,-49.07462000
92.07725525,-∞,-50.52468000
92.12493896,-∞,-49.04585000
92.17262268,-∞,-50.38000000
92.22030640,-∞,-55.40679000
92.26799011,-∞,-59.30107000
92.31567383,-∞,-70.01782000
92.36335754,-∞,-65.30127000
92.41104126,-∞,-67.16572000
92.45872498,-∞,-56.02347000
92.50640869,-∞,-57.55196000
92.55409241,-∞,-54.87686000
92.60177612,-∞,-54.71087000
92.64945984,-∞,-67.41336000
92.69714355,-∞,-56.41986000
92.74482727,-∞,-49.14619000
92.79251099,-∞,-49.54644000
92.84019470,-∞,-54.41597000
92.88787842,-∞,-52.84880000
92.93556213,-∞,-49.72784000
92.98324585,-∞,-51.33121000
93.03092957,-∞,-59.32021000
93.07861328,-∞,-52.86316000
93.12629700,-∞,-53.00562000
93.17398071,-∞,-64.39061000
93.22166443,-∞,-59.57590000
93.26934814,-∞,-55.31512000
93.31703186,-∞,-61.12857000
93.36471558,-∞,-62.78411000
93.41239929,-∞,-52.89984000
93.46008301,-∞,-53.46603000
93.50776672,-∞,-65.38217000
93.55545044,-∞,-64.13684000
93.60313416,-∞,-60.57360000
93.65081787,-∞,-57.97425000
93.69850159,-∞,-60.01206000
93.74618530,-∞,-55.35653000
93.79386902,-∞,-53.97720000
93.84155273,-∞,-62.71814000
93.88923645,-∞,-59.81489000
93.93692017,-∞,-54.87532000
93.98460388,-∞,-53.12341000
94.03228760,-∞,-54.74609000
94.07997131,-∞,-56.91637000
94.12765503,-∞,-59.42871000
94.17533875,-∞,-56.52615000
94.22302246,-∞,-49.30703000
94.27070618,-∞,-54.34171000
94.31838989,-∞,-50.35218000
94.36607361,-∞,-49.79345000
94.41375732,-∞,-52.81462000
94.46144104,-∞,-57.67756000
94.50912476,-∞,-57.19358000
94.55680847,-∞,-53.91755000
94.60449219,-∞,-55.90549000
94.65217590,-∞,-55.71533000
94.69985962,-∞,-56.83729000
94.74754333,-∞,-57.14821000
94.79522705,-∞,-60.48848000
94.84291077,-∞,-62.90378000
94.89059448,-∞,-64.42539000
94.93827820,-∞,-71.82822000
94.98596191,-∞,-67.39037000
95.03364563,-∞,-63.41538000
95.08132935,-∞,-55.54721000
95.12901306,-∞,-52.24724000
95.17669678,-∞,-52.04969000
95.22438049,-∞,-52.83978000
95.27206421,-∞,-59.04151000
95.31974792,-∞,-55.15266000
95.36743164,-∞,-51.62048000
95.41511536,-∞,-53.40276000
95.46279907,-∞,-55.69678000
95.51048279,-∞,-61.12088000
95.55816650,-∞,-55.20710000
95.60585022,-∞,-49.60209000
95.65353394,-∞,-46.75739000
95.70121765,-∞,-50.47520000
95.74890137,-∞,-56.07125000
95.79658508,-∞,-61.42946000
95.84426880,-∞,-61.38856000
95.89195251,-∞,-57.50003000
95.93963623,-∞,-56.36375000
95.98731995,-∞,-66.45507000
96.03500366,-∞,-62.16455000
96.08268738,-∞,-56.93508000
96.13037109,-∞,-55.33381000
96.17805481,-∞,-53.55021000
96.22573853,-∞,-50.29896000
96.27342224,-∞,-49.55521000
96.32110596,-∞,-56.37989000
96.36878967,-∞,-56.67075000
96.41647339,-∞,-55.99695000
96.46415710,-∞,-57.83026000
96.51184082,-∞,-54.06753000
96.55952454,-∞,-55.59354000
96.60720825,-∞,-59.39581000
96.65489197,-∞,-56.67080000
96.70257568,-∞,-53.97958000
96.75025940,-∞,-59.87447000
96.79794312,-∞,-65.84824000
96.84562683,-∞,-68.08836000
96.89331055,-∞,-57.24142000
96.94099426,-∞,-54.47404000
96.98867798,-∞,-50.68352000
97.03636169,-∞,-47.99150000
97.08404541,-∞,-51.29290000
97.13172913,-∞,-64.40024000
97.17941284,-∞,-56.43434000
97.22709656,-∞,-56.27133000
97.27478027,-∞,-55.31509000
97.32246399,-∞,-54.66168000
97.37014771,-∞,-61.38445000
97.41783142,-∞,-77.76476000
97.46551514,-∞,-75.00209000
97.51319885,-∞,-57.27393000
97.56088257,-∞,-64.63347000
97.60856628,-∞,-59.71543000
