Time,Channel B
(ms),(V)

-25.03679879,-0.00137333
-25.02655879,-0.00137333
-25.01631879,-0.00137333
-25.00607879,-0.00137333
-24.99583879,-0.00137333
-24.98559879,-0.00137333
-24.97535879,-0.00137333
-24.96511879,-0.00137333
-24.95487879,0.04272591
-24.94463879,-0.00137333
-24.93439879,-0.00137333
-24.92415879,-0.00137333
-24.91391879,-0.00137333
-24.90367879,-0.00137333
-24.89343879,-0.00137333
-24.88319879,-0.00137333
-24.87295879,-0.00137333
-24.86271879,0.04272591
-24.85247879,-0.00137333
-24.84223879,-0.00137333
-24.83199879,-0.00137333
-24.82175879,-0.00137333
-24.81151879,-0.00137333
-24.80127879,-0.00137333
-24.79103879,-0.00137333
-24.78079879,-0.00137333
-24.77055879,-0.00137333
-24.76031879,-0.00137333
-24.75007879,-0.00137333
-24.73983879,-0.00137333
-24.72959879,-0.00137333
-24.71935879,-0.00137333
-24.70911879,-0.00137333
-24.69887879,-0.00137333
-24.68863879,-0.00137333
-24.67839879,-0.00137333
-24.66815879,-0.00137333
-24.65791879,-0.00137333
-24.64767879,-0.00137333
-24.63743879,-0.00137333
-24.62719879,-0.00137333
-24.61695879,-0.00137333
-24.60671879,-0.00137333
-24.59647879,-0.00137333
-24.58623879,-0.00137333
-24.57599879,-0.00137333
-24.56575879,-0.00137333
-24.55551879,-0.00137333
-24.54527879,-0.00137333
-24.53503879,-0.00137333
-24.52479879,-0.00137333
-24.51455879,-0.00137333
-24.50431879,-0.00137333
-24.49407879,-0.00137333
-24.48383879,-0.00137333
-24.47359879,-0.00137333
-24.46335879,-0.00137333
-24.45311879,-0.00137333
-24.44287879,-0.00137333
-24.43263879,-0.00137333
-24.42239879,-0.00137333
-24.41215879,-0.00137333
-24.40191879,-0.00137333
-24.39167879,-0.00137333
-24.38143879,-0.00137333
-24.37119879,-0.00137333
-24.36095879,-0.00137333
-24.35071879,-0.00137333
-24.34047879,-0.00137333
-24.33023879,-0.00137333
-24.31999879,-0.00137333
-24.30975879,-0.00137333
-24.29951879,-0.00137333
-24.28927879,-0.00137333
-24.27903879,-0.00137333
-24.26879879,-0.00137333
-24.25855879,-0.00137333
-24.24831879,-0.00137333
-24.23807879,-0.00137333
-24.22783880,-0.00137333
-24.21759880,-0.00137333
-24.20735880,-0.00137333
-24.19711880,-0.00137333
-24.18687880,-0.00137333
-24.17663880,-0.00137333
-24.16639880,0.04272591
-24.15615880,-0.00137333
-24.14591880,-0.00137333
-24.13567880,-0.00137333
-24.12543880,-0.00137333
-24.11519880,-0.00137333
-24.10495880,-0.00137333
-24.09471880,-0.00137333
-24.08447880,-0.00137333
-24.07423880,-0.00137333
-24.06399880,-0.00137333
-24.05375880,-0.00137333
-24.04351880,-0.00137333
-24.03327880,-0.00137333
-24.02303880,-0.00137333
-24.01279880,-0.00137333
-24.00255880,-0.00137333
-23.99231880,-0.00137333
-23.98207880,-0.00137333
-23.97183880,0.04272591
-23.96159880,-0.00137333
-23.95135880,-0.00137333
-23.94111880,-0.00137333
-23.93087880,-0.00137333
-23.92063880,-0.00137333
