Time,Channel A
(ms),(V)

-25.00751830,0.46006650
-25.00251830,-0.49855040
-24.99751830,0.49305700
-24.99251830,-0.43583480
-24.98751830,0.33549000
-24.98251830,-0.20175790
-24.97751830,0.05001984
-24.97251830,0.10715050
-24.96751830,-0.25202180
-24.96251830,0.37607960
-24.95751830,-0.46061590
-24.95251830,0.50163280
-24.94751830,-0.49208050
-24.94251830,0.43681140
-24.93751830,-0.33378090
-24.93251830,0.20282600
-24.92751830,-0.05154576
-24.92251830,-0.10718100
-24.91751830,0.25559250
-24.91251830,-0.37623220
-24.90751830,0.46305730
-24.90251830,-0.50279240
-24.89751830,0.49317910
-24.89251830,-0.43409530
-24.88751830,0.33338420
-24.88251830,-0.20300910
-24.87751830,0.04913480
-24.87251830,0.10788290
-24.86751830,-0.25415810
-24.86251830,0.37620170
-24.85751830,-0.46134830
-24.85251830,0.50190740
-24.84751830,-0.49195840
-24.84251830,0.43632310
-24.83751830,-0.33365890
-24.83251830,0.20383310
-24.82751830,-0.05005036
-24.82251830,-0.10367140
-24.81751830,0.25449390
-24.81251830,-0.37522510
-24.80751830,0.46220280
-24.80251830,-0.50242620
-24.79751830,0.49180580
-24.79251830,-0.43336280
-24.78751830,0.33362840
-24.78251830,-0.20313120
-24.77751830,0.04751732
-24.77251830,0.10626540
-24.76751831,-0.25388350
-24.76251831,0.37681200
-24.75751831,-0.46098210
-24.75251831,0.50215150
-24.74751831,-0.49171420
-24.74251831,0.43482770
-24.73751831,-0.33454390
-24.73251831,0.20209360
-24.72751831,-0.04928739
-24.72251831,-0.10827970
-24.71751831,0.25348680
-24.71251831,-0.37598800
-24.70751831,0.46082950
-24.70251831,-0.50181590
-24.69751831,0.49156160
-24.69251831,-0.43372910
-24.68751831,0.33549000
-24.68251831,-0.20261240
-24.67751831,0.04937895
-24.67251831,0.10663170
-24.66751831,-0.25254070
-24.66251831,0.37482830
-24.65751831,-0.46037170
-24.65251831,0.50163280
-24.64751831,-0.49061550
-24.64251831,0.43308820
-24.63751831,-0.33491010
-24.63251831,0.20245980
-24.62751831,-0.05130161
-24.62251831,-0.10592970
-24.61751831,0.25486010
-24.61251831,-0.37586600
-24.60751831,0.46143980
-24.60251831,-0.50154120
-24.59751831,0.49107330
-24.59251831,-0.43522450
-24.58751831,0.33500170
-24.58251831,-0.20261240
-24.57751831,0.04889065
-24.57251831,0.10925630
-24.56751831,-0.25537890
-24.56251831,0.37543870
-24.55751831,-0.46009700
-24.55251831,0.50202950
-24.54751831,-0.48985260
-24.54251831,0.43357650
-24.53751831,-0.33689380
-24.53251831,0.20297860
-24.52751831,-0.05005036
-24.52251831,-0.10467850
-24.51751831,0.25611130
-24.51251831,-0.37672050
-24.50751831,0.46070740
-24.50251831,-0.50206000
-24.49751831,0.49342330
-24.49251831,-0.43671990
-24.48751831,0.33402510
-24.48251831,-0.20139160
-24.47751831,0.04977569
-24.47251831,0.10776090
-24.46751831,-0.25513470
-24.46251831,0.37733080
-24.45751831,-0.46134830
-24.45251831,0.50312820
-24.44751831,-0.49247720
-24.44251831,0.43507190
