Frequency,Channel B
(kHz),(dBu)

0.00000000,-26.56452000
0.04768372,-33.66568000
0.09536743,-46.76406000
0.14305115,-48.69117000
0.19073486,-49.55542000
0.23841858,-54.79754000
0.28610229,-51.98017000
0.33378601,-46.87217000
0.38146973,-53.40900000
0.42915344,-51.75308000
0.47683716,-46.90860000
0.52452087,-47.12708000
0.57220459,-49.59702000
0.61988831,-50.19646000
0.66757202,-51.48592000
0.71525574,-55.94084000
0.76293945,-58.08340000
0.81062317,-60.81420000
0.85830688,-59.23470000
0.90599060,-58.49225000
0.95367432,-55.06677000
1.00135803,-56.56990000
1.04904175,-60.52759000
1.09672546,-55.83858000
1.14440918,-58.96331000
1.19209290,-52.79232000
1.23977661,-54.25986000
1.28746033,-59.68766000
1.33514404,-56.16753000
1.38282776,-55.69297000
1.43051147,-53.93069000
1.47819519,-59.84458000
1.52587891,-81.97424000
1.57356262,-63.74441000
1.62124634,-60.94793000
1.66893005,-56.19815000
1.71661377,-52.87916000
1.76429749,-56.60499000
1.81198120,-53.40107000
1.85966492,-56.22811000
1.90734863,-50.58669000
1.95503235,-48.28122000
2.00271606,-56.58026000
2.05039978,-58.74870000
2.09808350,-55.44313000
2.14576721,-54.46590000
2.19345093,-69.83540000
2.24113464,-64.27368000
2.28881836,-59.25705000
2.33650208,-55.14677000
2.38418579,-57.15118000
2.43186951,-63.63711000
2.47955322,-59.76929000
2.52723694,-54.48628000
2.57492065,-55.07881000
2.62260437,-57.62848000
2.67028809,-56.29260000
2.71797180,-62.31844000
2.76565552,-54.70237000
2.81333923,-63.35810000
2.86102295,-58.85250000
2.90870667,-55.59391000
2.95639038,-56.50229000
3.00407410,-65.18163000
3.05175781,-62.61351000
3.09944153,-55.72739000
3.14712524,-74.23225000
3.19480896,-67.53182000
3.24249268,-52.80186000
3.29017639,-56.87498000
3.33786011,-58.34131000
3.38554382,-55.67474000
3.43322754,-60.36307000
3.48091125,-53.58580000
3.52859497,-53.34220000
3.57627869,-54.55988000
3.62396240,-54.40450000
3.67164612,-59.66297000
3.71932983,-51.85511000
3.76701355,-57.38525000
3.81469727,-53.33043000
3.86238098,-50.83774000
3.91006470,-65.78141000
3.95774841,-54.63932000
4.00543213,-50.98269000
4.05311584,-57.32031000
4.10079956,-49.16718000
4.14848328,-51.13132000
4.19616699,-54.70176000
4.24385071,-53.06153000
4.29153442,-53.64023000
4.33921814,-52.98260000
4.38690186,-53.01989000
4.43458557,-53.48212000
4.48226929,-57.69040000
4.52995300,-49.58891000
4.57763672,-53.22192000
4.62532043,-62.10939000
4.67300415,-50.14655000
4.72068787,-47.82516000
4.76837158,-54.39776000
4.81605530,-48.26160000
4.86373901,-48.84652000
4.91142273,-53.40626000
4.95910645,-51.30639000
5.00679016,-48.16189000
5.05447388,-48.91405000
5.10215759,-46.67796000
5.14984131,-49.23734000
5.19752502,-48.50115000
5.24520874,-46.08657000
5.29289246,-46.94658000
5.34057617,-46.65417000
5.38825989,-43.28941000
5.43594360,-50.57674000
5.48362732,-42.00646000
5.53131104,-42.41618000
5.57899475,-45.01952000
5.62667847,-42.09793000
5.67436218,-40.75491000
5.72204590,-41.47453000
5.76972961,-40.48604000
5.81741333,-37.31515000
5.86509705,-37.98176000
5.91278076,-37.37916000
5.96046448,-34.38234000
6.00814819,-33.04836000
6.05583191,-31.88097000
6.10351563,-27.80236000
6.15119934,-22.79530000
6.19888306,-12.70221000
6.24656677,-5.29210600
6.29425049,-2.92495800
