Frequency,Channel A
(kHz),(dBV)

0.00000000,-63.65582000
0.01220703,-64.05471000
0.02441406,-69.36478000
0.03662109,-79.61702000
0.04882813,-103.06030000
0.06103516,-97.98270000
0.07324219,-95.83536000
0.08544922,-92.67399000
0.09765625,-92.24475000
0.10986328,-94.45731000
0.12207031,-97.66565000
0.13427734,-95.59938000
0.14648438,-93.99235000
0.15869141,-96.81698000
0.17089844,-102.24660000
0.18310547,-95.94048000
0.19531250,-92.96660000
0.20751953,-91.53757000
0.21972656,-89.81485000
0.23193359,-88.72909000
0.24414063,-89.20078000
0.25634766,-90.56552000
0.26855469,-91.43059000
0.28076172,-92.17660000
0.29296875,-93.30795000
0.30517578,-94.77848000
0.31738281,-96.02307000
0.32958984,-95.57394000
0.34179688,-93.57448000
0.35400391,-91.78139000
0.36621094,-90.86754000
0.37841797,-90.41304000
0.39062500,-90.41584000
0.40283203,-91.66243000
0.41503906,-95.29622000
0.42724609,-97.74708000
0.43945313,-92.88445000
0.45166016,-90.64163000
0.46386719,-91.26637000
0.47607422,-94.58160000
0.48828125,-100.49900000
0.50048828,-100.76590000
0.51269531,-99.07983000
0.52490234,-100.14020000
0.53710938,-99.68076000
0.54931641,-99.27604000
0.56152344,-103.13300000
0.57373047,-103.60080000
0.58593750,-95.36752000
0.59814453,-91.67169000
0.61035156,-91.17043000
0.62255859,-94.17542000
0.63476563,-103.15900000
0.64697266,-97.34698000
0.65917969,-92.59581000
0.67138672,-91.16319000
0.68359375,-91.38157000
0.69580078,-93.50201000
0.70800781,-98.06207000
0.72021484,-101.32540000
0.73242188,-98.72218000
0.74462891,-96.72395000
0.75683594,-93.46730000
0.76904297,-91.23170000
0.78125000,-91.37958000
0.79345703,-92.73920000
0.80566406,-93.68130000
0.81787109,-95.13165000
0.83007813,-98.44255000
0.84228516,-97.96738000
0.85449219,-95.74981000
0.86669922,-95.87280000
0.87890625,-95.63306000
0.89111328,-94.45644000
0.90332031,-94.08305000
0.91552734,-95.81909000
0.92773438,-100.49850000
0.93994141,-109.42590000
0.95214844,-102.51260000
0.96435547,-93.25403000
0.97656250,-89.88384000
0.98876953,-88.35933000
1.00097656,-87.63068000
1.01318359,-88.81387000
1.02539063,-93.79321000
1.03759766,-104.34940000
1.04980469,-94.21269000
1.06201172,-90.43449000
1.07421875,-89.37906000
1.08642578,-90.76107000
1.09863281,-96.18961000
1.11083984,-113.55050000
1.12304688,-101.57430000
1.13525391,-97.64658000
1.14746094,-95.85834000
1.15966797,-97.02553000
1.17187500,-99.43818000
1.18408203,-99.56808000
1.19628906,-101.19190000
1.20849609,-107.30410000
1.22070313,-102.19440000
1.23291016,-96.19568000
1.24511719,-94.51610000
1.25732422,-96.11127000
1.26953125,-96.13995000
1.28173828,-92.01796000
1.29394531,-89.85172000
1.30615234,-90.02498000
1.31835938,-92.33768000
1.33056641,-96.42028000
1.34277344,-99.72706000
1.35498047,-100.41010000
1.36718750,-98.54255000
1.37939453,-95.51205000
1.39160156,-92.87878000
1.40380859,-92.50076000
1.41601563,-94.93570000
1.42822266,-99.84608000
1.44042969,-107.20450000
1.45263672,-103.69780000
1.46484375,-102.33120000
1.47705078,-97.69931000
1.48925781,-94.86874000
1.50146484,-95.79627000
1.51367188,-96.58845000
1.52587891,-95.98187000
1.53808594,-95.97963000
1.55029297,-94.78165000
1.56250000,-94.51349000
1.57470703,-96.66495000
1.58691406,-99.70425000
1.59912109,-97.91182000
1.61132813,-92.50766000
1.62353516,-89.00069000
1.63574219,-88.05757000
1.64794922,-89.41681000
1.66015625,-91.57533000
1.67236328,-92.40599000
1.68457031,-93.62137000
1.69677734,-93.86440000
1.70898438,-91.29259000
1.72119141,-89.70900000
1.73339844,-89.94478000
1.74560547,-91.64894000
1.75781250,-93.75623000
1.77001953,-95.63111000
1.78222656,-96.18409000
1.79443359,-94.24055000
1.80664063,-93.00267000
1.81884766,-94.25853000
1.83105469,-97.19199000
1.84326172,-98.39465000
1.85546875,-98.22719000
1.86767578,-97.22645000
1.87988281,-94.79259000
1.89208984,-93.56790000
1.90429688,-94.30730000
1.91650391,-96.47235000
1.92871094,-101.58610000
1.94091797,-106.64220000
1.95312500,-94.44054000
1.96533203,-90.24229000
1.97753906,-89.67774000
1.98974609,-92.06274000
2.00195313,-96.61781000
2.01416016,-99.67685000
2.02636719,-102.29340000
2.03857422,-100.95320000
2.05078125,-97.50306000
2.06298828,-97.87289000
2.07519531,-99.37173000
2.08740234,-100.08340000
2.09960938,-108.26590000
2.11181641,-100.36170000
2.12402344,-95.00381000
2.13623047,-95.57160000
2.14843750,-99.11590000
2.16064453,-97.98799000
2.17285156,-97.31744000
2.18505859,-96.82845000
2.19726563,-92.68146000
2.20947266,-90.06812000
2.22167969,-90.29521000
2.23388672,-94.18603000
2.24609375,-107.67350000
2.25830078,-100.43360000
2.27050781,-94.12337000
2.28271484,-91.05501000
2.29492188,-90.43269000
2.30712891,-92.56252000
2.31933594,-97.43824000
2.33154297,-103.12650000
2.34375000,-104.09250000
2.35595703,-105.97240000
2.36816406,-123.43870000
2.38037109,-101.80070000
2.39257813,-97.98289000
2.40478516,-99.24130000
2.41699219,-110.50460000
2.42919922,-103.10050000
2.44140625,-98.52207000
2.45361328,-99.18972000
2.46582031,-101.98400000
2.47802734,-107.55280000
2.49023438,-98.16520000
2.50244141,-91.67844000
2.51464844,-89.09032000
2.52685547,-88.92793000
2.53906250,-90.04074000
2.55126953,-92.17476000
2.56347656,-96.26357000
2.57568359,-100.46900000
2.58789063,-98.05603000
2.60009766,-93.42384000
2.61230469,-91.22123000
2.62451172,-91.53031000
2.63671875,-92.92737000
2.64892578,-94.08800000
2.66113281,-95.03963000
2.67333984,-95.51993000
2.68554688,-94.22871000
2.69775391,-91.89667000
2.70996094,-90.87447000
2.72216797,-91.30099000
2.73437500,-92.63164000
2.74658203,-94.32437000
2.75878906,-95.35455000
2.77099609,-93.77448000
2.78320313,-91.41999000
2.79541016,-91.48782000
2.80761719,-95.26489000
2.81982422,-108.07720000
2.83203125,-100.11280000
2.84423828,-94.63200000
2.85644531,-93.72720000
2.86865234,-95.28848000
2.88085938,-98.13572000
2.89306641,-98.95558000
2.90527344,-93.40402000
2.91748047,-89.88265000
2.92968750,-89.13203000
2.94189453,-90.19162000
2.95410156,-92.51915000
2.96630859,-99.10081000
2.97851563,-96.02185000
2.99072266,-86.90273000
3.00292969,-83.54202000
3.01513672,-83.23989000
3.02734375,-85.33863000
3.03955078,-90.14207000
3.05175781,-102.80310000
3.06396484,-95.37506000
3.07617188,-90.27129000
3.08837891,-89.49121000
3.10058594,-90.62905000
3.11279297,-92.54040000
3.12500000,-95.60748000
3.13720703,-99.41565000
3.14941406,-91.98125000
3.16162109,-87.46484000
3.17382813,-86.65069000
3.18603516,-88.53885000
3.19824219,-91.54781000
3.21044922,-94.02841000
3.22265625,-96.36917000
3.23486328,-97.56467000
3.24707031,-98.84657000
3.25927734,-103.71950000
3.27148438,-99.14084000
3.28369141,-94.20624000
3.29589844,-92.75414000
3.30810547,-93.18063000
3.32031250,-94.24190000
3.33251953,-95.25412000
3.34472656,-96.82189000
3.35693359,-96.79047000
3.36914063,-93.33980000
3.38134766,-92.40738000
3.39355469,-95.41122000
3.40576172,-99.85657000
3.41796875,-98.39046000
3.43017578,-97.84021000
3.44238281,-97.46915000
3.45458984,-95.51881000
3.46679688,-93.43807000
3.47900391,-92.30386000
3.49121094,-91.76466000
3.50341797,-91.33323000
3.51562500,-91.18092000
3.52783203,-92.16179000
3.54003906,-96.14555000
3.55224609,-111.69760000
3.56445313,-103.62700000
3.57666016,-109.33060000
3.58886719,-100.09590000
3.60107422,-94.19804000
3.61328125,-95.04588000
3.62548828,-101.45360000
3.63769531,-108.83270000
3.64990234,-108.76420000
3.66210938,-102.43740000
3.67431641,-96.70623000
3.68652344,-93.87726000
3.69873047,-92.62852000
3.71093750,-91.59380000
3.72314453,-91.21481000
3.73535156,-92.71712000
3.74755859,-96.32574000
3.75976563,-100.42490000
3.77197266,-99.65422000
3.78417969,-94.89799000
3.79638672,-90.97223000
3.80859375,-89.22919000
3.82080078,-89.76795000
3.83300781,-92.54792000
3.84521484,-96.34612000
3.85742188,-95.53280000
3.86962891,-93.94657000
3.88183594,-95.70250000
3.89404297,-104.19530000
3.90625000,-106.15170000
3.91845703,-99.07097000
3.93066406,-97.79982000
3.94287109,-95.48903000
3.95507813,-92.87994000
3.96728516,-92.53960000
3.97949219,-95.67873000
3.99169922,-106.93440000
4.00390625,-99.55130000
4.01611328,-94.40086000
4.02832031,-93.36658000
4.04052734,-94.52768000
4.05273438,-97.64713000
4.06494141,-98.39439000
4.07714844,-94.90474000
4.08935547,-94.55521000
4.10156250,-98.88268000
4.11376953,-115.71720000
4.12597656,-101.81700000
4.13818359,-98.08810000
4.15039063,-96.61172000
4.16259766,-96.85362000
4.17480469,-100.06100000
4.18701172,-102.41390000
4.19921875,-96.05392000
4.21142578,-93.07990000
4.22363281,-93.71181000
4.23583984,-97.75487000
4.24804688,-106.37720000
4.26025391,-120.83740000
4.27246094,-108.14230000
4.28466797,-99.78056000
4.29687500,-96.85359000
4.30908203,-99.85226000
4.32128906,-103.70740000
4.33349609,-94.26498000
4.34570313,-90.89162000
4.35791016,-90.76778000
4.37011719,-93.57980000
4.38232422,-97.84077000
4.39453125,-96.41286000
4.40673828,-94.53423000
4.41894531,-93.91509000
4.43115234,-95.20730000
4.44335938,-97.74577000
4.45556641,-95.54263000
4.46777344,-93.07893000
4.47998047,-93.08452000
4.49218750,-95.21523000
4.50439453,-98.48293000
4.51660156,-100.43710000
4.52880859,-100.32140000
4.54101563,-99.31126000
4.55322266,-97.05296000
4.56542969,-93.54214000
4.57763672,-89.86001000
4.58984375,-87.60783000
4.60205078,-87.39452000
4.61425781,-89.29419000
4.62646484,-93.24561000
4.63867188,-99.03233000
4.65087891,-106.81740000
4.66308594,-112.09710000
4.67529297,-101.19170000
4.68750000,-96.52560000
4.69970703,-96.60031000
4.71191406,-104.84470000
4.72412109,-99.07788000
4.73632813,-94.09915000
4.74853516,-94.99580000
4.76074219,-98.56171000
4.77294922,-98.68142000
4.78515625,-94.09241000
4.79736328,-91.00903000
4.80957031,-90.75987000
4.82177734,-92.60298000
4.83398438,-94.45518000
4.84619141,-94.24243000
4.85839844,-91.42640000
4.87060547,-88.90617000
4.88281250,-89.11217000
4.89501953,-93.42528000
4.90722656,-103.21510000
4.91943359,-101.57310000
4.93164063,-113.91890000
4.94384766,-99.83039000
4.95605469,-95.89273000
4.96826172,-98.31236000
4.98046875,-105.21120000
4.99267578,-100.59310000
5.00488281,-98.05093000
5.01708984,-95.08075000
5.02929688,-92.07878000
5.04150391,-91.63544000
5.05371094,-93.62616000
5.06591797,-94.49856000
5.07812500,-92.28123000
5.09033203,-91.51444000
5.10253906,-93.42652000
5.11474609,-99.97803000
5.12695313,-103.65620000
5.13916016,-96.42478000
5.15136719,-96.46948000
5.16357422,-100.89220000
5.17578125,-93.21307000
5.18798828,-89.30286000
5.20019531,-88.92551000
5.21240234,-90.41022000
5.22460938,-92.42166000
5.23681641,-95.19332000
5.24902344,-101.12760000
5.26123047,-113.90940000
5.27343750,-112.98930000
5.28564453,-105.70000000
5.29785156,-99.09138000
5.31005859,-98.22119000
5.32226563,-101.23200000
5.33447266,-104.50980000
5.34667969,-101.25870000
5.35888672,-96.31539000
5.37109375,-94.77673000
5.38330078,-97.05341000
5.39550781,-102.80650000
5.40771484,-112.95000000
5.41992188,-109.97980000
5.43212891,-103.04400000
5.44433594,-103.46990000
5.45654297,-107.87120000
5.46875000,-112.00180000
5.48095703,-103.78570000
5.49316406,-96.26826000
5.50537109,-92.29968000
5.51757813,-91.35121000
5.52978516,-92.40384000
5.54199219,-93.47339000
5.55419922,-93.56747000
5.56640625,-94.45789000
5.57861328,-99.06975000
5.59082031,-118.01910000
5.60302734,-98.46719000
5.61523438,-96.74910000
5.62744141,-102.41380000
5.63964844,-103.69160000
5.65185547,-96.45741000
5.66406250,-95.05455000
5.67626953,-95.06367000
5.68847656,-94.70113000
5.70068359,-94.22578000
5.71289063,-94.34930000
5.72509766,-95.57318000
5.73730469,-98.59498000
