Time,Channel A,Channel B
(ms),(V),(V)

-4.84351907,0.06555375,0.70253610
-4.84095907,0.05682547,0.70253610
-4.83839907,0.06555375,0.70253610
-4.83583907,0.06555375,0.69377730
-4.83327907,0.06555375,0.70253610
-4.83071907,0.05682547,0.70253610
-4.82815907,0.06555375,0.70253610
-4.82559907,0.06555375,0.70253610
-4.82303907,0.06555375,0.70253610
-4.82047907,0.05682547,0.70253610
-4.81791907,0.05682547,0.70253610
-4.81535907,0.06555375,0.70253610
-4.81279907,0.05682547,0.70253610
-4.81023907,0.05682547,0.70253610
-4.80767907,0.05682547,0.70253610
-4.80511907,0.05682547,0.70253610
-4.80255907,0.05682547,0.70253610
-4.79999907,0.05682547,0.70253610
-4.79743907,0.05682547,0.70253610
-4.79487907,0.05682547,0.70253610
-4.79231907,0.05682547,0.70253610
-4.78975907,0.05682547,0.70253610
-4.78719907,0.05682547,0.71132540
-4.78463907,0.05682547,0.71132540
-4.78207907,0.06555375,0.71132540
-4.77951907,0.05682547,0.71132540
-4.77695907,0.05682547,0.71132540
-4.77439907,0.05682547,0.71132540
-4.77183907,0.05682547,0.71132540
-4.76927907,0.05682547,0.72011480
-4.76671907,0.05682547,0.71132540
-4.76415907,0.04809717,0.71132540
-4.76159907,0.05682547,0.72011480
-4.75903907,0.05682547,0.72011480
-4.75647907,0.04809717,0.72011480
-4.75391907,0.05682547,0.72011480
-4.75135907,0.05682547,0.72011480
-4.74879907,0.04809717,0.72011480
-4.74623907,0.05682547,0.72011480
-4.74367907,0.05682547,0.72011480
-4.74111907,0.05682547,0.72011480
-4.73855907,0.05682547,0.72890410
-4.73599907,0.04809717,0.72011480
-4.73343907,0.05682547,0.72011480
-4.73087907,0.04809717,0.72011480
-4.72831907,0.04809717,0.72011480
-4.72575907,0.04809717,0.72890410
-4.72319907,0.05682547,0.72890410
-4.72063907,0.05682547,0.72011480
-4.71807907,0.05682547,0.72890410
-4.71551907,0.04809717,0.72011480
-4.71295907,0.04809717,0.72890410
-4.71039907,0.04809717,0.72890410
-4.70783907,0.05682547,0.72890410
-4.70527907,0.04809717,0.72890410
-4.70271907,0.04809717,0.72890410
-4.70015907,0.04809717,0.72890410
-4.69759907,0.05682547,0.72890410
-4.69503907,0.04809717,0.72890410
-4.69247907,0.04809717,0.72890410
-4.68991907,0.04809717,0.72890410
-4.68735907,0.04809717,0.72890410
-4.68479907,0.04809717,0.72890410
-4.68223907,0.04809717,0.72890410
-4.67967907,0.04809717,0.72890410
-4.67711907,0.04809717,0.72890410
-4.67455907,0.04809717,0.72890410
-4.67199907,0.04809717,0.72890410
-4.66943907,0.04809717,0.73769340
-4.66687907,0.04809717,0.72890410
-4.66431907,0.04809717,0.72890410
-4.66175907,0.04809717,0.72890410
-4.65919907,0.04809717,0.72890410
-4.65663907,0.04809717,0.72890410
-4.65407907,0.04809717,0.72890410
-4.65151907,0.04809717,0.72890410
-4.64895907,0.04809717,0.72890410
-4.64639907,0.04809717,0.73769340
-4.64383907,0.04809717,0.72890410
-4.64127907,0.04809717,0.73769340
-4.63871907,0.04809717,0.73769340
-4.63615907,0.04809717,0.73769340
-4.63359907,0.04809717,0.73769340
-4.63103907,0.04809717,0.73769340
-4.62847907,0.04809717,0.73769340
-4.62591907,0.04809717,0.74648270
-4.62335907,0.04809717,0.73769340
-4.62079907,0.04809717,0.73769340
-4.61823907,0.04809717,0.73769340
-4.61567907,0.04809717,0.74648270
-4.61311907,0.04809717,0.73769340
-4.61055907,0.04809717,0.73769340
-4.60799907,0.04809717,0.73769340
-4.60543907,0.04809717,0.73769340
-4.60287907,0.04809717,0.73769340
-4.60031907,0.04809717,0.74648270
-4.59775907,0.04809717,0.73769340
-4.59519907,0.04809717,0.74648270
-4.59263907,0.04809717,0.75527210
-4.59007907,0.04809717,0.74648270
-4.58751907,0.04809717,0.74648270
-4.58495907,0.04809717,0.74648270
-4.58239907,0.04809717,0.74648270
-4.57983907,0.04809717,0.74648270
-4.57727907,0.04809717,0.74648270
-4.57471907,0.04809717,0.74648270
-4.57215907,0.04809717,0.74648270
-4.56959907,0.04809717,0.74648270
-4.56703907,0.04809717,0.74648270
-4.56447907,0.04809717,0.74648270
-4.56191907,0.04809717,0.75527210
-4.55935907,0.04809717,0.75527210
-4.55679907,0.04809717,0.75527210
-4.55423907,0.04809717,0.74648270
-4.55167907,0.04809717,0.74648270
-4.54911907,0.04809717,0.75527210
-4.54655907,0.04809717,0.75527210
-4.54399907,0.04809717,0.75527210
-4.54143907,0.03936888,0.74648270
-4.53887907,0.04809717,0.75527210
