Frequency,Channel B
(kHz),(dBu)

0.00000000,-27.53728000
0.04768372,-34.88921000
0.09536743,-58.25256000
0.14305115,-46.59666000
0.19073486,-47.14854000
0.23841858,-48.82825000
0.28610229,-62.27276000
0.33378601,-54.49977000
0.38146973,-57.90818000
0.42915344,-53.85175000
0.47683716,-53.44154000
0.52452087,-55.14035000
0.57220459,-59.39933000
0.61988831,-56.00238000
0.66757202,-71.52447000
0.71525574,-57.39132000
0.76293945,-64.15891000
0.81062317,-57.22887000
0.85830688,-51.50893000
0.90599060,-55.40123000
0.95367432,-59.14700000
1.00135803,-56.63563000
1.04904175,-59.88119000
1.09672546,-66.29843000
1.14440918,-57.18046000
1.19209290,-54.11662000
1.23977661,-54.38173000
1.28746033,-59.64371000
1.33514404,-74.94390000
1.38282776,-71.71502000
1.43051147,-61.49433000
1.47819519,-54.85938000
1.52587891,-53.50669000
1.57356262,-72.76501000
1.62124634,-53.27135000
1.66893005,-51.91397000
1.71661377,-55.88143000
1.76429749,-59.13113000
1.81198120,-61.62469000
1.85966492,-66.38286000
1.90734863,-57.17746000
1.95503235,-54.58274000
2.00271606,-51.48372000
2.05039978,-50.92868000
2.09808350,-51.31078000
2.14576721,-55.03879000
2.19345093,-58.05412000
2.24113464,-62.84494000
2.28881836,-57.33826000
2.33650208,-55.70648000
2.38418579,-62.95215000
2.43186951,-54.75385000
2.47955322,-58.73327000
2.52723694,-54.45235000
2.57492065,-52.74584000
2.62260437,-53.75485000
2.67028809,-55.26880000
2.71797180,-54.21927000
2.76565552,-54.87794000
2.81333923,-54.06900000
2.86102295,-48.72877000
2.90870667,-49.82505000
2.95639038,-54.51836000
3.00407410,-52.34850000
3.05175781,-51.52155000
3.09944153,-71.27711000
3.14712524,-65.19528000
3.19480896,-57.93217000
3.24249268,-60.02568000
3.29017639,-56.69483000
3.33786011,-60.00042000
3.38554382,-57.78948000
3.43322754,-57.73495000
3.48091125,-68.84812000
3.52859497,-61.62693000
3.57627869,-59.63558000
3.62396240,-71.96011000
3.67164612,-58.12479000
3.71932983,-57.83661000
3.76701355,-63.15318000
3.81469727,-54.38020000
3.86238098,-66.24142000
3.91006470,-57.79980000
3.95774841,-59.05805000
4.00543213,-55.57130000
4.05311584,-69.77165000
4.10079956,-69.42241000
4.14848328,-53.54391000
4.19616699,-52.18828000
4.24385071,-62.07439000
4.29153442,-55.43126000
4.33921814,-56.69222000
4.38690186,-61.45005000
4.43458557,-53.81406000
4.48226929,-54.27565000
4.52995300,-48.90211000
4.57763672,-66.10066000
4.62532043,-50.26032000
4.67300415,-65.74028000
4.72068787,-52.85816000
4.76837158,-58.61069000
4.81605530,-59.87529000
4.86373901,-53.60979000
4.91142273,-56.43188000
4.95910645,-54.28331000
5.00679016,-52.33973000
5.05447388,-53.38467000
5.10215759,-47.84008000
5.14984131,-56.63599000
5.19752502,-49.93222000
5.24520874,-54.26468000
5.29289246,-53.64911000
5.34057617,-52.41814000
5.38825989,-49.26466000
5.43594360,-47.79263000
5.48362732,-53.45729000
5.53131104,-47.89321000
5.57899475,-46.84853000
5.62667847,-53.40407000
5.67436218,-45.63380000
5.72204590,-53.29528000
5.76972961,-43.01651000
5.81741333,-44.18533000
5.86509705,-48.29883000
5.91278076,-44.67041000
5.96046448,-45.79131000
6.00814819,-41.10126000
6.05583191,-42.40422000
6.10351563,-41.59819000
6.15119934,-38.14967000
6.19888306,-41.84604000
6.24656677,-37.28242000
6.29425049,-37.31488000
