Frequency,Channel B
(kHz),(dBu)

0.00000000,-30.33723000
0.09536743,-36.57770000
0.19073486,-48.38915000
0.28610229,-48.04205000
0.38146973,-55.57074000
0.47683716,-58.54576000
0.57220459,-51.75547000
0.66757202,-50.16586000
0.76293945,-53.16220000
0.85830688,-59.51931000
0.95367432,-57.79568000
1.04904175,-57.35974000
1.14440918,-61.06927000
1.23977661,-52.22934000
1.33514404,-50.66605000
1.43051147,-59.90852000
1.52587891,-63.87897000
1.62124634,-59.12151000
1.71661377,-61.06529000
1.81198120,-64.39622000
1.90734863,-57.55630000
2.00271606,-55.14793000
2.09808350,-56.76451000
2.19345093,-62.67491000
2.28881836,-67.53249000
2.38418579,-72.22018000
2.47955322,-61.26775000
2.57492065,-58.79570000
2.67028809,-62.19963000
2.76565552,-64.62685000
2.86102295,-66.11403000
2.95639038,-63.28321000
3.05175781,-73.09617000
3.14712524,-60.46312000
3.24249268,-55.22675000
3.33786011,-55.50352000
3.43322754,-57.36780000
3.52859497,-55.29363000
3.62396240,-52.09189000
3.71932983,-53.31170000
3.81469727,-54.71750000
3.91006470,-57.89790000
4.00543213,-57.07083000
4.10079956,-53.96862000
4.19616699,-57.18672000
4.29153442,-61.92558000
4.38690186,-59.54776000
4.48226929,-57.57383000
4.57763672,-55.89072000
4.67300415,-56.48737000
4.76837158,-59.15676000
4.86373901,-56.16805000
4.95910645,-53.92636000
5.05447388,-61.19820000
5.14984131,-63.82642000
5.24520874,-59.40163000
5.34057617,-53.73378000
5.43594360,-56.30427000
5.53131104,-53.86718000
5.62667847,-55.07683000
5.72204590,-52.93380000
5.81741333,-55.02821000
5.91278076,-54.20174000
6.00814819,-48.28479000
6.10351563,-53.27528000
6.19888306,-48.92854000
6.29425049,-54.04098000
6.38961792,-48.52736000
6.48498535,-48.76684000
6.58035278,-51.42260000
6.67572021,-47.61845000
6.77108765,-41.56956000
6.86645508,-39.51881000
6.96182251,-31.26716000
7.05718994,-15.37972000
7.15255737,-2.83497000
7.24792480,2.69032000
7.34329224,2.54321900
7.43865967,2.08485400
7.53402710,0.84836240
7.62939453,-6.23066700
7.72476196,-20.11936000
7.82012939,-33.00076000
7.91549683,-42.93575000
8.01086426,-41.02036000
8.10623169,-51.07562000
8.20159912,-47.86735000
8.29696655,-47.93659000
8.39233398,-52.47295000
8.48770142,-51.65520000
8.58306885,-50.20923000
8.67843628,-48.48183000
8.77380371,-53.20794000
8.86917114,-56.83532000
8.96453857,-58.69875000
9.05990601,-53.62232000
9.15527344,-58.41918000
9.25064087,-60.21328000
9.34600830,-69.38722000
9.44137573,-54.26236000
9.53674316,-56.68299000
9.63211060,-55.83430000
9.72747803,-66.67822000
9.82284546,-63.17837000
9.91821289,-53.03669000
10.01358032,-52.02094000
10.10894775,-72.39936000
10.20431519,-53.03212000
10.29968262,-51.32994000
10.39505005,-53.13133000
10.49041748,-53.11903000
10.58578491,-58.59848000
10.68115234,-61.92456000
10.77651978,-55.53875000
10.87188721,-53.54111000
10.96725464,-53.14500000
11.06262207,-55.98117000
11.15798950,-56.18893000
11.25335693,-58.08523000
11.34872437,-55.10229000
11.44409180,-56.09966000
11.53945923,-57.58467000
11.63482666,-53.78281000
11.73019409,-51.81388000
11.82556152,-51.42117000
11.92092896,-52.87383000
12.01629639,-57.40396000
12.11166382,-58.45155000
12.20703125,-57.21988000
12.30239868,-54.10529000
12.39776611,-49.83829000
12.49313354,-50.68148000
12.58850098,-58.09625000
12.68386841,-63.03844000
