Frequency,Channel B
(kHz),(dBu)

0.00000000,-58.47935000
0.09536743,-58.75825000
0.19073486,-55.66770000
0.28610229,-61.70222000
0.38146973,-52.44629000
0.47683716,-52.22072000
0.57220459,-53.64676000
0.66757202,-55.63147000
0.76293945,-75.43980000
0.85830688,-64.56525000
0.95367432,-70.19730000
1.04904175,-65.95911000
1.14440918,-56.68127000
1.23977661,-52.79491000
1.33514404,-53.29382000
1.43051147,-55.36501000
1.52587891,-59.23947000
1.62124634,-80.44193000
1.71661377,-63.49646000
1.81198120,-60.15939000
1.90734863,-58.84594000
2.00271606,-58.51379000
2.09808350,-60.72705000
2.19345093,-59.09366000
2.28881836,-57.44076000
2.38418579,-63.89790000
2.47955322,-65.81915000
2.57492065,-67.03355000
2.67028809,-61.72531000
2.76565552,-65.69105000
2.86102295,-60.25800000
2.95639038,-57.41314000
3.05175781,-62.19122000
3.14712524,-51.75200000
3.24249268,-63.37144000
3.33786011,-51.92794000
3.43322754,-48.41200000
3.52859497,-43.96745000
3.62396240,-34.75116000
3.71932983,-16.36256000
3.81469727,-5.74898900
3.91006470,-2.88670400
4.00543213,-7.26304100
4.10079956,-19.65030000
4.19616699,-38.28445000
4.29153442,-44.18964000
4.38690186,-49.55469000
4.48226929,-43.80207000
4.57763672,-33.03096000
4.67300415,-25.24989000
4.76837158,-24.22594000
4.86373901,-30.29843000
4.95910645,-45.29250000
5.05447388,-56.24255000
5.14984131,-60.19565000
5.24520874,-57.67811000
5.34057617,-62.56868000
5.43594360,-63.27189000
5.53131104,-66.25266000
5.62667847,-61.36389000
5.72204590,-63.25885000
5.81741333,-65.86966000
5.91278076,-68.72092000
6.00814819,-61.51298000
6.10351563,-55.49827000
6.19888306,-56.62229000
6.29425049,-87.17124000
6.38961792,-59.14312000
6.48498535,-61.48319000
6.58035278,-65.75227000
6.67572021,-61.48248000
6.77108765,-61.55699000
6.86645508,-62.36518000
6.96182251,-61.43793000
7.05718994,-56.44126000
7.15255737,-51.34808000
7.24792480,-53.81272000
7.34329224,-65.17513000
7.43865967,-69.01704000
7.53402710,-58.70110000
7.62939453,-60.30578000
7.72476196,-91.18645000
7.82012939,-71.75020000
7.91549683,-64.04047000
8.01086426,-55.04401000
8.10623169,-57.69353000
8.20159912,-76.78085000
8.29696655,-67.54100000
8.39233398,-62.31767000
8.48770142,-68.09785000
8.58306885,-59.42631000
8.67843628,-59.11526000
8.77380371,-59.12284000
8.86917114,-58.47004000
8.96453857,-59.22343000
9.05990601,-58.65208000
9.15527344,-59.57669000
9.25064087,-63.05765000
9.34600830,-69.36563000
9.44137573,-57.48860000
9.53674316,-57.02053000
9.63211060,-60.80858000
9.72747803,-60.92968000
9.82284546,-60.47618000
9.91821289,-59.34395000
10.01358032,-59.84442000
10.10894775,-65.71980000
10.20431519,-65.05700000
10.29968262,-59.82858000
10.39505005,-62.35177000
10.49041748,-57.66529000
10.58578491,-53.67313000
10.68115234,-55.39227000
10.77651978,-62.68019000
10.87188721,-66.94852000
10.96725464,-66.29092000
11.06262207,-64.28545000
11.15798950,-58.41127000
11.25335693,-57.19300000
11.34872437,-55.35656000
11.44409180,-54.46068000
11.53945923,-59.03024000
11.63482666,-62.39885000
11.73019409,-54.61858000
11.82556152,-54.02324000
11.92092896,-63.70428000
12.01629639,-58.87434000
12.11166382,-56.16151000
12.20703125,-55.61857000
12.30239868,-54.31153000
12.39776611,-56.04210000
12.49313354,-61.01959000
12.58850098,-72.97263000
