Frequency,Channel B
(kHz),(dBu)

0.00000000,-23.52648000
0.04768372,-31.54308000
0.09536743,-51.30206000
0.14305115,-45.44318000
0.19073486,-71.10316000
0.23841858,-60.05341000
0.28610229,-85.72169000
0.33378601,-52.43788000
0.38146973,-50.16958000
0.42915344,-54.92840000
0.47683716,-54.81970000
0.52452087,-56.02874000
0.57220459,-55.94032000
0.61988831,-52.37744000
0.66757202,-54.30420000
0.71525574,-54.81778000
0.76293945,-56.37916000
0.81062317,-53.51139000
0.85830688,-50.16231000
0.90599060,-50.23163000
0.95367432,-57.45752000
1.00135803,-53.65852000
1.04904175,-58.05725000
1.09672546,-58.90335000
1.14440918,-58.76385000
1.19209290,-68.49252000
1.23977661,-52.86110000
1.28746033,-50.51429000
1.33514404,-55.15488000
1.38282776,-55.82328000
1.43051147,-52.53323000
1.47819519,-57.10632000
1.52587891,-61.23808000
1.57356262,-58.15099000
1.62124634,-60.12743000
1.66893005,-53.43527000
1.71661377,-58.10108000
1.76429749,-58.63139000
1.81198120,-60.84088000
1.85966492,-53.58080000
1.90734863,-50.74329000
1.95503235,-50.75835000
2.00271606,-51.30975000
2.05039978,-64.44879000
2.09808350,-59.23381000
2.14576721,-55.80372000
2.19345093,-53.70299000
2.24113464,-59.62612000
2.28881836,-61.83806000
2.33650208,-58.63982000
2.38418579,-53.92383000
2.43186951,-53.00231000
2.47955322,-55.84861000
2.52723694,-53.78441000
2.57492065,-47.87287000
2.62260437,-53.34118000
2.67028809,-54.27342000
2.71797180,-52.68488000
2.76565552,-59.79508000
2.81333923,-48.98830000
2.86102295,-47.91333000
2.90870667,-52.10384000
2.95639038,-56.23279000
3.00407410,-58.83399000
3.05175781,-68.36367000
3.09944153,-54.88731000
3.14712524,-50.81385000
3.19480896,-50.78419000
3.24249268,-46.73129000
3.29017639,-47.00283000
3.33786011,-48.64237000
3.38554382,-47.34480000
3.43322754,-49.81258000
3.48091125,-52.03197000
3.52859497,-51.59992000
3.57627869,-59.30025000
3.62396240,-50.87880000
3.67164612,-59.52402000
3.71932983,-58.48400000
3.76701355,-52.57514000
3.81469727,-54.90273000
3.86238098,-53.99377000
3.91006470,-57.43182000
3.95774841,-59.60109000
4.00543213,-49.32022000
4.05311584,-54.19749000
4.10079956,-56.92757000
4.14848328,-55.96983000
4.19616699,-58.37887000
4.24385071,-59.82899000
4.29153442,-53.27124000
4.33921814,-66.61918000
4.38690186,-50.26776000
4.43458557,-54.09066000
4.48226929,-51.13993000
4.52995300,-57.59312000
4.57763672,-52.47364000
4.62532043,-50.51953000
4.67300415,-55.32912000
4.72068787,-50.22890000
4.76837158,-54.78534000
4.81605530,-57.38784000
4.86373901,-52.50670000
4.91142273,-74.20809000
4.95910645,-51.05609000
5.00679016,-52.96146000
5.05447388,-55.29401000
5.10215759,-58.91592000
5.14984131,-55.79237000
5.19752502,-44.71722000
5.24520874,-44.43774000
5.29289246,-54.11869000
5.34057617,-48.50332000
5.38825989,-56.47983000
5.43594360,-54.41661000
5.48362732,-50.63627000
5.53131104,-55.26756000
5.57899475,-47.56782000
5.62667847,-49.10458000
5.67436218,-65.50829000
5.72204590,-43.25808000
5.76972961,-52.22952000
5.81741333,-44.34705000
5.86509705,-45.93895000
5.91278076,-50.73330000
5.96046448,-44.24153000
6.00814819,-48.28586000
6.05583191,-47.68316000
6.10351563,-43.29004000
6.15119934,-41.42830000
6.19888306,-45.50022000
6.24656677,-40.24220000
6.29425049,-41.78611000
