Time,Channel B
(ms),(V)

-10.00959892,-0.00137333
-10.00703892,-0.00137333
-10.00447892,-0.00137333
-10.00191892,-0.00137333
-9.99935892,-0.00137333
-9.99679892,-0.00137333
-9.99423892,-0.00137333
-9.99167892,-0.00137333
-9.98911892,-0.00137333
-9.98655892,-0.00137333
-9.98399892,-0.00137333
-9.98143892,-0.00137333
-9.97887892,-0.00137333
-9.97631892,-0.00137333
-9.97375892,-0.00137333
-9.97119892,-0.00137333
-9.96863892,-0.00137333
-9.96607892,-0.00137333
-9.96351892,-0.00137333
-9.96095892,-0.00137333
-9.95839892,-0.00137333
-9.95583892,-0.00137333
-9.95327892,-0.00137333
-9.95071892,-0.00137333
-9.94815892,-0.00137333
-9.94559892,-0.00137333
-9.94303892,-0.00137333
-9.94047892,-0.00137333
-9.93791892,-0.00137333
-9.93535892,-0.00137333
-9.93279892,-0.00137333
-9.93023892,-0.00137333
-9.92767892,-0.00137333
-9.92511892,-0.00137333
-9.92255892,-0.00137333
-9.91999892,-0.00137333
-9.91743892,-0.00137333
-9.91487892,-0.00137333
-9.91231892,0.04272591
-9.90975892,-0.00137333
-9.90719892,-0.00137333
-9.90463892,-0.00137333
-9.90207892,-0.00137333
-9.89951892,-0.00137333
-9.89695892,-0.00137333
-9.89439892,-0.00137333
-9.89183892,-0.00137333
-9.88927892,-0.00137333
-9.88671892,-0.00137333
-9.88415892,-0.00137333
-9.88159892,-0.00137333
-9.87903892,-0.00137333
-9.87647892,-0.00137333
-9.87391892,-0.00137333
-9.87135892,-0.00137333
-9.86879892,-0.00137333
-9.86623892,-0.00137333
-9.86367892,-0.00137333
-9.86111892,-0.00137333
-9.85855892,0.04272591
-9.85599892,-0.00137333
-9.85343892,-0.00137333
-9.85087892,-0.00137333
-9.84831892,-0.00137333
-9.84575892,-0.00137333
-9.84319892,-0.00137333
-9.84063892,-0.00137333
-9.83807892,-0.00137333
-9.83551892,-0.00137333
-9.83295892,-0.00137333
-9.83039892,-0.00137333
-9.82783892,-0.00137333
-9.82527892,-0.00137333
-9.82271892,-0.00137333
-9.82015892,-0.00137333
-9.81759892,-0.00137333
-9.81503892,-0.00137333
-9.81247892,-0.00137333
-9.80991892,-0.00137333
-9.80735892,-0.00137333
-9.80479892,-0.00137333
-9.80223892,-0.00137333
-9.79967892,-0.00137333
-9.79711892,-0.00137333
-9.79455892,-0.00137333
-9.79199892,0.04272591
-9.78943892,-0.00137333
-9.78687892,-0.00137333
-9.78431892,-0.00137333
-9.78175892,-0.00137333
-9.77919892,-0.00137333
-9.77663892,-0.00137333
-9.77407892,-0.00137333
-9.77151892,-0.00137333
-9.76895892,-0.00137333
-9.76639892,-0.00137333
-9.76383892,-0.00137333
-9.76127892,-0.00137333
-9.75871892,-0.00137333
-9.75615892,-0.00137333
-9.75359892,-0.00137333
-9.75103892,-0.00137333
-9.74847892,-0.00137333
-9.74591892,-0.00137333
-9.74335892,-0.00137333
-9.74079892,-0.00137333
-9.73823892,-0.00137333
-9.73567892,-0.00137333
-9.73311892,-0.00137333
-9.73055892,-0.00137333
