Time,Channel A
(ms),(V)

-25.00763373,0.49812310
-25.00263373,-0.49095130
-24.99763373,0.44004640
-24.99263373,-0.34177680
-24.98763373,0.21558280
-24.98263373,-0.06558428
-24.97763373,-0.09332560
-24.97263373,0.24036380
-24.96763373,-0.36442150
-24.96263373,0.45298620
-24.95763373,-0.49754320
-24.95263373,0.49290450
-24.94763373,-0.43806270
-24.94263373,0.34546950
-24.93763373,-0.21399580
-24.93263373,0.06494339
-24.92763373,0.09179968
-24.92263373,-0.23902100
-24.91763373,0.36649680
-24.91263373,-0.45188760
-24.90763373,0.49851980
-24.90263373,-0.49305700
-24.89763373,0.43815430
-24.89263373,-0.34415720
-24.88763373,0.21509440
-24.88263373,-0.06396680
-24.87763373,-0.08948027
-24.87263373,0.23947870
-24.86763373,-0.36490980
-24.86263373,0.45622120
-24.85763373,-0.49729910
-24.85263373,0.49504070
-24.84763373,-0.43943600
-24.84263373,0.34574420
-24.83763373,-0.21549120
-24.83263373,0.06530961
-24.82763373,0.09341716
-24.82263373,-0.24076050
-24.81763373,0.36463510
-24.81263373,-0.45100250
-24.80763373,0.49787900
-24.80263373,-0.49357580
-24.79763373,0.43928340
-24.79263373,-0.34525590
-24.78763373,0.21372110
-24.78263373,-0.06457716
-24.77763373,-0.09271523
-24.77263373,0.24048580
-24.76763373,-0.36405530
-24.76263373,0.45570240
-24.75763373,-0.49641410
-24.75263373,0.49516280
-24.74763373,-0.43943600
-24.74263373,0.34498120
-24.73763373,-0.21561330
-24.73263373,0.06656087
-24.72763373,0.09341716
-24.72263373,-0.23889890
-24.71763373,0.36475720
-24.71263373,-0.45435960
-24.70763374,0.49577320
-24.70263374,-0.49293500
-24.69763374,0.44376960
-24.69263374,-0.34351630
-24.68763374,0.21622360
-24.68263374,-0.06558428
-24.67763374,-0.09134190
-24.67263374,0.24121830
-24.66763374,-0.36393320
-24.66263374,0.45545820
-24.65763374,-0.49693290
-24.65263374,0.49314860
-24.64763374,-0.43995480
-24.64263374,0.34611040
-24.63763374,-0.21201210
-24.63263374,0.06442457
-24.62763374,0.09418012
-24.62263374,-0.23999760
-24.61763374,0.36426890
-24.61263374,-0.45225380
-24.60763374,0.49714650
-24.60263374,-0.49357580
-24.59763374,0.43992430
-24.59263374,-0.34339430
-24.58763374,0.21546070
-24.58263374,-0.06134220
-24.57763374,-0.09271523
-24.57263374,0.24048580
-24.56763374,-0.36490980
-24.56263374,0.45371870
-24.55763374,-0.49729910
-24.55263374,0.49439980
-24.54763374,-0.44093140
-24.54263374,0.34348580
-24.53763374,-0.21488080
-24.53263374,0.06518754
-24.52763374,0.09143345
-24.52263374,-0.23950930
-24.51763374,0.36414690
-24.51263374,-0.45027010
-24.50763374,0.49864190
-24.50263374,-0.49220250
-24.49763374,0.44004640
-24.49263374,-0.34537800
-24.48763374,0.21408730
-24.48263374,-0.06558428
-24.47763374,-0.09097568
-24.47263374,0.24060790
-24.46763374,-0.36466570
-24.46263374,0.45472580
-24.45763374,-0.49766530
-24.45263374,0.49278240
-24.44763374,-0.44080930
-24.44263374,0.34598830
