Frequency,Channel B
(kHz),(dBu)

0.00000000,-37.44641000
0.09536743,-42.02584000
0.19073486,-48.70394000
0.28610229,-50.26141000
0.38146973,-49.72412000
0.47683716,-50.64571000
0.57220459,-49.45890000
0.66757202,-50.52322000
0.76293945,-55.58569000
0.85830688,-56.49402000
0.95367432,-54.17533000
1.04904175,-54.96172000
1.14440918,-52.94050000
1.23977661,-67.29558000
1.33514404,-56.57638000
1.43051147,-53.91413000
1.52587891,-55.52391000
1.62124634,-61.39060000
1.71661377,-59.86577000
1.81198120,-57.46763000
1.90734863,-54.13086000
2.00271606,-52.29173000
2.09808350,-51.06225000
2.19345093,-49.11172000
2.28881836,-46.76752000
2.38418579,-48.17547000
2.47955322,-52.99699000
2.57492065,-57.00240000
2.67028809,-57.23586000
2.76565552,-61.38638000
2.86102295,-54.21658000
2.95639038,-58.53712000
3.05175781,-53.53005000
3.14712524,-48.21301000
3.24249268,-48.05742000
3.33786011,-49.31407000
3.43322754,-54.75717000
3.52859497,-51.94120000
3.62396240,-50.04037000
3.71932983,-55.83195000
3.81469727,-61.65154000
3.91006470,-66.68659000
4.00543213,-61.71128000
4.10079956,-67.09870000
4.19616699,-56.79131000
4.29153442,-51.32611000
4.38690186,-54.07515000
4.48226929,-59.22144000
4.57763672,-52.25994000
4.67300415,-54.24522000
4.76837158,-55.53894000
4.86373901,-56.00367000
4.95910645,-54.08989000
5.05447388,-49.49974000
5.14984131,-55.93049000
5.24520874,-60.69875000
5.34057617,-53.72189000
5.43594360,-62.01536000
5.53131104,-55.64368000
5.62667847,-58.99315000
5.72204590,-57.88086000
5.81741333,-53.28106000
5.91278076,-50.66328000
6.00814819,-54.14192000
6.10351563,-49.61478000
6.19888306,-53.78994000
6.29425049,-48.51263000
6.38961792,-48.37472000
6.48498535,-49.44933000
6.58035278,-46.04386000
6.67572021,-42.43058000
6.77108765,-41.42564000
6.86645508,-35.64313000
6.96182251,-25.36842000
7.05718994,-9.30866100
7.15255737,0.15466170
7.24792480,2.51205300
7.34329224,-3.06411300
7.43865967,-2.61434400
7.53402710,1.22533600
7.62939453,-2.49362000
7.72476196,-13.05164000
7.82012939,-28.47123000
7.91549683,-36.86002000
8.01086426,-40.96341000
8.10623169,-42.69102000
8.20159912,-51.06059000
8.29696655,-45.35891000
8.39233398,-50.49640000
8.48770142,-59.53052000
8.58306885,-48.75400000
8.67843628,-53.39638000
8.77380371,-55.73483000
8.86917114,-55.20382000
8.96453857,-57.65871000
9.05990601,-51.41322000
9.15527344,-52.42330000
9.25064087,-56.49728000
9.34600830,-56.28534000
9.44137573,-56.38963000
9.53674316,-50.95612000
9.63211060,-47.01722000
9.72747803,-49.86961000
9.82284546,-59.53077000
9.91821289,-67.01203000
10.01358032,-59.38710000
10.10894775,-68.88803000
10.20431519,-66.65459000
10.29968262,-59.74525000
10.39505005,-55.57320000
10.49041748,-54.29751000
10.58578491,-61.51696000
10.68115234,-55.69512000
10.77651978,-53.51339000
10.87188721,-56.71611000
10.96725464,-63.25566000
11.06262207,-60.71876000
11.15798950,-57.84348000
11.25335693,-60.16331000
11.34872437,-67.29996000
11.44409180,-56.47623000
11.53945923,-65.43291000
11.63482666,-60.91761000
11.73019409,-54.04301000
11.82556152,-50.87635000
11.92092896,-48.88712000
12.01629639,-50.46744000
12.11166382,-58.22375000
12.20703125,-51.13687000
12.30239868,-51.34091000
12.39776611,-54.18847000
12.49313354,-51.31129000
12.58850098,-52.81880000
12.68386841,-54.08633000
