Time,Channel A
(ms),(V)

-25.00610113,-0.18768880
-25.00110113,-0.03271584
-24.99610113,0.12286750
-24.99110113,0.26627400
-24.98610113,0.38468580
-24.98110113,0.46650590
-24.97610113,0.50059510
-24.97110113,0.48393200
-24.96610113,0.42634360
-24.96110113,0.31974240
-24.95610113,0.18643760
-24.95110113,0.03482162
-24.94610113,-0.12079230
-24.94110113,-0.26480910
-24.93610113,-0.38383130
-24.93110113,-0.46430860
-24.92610113,-0.49839780
-24.92110113,-0.48359630
-24.91610113,-0.42313910
-24.91110113,-0.32041380
-24.90610113,-0.18683430
-24.90110113,-0.03210547
-24.89610113,0.12161630
-24.89110113,0.26825770
-24.88610113,0.38419750
-24.88110113,0.46391190
-24.87610113,0.49760430
-24.87110113,0.48692280
-24.86610113,0.42521440
-24.86110113,0.32361830
-24.85610113,0.18939790
-24.85110114,0.03494369
-24.84610114,-0.12067020
-24.84110114,-0.26541950
-24.83610114,-0.38334300
-24.83110114,-0.46317940
-24.82610114,-0.49763480
-24.82110114,-0.48658710
-24.81610114,-0.42661820
-24.81110114,-0.31916260
-24.80610114,-0.18359940
-24.80110114,-0.03186132
-24.79610114,0.12323370
-24.79110114,0.26801350
-24.78610114,0.38642540
-24.78110114,0.46690270
-24.77610114,0.50196840
-24.77110114,0.48615990
-24.76610114,0.42509230
-24.76110114,0.32309950
-24.75610114,0.18741420
-24.75110114,0.03692739
-24.74610114,-0.12103640
-24.74110114,-0.26468700
-24.73610114,-0.38346510
-24.73110114,-0.46317940
-24.72610114,-0.49839780
-24.72110114,-0.48695330
-24.71610114,-0.42564170
-24.71110114,-0.31992550
-24.70610114,-0.18582720
-24.70110114,-0.03198340
-24.69610114,0.11999880
-24.69110114,0.26477860
-24.68610114,0.38554030
-24.68110114,0.46415600
-24.67610114,0.49873350
-24.67110114,0.48481700
-24.66610114,0.42435990
-24.66110114,0.32422860
-24.65610114,0.18817710
-24.65110114,0.03381451
-24.64610114,-0.12289800
-24.64110114,-0.26630450
-24.63610114,-0.38358720
-24.63110114,-0.46269110
-24.62610114,-0.49900810
-24.62110114,-0.48521380
-24.61610114,-0.42265080
-24.61110114,-0.32203130
-24.60610114,-0.18558310
-24.60110114,-0.03247169
-24.59610114,0.12262340
-24.59110114,0.26776940
-24.58610114,0.38367870
-24.58110114,0.46278270
-24.57610114,0.50096130
-24.57110114,0.48667870
-24.56610114,0.42460400
-24.56110114,0.32175660
-24.55610114,0.18829920
-24.55110114,0.03592028
-24.54610114,-0.11990720
-24.54110114,-0.26258130
-24.53610114,-0.38285470
-24.53110114,-0.46641440
-24.52610114,-0.49763480
-24.52110114,-0.48606830
-24.51610114,-0.42200990
-24.51110114,-0.32004760
-24.50610114,-0.18659020
-24.50110114,-0.03137303
-24.49610114,0.12298960
-24.49110114,0.26651810
-24.48610114,0.38493000
-24.48110114,0.46650590
-24.47610114,0.50071720
-24.47110114,0.48603780
-24.46610114,0.42298650
-24.46110114,0.32038330
-24.45610114,0.18878750
-24.45110115,0.03405866
-24.44610115,-0.12054810
-24.44110115,-0.26493120
