Time,Channel B
(ms),(V)

-10.00775397,-0.00137333
-10.00519397,-0.00137333
-10.00263397,-0.00137333
-10.00007397,-0.00137333
-9.99751397,-0.00137333
-9.99495397,-0.00137333
-9.99239397,-0.00137333
-9.98983397,-0.00137333
-9.98727397,-0.00137333
-9.98471397,-0.00137333
-9.98215397,-0.00137333
-9.97959397,0.04272591
-9.97703397,-0.00137333
-9.97447397,-0.00137333
-9.97191397,-0.00137333
-9.96935397,-0.00137333
-9.96679397,-0.00137333
-9.96423397,-0.00137333
-9.96167397,-0.00137333
-9.95911397,-0.00137333
-9.95655397,-0.00137333
-9.95399397,-0.00137333
-9.95143397,-0.00137333
-9.94887397,-0.00137333
-9.94631397,-0.00137333
-9.94375397,-0.00137333
-9.94119397,-0.00137333
-9.93863397,-0.00137333
-9.93607397,-0.00137333
-9.93351397,-0.00137333
-9.93095397,-0.00137333
-9.92839397,-0.00137333
-9.92583397,-0.00137333
-9.92327397,-0.00137333
-9.92071397,-0.00137333
-9.91815397,-0.00137333
-9.91559397,-0.00137333
-9.91303397,-0.00137333
-9.91047397,-0.00137333
-9.90791397,-0.00137333
-9.90535397,-0.00137333
-9.90279397,-0.00137333
-9.90023397,-0.00137333
-9.89767397,-0.00137333
-9.89511397,-0.00137333
-9.89255397,-0.00137333
-9.88999397,-0.00137333
-9.88743397,-0.00137333
-9.88487397,-0.00137333
-9.88231397,-0.00137333
-9.87975397,-0.00137333
-9.87719397,-0.00137333
-9.87463397,-0.00137333
-9.87207397,-0.00137333
-9.86951397,-0.00137333
-9.86695397,-0.00137333
-9.86439397,-0.00137333
-9.86183397,-0.00137333
-9.85927397,-0.00137333
-9.85671397,-0.00137333
-9.85415397,-0.00137333
-9.85159397,-0.00137333
-9.84903397,0.04272591
-9.84647397,-0.00137333
-9.84391397,-0.00137333
-9.84135397,-0.00137333
-9.83879397,-0.00137333
-9.83623397,-0.00137333
-9.83367397,-0.00137333
-9.83111397,-0.00137333
-9.82855397,-0.00137333
-9.82599397,-0.00137333
-9.82343397,0.04272591
-9.82087397,-0.00137333
-9.81831397,-0.00137333
-9.81575397,-0.00137333
-9.81319397,-0.00137333
-9.81063397,-0.00137333
-9.80807397,-0.00137333
-9.80551397,-0.00137333
-9.80295397,-0.00137333
-9.80039397,-0.00137333
-9.79783397,-0.00137333
-9.79527397,-0.00137333
-9.79271397,-0.00137333
-9.79015397,-0.00137333
-9.78759397,-0.00137333
-9.78503397,-0.00137333
-9.78247397,-0.00137333
-9.77991397,-0.00137333
-9.77735397,-0.00137333
-9.77479397,-0.00137333
-9.77223397,-0.00137333
-9.76967397,-0.00137333
-9.76711397,-0.00137333
-9.76455397,-0.00137333
-9.76199397,-0.00137333
-9.75943397,-0.00137333
-9.75687397,-0.00137333
-9.75431397,-0.00137333
-9.75175397,-0.00137333
-9.74919397,-0.00137333
-9.74663397,-0.00137333
-9.74407397,-0.00137333
-9.74151397,-0.00137333
-9.73895397,-0.00137333
-9.73639397,-0.00137333
-9.73383397,-0.00137333
-9.73127397,-0.00137333
-9.72871397,-0.00137333
