Frequency,Channel B
(kHz),(dBu)

0.00000000,-58.98079000
0.09536743,-74.47809000
0.19073486,-65.43719000
0.28610229,-67.54008000
0.38146973,-65.00768000
0.47683716,-65.73389000
0.57220459,-65.63200000
0.66757202,-64.77594000
0.76293945,-64.93703000
0.85830688,-62.09177000
0.95367432,-60.88687000
1.04904175,-61.97367000
1.14440918,-62.43616000
1.23977661,-60.18110000
1.33514404,-60.22315000
1.43051147,-59.86692000
1.52587891,-62.00306000
1.62124634,-63.78548000
1.71661377,-59.99775000
1.81198120,-61.15325000
1.90734863,-64.00451000
2.00271606,-66.11168000
2.09808350,-61.74934000
2.19345093,-65.65012000
2.28881836,-60.67362000
2.38418579,-76.84584000
2.47955322,-60.34827000
2.57492065,-68.57359000
2.67028809,-55.77737000
2.76565552,-50.51706000
2.86102295,-28.86955000
2.95639038,-15.63765000
3.05175781,-11.06947000
3.14712524,-13.99783000
3.24249268,-25.26793000
3.33786011,-45.99934000
3.43322754,-54.87726000
3.52859497,-61.66555000
3.62396240,-65.06081000
3.71932983,-59.71766000
3.81469727,-70.20609000
3.91006470,-58.10220000
4.00543213,-67.56064000
4.10079956,-54.93647000
4.19616699,-56.46055000
4.29153442,-52.42894000
4.38690186,-46.12261000
4.48226929,-32.34433000
4.57763672,-17.15124000
4.67300415,-9.56367700
4.76837158,-9.14785300
4.86373901,-15.86669000
4.95910645,-30.34752000
5.05447388,-44.68504000
5.14984131,-53.31331000
5.24520874,-55.17163000
5.34057617,-59.20144000
5.43594360,-61.67734000
5.53131104,-62.04357000
5.62667847,-72.02607000
5.72204590,-62.52957000
5.81741333,-80.02700000
5.91278076,-64.01847000
6.00814819,-61.59059000
6.10351563,-63.70385000
6.19888306,-73.64747000
6.29425049,-63.07651000
6.38961792,-62.44604000
6.48498535,-63.81775000
6.58035278,-69.04401000
6.67572021,-75.02140000
6.77108765,-67.25755000
6.86645508,-61.85804000
6.96182251,-63.84336000
7.05718994,-69.14866000
7.15255737,-61.80279000
7.24792480,-58.89804000
7.34329224,-60.01321000
7.43865967,-71.78297000
7.53402710,-67.50876000
7.62939453,-63.92958000
7.72476196,-68.23512000
7.82012939,-74.72255000
7.91549683,-65.89801000
8.01086426,-64.57842000
8.10623169,-65.03551000
8.20159912,-73.77784000
8.29696655,-74.95195000
8.39233398,-65.33257000
8.48770142,-65.65170000
8.58306885,-74.51147000
8.67843628,-71.79496000
8.77380371,-67.67449000
8.86917114,-66.09092000
8.96453857,-69.28028000
9.05990601,-63.70964000
9.15527344,-62.88372000
9.25064087,-70.94566000
9.34600830,-67.75529000
9.44137573,-62.70127000
9.53674316,-66.32596000
9.63211060,-69.18198000
9.72747803,-66.34821000
9.82284546,-67.03780000
9.91821289,-67.62059000
10.01358032,-66.72125000
10.10894775,-62.58926000
10.20431519,-62.47571000
10.29968262,-63.62976000
10.39505005,-62.01308000
10.49041748,-59.31543000
10.58578491,-60.11746000
10.68115234,-63.80232000
10.77651978,-65.87074000
10.87188721,-63.03442000
10.96725464,-61.63760000
11.06262207,-64.83926000
11.15798950,-70.60006000
11.25335693,-86.74615000
11.34872437,-75.89429000
11.44409180,-70.00301000
11.53945923,-69.43916000
11.63482666,-73.69864000
11.73019409,-71.82067000
11.82556152,-73.09735000
11.92092896,-69.33882000
12.01629639,-64.36955000
12.11166382,-60.94267000
12.20703125,-60.05708000
12.30239868,-62.21212000
12.39776611,-66.83572000
12.49313354,-70.18101000
12.58850098,-65.00453000
